gid,cctv,light,log_pa,ep,fp,yp,nb
дь_69bb34aa,-0.5,-0.5,1.214912744,-0.311512415,-0.322807018,-0.323076923,14
дь_69bb34bb,0,0,1.129787906,1.864559819,1.063859649,0.969230769,0
дь_69bb35aa,0,0,0.442118426,0.320541761,0.329824561,0.646153846,0
дь_69bb35bb,-0.5,-0.5,1.173101141,-0.343115124,-0.341052632,-0.323076923,0
дь_69bb37aa,0,0,0.102556588,-0.158013544,-0.161403509,-0.223076923,34
дь_69bb37ab,2.5,2.5,0.102556588,2.121896163,1.330526316,0.661538462,290
дь_69bb37ba,1.5,1.5,-0.879476759,1.593679458,1.069473684,0.553846154,244
дь_69bb37bb,2,2,0.286681572,1.485327314,0.837894737,0.576923077,208
дь_69bb38aa,1,1,0.286681572,1.611738149,1.202807018,1.046153846,82
дь_69bb38ab,2.5,2.5,0.286681572,0.424379233,0.144561404,0.007692308,49
дь_69bb38ba,1,1,-0.083381609,3.44469526,2.004210526,1.061538462,251
дь_69bb38bb,1.5,1.5,-1.22758267,2.212189616,1.375438596,0.738461538,232
дь_69bb39aa,0.5,0.5,-0.387134151,1.155756208,0.798596491,0.684615385,124
дь_69bb39ab,0.5,0.5,-0.673344553,0.18510158,0.056140351,-0.030769231,44
дь_69bb39ba,0.5,0.5,-0.673344553,0.817155756,0.305964912,0.107692308,114
дь_69bb39bb,1.5,1.5,-0.673344553,1.571106095,1.278596491,1.207692308,99
дь_69bb40aa,-0.5,-0.5,0.608133806,0.23476298,-0.002807018,-0.2,30
дь_69bb40ab,0,0,0.433080275,-0.027088036,-0.065964912,-0.130769231,22
дь_70aa33ba,-0.5,-0.5,1.444327392,-0.343115124,-0.341052632,-0.323076923,0
дь_70aa33bb,-0.5,-0.5,1.444327392,-0.343115124,-0.341052632,-0.323076923,1
дь_70aa34ba,-0.5,-0.5,1.241557565,-0.153498871,-0.221754386,-0.246153846,0
дь_70aa34bb,0,0,1.242712633,0.60496614,0.418245614,0.6,0
дь_70aa35ba,-0.5,-0.5,0.444685821,-0.343115124,-0.341052632,-0.323076923,1
дь_70aa37aa,0.5,0.5,-0.410980289,0.248306998,0.204912281,0.2,59
дь_70aa37ab,0.5,0.5,-0.450985623,2.221218962,1.726315789,1.538461538,226
дь_70aa37ba,2,2,-0.450985623,2.297968397,1.626666667,1.230769231,422
дь_70aa37bb,2.5,2.5,-0.94160854,2.040632054,1.501754386,1.115384615,295
дь_70aa38aa,3.5,3.5,-0.94160854,0.817155756,0.576842105,0.6,112
дь_70aa38ab,1,1,-0.94160854,-0.139954853,-0.241403509,-0.323076923,12
дь_70aa38ba,1.5,1.5,-0.850971266,2.275395034,1.487719298,0.915384615,220
дь_70aa38bb,2.5,2.5,-0.397496938,1.408577878,1.011929825,0.576923077,144
дь_70aa39aa,0.5,0.5,-0.713349888,2.261851016,1.699649123,1.369230769,121
дь_70aa39ab,1,1,-0.713349888,1.566591422,1.082105263,0.946153846,123
дь_70aa39ba,2,2,-0.713349888,1.869074492,1.136842105,0.507692308,157
дь_70aa39bb,2,2,-0.673344553,2.758465011,1.841403509,1.492307692,214
дь_70aa40aa,1.5,1.5,-0.659712404,0.934537246,0.631578947,0.546153846,97
дь_70aa40ab,-0.5,-0.5,0.608133806,-0.343115124,-0.341052632,-0.323076923,1
дь_70ab33ab,-0.5,-0.5,1.671849173,-0.343115124,-0.341052632,-0.323076923,0
дь_70ab34ba,-0.5,-0.5,0.299363577,0.704288939,0.496842105,0.530769231,0
дь_70ab34bb,-0.5,-0.5,1.242712633,0.176072235,-0.005614035,-0.130769231,0
дь_70ab35bb,-0.5,-0.5,0.246860078,-0.343115124,-0.341052632,-0.323076923,0
дь_70ab37aa,0.5,0.5,-0.665532014,0.311512415,0.197894737,0.146153846,85
дь_70ab37ab,1,1,-0.450985623,1.32731377,1.121403509,1.246153846,168
дь_70ab37ba,0.5,0.5,-0.450985623,1.810383747,1.421754386,1.330769231,385
дь_70ab37bb,2.5,2.5,-1.064210862,2.072234763,1.197192982,0.830769231,373
дь_70ab38aa,2.5,2.5,-1.064210862,1.607223476,0.97122807,0.569230769,194
дь_70ab38ba,4,4,-0.850971266,1.155756208,0.972631579,0.715384615,139
дь_70ab38bb,1,1,-0.397496938,1.810383747,1.37122807,1.030769231,185
дь_70ab39aa,2.5,2.5,-0.713349888,1.449209932,1.065263158,0.892307692,163
дь_70ab39ab,0.5,0.5,-0.713349888,1.146726862,0.929122807,0.784615385,59
дь_70ab39ba,2,2,-0.713349888,3.110609481,2.213333333,1.607692308,160
дь_70ab39bb,0.5,0.5,-0.689155159,1.88261851,1.069473684,0.769230769,168
дь_70ab40aa,0.5,0.5,-0.659712404,0.48758465,0.287719298,0.246153846,59
дь_70ab40ab,0.5,0.5,-0.071496002,0.018058691,-0.084210526,-0.207692308,36
дь_70ba34ba,0,0,2.307672132,0.25282167,-0.089824561,-0.246153846,2
дь_70ba34bb,0,0,1.242712633,-0.343115124,-0.341052632,-0.323076923,1
дь_70ba35ab,-0.5,-0.5,0.444685821,-0.343115124,-0.341052632,-0.323076923,1
дь_70ba35bb,-0.5,-0.5,1.10393145,-0.343115124,-0.341052632,-0.323076923,0
дь_70ba36bb,0.5,0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,8
дь_70ba37aa,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,5
дь_70ba37ba,1,1,-0.450985623,0.35214447,0.117894737,-0.038461538,75
дь_70ba37bb,1,1,-1.064210862,2.428893905,1.592982456,1.861538462,121
дь_70ba38aa,1,1,-1.064210862,2.546275395,1.323508772,1.192307692,184
дь_70ba38ab,1,1,-1.064210862,-0.036117381,-0.098245614,-0.107692308,3
дь_70ba38ba,1,1,-0.185125484,0.595936795,0.390175439,0.176923077,94
дь_70ba38bb,-0.5,-0.5,-0.397496938,-0.189616253,-0.207719298,-0.192307692,17
дь_70ba39aa,2,2,-0.713349888,2.094808126,1.504561404,1.038461538,266
дь_70ba39ab,3,3,-0.713349888,1.047404063,0.905263158,0.676923077,121
дь_70ba39ba,0,0,-0.713349888,1.661399549,1.258947368,0.746153846,151
дь_70ba39bb,1,1,-0.689155159,1.909706546,1.265964912,1.107692308,114
дь_70ba40aa,1.5,1.5,0.100749903,2.316027088,1.29122807,0.861538462,122
дь_70ba40ab,1,1,0.100749903,1.187358916,0.70877193,0.330769231,126
дь_70ba40ba,-0.5,-0.5,0.248421358,0.401805869,0.25122807,0.253846154,25
дь_70bb34ba,-0.5,-0.5,2.307672132,-0.343115124,-0.341052632,-0.323076923,1
дь_70bb36aa,-0.5,-0.5,0.834212621,-0.261851016,-0.310175439,-0.323076923,2
дь_70bb37aa,0,0,-0.057629113,-0.343115124,-0.341052632,-0.323076923,13
дь_70bb37ab,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,2
дь_70bb37ba,-0.5,-0.5,-0.089924708,-0.343115124,-0.341052632,-0.323076923,0
дь_70bb37bb,0,0,-1.064210862,1.507900677,0.965614035,0.953846154,6
дь_70bb38aa,0,0,-1.064210862,0.830699774,0.501052632,0.546153846,6
дь_70bb38ab,-0.5,-0.5,-1.064210862,1.237020316,0.913684211,1.023076923,9
дь_70bb38ba,0,0,-1.027222293,-0.207674944,-0.183859649,-0.146153846,6
дь_70bb38bb,0.5,0.5,0.456158222,0.158013544,0.50245614,0.146153846,7
дь_70bb39aa,0.5,0.5,-0.532730459,0.11738149,0.088421053,0.1,17
дь_70bb39ab,2,2,-0.689155159,1.273137698,1.070877193,0.953846154,167
дь_70bb39ba,0,0,-0.689155159,0.573363431,0.315789474,0.092307692,63
дь_70bb39bb,0.5,0.5,-0.689155159,1.638826185,1.385263158,0.976923077,80
дь_70bb40aa,0.5,0.5,0.305276381,1.155756208,1.100350877,1.146153846,12
дь_70bb40ab,0,0,0.305276381,1.851015801,1.149473684,0.884615385,120
дь_70bb40ba,-0.5,-0.5,0.305276381,-0.189616253,-0.261052632,-0.323076923,4
дь_71aa35bb,-0.5,-0.5,1.447624616,-0.306997743,-0.314385965,-0.323076923,5
дь_71aa36aa,0,0,1.387543581,-0.144469526,-0.197894737,-0.146153846,7
дь_71aa36bb,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,5
дь_71aa37aa,-0.5,-0.5,-0.057629113,-0.316027088,-0.312982456,-0.323076923,5
дь_71aa37ab,-0.5,-0.5,-0.057629113,-0.343115124,-0.341052632,-0.323076923,3
дь_71aa37bb,-0.5,-0.5,-0.006018072,-0.343115124,-0.305964912,-0.323076923,15
дь_71aa38aa,-0.5,-0.5,-0.006018072,-0.343115124,-0.325614035,-0.323076923,2
дь_71aa38bb,0,0,0.173112618,0.248306998,0.25122807,0.423076923,0
дь_71aa39aa,-0.5,-0.5,0.483043243,1.033860045,1.145263158,1.884615385,0
дь_71ab36aa,0,0,1.387543581,-0.063205418,-0.188070175,-0.223076923,4
дь_71ab36bb,-0.5,-0.5,0.657520003,-0.343115124,-0.341052632,-0.323076923,6
дь_71ab37aa,-0.5,-0.5,0.083421608,-0.343115124,-0.341052632,-0.323076923,23
дь_71ab37ba,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,14
дь_71ab37bb,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,4
дь_71ab38aa,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,3
дь_71ab38ab,-0.5,-0.5,-1.027222293,-0.343115124,-0.341052632,-0.323076923,2
дь_71ab41aa,-0.5,-0.5,0.806922195,-0.343115124,-0.341052632,-0.323076923,1
дь_71ba36aa,-0.5,-0.5,1.387543581,-0.288939052,-0.312982456,-0.323076923,5
дь_71ba36bb,-0.5,-0.5,0.657520003,-0.343115124,-0.341052632,-0.323076923,6
дь_71ba37aa,-0.5,-0.5,0.812706416,-0.343115124,-0.341052632,-0.323076923,13
дь_71ba37ab,1.5,1.5,-0.048140375,0.713318284,0.367719298,0.253846154,51
дь_71ba37ba,-0.5,-0.5,-0.006018072,-0.343115124,-0.341052632,-0.323076923,9
дь_71ba37bb,-0.5,-0.5,-0.006018072,0.55530474,0.522105263,0.246153846,20
дь_71ba38aa,-0.5,-0.5,-0.006018072,1.300225734,0.846315789,0.846153846,17
дь_71ba38ab,0.5,0.5,0.511625304,-0.153498871,-0.196491228,-0.261538462,15
дь_71ba38ba,-0.5,-0.5,0.327143141,-0.013544018,-0.134736842,-0.2,15
дь_71ba40bb,-0.5,-0.5,0.632335041,-0.343115124,-0.341052632,-0.323076923,1
дь_71bb37ab,-0.5,-0.5,0.672434139,0.018058691,-0.155789474,-0.238461538,19
дь_71bb37ba,-0.5,-0.5,0.717839793,-0.343115124,-0.341052632,-0.323076923,1
дь_71bb38aa,0.5,0.5,0.717839793,0.027088036,-0.018245614,0.092307692,2
дь_71bb38ab,-0.5,-0.5,0.511625304,-0.112866817,-0.210526316,-0.215384615,15
дь_71bb38ba,1.5,1.5,0.360467742,-0.257336343,-0.270877193,-0.261538462,5
дь_72aa38ba,-0.5,-0.5,0.360467742,-0.343115124,-0.341052632,-0.323076923,0
