,year,cctv,light,log_pa,ep,fp,yp,log_nb,label,gid
361,0,1,1,0.24823476566953526,0.3927765237020316,1.0680701754385964,2.207692307692308,0.6035186093921885,2,木夭丑友什65ba32ab
362,0,0,0,0.24823476566953526,-0.12641083521444696,-0.01263157894736842,0.3076923076923077,-0.8587010673625443,1,木夭丑友什65ba32ba
363,0,1,1,0.234309957075126,-0.3431151241534989,-0.08701754385964912,-0.3230769230769231,-0.20670910649791258,0,木夭丑友什65ba33aa
364,0,1,1,0.050280664880292994,-0.3431151241534989,-0.11368421052631579,-0.3230769230769231,-1.0294313608956993,0,木夭丑友什65ba33ab
365,0,1,1,-0.16246707204917654,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.3149112361737931,0,木夭丑友什65ba33ba
366,0,0,0,-1.2923299673168724,-0.17607223476297967,-0.08140350877192983,0.2846153846153846,-0.8587010673625443,1,木夭丑友什65ba34aa
367,0,0,0,-1.2923299673168724,-0.3115124153498871,-0.25684210526315787,-0.17692307692307693,-1.681423321760331,1,木夭丑友什65ba34ab
368,0,0,0,-0.43863831997787894,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.7262723633726866,1,木夭丑友什65ba34bb
369,0,0,0,0.006932138886493134,-0.12189616252821671,-0.20210526315789473,-0.18461538461538463,0.6282500486096237,1,木夭丑友什65ba35aa
370,0,1,1,0.2526532908321844,-0.2076749435665914,-0.2231578947368421,-0.23846153846153847,0.09644989102510006,0,木夭丑友什65ba35ab
371,0,0,0,0.2526532908321844,-0.3115124153498871,-0.3256140350877193,-0.3230769230769231,-0.8587010673625443,1,木夭丑友什65ba35ba
372,0,1,1,0.13947760861216402,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,0,木夭丑友什65ba36ba
373,0,1,1,-0.5196710370722958,1.1376975169300225,0.9375438596491228,1.3461538461538463,0.03392172716782555,2,木夭丑友什65bb26ab
374,0,1,1,-1.5457783249803145,1.5891647855530473,1.727719298245614,2.523076923076923,0.33708072469083844,2,木夭丑友什65bb26ba
375,0,0,0,-1.5457783249803145,0.3611738148984199,0.4968421052631579,0.7461538461538462,-0.618070233696806,3,木夭丑友什65bb26bb
376,0,0,0,-0.5831862500027047,0.06772009029345373,-0.07017543859649122,-0.1076923076923077,-0.15920626817425607,1,木夭丑友什65bb27aa
377,0,1,1,-0.3877892124986093,2.3476297968397293,1.0105263157894737,0.1,0.15301349554869328,4,木夭丑友什65bb27ab
378,0,1,1,-0.07782727852040566,1.2279909706546275,0.9192982456140351,1.4923076923076923,-0.3149112361737931,2,木夭丑友什65bb27ba
379,0,0,0,-0.03893777668271019,1.580135440180587,1.3347368421052632,1.6692307692307693,0.09644989102510006,2,木夭丑友什65bb27bb
380,0,0,0,-0.03893777668271019,1.4130925507900678,1.3585964912280701,0.5923076923076923,-0.03597881296475759,2,木夭丑友什65bb28aa
381,0,1,1,-0.03893777668271019,0.672686230248307,0.3607017543859649,0.25384615384615383,-0.3774394000310676,0,木夭丑友什65bb28ab
382,0,1,1,-0.30185685141040436,0.23024830699774265,0.3971929824561404,0.7153846153846154,0.8139299653154005,3,木夭丑友什65bb29aa
383,0,1,1,-0.30185685141040436,0.3837471783295711,0.5389473684210526,0.8923076923076924,0.3753823142341358,3,木夭丑友什65bb29ab
384,0,1,1,-0.30185685141040436,0.8939051918735892,1.2982456140350878,2.0846153846153848,0.39364432921443143,2,木夭丑友什65bb29ba
385,0,1,1,-0.3306951937492449,1.7381489841986455,1.2084210526315788,1.1538461538461537,0.2288785950149577,2,木夭丑友什65bb29bb
386,0,0,0,-0.08156895413680534,0.9616252821670429,0.4224561403508772,-0.046153846153846156,0.9265445216981958,3,木夭丑友什65bb30aa
387,0,1,1,0.01861625188910772,0.3837471783295711,0.4070175438596491,-0.015384615384615385,1.2297035192212085,3,木夭丑友什65bb30ab
388,0,1,1,0.01861625188910772,0.9029345372460497,1.0835087719298246,1.3384615384615384,0.5507310642135506,2,木夭丑友什65bb30ba
389,0,0,0,0.01861625188910772,1.0564334085778782,1.007719298245614,0.8384615384615385,0.4927856926903755,2,木夭丑友什65bb30bb
390,0,1,1,0.1714226034807374,0.23024830699774265,0.2807017543859649,-0.13076923076923078,0.09644989102510006,0,木夭丑友什65bb31aa
391,0,0,0,0.7039804283931982,-0.3431151241534989,-0.32842105263157895,-0.3230769230769231,-0.7262723633726866,1,木夭丑友什65bb31ab
392,0,1,1,0.5631439399266557,-0.22573363431151242,-0.13052631578947368,-0.14615384615384616,0.6402397222138511,0,木夭丑友什65bb31bb
393,0,1,1,0.5631439399266557,-0.013544018058690745,0.021052631578947368,0.08461538461538462,0.8566439815656124,0,木夭丑友什65bb32aa
394,0,0,0,0.24823476566953526,1.9593679458239277,1.695438596491228,2.8384615384615386,-0.07428040250805494,2,木夭丑友什65bb32ab
395,0,0,0,0.24823476566953526,1.5936794582392777,1.9494736842105262,3.0692307692307694,-0.15920626817425607,2,木夭丑友什65bb32ba
396,0,1,1,0.24823476566953526,0.5688487584650113,1.160701754385965,1.6,-0.15920626817425607,2,木夭丑友什65bb32bb
397,0,1,1,-0.08007073791997588,0.7900677200902935,1.2505263157894737,1.9,0.03392172716782555,2,木夭丑友什65bb33aa
398,0,1,1,-0.16246707204917654,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,0,木夭丑友什65bb33ab
399,0,1,1,-0.16246707204917654,2.433408577878104,1.6098245614035087,1.6076923076923078,0.2288785950149577,4,木夭丑友什65bb33ba
400,0,0,0,-0.16246707204917654,0.6681715575620768,0.9501754385964912,1.5,0.17939422343731273,2,木夭丑友什65bb33bb
401,0,1,1,-1.2923299673168724,0.1399548532731377,0.7396491228070176,1.8923076923076922,0.03392172716782555,2,木夭丑友什65bb34aa
402,0,1,1,-1.2923299673168724,0.10835214446952596,0.48280701754385963,1.1923076923076923,-0.3149112361737931,3,木夭丑友什65bb34ab
403,0,1,1,-1.2923299673168724,-0.2979683972911964,-0.3214035087719298,-0.3230769230769231,0.33708072469083844,3,木夭丑友什65bb34ba
404,0,1,1,0.1978276839722958,-0.28893905191873587,-0.2680701754385965,-0.23846153846153847,0.03392172716782555,0,木夭丑友什65bb35aa
405,0,0,0,0.1978276839722958,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,1,木夭丑友什65bb35ab
406,0,0,0,0.1978276839722958,-0.24379232505643342,-0.24982456140350878,-0.1076923076923077,0.12540532428927811,1,木夭丑友什65bb35ba
407,0,0,0,0.2526532908321844,-0.2979683972911964,-0.32421052631578945,-0.3230769230769231,-0.3149112361737931,1,木夭丑友什65bb35bb
408,0,0,0,-0.09135802203997846,0.1038374717832957,0.20491228070175438,0.33076923076923076,-0.7262723633726866,1,木夭丑友什66aa26aa
409,0,0,0,-0.5196710370722958,1.237020316027088,1.44,2.4615384615384617,0.17939422343731273,2,木夭丑友什66aa26ab
410,0,1,1,-1.5457783249803145,0.4288939051918736,0.5698245614035088,1.0846153846153845,-0.03597881296475759,3,木夭丑友什66aa26ba
411,0,0,0,-0.38283272560087916,0.7178329571106095,1.0526315789473684,1.9230769230769231,-0.20670910649791258,2,木夭丑友什66aa26bb
412,0,0,0,-0.38283272560087916,0.15349887133182843,0.007017543859649123,-0.08461538461538462,0.09644989102510006,1,木夭丑友什66aa27aa
413,0,1,1,-0.38283272560087916,0.8532731376975169,0.7424561403508771,0.3384615384615385,0.2961356178224331,3,木夭丑友什66aa27ab
414,0,0,0,-0.07782727852040566,0.8984198645598194,1.4371929824561402,1.6307692307692307,-0.03597881296475759,2,木夭丑友什66aa27ba
415,0,1,1,-0.03893777668271019,0.8261851015801355,1.1480701754385965,1.4615384615384615,0.0,2,木夭丑友什66aa27bb
416,0,1,1,-0.03893777668271019,0.6817155756207675,0.4224561403508772,0.4846153846153846,0.17939422343731273,3,木夭丑友什66aa28aa
417,0,0,0,-0.03893777668271019,-0.22573363431151242,-0.24421052631578946,-0.27692307692307694,-0.7262723633726866,1,木夭丑友什66aa28ab
418,0,0,0,0.10656526746985501,0.45146726862302483,-0.1543859649122807,-0.3230769230769231,-0.8587010673625443,1,木夭丑友什66aa28bb
419,0,1,1,-0.30185685141040436,1.2279909706546275,1.3066666666666666,1.9,0.12540532428927811,2,木夭丑友什66aa29aa
420,0,0,0,-0.30185685141040436,1.3498871331828441,1.3459649122807018,1.5615384615384615,0.33708072469083844,2,木夭丑友什66aa29ab
421,0,1,1,-0.30185685141040436,1.6117381489841986,1.8498245614035087,1.5,0.06600892842901446,2,木夭丑友什66aa29ba
422,0,1,1,-0.3306951937492449,1.7562076749435667,1.055438596491228,0.4230769230769231,0.0,4,木夭丑友什66aa29bb
423,0,1,1,-0.08156895413680534,1.435665914221219,0.8870175438596491,0.38461538461538464,-0.3774394000310676,3,木夭丑友什66aa30aa
424,0,1,1,-0.013998335045491115,0.8397291196388262,1.2364912280701754,2.4461538461538463,-0.20670910649791258,2,木夭丑友什66aa30ab
425,0,1,1,-0.013998335045491115,1.2325056433408579,1.3473684210526315,2.0923076923076924,0.12540532428927811,2,木夭丑友什66aa30ba
426,0,1,1,0.41800123248987825,1.0383747178329572,0.9740350877192983,1.8384615384615384,-0.2583476316502001,2,木夭丑友什66aa30bb
427,0,0,0,0.1040403982899078,0.8893905191873589,1.0778947368421052,1.523076923076923,-0.03597881296475759,2,木夭丑友什66aa31aa
428,0,0,0,0.1040403982899078,-0.14446952595936793,0.19228070175438597,-0.26153846153846155,-0.15920626817425607,1,木夭丑友什66aa31ab
429,0,1,1,0.5631439399266557,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,0,木夭丑友什66aa31ba
430,0,0,0,0.5631439399266557,0.16252821670428894,0.15157894736842106,0.5461538461538461,0.25215485902463736,1,木夭丑友什66aa32aa
431,0,1,1,0.24823476566953526,2.460496613995485,1.6785964912280702,2.6,0.3169612163061488,2,木夭丑友什66aa32ab
432,0,1,1,0.24823476566953526,1.0519187358916477,1.1985964912280702,1.7692307692307692,-0.3149112361737931,2,木夭丑友什66aa32ba
433,0,1,1,0.24823476566953526,-0.22121896162528218,-0.19789473684210526,-0.06923076923076923,0.0,0,木夭丑友什66aa32bb
434,0,1,1,-0.08007073791997588,0.5146726862302483,1.1354385964912281,2.3923076923076922,-0.20670910649791258,2,木夭丑友什66aa33aa
435,0,1,1,0.5840673036151575,-0.1670428893905192,-0.08982456140350877,0.11538461538461539,-0.8587010673625443,0,木夭丑友什66aa33ab
436,0,1,1,-1.2630423426372746,1.981941309255079,1.472280701754386,1.8307692307692307,0.12540532428927811,4,木夭丑友什66aa33ba
437,0,1,1,-1.2900488422546323,0.8487584650112867,1.2378947368421052,2.2,0.2288785950149577,2,木夭丑友什66aa33bb
438,0,1,1,-1.2923299673168724,0.05869074492099323,0.5431578947368421,1.5307692307692307,-0.03597881296475759,3,木夭丑友什66aa34aa
439,0,1,1,-1.2923299673168724,0.22121896162528218,0.8042105263157895,2.1769230769230767,-0.2583476316502001,2,木夭丑友什66aa34ab
440,0,0,0,-0.2899874146816345,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.1152255093764603,1,木夭丑友什66aa35ab
441,0,1,1,0.45522938133388835,-0.2528216704288939,-0.28912280701754384,-0.3230769230769231,-0.07428040250805494,0,木夭丑友什66aa35ba
442,0,0,0,-0.5196710370722958,0.4785553047404063,0.8,1.1615384615384616,-0.3774394000310676,2,木夭丑友什66ab26ab
443,0,0,0,0.4250793280022073,1.1286681715575622,0.9122807017543859,1.0846153846153845,-0.3149112361737931,2,木夭丑友什66ab26ba
444,0,1,1,-0.38283272560087916,0.7268623024830699,0.5543859649122806,0.9769230769230769,0.2288785950149577,3,木夭丑友什66ab26bb
445,0,0,0,-0.3947664852897388,-0.15349887133182843,-0.2287719298245614,-0.23076923076923078,-0.618070233696806,1,木夭丑友什66ab27ab
446,0,0,0,-0.3947664852897388,-0.29345372460496616,-0.32421052631578945,-0.3230769230769231,-1.2700621945614374,1,木夭丑友什66ab27ba
447,0,0,0,-0.03893777668271019,0.10835214446952596,-0.11929824561403508,-0.15384615384615385,-0.2583476316502001,1,木夭丑友什66ab27bb
448,0,0,0,-0.03893777668271019,-0.2618510158013544,-0.28771929824561404,-0.23846153846153847,-0.8587010673625443,1,木夭丑友什66ab28aa
449,0,1,1,0.10656526746985501,1.074492099322799,1.087719298245614,1.676923076923077,0.0,2,木夭丑友什66ab29aa
450,0,1,1,0.10656526746985501,0.8848758465011287,1.0933333333333333,2.1307692307692307,0.3753823142341358,2,木夭丑友什66ab29ab
451,0,1,1,-0.3306951937492449,1.1241534988713318,1.1621052631578948,1.2923076923076924,0.09644989102510006,2,木夭丑友什66ab29ba
452,0,0,0,-0.3306951937492449,0.4288939051918736,0.6905263157894737,0.9538461538461539,0.17939422343731273,2,木夭丑友什66ab29bb
453,0,1,1,-0.2188158065623433,0.5372460496613995,0.8224561403508772,1.523076923076923,-0.07428040250805494,2,木夭丑友什66ab30aa
454,0,1,1,-0.25866087493439377,0.9390519187358917,1.312280701754386,2.746153846153846,0.12540532428927811,2,木夭丑友什66ab30ab
455,0,1,1,0.41800123248987825,0.6997742663656885,1.0414035087719298,2.5076923076923077,0.09644989102510006,2,木夭丑友什66ab30ba
456,0,1,1,0.41800123248987825,0.8984198645598194,0.8491228070175438,1.4,0.06600892842901446,2,木夭丑友什66ab30bb
457,0,0,0,-0.17546520234679897,0.21218961625282168,0.18666666666666668,0.6615384615384615,-0.07428040250805494,1,木夭丑友什66ab31aa
458,0,0,0,0.7641463285562188,-0.30248306997742663,-0.17543859649122806,-0.27692307692307694,0.25215485902463736,1,木夭丑友什66ab31bb
459,0,1,1,0.5109600458050094,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.8587010673625443,0,木夭丑友什66ab32aa
460,0,0,0,0.3566520282689589,-0.22121896162528218,-0.17403508771929824,0.015384615384615385,-1.681423321760331,1,木夭丑友什66ab32ab
461,0,0,0,-0.08007073791997588,0.13544018058690746,0.39859649122807017,0.9538461538461539,-0.07428040250805494,2,木夭丑友什66ab32ba
462,0,0,0,-0.08007073791997588,0.7539503386004515,0.9754385964912281,1.376923076923077,0.2961356178224331,2,木夭丑友什66ab32bb
463,0,0,0,-0.08007073791997588,0.9029345372460497,1.0582456140350878,2.0076923076923077,0.09644989102510006,2,木夭丑友什66ab33aa
464,0,0,0,0.5840673036151575,0.6139954853273137,0.5305263157894737,0.8,0.42856432181229076,2,木夭丑友什66ab33ab
465,0,0,0,-0.876241970854552,1.1060948081264108,1.167719298245614,1.9384615384615385,0.03392172716782555,2,木夭丑友什66ab33ba
466,0,0,0,-1.2900488422546323,0.6636568848758465,0.631578947368421,0.823076923076923,-0.2583476316502001,3,木夭丑友什66ab33bb
467,0,0,0,-1.2900488422546323,1.5485327313769752,1.2028070175438597,1.5769230769230769,0.46154328681486245,2,木夭丑友什66ab34aa
