year,cctv,light,pa,ep,fp,yp,nb,label,gid
1,0,0,0.503916014,-0.343115124,-0.341052632,-0.323076923,-0.325203252,0,木夭丑友什64bb28bb
0,0,0,0.503916014,-0.343115124,-0.332631579,-0.323076923,-0.292682927,0,木夭丑友什64bb29aa
1,1,1,4.03466089,-0.343115124,-0.341052632,-0.323076923,-0.325203252,0,木夭丑友什64bb29ab
1,0,0,0.988501916,-0.343115124,-0.341052632,-0.323076923,-0.260162602,0,木夭丑友什64bb29bb
1,0,0,0.988501916,-0.343115124,-0.341052632,-0.323076923,-0.130081301,0,木夭丑友什64bb30aa
1,0,0,1.335110815,-0.343115124,-0.341052632,-0.323076923,-0.195121951,0,木夭丑友什64bb30ba
1,0,0,1.249125146,-0.343115124,-0.341052632,-0.323076923,-0.422764228,0,木夭丑友什64bb31aa
1,0,0,0.520579903,-0.275395034,-0.303157895,-0.323076923,-0.227642276,0,木夭丑友什64bb34bb
1,0,0,0.520579903,-0.343115124,-0.341052632,-0.323076923,-0.390243902,0,木夭丑友什64bb35aa
1,0,0,0.425929012,-0.343115124,-0.341052632,-0.323076923,-0.292682927,0,木夭丑友什64bb35ab
1,0,0,0.350608232,-0.343115124,-0.341052632,-0.323076923,0.097560976,0,木夭丑友什64bb35ba
0,1,1,-0.19130145,-0.288939052,-0.303157895,-0.323076923,0.097560976,0,木夭丑友什64bb35bb
1,1,1,0.018663556,-0.306997743,-0.341052632,-0.323076923,-0.195121951,0,木夭丑友什64bb36aa
0,1,1,0.018663556,-0.275395034,-0.318596491,-0.323076923,-0.06504065,0,木夭丑友什64bb36ab
0,1,1,0.018663556,0.036117381,-0.103859649,-0.146153846,1.756097561,2,木夭丑友什64bb36ba
0,0,0,-0.125979003,-0.343115124,-0.327017544,-0.323076923,-0.455284553,0,木夭丑友什64bb36bb
0,1,1,-0.517913681,-0.343115124,-0.341052632,-0.323076923,-0.455284553,0,木夭丑友什64bb37ab
1,0,0,0.333944343,-0.279909707,-0.284912281,-0.269230769,-0.325203252,0,木夭丑友什64bb38bb
1,1,1,0.677220463,-0.081264108,-0.196491228,-0.246153846,0.617886179,0,木夭丑友什64bb39aa
0,1,1,0.677220463,-0.212189616,-0.241403509,-0.238461538,0.260162602,0,木夭丑友什64bb39ab
1,0,0,1.263122813,-0.23476298,-0.237192982,-0.192307692,0.06504065,0,木夭丑友什64bb39ba
1,1,1,1.26512248,-0.261851016,-0.277894737,-0.246153846,0.097560976,0,木夭丑友什64bb39bb
1,1,1,0.623896017,-0.212189616,-0.237192982,-0.223076923,0.650406504,0,木夭丑友什64bb40aa
0,0,0,-0.065989002,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什65aa27aa
0,0,0,0,0.334085779,0.157192982,-0.153846154,-0.520325203,0,木夭丑友什65aa27ab
0,0,0,-0.803199467,-0.194130926,-0.143157895,-0.146153846,-0.390243902,0,木夭丑友什65aa27ba
0,1,1,-0.803199467,-0.225733634,-0.224561404,-0.323076923,-0.260162602,0,木夭丑友什65aa27bb
0,1,1,-0.803199467,3.110609481,3.323508772,3.138461538,-0.097560976,2,木夭丑友什65aa28aa
0,0,0,-0.952507915,1.62979684,1.92,3.184615385,-0.032520325,2,木夭丑友什65aa28ab
0,1,1,-0.609231795,1.083521445,1.863859649,3.7,-0.227642276,2,木夭丑友什65aa28ba
0,1,1,-0.609231795,1.64785553,1.807719298,2.9,0.162601626,2,木夭丑友什65aa28bb
1,1,1,4.364605899,0.600451467,1.155087719,1.653846154,-0.260162602,0,木夭丑友什65aa29aa
1,0,0,4.03466089,0.699774266,2.752280702,0.476923077,-0.130081301,0,木夭丑友什65aa29ab
1,1,1,3.207465422,-0.284424379,-0.283508772,-0.323076923,0.292682927,0,木夭丑友什65aa29ba
1,1,1,3.039493418,0.275395034,1.710877193,0.123076923,0.162601626,0,木夭丑友什65aa29bb
1,0,0,3.039493418,1.467268623,1.477894737,1.492307692,-0.130081301,2,木夭丑友什65aa30aa
1,1,1,3.039493418,2.297968397,3.331929825,4.123076923,-0.097560976,2,木夭丑友什65aa30ab
1,1,1,2.872854524,1.34537246,1.214035088,2.269230769,-0.455284553,2,木夭丑友什65aa30ba
1,0,0,2.706882186,0.505643341,0.467368421,0.976923077,-0.097560976,0,木夭丑友什65aa30bb
1,0,0,1.703716047,-0.176072235,-0.193684211,-0.092307692,-0.455284553,0,木夭丑友什65aa31ba
1,0,0,1.237793701,-0.090293454,-0.144561404,-0.053846154,-0.422764228,0,木夭丑友什65aa31bb
1,0,0,0.355274121,0.009029345,0.109473684,0.123076923,-0.487804878,0,木夭丑友什65aa32bb
1,0,0,0.221963006,-0.343115124,-0.341052632,-0.323076923,-0.455284553,0,木夭丑友什65aa33ba
1,0,0,0.184635894,-0.343115124,-0.32,-0.323076923,-0.357723577,0,木夭丑友什65aa33bb
1,0,0,-0.011331445,-0.343115124,-0.341052632,-0.323076923,-0.097560976,0,木夭丑友什65aa35ab
1,0,0,1.440426596,-0.297968397,-0.328421053,-0.323076923,-0.195121951,0,木夭丑友什65aa35ba
1,1,1,-0.19130145,-0.126410835,-0.188070175,-0.215384615,1.105691057,0,木夭丑友什65aa35bb
1,0,0,0.018663556,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什65aa36aa
0,0,0,0.018663556,-0.343115124,-0.33122807,-0.323076923,-0.520325203,0,木夭丑友什65aa36ab
1,0,0,0.018663556,-0.257336343,-0.296140351,-0.238461538,-0.325203252,0,木夭丑友什65aa36ba
1,0,0,-0.256623896,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什65aa36bb
1,0,0,0.333944343,-0.343115124,-0.341052632,-0.323076923,-0.390243902,0,木夭丑友什65aa38bb
1,0,0,0.677220463,-0.239277652,-0.259649123,-0.230769231,0.260162602,0,木夭丑友什65aa39ab
0,1,1,1.110481586,0.009029345,-0.151578947,-0.184615385,1.365853659,0,木夭丑友什65aa39ba
1,0,0,1.018496917,-0.279909707,-0.290526316,-0.323076923,-0.06504065,0,木夭丑友什65aa39bb
1,1,1,0.623896017,0.094808126,-0.094035088,-0.1,2.081300813,0,木夭丑友什65aa40aa
0,0,0,0.518580237,-0.027088036,-0.063157895,-0.223076923,-0.487804878,0,木夭丑友什65ab26ab
1,1,1,0.518580237,-0.316027088,-0.317192982,-0.323076923,-0.227642276,0,木夭丑友什65ab26ba
1,1,1,-0.065989002,-0.076749436,0.190877193,-0.253846154,-0.162601626,0,木夭丑友什65ab26bb
0,0,0,-0.065989002,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什65ab27aa
0,1,1,0,0.06772009,-0.108070175,-0.223076923,0.422764228,0,木夭丑友什65ab27ab
0,1,1,-0.803199467,0.519187359,0.623157895,0.361538462,1.333333333,2,木夭丑友什65ab27ba
0,1,1,-0.803199467,0.148984199,0.56,-0.1,0.487804878,2,木夭丑友什65ab27bb
0,0,0,-0.803199467,0.853273138,0.74245614,0.423076923,0,2,木夭丑友什65ab28aa
0,1,1,-0.952507915,1.941309255,1.204210526,1.053846154,-0.162601626,2,木夭丑友什65ab28ab
0,1,1,-0.609231795,0.203160271,0.461754386,1.1,-0.227642276,2,木夭丑友什65ab28ba
0,1,1,-0.609231795,0.261851016,0.145964912,0.292307692,-0.487804878,2,木夭丑友什65ab28bb
0,0,0,-0.439926679,0.180586907,0.138947368,0.192307692,-0.325203252,0,木夭丑友什65ab29aa
0,0,0,-0.279286786,-0.031602709,-0.103859649,-0.130769231,-0.487804878,0,木夭丑友什65ab29ab
0,1,1,-0.279286786,-0.171557562,-0.103859649,0.046153846,-0.357723577,0,木夭丑友什65ab29ba
1,1,1,-0.279286786,-0.23476298,-0.21754386,-0.123076923,-0.390243902,0,木夭丑友什65ab29bb
0,1,1,-0.774537577,0.158013544,0.101052632,0.053846154,0.06504065,2,木夭丑友什65ab30aa
0,0,0,0.017997,1.575620767,1.059649123,1.230769231,-0.520325203,2,木夭丑友什65ab30ba
1,0,0,0.017997,0.79006772,0.450526316,0.653846154,-0.097560976,2,木夭丑友什65ab30bb
1,1,1,0.928511915,-0.148984199,-0.165614035,-0.107692308,0.195121951,0,木夭丑友什65ab31ba
1,1,1,0.928511915,-0.036117381,0.033684211,0.069230769,0.845528455,0,木夭丑友什65ab31bb
1,1,1,0.928511915,0.176072235,0.513684211,0.938461538,-0.292682927,0,木夭丑友什65ab32aa
1,0,0,0.639226796,0.261851016,1.275789474,1.423076923,-0.325203252,2,木夭丑友什65ab32ab
1,1,1,0.355274121,-0.103837472,0.070175439,0.246153846,-0.487804878,0,木夭丑友什65ab32ba
1,1,1,0.355274121,0.293453725,0.404210526,0.184615385,-0.260162602,0,木夭丑友什65ab32bb
1,1,1,0.355274121,0.027088036,0.200701754,0.207692308,-0.195121951,0,木夭丑友什65ab33aa
1,1,1,-0.14464256,-0.288939052,-0.089824561,-0.323076923,0.032520325,0,木夭丑友什65ab33bb
1,0,0,0.006665556,-0.343115124,-0.307368421,-0.276923077,-0.260162602,0,木夭丑友什65ab35aa
1,0,0,0.006665556,-0.343115124,-0.329824561,-0.323076923,-0.162601626,0,木夭丑友什65ab35ab
1,0,0,0.006665556,-0.293453725,-0.32,-0.323076923,-0.06504065,0,木夭丑友什65ab35ba
1,1,1,0.300616564,-0.216704289,-0.252631579,-0.2,-0.032520325,0,木夭丑友什65ab35bb
1,0,0,0.018663556,-0.343115124,-0.341052632,-0.323076923,-0.097560976,0,木夭丑友什65ab36aa
1,0,0,0.018663556,-0.311512415,-0.332631579,-0.323076923,-0.455284553,0,木夭丑友什65ab36ab
1,1,1,0.796533911,-0.343115124,-0.341052632,-0.323076923,-0.520325203,0,木夭丑友什65ab39bb
1,0,0,0.623896017,-0.316027088,-0.324210526,-0.323076923,-0.260162602,0,木夭丑友什65ab40aa
0,0,0,-0.117313781,0.198645598,0.305964912,-0.123076923,-0.357723577,0,木夭丑友什65ba26ba
0,1,1,-0.065989002,0.06772009,0.060350877,-0.207692308,-0.390243902,0,木夭丑友什65ba26bb
0,0,0,-0.065989002,-0.194130926,-0.284912281,-0.323076923,-0.195121951,0,木夭丑友什65ba27aa
0,1,1,-0.312614564,1.133182844,0.735438596,0.284615385,2.178861789,2,木夭丑友什65ba27ab
0,1,1,-0.479253458,1.0248307,1.287017544,1.646153846,2.894308943,2,木夭丑友什65ba27ba
0,1,1,-0.479253458,0.568848758,0.524912281,0.776923077,0.650406504,2,木夭丑友什65ba27bb
0,1,1,-0.479253458,1.990970655,1.605614035,0.546153846,0.130081301,2,木夭丑友什65ba28aa
0,1,1,-0.383936011,3.124153499,1.37122807,0.369230769,0,2,木夭丑友什65ba28ab
0,0,0,0.059323446,0.112866817,0.049122807,0.169230769,-0.260162602,0,木夭丑友什65ba28ba
0,1,1,-0.252624563,0.121896163,0.10245614,-0.030769231,1.951219512,2,木夭丑友什65ba29aa
0,0,0,-0.252624563,1.963882619,1.642105263,1.823076923,0.585365854,2,木夭丑友什65ba29ab
0,0,0,-0.252624563,1.643340858,1.212631579,1.761538462,0,2,木夭丑友什65ba29ba
0,1,1,-0.279286786,1.331828442,1.928421053,2.738461538,0.390243902,2,木夭丑友什65ba29bb
0,1,1,-0.07532078,0.586907449,0.569824561,0.153846154,4.357723577,1,木夭丑友什65ba30aa
0,1,1,0.017997,0.275395034,0.332631579,0.092307692,2.731707317,2,木夭丑友什65ba30ab
0,0,0,0.017997,0.695259594,0.439298246,0.423076923,1.170731707,2,木夭丑友什65ba30ba
0,1,1,0.017997,2.455981941,2.443508772,1.792307692,-0.032520325,2,木夭丑友什65ba30bb
0,1,1,0.235960673,0.550790068,0.293333333,0.130769231,-0.357723577,0,木夭丑友什65ba31aa
1,1,1,0.707215464,-0.266365688,-0.206315789,-0.215384615,0.422764228,0,木夭丑友什65ba31ba
1,1,1,0.707215464,-0.072234763,0.046315789,0.161538462,1.756097561,0,木夭丑友什65ba31bb
1,1,1,0.707215464,-0.081264108,0.053333333,0.269230769,0.097560976,0,木夭丑友什65ba32aa
1,1,1,0.267288785,0.392776524,1.068070175,2.207692308,0.975609756,2,木夭丑友什65ba32ab
1,0,0,0.267288785,-0.126410835,-0.012631579,0.307692308,-0.422764228,0,木夭丑友什65ba32ba
1,1,1,0.250624896,-0.343115124,-0.087017544,-0.323076923,-0.162601626,0,木夭丑友什65ba33aa
1,1,1,0.049325112,-0.343115124,-0.113684211,-0.323076923,-0.455284553,0,木夭丑友什65ba33ab
1,1,1,-0.14464256,-0.343115124,-0.341052632,-0.323076923,-0.227642276,0,木夭丑友什65ba33ba
1,0,0,-0.724545909,-0.176072235,-0.081403509,0.284615385,-0.422764228,0,木夭丑友什65ba34aa
1,0,0,-0.724545909,-0.311512415,-0.256842105,-0.176923077,-0.520325203,0,木夭丑友什65ba34ab
1,0,0,-0.345942343,-0.343115124,-0.341052632,-0.323076923,-0.390243902,0,木夭丑友什65ba34bb
1,0,0,0.006665556,-0.121896163,-0.202105263,-0.184615385,1.040650407,0,木夭丑友什65ba35aa
1,1,1,0.27262123,-0.207674944,-0.223157895,-0.238461538,0.097560976,0,木夭丑友什65ba35ab
1,0,0,0.27262123,-0.311512415,-0.325614035,-0.323076923,-0.422764228,0,木夭丑友什65ba35ba
0,1,1,0.142642893,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什65ba36ba
0,1,1,-0.395934011,1.137697517,0.93754386,1.346153846,0.032520325,2,木夭丑友什65bb26ab
0,1,1,-0.790534911,1.589164786,1.727719298,2.523076923,0.422764228,2,木夭丑友什65bb26ba
0,0,0,-0.790534911,0.361173815,0.496842105,0.746153846,-0.357723577,2,木夭丑友什65bb26bb
0,0,0,-0.432594568,0.06772009,-0.070175439,-0.107692308,-0.130081301,0,木夭丑友什65bb27aa
0,1,1,-0.312614564,2.347629797,1.010526316,0.1,0.162601626,2,木夭丑友什65bb27ab
0,1,1,-0.071988002,1.227990971,0.919298246,1.492307692,-0.227642276,2,木夭丑友什65bb27ba
0,0,0,-0.036660557,1.58013544,1.334736842,1.669230769,0.097560976,2,木夭丑友什65bb27bb
0,0,0,-0.036660557,1.413092551,1.358596491,0.592307692,-0.032520325,2,木夭丑友什65bb28aa
0,1,1,-0.036660557,0.67268623,0.360701754,0.253846154,-0.260162602,2,木夭丑友什65bb28ab
0,1,1,-0.252624563,0.230248307,0.397192982,0.715384615,1.62601626,2,木夭丑友什65bb29aa
0,1,1,-0.252624563,0.383747178,0.538947368,0.892307692,0.487804878,2,木夭丑友什65bb29ab
0,1,1,-0.252624563,0.893905192,1.298245614,2.084615385,0.520325203,2,木夭丑友什65bb29ba
0,1,1,-0.273287785,1.738148984,1.208421053,1.153846154,0.260162602,2,木夭丑友什65bb29bb
0,0,0,-0.07532078,0.961625282,0.42245614,-0.046153846,2.081300813,2,木夭丑友什65bb30aa
0,1,1,0.017997,0.383747178,0.407017544,-0.015384615,3.837398374,1,木夭丑友什65bb30ab
0,1,1,0.017997,0.902934537,1.083508772,1.338461538,0.845528455,2,木夭丑友什65bb30ba
0,0,0,0.017997,1.056433409,1.007719298,0.838461538,0.715447154,2,木夭丑友什65bb30bb
0,1,1,0.177970338,0.230248307,0.280701754,-0.130769231,0.097560976,0,木夭丑友什65bb31aa
0,0,0,0.949175137,-0.343115124,-0.328421053,-0.323076923,-0.390243902,0,木夭丑友什65bb31ab
1,1,1,0.707215464,-0.225733634,-0.130526316,-0.146153846,1.073170732,0,木夭丑友什65bb31bb
1,1,1,0.707215464,-0.013544018,0.021052632,0.084615385,1.788617886,0,木夭丑友什65bb32aa
1,0,0,0.267288785,1.959367946,1.695438596,2.838461538,-0.06504065,2,木夭丑友什65bb32ab
1,0,0,0.267288785,1.593679458,1.949473684,3.069230769,-0.130081301,2,木夭丑友什65bb32ba
1,1,1,0.267288785,0.568848758,1.160701754,1.6,-0.130081301,2,木夭丑友什65bb32bb
1,1,1,-0.073987669,0.79006772,1.250526316,1.9,0.032520325,2,木夭丑友什65bb33aa
1,1,1,-0.14464256,-0.343115124,-0.341052632,-0.323076923,-0.455284553,0,木夭丑友什65bb33ab
1,1,1,-0.14464256,2.433408578,1.609824561,1.607692308,0.260162602,2,木夭丑友什65bb33ba
1,0,0,-0.14464256,0.668171558,0.950175439,1.5,0.195121951,2,木夭丑友什65bb33bb
1,1,1,-0.724545909,0.139954853,0.739649123,1.892307692,0.032520325,2,木夭丑友什65bb34aa
1,1,1,-0.724545909,0.108352144,0.482807018,1.192307692,-0.227642276,2,木夭丑友什65bb34ab
0,1,1,-0.724545909,-0.297968397,-0.321403509,-0.323076923,0.422764228,0,木夭丑友什65bb34ba
1,1,1,0.207965339,-0.288939052,-0.268070175,-0.238461538,0.032520325,0,木夭丑友什65bb35aa
0,0,0,0.207965339,-0.343115124,-0.341052632,-0.323076923,-0.455284553,0,木夭丑友什65bb35ab
1,0,0,0.207965339,-0.243792325,-0.249824561,-0.107692308,0.130081301,0,木夭丑友什65bb35ba
1,0,0,0.27262123,-0.297968397,-0.324210526,-0.323076923,-0.227642276,0,木夭丑友什65bb35bb
0,0,0,-0.083986002,0.103837472,0.204912281,0.330769231,-0.390243902,0,木夭丑友什66aa26aa
0,0,0,-0.395934011,1.237020316,1.44,2.461538462,0.195121951,2,木夭丑友什66aa26ab
0,1,1,-0.790534911,0.428893905,0.569824561,1.084615385,-0.032520325,2,木夭丑友什66aa26ba
0,0,0,-0.309281786,0.717832957,1.052631579,1.923076923,-0.162601626,2,木夭丑友什66aa26bb
0,0,0,-0.309281786,0.153498871,0.007017544,-0.084615385,0.097560976,0,木夭丑友什66aa27aa
0,1,1,-0.309281786,0.853273138,0.74245614,0.338461538,0.357723577,2,木夭丑友什66aa27ab
0,0,0,-0.071988002,0.898419865,1.437192982,1.630769231,-0.032520325,2,木夭丑友什66aa27ba
0,1,1,-0.036660557,0.826185102,1.148070175,1.461538462,0,2,木夭丑友什66aa27bb
0,1,1,-0.036660557,0.681715576,0.42245614,0.484615385,0.195121951,2,木夭丑友什66aa28aa
0,0,0,-0.036660557,-0.225733634,-0.244210526,-0.276923077,-0.390243902,0,木夭丑友什66aa28ab
1,0,0,0.107315447,0.451467269,-0.154385965,-0.323076923,-0.422764228,0,木夭丑友什66aa28bb
0,1,1,-0.252624563,1.227990971,1.306666667,1.9,0.130081301,2,木夭丑友什66aa29aa
0,0,0,-0.252624563,1.349887133,1.345964912,1.561538462,0.422764228,2,木夭丑友什66aa29ab
0,1,1,-0.252624563,1.611738149,1.849824561,1.5,0.06504065,2,木夭丑友什66aa29ba
0,1,1,-0.273287785,1.756207675,1.055438596,0.423076923,0,2,木夭丑友什66aa29bb
0,1,1,-0.07532078,1.435665914,0.887017544,0.384615385,-0.260162602,2,木夭丑友什66aa30aa
0,1,1,-0.013331111,0.83972912,1.236491228,2.446153846,-0.162601626,2,木夭丑友什66aa30ab
0,1,1,-0.013331111,1.232505643,1.347368421,2.092307692,0.130081301,2,木夭丑友什66aa30ba
0,1,1,0.488585236,1.038374718,0.974035088,1.838461538,-0.195121951,2,木夭丑友什66aa30bb
0,0,0,0.104649225,0.889390519,1.077894737,1.523076923,-0.032520325,2,木夭丑友什66aa31aa
0,0,0,0.104649225,-0.144469526,0.192280702,-0.261538462,-0.130081301,0,木夭丑友什66aa31ab
1,1,1,0.707215464,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什66aa31ba
1,0,0,0.707215464,0.162528217,0.151578947,0.546153846,0.292682927,0,木夭丑友什66aa32aa
1,1,1,0.267288785,2.460496614,1.678596491,2.6,0.390243902,2,木夭丑友什66aa32ab
1,1,1,0.267288785,1.051918736,1.198596491,1.769230769,-0.227642276,2,木夭丑友什66aa32ba
1,1,1,0.267288785,-0.221218962,-0.197894737,-0.069230769,0,0,木夭丑友什66aa32bb
1,1,1,-0.073987669,0.514672686,1.135438596,2.392307692,-0.162601626,2,木夭丑友什66aa33aa
1,1,1,0.741209798,-0.167042889,-0.089824561,0.115384615,-0.422764228,0,木夭丑友什66aa33ab
1,1,1,-0.715880687,1.981941309,1.472280702,1.830769231,0.130081301,2,木夭丑友什66aa33ba
1,1,1,-0.723879353,0.848758465,1.237894737,2.2,0.260162602,2,木夭丑友什66aa33bb
1,1,1,-0.724545909,0.058690745,0.543157895,1.530769231,-0.032520325,2,木夭丑友什66aa34aa
1,1,1,-0.724545909,0.221218962,0.804210526,2.176923077,-0.195121951,2,木夭丑友什66aa34ab
1,0,0,-0.24395934,-0.343115124,-0.341052632,-0.323076923,-0.097560976,0,木夭丑友什66aa35ab
1,1,1,0.541909682,-0.25282167,-0.289122807,-0.323076923,-0.06504065,0,木夭丑友什66aa35ba
0,0,0,-0.395934011,0.478555305,0.8,1.161538462,-0.260162602,2,木夭丑友什66ab26ab
0,0,0,0.498583569,1.128668172,0.912280702,1.084615385,-0.227642276,2,木夭丑友什66ab26ba
0,1,1,-0.309281786,0.726862302,0.554385965,0.976923077,0.260162602,2,木夭丑友什66ab26bb
0,0,0,-0.317280453,-0.153498871,-0.22877193,-0.230769231,-0.357723577,0,木夭丑友什66ab27ab
0,0,0,-0.317280453,-0.293453725,-0.324210526,-0.323076923,-0.487804878,0,木夭丑友什66ab27ba
0,0,0,-0.036660557,0.108352144,-0.119298246,-0.153846154,-0.195121951,0,木夭丑友什66ab27bb
0,0,0,-0.036660557,-0.261851016,-0.287719298,-0.238461538,-0.422764228,0,木夭丑友什66ab28aa
0,1,1,0.107315447,1.074492099,1.087719298,1.676923077,0,2,木夭丑友什66ab29aa
0,1,1,0.107315447,0.884875847,1.093333333,2.130769231,0.487804878,2,木夭丑友什66ab29ab
0,1,1,-0.273287785,1.124153499,1.162105263,1.292307692,0.097560976,2,木夭丑友什66ab29ba
0,0,0,-0.273287785,0.428893905,0.690526316,0.953846154,0.195121951,2,木夭丑友什66ab29bb
0,1,1,-0.189968339,0.53724605,0.82245614,1.523076923,-0.06504065,2,木夭丑友什66ab30aa
0,1,1,-0.220629895,0.939051919,1.312280702,2.746153846,0.130081301,2,木夭丑友什66ab30ab
0,1,1,0.488585236,0.699774266,1.041403509,2.507692308,0.097560976,2,木夭丑友什66ab30ba
0,1,1,0.488585236,0.898419865,0.849122807,1.4,0.06504065,2,木夭丑友什66ab30bb
0,0,0,-0.155307449,0.212189616,0.186666667,0.661538462,-0.06504065,2,木夭丑友什66ab31aa
1,0,0,1.062489585,-0.30248307,-0.175438596,-0.276923077,0.292682927,0,木夭丑友什66ab31bb
1,1,1,0.625229128,-0.343115124,-0.341052632,-0.323076923,-0.422764228,0,木夭丑友什66ab32aa
1,0,0,0.404599233,-0.221218962,-0.174035088,0.015384615,-0.520325203,0,木夭丑友什66ab32ab
1,0,0,-0.073987669,0.135440181,0.398596491,0.953846154,-0.06504065,2,木夭丑友什66ab32ba
1,0,0,-0.073987669,0.753950339,0.975438596,1.376923077,0.357723577,2,木夭丑友什66ab32bb
0,0,0,-0.073987669,0.902934537,1.058245614,2.007692308,0.097560976,2,木夭丑友什66ab33aa
0,0,0,0.741209798,0.613995485,0.530526316,0.8,0.585365854,2,木夭丑友什66ab33ab
0,0,0,-0.576570572,1.106094808,1.167719298,1.938461538,0.032520325,2,木夭丑友什66ab33ba
0,0,0,-0.723879353,0.663656885,0.631578947,0.823076923,-0.195121951,2,木夭丑友什66ab33bb
0,0,0,-0.723879353,1.548532731,1.202807018,1.576923077,0.650406504,2,木夭丑友什66ab34aa
0,1,1,-0.723879353,1.539503386,1.121403509,1.384615385,0.032520325,2,木夭丑友什66ab34ab
0,0,0,-0.609231795,-0.343115124,-0.332631579,-0.323076923,-0.325203252,0,木夭丑友什66ab34bb
1,0,0,-0.171971338,-0.343115124,-0.341052632,-0.323076923,-0.487804878,0,木夭丑友什66ab35ab
1,1,1,-0.122646226,0.510158014,0.216140351,0.230769231,-0.260162602,2,木夭丑友什66ab37bb
1,0,0,0.053991001,-0.343115124,-0.341052632,-0.323076923,-0.390243902,0,木夭丑友什66ab38ab
0,0,0,0.407265456,-0.343115124,-0.341052632,-0.323076923,-0.292682927,0,木夭丑友什66ab39ab
0,0,0,0.44725879,0.045146727,-0.147368421,-0.123076923,0.097560976,0,木夭丑友什66ba26ba
0,1,1,-0.309281786,0.428893905,0.256842105,0.330769231,-0.032520325,2,木夭丑友什66ba26bb
0,0,0,-0.317280453,0.60496614,0.218947368,0.069230769,-0.130081301,0,木夭丑友什66ba27aa
1,0,0,-0.317280453,0.85778781,-0.081403509,-0.323076923,-0.520325203,0,木夭丑友什66ba27ba
0,0,0,0.501916347,-0.343115124,-0.341052632,-0.323076923,-0.520325203,0,木夭丑友什66ba27bb
0,0,0,0.267955341,-0.316027088,-0.315789474,-0.323076923,-0.422764228,0,木夭丑友什66ba28ba
0,1,1,-0.206632228,0.465011287,0.579649123,0.523076923,3.25203252,1,木夭丑友什66ba28bb
0,0,0,-0.206632228,0.261851016,0.456140351,0.907692308,0.032520325,2,木夭丑友什66ba29aa
0,0,0,-0.206632228,0.528216704,0.756491228,1.161538462,-0.260162602,2,木夭丑友什66ba29ab
0,0,0,-0.44125979,0.803611738,0.986666667,1.215384615,0.06504065,2,木夭丑友什66ba29ba
0,1,1,-0.44125979,0.55530474,1.103157895,2.2,0,2,木夭丑友什66ba29bb
0,1,1,-0.467922013,0.25282167,0.715789474,1.369230769,0,2,木夭丑友什66ba30aa
0,1,1,-0.415930678,0.740406321,1.272982456,3.084615385,-0.195121951,2,木夭丑友什66ba30ab
0,0,0,0.259290118,0.446952596,0.579649123,1.384615385,-0.195121951,2,木夭丑友什66ba30ba
0,0,0,-0.671888019,0.401805869,0.328421053,0.561538462,-0.390243902,2,木夭丑友什66ba31ab
0,0,0,-0.671888019,0.577878104,0.683508772,0.030769231,0,2,木夭丑友什66ba31ba
0,1,1,0.595900683,-0.306997743,-0.280701754,-0.323076923,0.227642276,0,木夭丑友什66ba31bb
0,1,1,0.465255791,-0.203160271,-0.131929825,-0.323076923,0.195121951,0,木夭丑友什66ba32aa
0,0,0,0.404599233,1.476297968,2.044912281,1.876923077,-0.097560976,2,木夭丑友什66ba32ab
0,1,1,0.404599233,-0.189616253,-0.162807018,-0.192307692,-0.357723577,0,木夭丑友什66ba32ba
0,1,1,0.404599233,1.060948081,0.550175439,0.384615385,0.032520325,2,木夭丑友什66ba32bb
0,1,1,0.58590235,0.379232506,0.496842105,0.907692308,-0.130081301,2,木夭丑友什66ba33aa
0,0,0,0.741209798,0.514672686,0.272280702,0.261538462,-0.130081301,0,木夭丑友什66ba33ab
0,1,1,-0.441926346,0.618510158,0.710175439,1.207692308,-0.130081301,2,木夭丑友什66ba33ba
0,1,1,-0.426595567,1.011286682,0.923508772,1.353846154,-0.227642276,2,木夭丑友什66ba33bb
0,1,1,-0.426595567,0.735891648,0.359298246,0.461538462,0.162601626,2,木夭丑友什66ba34aa
0,0,0,-0.609231795,1.340857788,0.647017544,0.661538462,0.650406504,2,木夭丑友什66ba34ab
1,0,0,-0.609231795,-0.343115124,-0.341052632,-0.323076923,-0.455284553,0,木夭丑友什66ba34bb
0,0,0,-0.537243793,1.20993228,1.072280702,2.115384615,-0.097560976,2,木夭丑友什66ba35aa
0,0,0,-0.10398267,0.180586907,0.204912281,0.630769231,0.097560976,2,木夭丑友什66ba35ab
0,0,0,-0.289951675,-0.0496614,-0.130526316,-0.030769231,-0.487804878,0,木夭丑友什66ba37ba
0,1,1,-0.289951675,0.53724605,0.356491228,0.215384615,0.650406504,2,木夭丑友什66ba37bb
1,0,0,-0.289951675,-0.343115124,-0.341052632,-0.323076923,-0.520325203,0,木夭丑友什66ba38aa
0,0,0,1.607732045,-0.257336343,-0.276491228,-0.323076923,-0.195121951,0,木夭丑友什66ba39ab
