,gid,cctv,light,log_pa,ep,fp,yp,nb
703,дь_67bb36ba,1.0,1.0,0.379805361,0.347629797,0.383157895,0.315384615,3.9028458450743764
704,дь_67bb36bb,0.5,0.5,0.379805361,1.300225734,0.877192982,0.8,4.737914782778951
705,дь_67bb37aa,0.0,0.0,-0.572701027,-0.022573363,-0.08,-0.161538462,2.0346159972975615
706,дь_67bb37ab,0.0,0.0,-0.572701027,0.320541761,0.392982456,0.015384615,4.839305449069616
707,дь_67bb37ba,2.5,2.5,-1.343234872,2.961625282,1.587368421,0.538461538,7.156832703232731
708,дь_67bb37bb,2.0,2.0,-1.117795108,3.101580135,1.625263158,0.630769231,7.2271469870315626
709,дь_67bb38aa,2.0,2.0,-1.016111067,1.051918736,0.74245614,0.369230769,5.909448485978545
710,дь_67bb38ab,1.5,1.5,-0.443166975,2.248306998,1.49754386,0.815384615,5.745713670655025
711,дь_67bb38ba,2.0,2.0,-0.443166975,2.379232506,1.77122807,1.238461538,5.9784438530909485
712,дь_67bb38bb,1.5,1.5,-0.443166975,2.988713318,1.656140351,0.592307692,7.320105092802143
713,дь_67bb39aa,0.5,0.5,0.487352268,0.577878104,0.339649123,0.023076923,6.000636128743076
714,дь_67bb39ab,-0.5,-0.5,0.076961041,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
715,дь_67bb40aa,-0.5,-0.5,0.384581897,-0.343115124,-0.341052632,-0.323076923,2.1768845859352064
716,дь_67bb40ab,0.0,0.0,0.384581897,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
717,дь_67bb40ba,0.5,0.5,0.590560592,-0.297968397,-0.327017544,-0.323076923,1.6805105247454442
718,дь_67bb40bb,-0.5,-0.5,0.583890195,-0.045146727,0.015438596,0.230769231,-2.205124015364859
719,дь_67bb41aa,-0.5,-0.5,0.583890195,0.022573363,0.026666667,0.2,-2.205124015364859
720,дь_67bb41ab,-0.5,-0.5,0.079734968,-0.126410835,-0.06877193,0.123076923,-2.205124015364859
721,дь_67bb41ba,-0.5,-0.5,0.079734968,2.063205418,1.173333333,1.284615385,-2.205124015364859
722,дь_68aa29ba,0.0,0.0,0.714419316,0.009029345,-0.037894737,-0.130769231,3.6335518646046254
723,дь_68aa29bb,-0.5,-0.5,0.308954208,0.031602709,-0.012631579,-0.092307692,3.5143616624734317
724,дь_68aa30aa,0.0,0.0,0.559615788,1.598194131,1.10877193,0.907692308,3.5143616624734317
725,дь_68aa30ab,0.5,0.5,0.559615788,0.325056433,0.161403509,0.046153846,2.701995457269642
726,дь_68aa30ba,0.5,0.5,0.559615788,-0.018058691,0.071578947,0.238461538,3.0605392086593843
727,дь_68aa30bb,2.0,2.0,0.661140384,0.433408578,0.557192982,0.546153846,4.5767559912051645
728,дь_68aa31aa,0.5,0.5,0.661140384,-0.018058691,0.002807018,0.023076923,3.9899580806379293
729,дь_68aa31ba,-0.5,-0.5,0.830732844,-0.18510158,-0.209122807,-0.169230769,2.4167334156165534
730,дь_68aa31bb,-0.5,-0.5,0.830732844,-0.194130926,-0.190877193,-0.107692308,1.871591121293624
731,дь_68aa34aa,0.0,0.0,0.611937125,-0.176072235,-0.123508772,-0.130769231,2.859026767580517
732,дь_68aa34ab,0.0,0.0,0.611937125,2.695259594,0.72,-0.046153846,3.1206045979594323
733,дь_68aa34ba,-0.5,-0.5,0.611937125,0.943566591,0.850526316,0.930769231,4.071154737491254
734,дь_68aa34bb,-0.5,-0.5,0.112435429,0.505643341,0.513684211,0.484615385,4.044695960217754
735,дь_68aa35aa,2.0,2.0,0.454889991,0.428893905,0.398596491,0.361538462,2.6146012016941915
736,дь_68aa36ba,-0.5,-0.5,0.379805361,1.079006772,0.785964912,0.592307692,4.071154737491254
737,дь_68aa36bb,0.0,0.0,0.379805361,0.433408578,0.252631579,0.4,2.5199610850467526
738,дь_68aa37aa,0.0,0.0,-0.572701027,0.731376975,0.416842105,0.192307692,4.737914782778951
739,дь_68aa37ab,0.0,0.0,-0.572701027,1.589164786,2.395789474,1.830769231,4.920016296046357
740,дь_68aa37ba,1.0,1.0,-0.949330586,0.993227991,0.712982456,0.261538462,5.611062545926868
741,дь_68aa37bb,2.5,2.5,-0.949330586,2.496613995,1.545263158,0.607692308,7.108567872798398
742,дь_68aa38aa,2.0,2.0,-1.016111067,2.618510158,1.463859649,0.684615385,7.026473319098513
743,дь_68aa38ab,2.0,2.0,-0.443166975,0.37020316,0.193684211,0.046153846,4.675976169254766
744,дь_68aa38ba,2.5,2.5,-0.443166975,2.031602709,1.483508772,1.246153846,5.603561401413919
745,дь_68aa38bb,3.5,3.5,-0.443166975,2.325056433,1.404912281,0.8,7.063323649309103
746,дь_68aa39aa,2.5,2.5,-0.189950584,1.693002257,1.117192982,0.392307692,6.792554796620887
747,дь_68aa40aa,-0.5,-0.5,0.384581897,-0.216704289,-0.303157895,-0.323076923,1.449334001130827
748,дь_68aa40ab,0.0,0.0,0.350656872,-0.343115124,-0.341052632,-0.323076923,1.1559704510713553
749,дь_68aa40ba,-0.5,-0.5,0.590560592,-0.198645598,0.397192982,-0.107692308,-2.205124015364859
750,дь_68aa40bb,-0.5,-0.5,0.641327432,0.410835214,0.734035088,1.323076923,-2.205124015364859
751,дь_68aa41aa,-0.5,-0.5,0.641327432,-0.045146727,0.049122807,0.284615385,-2.205124015364859
752,дь_68aa41ab,-0.5,-0.5,0.641327432,0.329571106,0.756491228,1.738461538,-2.205124015364859
753,дь_68aa41ba,-0.5,-0.5,0.227135573,0.577878104,1.29122807,3.484615385,-2.205124015364859
754,дь_68ab29ba,0.5,0.5,0.714419316,0.0,-0.009824561,-0.130769231,3.7758150666570542
755,дь_68ab29bb,1.5,1.5,0.851005265,0.902934537,0.967017544,0.623076923,5.381995417148977
756,дь_68ab30aa,0.5,0.5,0.559615788,0.781038375,0.332631579,0.161538462,2.997191932124966
757,дь_68ab30ab,0.5,0.5,0.559615788,1.376975169,1.042807018,1.453846154,2.303161982697385
758,дь_68ab30ba,1.5,1.5,0.559615788,0.361173815,0.425263158,0.430769231,4.1472013190062675
759,дь_68ab30bb,0.0,0.0,0.661140384,-0.009029345,0.002807018,-0.138461538,3.961620587066265
760,дь_68ab31aa,-0.5,-0.5,0.661140384,-0.30248307,-0.314385965,-0.323076923,0.7524504306244418
761,дь_68ab31ba,-0.5,-0.5,0.830732844,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
762,дь_68ab34aa,0.0,0.0,0.611937125,-0.085778781,-0.096842105,0.107692308,1.6805105247454442
763,дь_68ab34ab,0.0,0.0,0.611937125,1.611738149,0.835087719,0.707692308,2.997191932124966
764,дь_68ab34ba,0.0,0.0,0.611937125,0.167042889,0.401403509,0.676923077,2.0346159972975615
765,дь_68ab34bb,-0.5,-0.5,0.354171814,0.492099323,0.919298246,1.092307692,2.4167334156165534
766,дь_68ab35aa,-0.5,-0.5,0.365337317,0.347629797,0.289122807,0.261538462,2.1768845859352064
767,дь_68ab36ab,-0.5,-0.5,0.379805361,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
768,дь_68ab36ba,2.0,2.0,0.379805361,0.334085779,0.140350877,0.069230769,4.218722989798953
769,дь_68ab36bb,0.5,0.5,0.379805361,-0.343115124,-0.341052632,-0.323076923,2.0346159972975615
770,дь_68ab37aa,1.0,1.0,-0.054456186,0.731376975,0.370526316,0.115384615,4.945786283241874
771,дь_68ab37ab,1.5,1.5,-0.572701027,1.525959368,1.170526316,1.038461538,5.509877064161574
772,дь_68ab37ba,0.5,0.5,-0.177931208,0.623024831,0.384561404,0.423076923,4.7823971005203
773,дь_68ab37bb,1.0,1.0,-0.177931208,1.990970655,0.997894737,0.184615385,6.5969265215137485
774,дь_68ab38aa,3.0,3.0,-0.177931208,2.893905192,1.866666667,1.430769231,6.90656036715549
775,дь_68ab38ab,1.5,1.5,-0.471604911,1.029345372,1.01754386,1.192307692,5.043802817710792
776,дь_68ab38ba,2.5,2.5,-0.471604911,2.194130926,1.61122807,1.461538462,5.830220916431739
777,дь_68ab38bb,3.0,3.0,-0.978166136,1.914221219,1.216842105,0.792307692,6.150937695691505
778,дь_68ab39aa,0.0,0.0,-0.189950584,-0.040632054,-0.151578947,-0.276923077,4.449766878515217
779,дь_68ab40ab,0.5,0.5,0.350656872,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
780,дь_68ab40ba,-0.5,-0.5,0.590560592,-0.108352144,0.362105263,-0.007692308,-2.205124015364859
781,дь_68ab40bb,-0.5,-0.5,0.641327432,0.022573363,0.311578947,0.969230769,-2.205124015364859
782,дь_68ab41aa,-0.5,-0.5,0.641327432,-0.18510158,-0.095438596,0.1,-2.205124015364859
783,дь_68ab41ab,-0.5,-0.5,0.641327432,1.083521445,1.04,1.692307692,-2.205124015364859
784,дь_68ab41ba,-0.5,-0.5,-0.657780037,-0.162528217,0.009824561,0.061538462,-2.205124015364859
785,дь_68ba29bb,1.0,1.0,0.851005265,0.148984199,0.234385965,0.038461538,4.350176204824681
786,дь_68ba30aa,2.5,2.5,0.851005265,0.925507901,0.752280702,0.676923077,5.123627767257907
787,дь_68ba30ab,1.0,1.0,0.851005265,0.320541761,0.367719298,0.523076923,4.071154737491254
788,дь_68ba30ba,0.0,0.0,0.681580544,0.063205418,0.098245614,0.007692308,3.9899580806379293
789,дь_68ba30bb,0.5,0.5,0.681580544,0.194130926,0.150175439,0.1,4.286236993196077
790,дь_68ba34aa,0.5,0.5,0.611937125,0.316027088,0.209122807,0.276923077,2.997191932124966
791,дь_68ba34ab,0.5,0.5,0.611937125,0.523702032,0.458947368,0.515384615,3.7418175046419226
792,дь_68ba34ba,-0.5,-0.5,0.611937125,-0.194130926,-0.279298246,-0.253846154,1.6805105247454442
793,дь_68ba34bb,0.0,0.0,0.83681453,0.713318284,0.516491228,0.461538462,2.4167334156165534
794,дь_68ba35aa,-0.5,-0.5,0.365337317,-0.198645598,-0.130526316,0.084615385,-2.205124015364859
795,дь_68ba36ab,-0.5,-0.5,0.496523839,-0.045146727,-0.077192982,-0.107692308,3.3817324958154487
796,дь_68ba36ba,0.0,0.0,0.496523839,0.243792325,0.110877193,0.069230769,4.468740321859383
797,дь_68ba36bb,0.0,0.0,0.098939948,0.713318284,0.734035088,1.215384615,3.9899580806379293
798,дь_68ba37ab,-0.5,-0.5,-0.219400565,-0.013544018,-0.106666667,-0.138461538,2.6146012016941915
799,дь_68ba37ba,2.0,2.0,0.130150684,1.200902935,0.801403509,0.730769231,5.525983882914035
800,дь_68ba37bb,1.5,1.5,0.130150684,-0.153498871,-0.223157895,-0.323076923,5.785418519963773
801,дь_68ba38aa,1.5,1.5,0.130150684,2.0496614,1.089122807,0.330769231,6.847947180649612
802,дь_68ba38ab,3.5,3.5,-0.287682072,3.047404063,1.672982456,0.661538462,7.1202206279919045
803,дь_68ba38ba,1.0,1.0,-0.287682072,0.293453725,0.206315789,0.230769231,4.430492269736296
804,дь_68ba38bb,2.0,2.0,-0.287682072,1.20993228,0.992280702,1.038461538,4.767748164813332
805,дь_68ba39aa,0.5,0.5,-0.994252273,-0.121896163,-0.129122807,-0.007692308,2.0346159972975615
806,дь_68ba39ab,-0.5,-0.5,0.138891999,2.027088036,2.30877193,3.307692308,-2.205124015364859
807,дь_68ba39ba,-0.5,-0.5,0.261594738,0.297968397,0.439298246,0.861538462,-2.205124015364859
808,дь_68ba40aa,-0.5,-0.5,0.277631737,-0.284424379,-0.301754386,-0.223076923,1.6805105247454442
809,дь_68ba40ab,-0.5,-0.5,0.277631737,0.663656885,0.614736842,0.815384615,-2.205124015364859
810,дь_68ba40ba,-0.5,-0.5,0.277631737,0.573363431,0.567017544,0.830769231,-2.205124015364859
811,дь_68ba40bb,-0.5,-0.5,0.641327432,0.726862302,1.803508772,4.584615385,-2.205124015364859
812,дь_68ba41aa,-0.5,-0.5,0.641327432,-0.085778781,0.195087719,0.984615385,-2.205124015364859
813,дь_68ba41ab,-0.5,-0.5,0.641327432,1.873589165,1.04,0.369230769,-2.205124015364859
814,дь_68ba41ba,-0.5,-0.5,-0.657780037,3.823927765,1.879298246,0.546153846,-2.205124015364859
815,дь_68bb30aa,0.5,0.5,0.851005265,-0.158013544,-0.120701754,-0.223076923,3.555444447354803
816,дь_68bb30ab,-0.5,-0.5,1.113500901,0.004514673,-0.054736842,-0.169230769,2.6146012016941915
817,дь_68bb31ba,-0.5,-0.5,0.839409688,-0.343115124,-0.341052632,-0.323076923,2.0346159972975615
818,дь_68bb31bb,-0.5,-0.5,1.187843422,-0.212189616,-0.195087719,-0.161538462,1.449334001130827
819,дь_68bb34aa,0.0,0.0,0.699626147,0.243792325,0.322807018,0.684615385,3.2841721149714416
820,дь_68bb34ab,0.5,0.5,0.699626147,0.546275395,0.444912281,0.492307692,3.5143616624734317
821,дь_68bb34ba,-0.5,-0.5,0.699626147,-0.288939052,-0.315789474,-0.323076923,2.1768845859352064
822,дь_68bb34bb,-0.5,-0.5,0.83681453,0.37020316,0.294736842,0.623076923,0.09548225679308976
823,дь_68bb35aa,0.0,0.0,0.365337317,0.478555305,0.77754386,1.415384615,0.09548225679308976
824,дь_68bb36ab,0.0,0.0,0.496523839,0.144469526,0.023859649,-0.107692308,3.427626340404232
825,дь_68bb36ba,2.0,2.0,0.496523839,1.002257336,0.635789474,0.476923077,4.737914782778951
826,дь_68bb36bb,1.0,1.0,0.098939948,0.803611738,0.332631579,0.069230769,5.188185285935348
827,дь_68bb37ab,-0.5,-0.5,0.70111535,0.613995485,0.707368421,1.346153846,2.997191932124966
828,дь_68bb37ba,1.5,1.5,0.324255053,0.297968397,0.487017544,1.076923077,-2.205124015364859
829,дь_68bb37bb,0.5,0.5,0.324255053,-0.284424379,-0.310175439,-0.323076923,5.927051094794591
830,дь_68bb38aa,1.0,1.0,0.324255053,0.880361174,0.717192982,0.292307692,5.640628478265964
831,дь_68bb38ab,1.0,1.0,0.026641931,2.415349887,1.402105263,0.661538462,6.3498570603708515
832,дь_68bb38ba,1.0,1.0,-0.287682072,-0.180586907,-0.224561404,-0.2,0.7524504306244418
833,дь_68bb39aa,0.0,0.0,-0.780886095,0.871331828,0.881403509,1.153846154,3.1206045979594323
834,дь_68bb39ab,-0.5,-0.5,-0.780886095,2.198645598,2.492631579,3.761538462,-2.205124015364859
835,дь_68bb39ba,-0.5,-0.5,0.261594738,0.613995485,0.630175439,0.953846154,-2.205124015364859
836,дь_68bb40ab,-0.5,-0.5,0.277631737,-0.243792325,-0.234385965,-0.2,-2.205124015364859
837,дь_68bb40ba,-0.5,-0.5,0.277631737,-0.225733634,-0.144561404,-0.015384615,-2.205124015364859
838,дь_68bb40bb,-0.5,-0.5,-0.791863153,0.130925508,0.926315789,3.338461538,-2.205124015364859
839,дь_68bb41aa,-0.5,-0.5,-0.791863153,-0.103837472,0.225964912,1.076923077,-2.205124015364859
840,дь_69aa29ab,-0.5,-0.5,1.316408234,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
841,дь_69aa30bb,-0.5,-0.5,1.025324493,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
842,дь_69aa31ab,0.0,0.0,0.985070247,-0.343115124,-0.341052632,-0.323076923,1.449334001130827
843,дь_69aa31ba,2.0,2.0,0.985070247,-0.090293454,-0.140350877,0.0,3.8088665679598366
844,дь_69aa31bb,-0.5,-0.5,1.214912744,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
845,дь_69aa32aa,-0.5,-0.5,1.214912744,-0.343115124,-0.261052632,-0.092307692,-2.205124015364859
846,дь_69aa32ab,-0.5,-0.5,1.214912744,-0.284424379,-0.13754386,0.092307692,-2.205124015364859
847,дь_69aa33bb,-0.5,-0.5,1.259596708,-0.343115124,-0.33122807,-0.323076923,1.871591121293624
848,дь_69aa34aa,-0.5,-0.5,0.998791953,-0.343115124,-0.317192982,-0.323076923,2.1768845859352064
849,дь_69aa34ab,-0.5,-0.5,0.998791953,0.11738149,0.036491228,0.030769231,3.1777171998095506
850,дь_69aa34ba,-0.5,-0.5,0.998791953,-0.270880361,-0.293333333,-0.323076923,0.09548225679308976
851,дь_69aa34bb,-0.5,-0.5,0.83681453,0.767494357,0.364912281,0.007692308,-2.205124015364859
852,дь_69aa35aa,2.0,2.0,-1.390302383,0.266365688,0.188070175,0.038461538,-2.205124015364859
853,дь_69aa35ab,0.5,0.5,-1.390302383,-0.045146727,0.001403509,0.023076923,-2.205124015364859
854,дь_69aa35ba,0.0,0.0,-1.390302383,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
855,дь_69aa36ab,0.0,0.0,0.496523839,-0.090293454,-0.214736842,-0.230769231,2.1768845859352064
856,дь_69aa36ba,1.0,1.0,0.496523839,2.835214447,2.346666667,2.776923077,4.610733110303686
857,дь_69aa36bb,1.0,1.0,0.098939948,0.505643341,0.294736842,0.307692308,4.627373406664214
858,дь_69aa37aa,0.0,0.0,-0.07364654,0.659142212,0.641403509,1.069230769,3.232158706401343
859,дь_69aa37ab,0.0,0.0,0.70111535,-0.225733634,-0.199298246,-0.1,-2.205124015364859
860,дь_69aa37ba,0.0,0.0,0.324255053,-0.013544018,0.13754386,0.553846154,-2.205124015364859
861,дь_69aa37bb,1.0,1.0,0.291175962,-0.343115124,-0.341052632,-0.323076923,1.871591121293624
862,дь_69aa38aa,2.0,2.0,0.291175962,0.054176072,-0.021052632,-0.023076923,5.804813747218492
863,дь_69aa38ab,-0.5,-0.5,0.291175962,3.286681716,2.312982456,2.107692308,3.6707511732675617
864,дь_69aa38ba,0.5,0.5,-0.663588378,0.356659142,0.207719298,0.246153846,1.871591121293624
865,дь_69aa39aa,3.0,3.0,-0.157824085,-0.072234763,-0.21754386,-0.253846154,3.7418175046419226
866,дь_69aa39ab,2.5,2.5,-0.157824085,-0.212189616,-0.218947368,-0.246153846,6.65777078380187
867,дь_69aa39ba,2.0,2.0,-0.532730459,-0.257336343,-0.275087719,-0.323076923,6.6903825567638116
868,дь_69aa39bb,-0.5,-0.5,0.826366024,-0.343115124,-0.341052632,-0.323076923,4.350176204824681
869,дь_69aa40ba,-0.5,-0.5,0.277631737,-0.343115124,-0.32,-0.323076923,-2.205124015364859
870,дь_69aa40bb,-0.5,-0.5,-0.791863153,0.040632054,0.084210526,0.430769231,-2.205124015364859
871,дь_69aa41aa,-0.5,-0.5,-0.791863153,0.325056433,0.409824561,1.007692308,-2.205124015364859
872,дь_69aa41ab,-0.5,-0.5,-0.791863153,0.433408578,0.919298246,2.492307692,-2.205124015364859
873,дь_69aa41ba,-0.5,-0.5,-0.21319322,0.06772009,0.536140351,1.669230769,-2.205124015364859
874,дь_69ab31bb,-0.5,-0.5,1.265820208,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
875,дь_69ab32aa,-0.5,-0.5,1.265820208,-0.279909707,-0.305964912,-0.323076923,0.7524504306244418
876,дь_69ab33bb,-0.5,-0.5,1.214912744,-0.297968397,-0.311578947,-0.323076923,2.1768845859352064
877,дь_69ab34aa,0.0,0.0,1.214912744,0.397291196,0.241403509,0.207692308,2.4167334156165534
878,дь_69ab34bb,-0.5,-0.5,0.994732158,-0.297968397,-0.155789474,0.107692308,-2.205124015364859
879,дь_69ab35aa,0.0,0.0,-1.390302383,0.713318284,0.666666667,1.369230769,-2.205124015364859
880,дь_69ab35ab,1.0,1.0,0.849295863,-0.343115124,-0.287719298,-0.184615385,-2.205124015364859
881,дь_69ab36ba,-0.5,-0.5,0.6590732,0.478555305,0.364912281,0.4,1.871591121293624
882,дь_69ab36bb,0.0,0.0,0.768718367,0.0,-0.02245614,0.0,2.859026767580517
883,дь_69ab37aa,-0.5,-0.5,0.580538236,-0.203160271,-0.185263158,-0.084615385,-2.205124015364859
884,дь_69ab37ab,0.5,0.5,0.70111535,-0.040632054,-0.101052632,-0.123076923,4.839305449069616
885,дь_69ab37ba,1.5,1.5,0.324255053,0.735891648,0.310175439,0.107692308,6.822000951165807
886,дь_69ab37bb,1.5,1.5,0.286681572,-0.18510158,-0.255438596,-0.323076923,4.286236993196077
887,дь_69ab38aa,2.0,2.0,0.286681572,1.656884876,0.517894737,-0.038461538,6.341452283875832
888,дь_69ab38ab,0.0,0.0,0.286681572,0.731376975,0.369122807,0.230769231,4.286236993196077
889,дь_69ab38ba,-0.5,-0.5,-0.083381609,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
890,дь_69ab38bb,-0.5,-0.5,-0.157824085,0.009029345,-0.067368421,0.023076923,3.3817324958154487
891,дь_69ab39aa,0.5,0.5,-0.157824085,0.06772009,-0.040701754,0.030769231,3.555444447354803
892,дь_69ab39ab,0.5,0.5,-0.157824085,-0.343115124,-0.329824561,-0.323076923,6.059746433142154
893,дь_69ab39ba,1.5,1.5,-1.5945493,2.501128668,1.553684211,1.507692308,6.503678786826719
894,дь_69ab39bb,1.0,1.0,-0.127833372,0.943566591,0.62877193,0.661538462,6.2632339076684245
895,дь_69ab40aa,-0.5,-0.5,0.064850972,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
896,дь_69ab40bb,-0.5,-0.5,-0.791863153,0.013544018,0.023859649,0.369230769,-2.205124015364859
897,дь_69ab41aa,-0.5,-0.5,-0.791863153,0.830699774,0.66245614,1.330769231,-2.205124015364859
898,дь_69ab41ab,-0.5,-0.5,-0.273121921,0.690744921,1.173333333,2.861538462,-2.205124015364859
899,дь_69ab41ba,-0.5,-0.5,-0.088831214,0.243792325,0.669473684,1.7,-2.205124015364859
900,дь_69ba30ab,-0.5,-0.5,1.711452838,-0.343115124,-0.341052632,-0.323076923,0.7524504306244418
901,дь_69ba32aa,-0.5,-0.5,1.265820208,-0.343115124,-0.304561404,-0.230769231,0.09548225679308976
902,дь_69ba33bb,0.0,0.0,1.214912744,-0.25282167,-0.241403509,-0.223076923,2.4167334156165534
903,дь_69ba34aa,0.0,0.0,1.214912744,-0.343115124,-0.325614035,-0.323076923,1.871591121293624
904,дь_69ba35aa,0.5,0.5,-0.382725621,0.948081264,0.837894737,1.046153846,-2.205124015364859
905,дь_69ba35ab,-0.5,-0.5,0.849295863,0.523702032,0.597894737,1.330769231,-2.205124015364859
906,дь_69ba35ba,-0.5,-0.5,1.149305403,-0.343115124,-0.328421053,-0.323076923,1.1559704510713553
907,дь_69ba35bb,-0.5,-0.5,1.173101141,-0.343115124,-0.341052632,-0.323076923,1.1559704510713553
908,дь_69ba36bb,0.0,0.0,0.768718367,-0.306997743,-0.325614035,-0.323076923,1.449334001130827
909,дь_69ba37aa,0.0,0.0,-0.077961541,1.589164786,1.500350877,1.507692308,4.839305449069616
910,дь_69ba37ab,2.0,2.0,-0.077961541,1.336343115,0.62877193,0.407692308,7.143221887131538
911,дь_69ba37ba,1.0,1.0,0.267734435,0.957110609,0.315789474,0.030769231,6.85648283220327
912,дь_69ba37bb,0.5,0.5,0.286681572,1.101580135,0.487017544,0.092307692,6.614115369972617
913,дь_69ba38aa,2.5,2.5,0.286681572,3.146726862,1.818947368,1.1,6.511094696717579
914,дь_69ba38ab,1.0,1.0,0.286681572,0.997742664,0.366315789,0.330769231,5.043802817710792
915,дь_69ba38ba,0.0,0.0,-0.083381609,0.9751693,0.520701754,0.330769231,4.487422043102608
916,дь_69ba38bb,2.0,2.0,-1.22758267,2.027088036,1.431578947,1.4,4.610733110303686
917,дь_69ba39aa,-0.5,-0.5,-1.22758267,2.257336343,2.172631579,3.330769231,2.4167334156165534
918,дь_69ba39ab,1.0,1.0,-0.157824085,0.288939052,0.341052632,0.638461538,0.7524504306244418
919,дь_69ba39ba,0.0,0.0,-0.279713903,-0.198645598,-0.225964912,-0.223076923,2.0346159972975615
920,дь_69ba39bb,2.0,2.0,-0.0629398,0.686230248,0.475789474,0.123076923,4.811180759248893
921,дь_69ba40aa,0.5,0.5,-0.0629398,0.424379233,0.273684211,0.084615385,4.430492269736296
922,дь_69ba40ab,0.0,0.0,0.404798219,0.568848758,0.176842105,-0.107692308,3.4717935613534254
923,дь_69ba40ba,-0.5,-0.5,-0.106472245,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
924,дь_69ba41aa,-0.5,-0.5,0.21107097,0.162528217,0.026666667,0.2,-2.205124015364859
925,дь_69ba41ab,-0.5,-0.5,0.21107097,0.320541761,0.259649123,0.592307692,-2.205124015364859
926,дь_69bb33ba,-0.5,-0.5,1.214912744,-0.311512415,-0.301754386,-0.323076923,0.7524504306244418
927,дь_69bb34aa,-0.5,-0.5,1.214912744,-0.311512415,-0.322807018,-0.323076923,2.7831922916032688
928,дь_69bb34bb,0.0,0.0,1.129787906,1.864559819,1.063859649,0.969230769,-2.205124015364859
929,дь_69bb35aa,0.0,0.0,0.442118426,0.320541761,0.329824561,0.646153846,-2.205124015364859
930,дь_69bb35bb,-0.5,-0.5,1.173101141,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
931,дь_69bb37aa,0.0,0.0,0.102556588,-0.158013544,-0.161403509,-0.223076923,3.7758150666570542
932,дь_69bb37ab,2.5,2.5,0.102556588,2.121896163,1.330526316,0.661538462,6.324476464983047
933,дь_69bb37ba,1.5,1.5,-0.879476759,1.593679458,1.069473684,0.553846154,6.111208333106648
934,дь_69bb37bb,2.0,2.0,0.286681572,1.485327314,0.837894737,0.576923077,5.9153431287906475
935,дь_69bb38aa,1.0,1.0,0.286681572,1.611738149,1.202807018,1.046153846,4.796873263563959
936,дь_69bb38ab,2.5,2.5,0.286681572,0.424379233,0.144561404,0.007692308,4.195351340558155
937,дь_69bb38ba,1.0,1.0,-0.083381609,3.44469526,2.004210526,1.061538462,6.146038407722579
938,дь_69bb38bb,1.5,1.5,-1.22758267,2.212189616,1.375438596,0.738461538,6.049200665261501
939,дь_69bb39aa,0.5,0.5,-0.387134151,1.155756208,0.798596491,0.684615385,5.288851077684742
940,дь_69bb39ab,0.5,0.5,-0.673344553,0.18510158,0.056140351,-0.030769231,4.071154737491254
941,дь_69bb39ba,0.5,0.5,-0.673344553,0.817155756,0.305964912,0.107692308,5.188185285935348
942,дь_69bb39bb,1.5,1.5,-0.673344553,1.571106095,1.278596491,1.207692308,5.020017654993894
943,дь_69bb40aa,-0.5,-0.5,0.608133806,0.23476298,-0.002807018,-0.2,3.6335518646046254
944,дь_69bb40ab,0.0,0.0,0.433080275,-0.027088036,-0.065964912,-0.130769231,3.2841721149714416
945,дь_70aa33ba,-0.5,-0.5,1.444327392,-0.343115124,-0.341052632,-0.323076923,-2.205124015364859
946,дь_70aa33bb,-0.5,-0.5,1.444327392,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
947,дь_70aa34ba,-0.5,-0.5,1.241557565,-0.153498871,-0.221754386,-0.246153846,-2.205124015364859
948,дь_70aa34bb,0.0,0.0,1.242712633,0.60496614,0.418245614,0.6,-2.205124015364859
949,дь_70aa35ba,-0.5,-0.5,0.444685821,-0.343115124,-0.341052632,-0.323076923,0.09548225679308976
950,дь_70aa37aa,0.5,0.5,-0.410980289,0.248306998,0.204912281,0.2,4.4109065829535865
951,дь_70aa37ab,0.5,0.5,-0.450985623,2.221218962,1.726315789,1.538461538,6.017030513115169
952,дь_70aa37ba,2.0,2.0,-0.450985623,2.297968397,1.626666667,1.230769231,6.792554796620887
953,дь_70aa37bb,2.5,2.5,-0.94160854,2.040632054,1.501754386,1.115384615,6.3456615229831375
954,дь_70aa38aa,3.5,3.5,-0.94160854,0.817155756,0.576842105,0.6,5.167036704227297
955,дь_70aa38ab,1.0,1.0,-0.94160854,-0.139954853,-0.241403509,-0.323076923,2.6146012016941915
956,дь_70aa38ba,1.5,1.5,-0.850971266,2.275395034,1.487719298,0.915384615,5.984028245262358
957,дь_70aa38bb,2.5,2.5,-0.397496938,1.408577878,1.011929825,0.576923077,5.4686822597695155
