gid,lon,lat,인구_전체,인구_여자,인구_남자,유소년_전체,유소년_여자,유소년_남자,고령_전체,고령_여자,고령_남자,건축물수,공동주택수,단독주택수,사용승인일,cctv,보안등
ㅼ궗696409,127.1567859,37.46726571,,,,,,,,,,,,,,0,0
ㅼ궗674282,127.1324673,37.35271788,,,,,,,,,,,,,,0,0
ㅼ궗650287,127.1053451,37.35713742,,,,,,,,,,2,,,2004,0,0
ㅼ궗658359,127.1140459,37.42206535,,,,,,,,,,1,,,2020,0,1
ㅼ궗719359,127.1829854,37.42227032,,,,,,,,,,,,,,0,0
ㅼ궗599312,127.0476222,37.37946523,,,,,,,,,,2,,,2014,0,0
ㅼ궗610352,127.0598359,37.41556633,,,,,,,,,,,,,,0,0
ㅼ궗675268,127.1336577,37.34010218,,,,,,,,,,,,,,0,0
ㅼ궗701328,127.1627678,37.3942717,,,,,,,,,,,,,,0,0
ㅼ궗626372,127.0778154,37.43365934,,,,,,,,,,,,,,0,0
ㅼ궗621340,127.0723279,37.4047957,,,,,,,,,,,,,,0,0
ㅼ궗691345,127.1513994,37.40956215,,,,,,,,,,,,,,0,0
ㅼ궗612364,127.062033,37.42639095,,,,,,,,,,,,,,0,0
ㅼ궗639353,127.0926024,37.41658516,,,,,,,,,,,,,,0,0
ㅼ궗672363,127.1298503,37.42572139,,,,,,,,,,,,,,0,0
ㅼ궗642310,127.0962006,37.37783832,,,,,,,,,,,,,,0,0
ㅼ궗675292,127.1335526,37.36173508,,,,,,,,,,,,,,0,0
ㅼ궗663270,127.1201016,37.3418622,,,,,,,,,,,,,,0,0
ㅼ궗698396,127.1591008,37.45555462,,,,,,,,,,1,,,1986,1,2
ㅼ궗622299,127.0736671,37.36784406,,,,,,,,,,,,,,0,0
ㅼ궗608336,127.0576606,37.40113624,,,,,,,,,,,,,,0,0
ㅼ궗656354,127.1118089,37.41755116,,,,,,,,,,,,,,0,0
ㅼ궗658400,127.113856,37.45902092,,,,,,,,,,,,,,0,0
ㅼ궗722373,127.1863232,37.43489846,,,,,,,,,,,,,,0,0
ㅼ궗698322,127.159403,37.38885379,,,,,,,,,,,,,,0,0
ㅼ궗692328,127.1526001,37.39424227,,,,,,,,,,,,,,0,0
ㅼ궗628371,127.0800811,37.43276604,,,,,,,,,,,,,,0,0
ㅼ궗627381,127.0789003,37.44177554,,,,,,,,,,,,,,0,0
ㅼ궗638391,127.0912861,37.45083271,,,,,,,,,,,,,,0,0
ㅼ궗637366,127.0902784,37.42829497,,,,,,,,,,,,,,0,0
ㅼ궗592332,127.0396055,37.39746181,,,,,,,,,,,,,,0,0
ㅼ궗625335,127.0768728,37.40030517,,,,,,,,,,,,,,0,0
ㅼ궗686294,127.1459658,37.36357565,,,,,,,,,,,,,,0,0
ㅼ궗648328,127.1028919,37.39408578,,,,,,,,,,,,,,0,0
ㅼ궗607316,127.056637,37.38310488,,,,,,,,,,,,,,0,0
ㅼ궗610346,127.0598675,37.41015821,,,,,,,,,,,,,,0,0
ㅼ궗663399,127.1195141,37.4581379,,,,,,,,,,,,,,0,0
ㅼ궗600334,127.0486328,37.39929937,,,,,,,,,,,,,,0,0
ㅼ궗627366,127.078976,37.42825526,,,,,,,,,,,,,,0,0
ㅼ궗661357,127.1174455,37.42027365,,,,,,,,,,,,,,0,0
ㅼ궗621319,127.0724354,37.38586719,,,,,,,,,,,,,,0,0
ㅼ궗643318,127.0972915,37.38505307,,,,,,,,,,,,,,0,0
ㅼ궗648323,127.1029157,37.38957898,,,,,,,,,,,,,,0,0
ㅼ궗606342,127.055369,37.40653589,,,,,,,,,,,,,,0,0
ㅼ궗702355,127.1637888,37.41861179,,,,,,,,,,,,,,0,0
ㅼ궗705325,127.1672987,37.3915804,,,,,,,,,,,,,,0,0
ㅼ궗716412,127.1793911,37.4700333,,,,,,,,,,,,,,0,0
ㅼ궗606338,127.0553903,37.40293047,,,,,,,,,,,,,,0,0
ㅼ궗591309,127.0386028,37.37672625,,,,,,,,,,,,,,0,0
ㅼ궗620339,127.0712031,37.40389025,,,,,,,,,,,,,,0,0
ㅼ궗624318,127.0758293,37.38497803,,,,,,,,,,,,,,0,0
ㅼ궗599327,127.0475409,37.39298557,,,,,,,,,,,,,,0,0
ㅼ궗640307,127.0939562,37.37512649,,,,,,,,,,,,,,0,0
ㅼ궗650377,127.1049194,37.43825989,,,,,,,,,,,,,,0,0
ㅼ궗713402,127.1760374,37.46101047,,,,,,,,,,,,,,0,0
ㅼ궗618354,127.0688659,37.41740235,,,,,,,,,,,,,,0,0
ㅼ궗603331,127.0520383,37.39660819,,,,,,,,,,,,,,0,0
ㅼ궗692346,127.1525252,37.41046684,,,,,,,,,,,,,,0,0
ㅼ궗624347,127.075682,37.4111174,,,,,,,,,,,,,,0,0
ㅼ궗659313,127.115388,37.38060641,,,,,,,,,,2,,,1998,0,0
ㅼ궗660308,127.1165405,37.37610326,,,,,,,,,,,,,,0,0
ㅼ궗690386,127.1500975,37.44651461,,,,,,,,,,1,,,1983,0,0
ㅼ궗729384,127.1941953,37.44483419,,,,,,,,,,,,,,0,0
ㅼ궗691346,127.1513953,37.41046351,,,,,,,,,,,,,,0,0
ㅼ궗631320,127.0837265,37.38680885,,,,,,,,,,,,,,0,0
ㅼ궗627301,127.0793037,37.369667,,,,,,,,,,,,,,0,0
ㅼ궗609291,127.059028,37.36057934,,,,,,,,,,1,,,2008,0,0
ㅼ궗729366,127.1942613,37.42860965,,,,,,,,,,,,,,0,0
ㅼ궗704410,127.1658286,37.46819299,,,,,,,,,,,,,,0,0
ㅼ궗592317,127.0396881,37.3839415,,,,,,,,,,,,,,0,0
ㅼ궗657362,127.1129018,37.42476573,,,,,,,,,,,,,,0,0
ㅼ궗694315,127.1549133,37.38253111,,,,,,,,,,,,,,0,0
ㅼ궗703369,127.1648626,37.43123407,,,,,,,,,,,,,,0,0
ㅼ궗725399,127.1896175,37.45834282,,,,,,,,,,,,,,0,0
ㅼ궗698353,127.1592765,37.41679612,,,,,,,,,,,,,,0,0
ㅼ궗637293,127.0906364,37.36249572,,,,,,,,,,,,,,0,0
ㅼ궗655376,127.1105761,37.4373773,,,,,,,,,,,,,,0,0
ㅼ궗599337,127.0474868,37.40199911,,,,,,,,,,,,,,0,0
ㅼ궗634293,127.0872487,37.36248395,,,,,,,,,,,,,,0,0
ㅼ궗646341,127.1005703,37.40579586,,,,,,,,,,2,,,2012.5,0,0
ㅼ궗679268,127.1381734,37.34011607,,,,,,,,,,,,,,0,0
ㅼ궗666308,127.1233172,37.37612503,,,,,,,,,,,,,,0,0
ㅼ궗640276,127.0941067,37.34718417,,,,,,,,,,,,,,0,0
ㅼ궗623367,127.07445,37.42914042,,,,,,,,,,,,,,0,0
ㅼ궗627334,127.0791374,37.39941188,,,,,,,,,,,,,,0,0
ㅼ궗677292,127.1358111,37.36174206,,,,,,,,,,,,,,0,0
ㅼ궗657269,127.1133325,37.34093888,,,,,,,,,,,,,,0,0
ㅼ궗666406,127.1228745,37.46445825,,,,,,,,,,,,,,0,0
ㅼ궗712391,127.1749495,37.45109242,,,,,,,,,,,,,,0,0
ㅼ궗657399,127.11273,37.45811586,,,,,,,,,,,,,,0,0
ㅼ궗615353,127.0654809,37.41648859,,,,,,,,,,,,,,0,0
ㅼ궗709343,127.1717467,37.40781764,,,,,,,,,,,,,,0,0
ㅼ궗676292,127.1346818,37.36173857,,,,,,,,,,,,,,0,0
ㅼ궗701352,127.1626708,37.41590448,,,,,,,,,,,,,,0,0
ㅼ궗664361,127.1208177,37.42389001,,,,,,,,,,,,,,0,0
ㅼ궗676404,127.1341912,37.46269108,,,,,,,,,,,,,,0,0
ㅼ궗717401,127.1805642,37.46012143,,,,,,,,,,,,,,0,0
ㅼ궗707323,127.169566,37.389784,,,,,,,,,,,,,,0,0
ㅼ궗643383,127.0969777,37.4436413,,,,,,,,,,,,,,0,0
ㅼ궗685325,127.1447048,37.39151468,,,,,,,,,,,,,,0,0
ㅼ궗676373,127.1343272,37.43474905,,,,,,,,,,1,,,1985,0,1
ㅼ궗630343,127.0824819,37.40753611,,,,,,,,,,,,,,0,0
ㅼ궗600341,127.048595,37.40560884,,,,,,,,,,,,,,0,0
ㅼ궗719382,127.1828979,37.44300168,,,,,,,,,,1,,,2008,0,1
ㅼ궗628353,127.0801717,37.41654167,,,,,,,,,,1,,,2002,0,1
ㅼ궗624338,127.0757277,37.4030052,,,,,,,,,,,,,,0,0
ㅼ궗657358,127.1129204,37.4211603,,,,,,,,,,,,,,0,0
ㅼ궗681311,127.1402463,37.37888188,,,,,,,,,,,,,,0,0
ㅼ궗612330,127.0622114,37.39574492,,,,,,,,,,,,,,0,0
ㅼ궗641395,127.0946584,37.45444979,,,,,,,,,,,,,,0,0
ㅼ궗674266,127.1325376,37.33829593,,,,,,,,,,,,,,0,0
ㅼ궗640312,127.0939319,37.37963331,,,,,,,,,,,,,,0,0
ㅼ궗658385,127.1139255,37.44550061,,,,,,,,,,,,,,0,0
ㅼ궗654349,127.1095721,37.41303692,,,,,,,,,,,,,,0,0
ㅼ궗675295,127.1335394,37.36443919,,,,,,,,,,,,,,0,0
ㅼ궗623310,127.0747404,37.3777631,,,,,,,,,,,,,,0,0
ㅼ궗622333,127.0734935,37.39849028,,,,,,,,,,,,,,0,0
ㅼ궗627303,127.0792936,37.37146973,,,,,,,,,,,,,,0,0
ㅼ궗666273,127.1234749,37.34457714,,,,,,,,,,,,,,0,0
ㅼ궗640354,127.0937276,37.41749041,,,,,,,,,,,,,,0,0
ㅼ궗671297,127.1290134,37.36622784,,,,,,,,,,1,,,1999,0,0
ㅼ궗717353,127.180748,37.41685605,,,,,,,,,,,,,,0,0
ㅼ궗634301,127.0872092,37.36969486,,,,,,,,,,,,,,0,0
ㅼ궗690298,127.1504662,37.36719457,,,,,,,,,,,,,,0,0
ㅼ궗669407,127.1262624,37.46537038,,,,,,,,,,2,,,1997.5,0,0
ㅼ궗705351,127.167195,37.41501592,,,,,,,,,,,,,,0,0
ㅼ궗608364,127.0575122,37.42637412,,,,,,,,,,,,,,0,0
ㅼ궗679360,127.1377747,37.42304181,,,,,,,,,,,,,,0,0
ㅼ궗644292,127.098546,37.36162145,,,,,,,,,,,,,,0,0
ㅼ궗683335,127.1424025,37.40052152,,,,,,,,,,,,,,0,0
ㅼ궗633358,127.0857972,37.42106838,,,,,,,,,,,,,,0,0
ㅼ궗667275,127.1245949,37.34638347,,,,,,,,,,,,,,0,0
ㅼ궗634304,127.0871944,37.37239895,,,,,,,,,,,,,,0,0
ㅼ궗687315,127.1470064,37.38250777,,,,,,,,,,,,,,0,0
ㅼ궗626366,127.0778458,37.42825122,,,,,,,,,,,,,,0,0
ㅼ궗696332,127.1571027,37.39786093,,,,,,,,,,,,,,0,0
ㅼ궗712408,127.1748832,37.46641552,,,,,,,,,,,,,,0,0
ㅼ궗608344,127.0576182,37.40834707,,,,,,,,,,,,,,0,0
ㅼ궗613310,127.0634457,37.37772194,,,,,,,,,,,,,,0,0
ㅼ궗654346,127.1095861,37.41033285,,,,,,,,,,,,,,0,0
ㅼ궗693336,127.1536967,37.40145651,,,,,,,,,,,,,,0,0
ㅼ궗656355,127.1118042,37.41845252,,,,,,,,,,,,,,0,1
ㅼ궗638383,127.0913254,37.44362189,,,,,,,,,,,,,,0,0
ㅼ궗611296,127.0612602,37.36509455,,,,,,,,,,,,,,0,0
ㅼ궗626350,127.0779267,37.41382956,,,,,,,,,,,,,,0,0
ㅼ궗649323,127.1040454,37.38958277,,,,,,,,,,,,,,0,0
ㅼ궗652324,127.1074296,37.39049543,,,,,,,,,,,,,,0,0
ㅼ궗638385,127.0913155,37.4454246,,,,,,,,,,,,,,0,0
ㅼ궗696326,127.1571273,37.39245273,,,,,,,,,,,,,,0,0
ㅼ궗649402,127.1036702,37.46078993,,,,,,,,,,,,,,0,0
ㅼ궗654384,127.1094082,37.4445844,,,,,,,,,,,,,,0,0
ㅼ궗599313,127.0476168,37.38036659,,,,,,,,,,,,,,0,1
ㅼ궗689296,127.1493453,37.36538849,,,,,,,,,,,,,,0,0
ㅼ궗710342,127.1728806,37.4069194,,,,,,,,,,,,,,0,0
ㅼ궗702358,127.1637767,37.42131588,,,,,,,,,,,,,,0,0
ㅼ궗612368,127.062012,37.42999636,,,,,,,,,,,,,,0,0
ㅼ궗635360,127.0880476,37.42287899,,,,,,,,,,,,,,0,0
ㅼ궗686356,127.1457029,37.41946034,,,,,,,,,,,,,,0,0
ㅼ궗587316,127.0340459,37.38301803,,,,,,,,,,,,,,0,0
ㅼ궗625366,127.0767156,37.42824718,,,,,,,,,,,,,,0,0
ㅼ궗698369,127.1592112,37.43121792,,,,,,,,,,2,,,1991,0,5
ㅼ궗645298,127.0996465,37.36703347,,,,,,,,,,,,,,0,0
ㅼ궗693361,127.1535929,37.4239906,,,,,,,,,,,,,,0,0
ㅼ궗620304,127.0713828,37.3723427,,,,,,,,,,,,,,0,0
ㅼ궗674407,127.1319164,37.46538812,,,,,,,,,,,,,,0,0
ㅼ궗700325,127.1616502,37.39156438,,,,,,,,,,,,,,0,0
ㅼ궗667383,127.1241091,37.4437307,,,,,,,,,,,,,,0,0
ㅼ궗663355,127.1197149,37.41847823,,,,,,,,,,,,,,0,0
ㅼ궗606344,127.0553583,37.40833859,,,,,,,,,,,,,,0,0
ㅼ궗696396,127.1568395,37.45554807,,,,,,,,,,,,,,0,0
ㅼ궗654328,127.1096703,37.39410835,,,,,,,,,,1,,,2015,0,0
ㅼ궗651319,127.1063235,37.38598486,,,,,,,,,,,,,,0,0
ㅼ궗689324,127.1492277,37.3906268,,,,,,,,,,,,,,0,0
ㅼ궗727386,127.1919269,37.44663104,,,,,,,,,,,,,,0,0
ㅼ궗698409,127.1590476,37.46727225,,,,,,,,,,,,,,0,0
ㅼ궗639281,127.0929534,37.35168713,,,,,,,,,,,,,,0,0
ㅼ궗587319,127.0340292,37.38572209,,,,,,,,,,,,,,0,0
ㅼ궗607349,127.0564617,37.4128496,,,,,,,,,,,,,,0,0
ㅼ궗653377,127.1083106,37.43827118,,,,,,,,,,,,,,0,0
ㅼ궗615362,127.065434,37.42460076,,,,,,,,,,,,,,0,0
ㅼ궗705354,127.1671831,37.41772002,,,,,,,,,,,,,,0,0
ㅼ궗609343,127.0587534,37.40744994,,,,,,,,,,,,,,0,0
ㅼ궗714374,127.1772765,37.43577548,,,,,,,,,,,,,,0,0
ㅼ궗646387,127.1003499,37.44725823,,,,,,,,,,,,,,0,0
ㅼ궗599344,127.0474488,37.40830858,,,,,,,,,,,,,,0,0
ㅼ궗710357,127.1728218,37.42043988,,,,,,,,,,1,,,1996,0,0
ㅼ궗661394,127.1172757,37.45362383,,,,,,,,,,,,,,0,0
ㅼ궗699355,127.1603985,37.4186021,,,,,,,,,,,,,,0,0
ㅼ궗714386,127.1772301,37.44659182,,,,,,,,,,,,,,0,0
ㅼ궗636360,127.0891777,37.42288292,,,,,,,,,,,,,,0,0
ㅼ궗660383,127.1161958,37.44370527,,,,,,,,,,,,,,0,1
ㅼ궗631334,127.0836567,37.39942788,,,,,,,,,,,,,,0,0
ㅼ궗656336,127.1118926,37.40132668,,,,,,,,,,,,,,1,0
ㅼ궗639296,127.0928803,37.36520761,,,,,,,,,,,,,,0,0
ㅼ궗686372,127.1456349,37.43388211,,,,,,,,,,1,,,2006,0,0
ㅼ궗728370,127.1931164,37.43221218,,,,,,,,,,,,,,0,0
ㅼ궗677290,127.1358198,37.35993932,,,,,,,,,,,,,,0,0
ㅼ궗620349,127.0711518,37.4129038,,,,,,,,,,,,,,0,0
ㅼ궗708317,127.1707193,37.38437894,,,,,,,,,,,,,,0,0
ㅼ궗644379,127.0981275,37.44003974,,,,,,,,,,,,,,0,0
ㅼ궗705411,127.1669554,37.46909754,,,,,,,,,,,,,,0,0
ㅼ궗652268,127.1076925,37.34001893,,,,,,,,,,1,,,2005,0,0
ㅼ궗663284,127.120038,37.35448138,,,,,,,,,,,,,,0,0
ㅼ궗689415,127.1488448,37.47265058,,,,,,,,,,,,,,0,0
ㅼ궗677267,127.1359199,37.33920777,,,,,,,,,,,,,,0,0
ㅼ궗625280,127.0771512,37.35073031,,,,,,,,,,,,,,0,0
ㅼ궗721397,127.1851022,37.45652813,,,,,,,,,,,,,,0,0
ㅼ궗722398,127.1862291,37.4574325,,,,,,,,,,,,,,0,0
ㅼ궗602318,127.0509784,37.38488629,,,,,,,,,,,,,,0,0
ㅼ궗669305,127.126719,37.37343168,,,,,,,,,,,,,,0,0
ㅼ궗644277,127.098618,37.34810095,,,,,,,,,,,,,,0,0
ㅼ궗716405,127.179418,37.4637238,,,,,,,,,,,,,,0,0
ㅼ궗621330,127.0723791,37.39578213,,,,,,,,,,,,,,0,0
ㅼ궗680411,127.1386839,37.46901448,,,,,,,,,,,,,,0,0
ㅼ궗653333,127.1085171,37.39861143,,,,,,,,,,,,,,1,0
ㅼ궗700411,127.1613011,37.46908147,,,,,,,,,,,,,,0,0
ㅼ궗680401,127.1387273,37.46000094,,,,,,,,,,,,,,0,0
ㅼ궗697320,127.1582816,37.38704779,,,,,,,,,,,,,,0,0
ㅼ궗626319,127.0780834,37.38588748,,,,,,,,,,,,,,0,0
ㅼ궗633327,127.085951,37.3931263,,,,,,,,,,,,,,0,0
ㅼ궗595309,127.0431206,37.37674379,,,,,,,,,,,,,,0,0
ㅼ궗625299,127.0770551,37.36785622,,,,,,,,,,,,,,0,0
ㅼ궗717407,127.1805412,37.46552958,,,,,,,,,,,,,,0,0
ㅼ궗704350,127.166069,37.41411137,,,,,,,,,,,,,,0,0
ㅼ궗649308,127.1041164,37.37606232,,,,,,,,,,,,,,0,0
ㅼ궗663354,127.1197194,37.41757687,,,,,,,,,,,,,,0,0
ㅼ궗689308,127.1492949,37.37620492,,,,,,,,,,,,,,0,0
ㅼ궗637319,127.0905091,37.38593115,,,,,,,,,,,,,,0,0
ㅼ궗720370,127.1840739,37.43218835,,,,,,,,,,,,,,0,0
ㅼ궗604324,127.0532055,37.39030298,,,,,,,,,,,,,,0,0
ㅼ궗613313,127.06343,37.38042602,,,,,,,,,,,,,,0,0
ㅼ궗690338,127.1502988,37.40324926,,,,,,,,,,,,,,0,0
ㅼ궗709359,127.1716838,37.42223948,,,,,,,,,,,,,,0,0
ㅼ궗636372,127.0891186,37.43369917,,,,,,,,,,,,,,0,0
ㅼ궗648383,127.1026301,37.44366044,,,,,,,,,,,,,,0,0
ㅼ궗606355,127.0552997,37.41825347,,,,,,,,,,,,,,0,0
ㅼ궗639389,127.0924265,37.44903391,,,,,,,,,,,,,,0,2
ㅼ궗627283,127.0793942,37.35344246,,,,,,,,,,,,,,0,0
ㅼ궗630378,127.0823066,37.43908352,,,,,,,,,,,,,,0,0
ㅼ궗603336,127.0520115,37.40111497,,,,,,,,,,,,,,0,0
ㅼ궗644340,127.0983153,37.40488684,,,,,,,,,,,,,,2,0
ㅼ궗597341,127.0452053,37.40559585,,,,,,,,,,,,,,0,0
ㅼ궗605351,127.054191,37.41464381,,,,,,,,,,,,,,0,0
ㅼ궗626321,127.0780733,37.38769019,,,,,,,,,,,,,,0,0
ㅼ궗619299,127.0702791,37.3678318,,,,,,,,,,,,,,0,2
ㅼ궗623352,127.0745265,37.41562011,,,,,,,,,,,,,,0,0
ㅼ궗656345,127.1118507,37.40943893,,,,,,,,,,,,,,0,0
ㅼ궗668305,127.1255896,37.37342811,,,,,,,,,,,,,,0,0
ㅼ궗671355,127.1287557,37.41850697,,,,,,,,,,,,,,1,0
ㅼ궗682327,127.1413071,37.39330718,,,,,,,,,,,,,,0,0
ㅼ궗625282,127.0771411,37.35253304,,,,,,,,,,,,,,0,0
ㅼ궗613297,127.0635136,37.36600426,,,,,,,,,,,,,,0,0
ㅼ궗591322,127.038531,37.38844387,,,,,,,,,,,,,,0,0
ㅼ궗599362,127.0473512,37.42453291,,,,,,,,,,,,,,0,0
ㅼ궗686357,127.1456987,37.42036171,,,,,,,,,,,,,,0,0
ㅼ궗727365,127.1920045,37.42770241,,,,,,,,,,,,,,0,0
ㅼ궗626315,127.0781036,37.38228204,,,,,,,,,,,,,,0,0
ㅼ궗651336,127.1062434,37.40130801,,,,,,,,,,,,,,0,0
ㅼ궗615366,127.0654132,37.42820617,,,,,,,,,,,,,,0,0
ㅼ궗631288,127.0838858,37.35796526,,,,,,,,,,,,,,0,0
ㅼ궗608350,127.0575864,37.41375519,,,,,,,,,,,,,,0,0
ㅼ궗688370,127.147904,37.43208615,,,,,,,,,,,,,,0,0
ㅼ궗664396,127.1206585,37.45543748,,,,,,,,,,,,,,0,0
ㅼ궗674338,127.1322209,37.40319441,,,,,,,,,,1,,,2005,0,0
ㅼ궗627285,127.0793842,37.35524519,,,,,,,,,,,,,,0,0
ㅼ궗658354,127.114069,37.41755856,,,,,,,,,,,,,,0,0
ㅼ궗707388,127.1693085,37.44837266,,,,,,,,,,,,,,0,0
ㅼ궗689302,127.1493201,37.3707967,,,,,,,,,,,,,,0,0
ㅼ궗664326,127.1209767,37.39234238,,,,,,,,,,,,,,0,0
ㅼ궗635286,127.0884124,37.35617833,,,,,,,,,,,,,,0,0
ㅼ궗597314,127.0453523,37.38125928,,,,,,,,,,1,,,2006,0,9
ㅼ궗649347,127.1039315,37.41121541,,,,,,,,,,,,,,0,0
ㅼ궗657318,127.1131058,37.38510586,,,,,,,,,,,,,,0,0
ㅼ궗700329,127.161634,37.39516984,,,,,,,,,,,,,,0,0
ㅼ궗600321,127.0487031,37.38758175,,,,,,,,,,,,,,0,0
ㅼ궗601351,127.0496709,37.41462668,,,,,,,,,,,,,,0,0
ㅼ궗610324,127.0599835,37.3903284,,,,,,,,,,,,,,0,0
ㅼ궗622368,127.0733146,37.4300377,,,,,,,,,,,,,,0,0
ㅼ궗621360,127.0722254,37.42282279,,,,,,,,,,,,,,0,0
ㅼ궗694343,127.1547976,37.40776937,,,,,,,,,,,,,,0,0
ㅼ궗606318,127.0554968,37.38490336,,,,,,,,,,,,,,0,0
ㅼ궗671339,127.1288268,37.40408519,,,,,,,,,,1,,,1989,0,0
ㅼ궗697307,127.1583347,37.37533,,,,,,,,,,,,,,0,0
ㅼ궗666364,127.1230645,37.42660132,,,,,,,,,,,,,,0,0
ㅼ궗597366,127.045069,37.42812963,,,,,,,,,,,,,,0,0
ㅼ궗597361,127.0450963,37.42362288,,,,,,,,,,,,,,0,0
ㅼ궗684355,127.1434469,37.41855219,,,,,,,,,,,,,,0,0
ㅼ궗605356,127.0541643,37.41915057,,,,,,,,,,,,,,0,0
ㅼ궗701405,127.1624563,37.46367657,,,,,,,,,,,,,,0,0
ㅼ궗660367,127.1162694,37.42928357,,,,,,,,,,,,,,0,0
ㅼ궗627379,127.0789104,37.43997284,,,,,,,,,,,,,,0,0
ㅼ궗599318,127.0475897,37.38487337,,,,,,,,,,,,,,0,0
ㅼ궗607325,127.0565892,37.39121709,,,,,,,,,,2,,,2017,0,0
ㅼ궗626313,127.0781137,37.38047931,,,,,,,,,,,,,,0,0
ㅼ궗704351,127.166065,37.41501274,,,,,,,,,,1,,1,,0,0
ㅼ궗704361,127.166025,37.42402637,,,,,,,,,,,,,,0,0
ㅼ궗662395,127.1184018,37.45452884,,,,,,,,,,,,,,0,0
ㅼ궗655401,127.1104593,37.45991114,,,,,,,,,,,,,,0,0
ㅼ궗668292,127.1256478,37.36171033,,,,,,,,,,,,,,0,0
ㅼ궗709346,127.1717349,37.41052174,,,,,,,,,,,,,,0,0
ㅼ궗594338,127.0418321,37.40287871,,,,,,,,,,,,,,0,0
ㅼ궗651380,127.1060357,37.44096773,,,,,,,,,,,,,,0,0
ㅼ궗704348,127.166077,37.41230864,,,,,,,,,,,,,,0,0
ㅼ궗668280,127.1257016,37.3508939,,,,,,,,,,,,,,0,0
ㅼ궗718403,127.1816873,37.4619272,,,,,,,,,,,,,,0,0
ㅼ궗648271,127.1031626,37.34270797,,,,,,,,,,,,,,0,0
ㅼ궗710344,127.1728727,37.40872214,,,,,,,,,,,,,,0,0
ㅼ궗705350,127.167199,37.41411456,,,,,,,,,,,,,,0,0
ㅼ궗725383,127.189677,37.44392104,,,,,,,,,,,,,,0,0
ㅼ궗608294,127.0578829,37.36327921,,,,,,,,,,,,,,0,0
ㅼ궗656375,127.1117111,37.43647966,,,,,,,,,,,,,,0,0
ㅼ궗674277,127.1324892,37.34821102,,,,,,,,,,,,,,0,0
ㅼ궗655348,127.1107068,37.41213929,,,,,,,,,,,,,,0,0
ㅼ궗613295,127.063524,37.36420154,,,,,,,,,,,,,,0,0
ㅼ궗679344,127.1378442,37.40862003,,,,,,,,,,4,,,2000,0,0
ㅼ궗642285,127.0963213,37.3553042,,,,,,,,,,,,,,0,0
ㅼ궗700318,127.1616785,37.3852548,,,,,,,,,,,,,,0,0
ㅼ궗650295,127.1053073,37.36434835,,,,,,,,,,1,,,2020,0,0
ㅼ궗674375,127.1320577,37.43654475,,,,,,,,,,1,,,1997,2,0
ㅼ궗730384,127.1953258,37.44483711,,,,,,,,,,,,,,0,0
ㅼ궗669337,127.126576,37.40227534,,,,,,,,,,3,,,1994.5,0,0
ㅼ궗706320,127.1684482,37.38707673,,,,,,,,,,,,,,0,0
ㅼ궗702333,127.1638774,37.39878176,,,,,,,,,,,,,,0,0
ㅼ궗611352,127.0609659,37.41557053,,,,,,,,,,,,,,0,0
ㅼ궗640378,127.0936107,37.43912292,,,,,,,,,,,,,,0,0
ㅼ궗588312,127.0351977,37.37941705,,,,,,,,,,,,,,0,0
ㅼ궗693402,127.1534225,37.46094631,,,,,,,,,,1,,,2019,0,0
ㅼ궗626298,127.0781894,37.36695889,,,,,,,,,,,,,,0,0
ㅼ궗710372,127.1727629,37.43396033,,,,,,,,,,,,,,0,0
ㅼ궗635375,127.0879735,37.4363993,,,,,,,,,,,,,,0,0
ㅼ궗690361,127.1502024,37.42398061,,,,,,,,,,,,,,0,0
ㅼ궗600361,127.0484868,37.42363588,,,,,,,,,,,,,,0,0
ㅼ궗596334,127.0441136,37.39928203,,,,,,,,,,,,,,0,0
ㅼ궗624376,127.0755344,37.43725665,,,,,,,,,,,,,,0,0
ㅼ궗685405,127.1443638,37.4636235,,,,,,,,,,,,,,0,0
ㅼ궗688311,127.1481528,37.37890567,,,,,,,,,,,,,,0,0
ㅼ궗683391,127.1421624,37.4509977,,,,,,,,,,,,,,0,0
ㅼ궗632314,127.0848859,37.38140466,,,,,,,,,,,,,,0,0
ㅼ궗626379,127.07778,37.4399688,,,,,,,,,,,,,,0,0
ㅼ궗681297,127.1403065,37.36626273,,,,,,,,,,,,,,0,0
ㅼ궗625371,127.0766902,37.43275395,,,,,,,,,,,,,,0,0
ㅼ궗644305,127.0984836,37.37333919,,,,,,,,,,,,,,0,0
ㅼ궗631315,127.0837514,37.38230205,,,,,,,,,,,,,,0,0
ㅼ궗716366,127.179568,37.42857073,,,,,,,,,,,,,,0,0
ㅼ궗599352,127.0474054,37.4155194,,,,,,,,,,,,,,0,0
ㅼ궗663397,127.1195233,37.45633519,,,,,,,,,,,,,,0,0
ㅼ궗640396,127.0935229,37.45534726,,,,,,,,,,,,,,0,0
ㅼ궗687413,127.1465914,37.47084112,,,,,,,,,,,,,,0,0
ㅼ궗655362,127.1106414,37.42475831,,,,,,,,,,,,,,0,0
ㅼ궗611323,127.0611184,37.38943124,,,,,,,,,,,,,,0,0
ㅼ궗624363,127.0756006,37.42553907,,,,,,,,,,,,,,0,0
ㅼ궗586317,127.0329107,37.38391493,,,,,,,,,,,,,,0,0
ㅼ궗714350,127.1773694,37.41414275,,,,,,,,,,,,,,0,0
ㅼ궗688314,127.1481402,37.38160977,,,,,,,,,,,,,,0,0
ㅼ궗633310,127.0860352,37.37780317,,,,,,,,,,,,,,0,0
