gid,lon,lat,인구_전체,인구_여자,인구_남자,유소년_전체,유소년_여자,유소년_남자,고령_전체,고령_여자,고령_남자,건축물수,공동주택수,단독주택수,사용승인일,cctv,보안등
ㅼ궗683347,127.1423511,37.41133788,78,41,37,12,0,8,9,0,0,1,1,,1994,0,0
ㅼ궗656303,127.1120459,37.37158169,68,34,34,0,0,0,0,0,0,8,,8,1995.13,1,3
ㅼ궗657322,127.1130873,37.38871132,226,134,92,10,0,0,78,52,26,2,2,,2011,0,0
ㅼ궗692342,127.1525419,37.40686138,13,0,8,,,,0,0,0,2,,,2001.5,0,0
ㅼ궗661306,127.1176791,37.37430418,523,268,255,65,32,33,75,42,33,2,2,,1992,0,0
ㅼ궗607293,127.056759,37.36237362,0,0,0,,,,0,,0,1,,,1968,0,0
ㅼ궗708397,127.1704034,37.45648805,606,300,306,37,19,18,125,75,50,41,31,10,1993.76,1,11
ㅼ궗677346,127.1355756,37.41041581,279,129,150,14,0,10,52,26,26,29,,28,1995.41,0,6
ㅼ궗682297,127.1414358,37.36626615,262,130,132,20,10,10,46,25,21,23,,23,1997.65,0,7
ㅼ궗716374,127.1795373,37.43578163,75,34,41,9,0,8,7,0,0,8,2,2,2002.13,1,2
ㅼ궗669323,127.1266386,37.38965626,317,159,158,37,17,20,48,25,23,2,2,,1992,0,0
ㅼ궗666394,127.1229288,37.453642,21,0,17,,,,0,,0,2,,2,2001.5,0,1
ㅼ궗632328,127.0848163,37.3940237,0,0,0,0,0,,,,,1,,1,2012,0,0
ㅼ궗657302,127.1131799,37.37068403,264,123,141,10,0,6,37,23,14,26,,25,1996.35,0,5
ㅼ궗670409,127.1273843,37.46717665,276,120,156,39,21,18,30,11,19,17,,13,2006.12,0,0
ㅼ궗690345,127.1502695,37.40955881,57,34,23,0,0,,16,6,10,1,1,,1994,0,0
ㅼ궗655351,127.1106928,37.41484337,6,0,0,0,0,,0,0,0,6,,1,2008.5,0,2
ㅼ궗669339,127.1265671,37.40407807,189,88,101,21,8,13,35,18,17,6,4,,1994,0,0
ㅼ궗708380,127.1704706,37.44116494,677,346,331,62,28,34,138,76,62,4,4,,1994,0,0
ㅼ궗678316,127.136836,37.38337836,7,0,0,0,0,,0,0,0,5,,,2003.2,1,2
ㅼ궗688344,127.1480137,37.40865074,382,195,187,34,15,19,72,35,37,6,6,,1994,1,0
ㅼ궗660337,127.1164073,37.40224279,0,0,0,,,,0,0,0,2,,,2009.5,1,0
ㅼ궗661294,127.117734,37.36348778,403,221,182,34,17,17,53,31,22,3,2,,1994.33,0,0
ㅼ궗670381,127.1275095,37.44193873,237,124,113,10,0,7,45,27,18,16,1,11,1997,0,2
ㅼ궗674348,127.1321768,37.41220804,226,107,119,6,0,0,28,16,12,18,,17,1996.72,1,5
ㅼ궗647274,127.1020194,37.34540829,8,0,6,,,,0,0,0,2,,,2005.5,0,1
ㅼ궗701371,127.162594,37.43303037,70,32,38,8,0,6,7,0,0,7,2,1,1996.71,0,0
ㅼ궗623324,127.0746692,37.39038213,348,179,169,74,34,40,37,21,16,8,5,,2009.5,0,0
ㅼ궗681380,127.1399487,37.4410759,398,181,217,21,8,13,77,47,30,86,,83,1990.53,1,42
ㅼ궗646362,127.1004697,37.42472437,210,93,117,26,7,19,29,14,15,19,,19,2019.95,0,0
ㅼ궗679411,127.137553,37.46901101,165,78,87,13,8,0,32,17,15,1,1,,2016,0,0
ㅼ궗714410,127.1771371,37.46822443,0,0,0,,,,0,0,,1,,,,0,0
ㅼ궗664334,127.1209404,37.39955328,394,204,190,50,26,24,67,34,33,9,8,,1992.33,0,0
ㅼ궗629327,127.0814321,37.39311039,33,17,16,0,0,0,0,,0,13,,13,2016.92,2,0
ㅼ궗672327,127.1300099,37.39327237,0,0,0,0,0,,0,0,,2,,,2002.5,1,0
ㅼ궗672387,127.1297437,37.44735397,416,190,226,11,0,6,93,53,40,75,1,72,1988.97,2,9
ㅼ궗700397,127.161358,37.45646248,528,261,267,38,16,22,137,84,53,50,8,40,1989.64,2,11
ㅼ궗657307,127.1131567,37.37519086,230,126,104,28,12,16,30,20,10,3,3,,1992,0,0
ㅼ궗707369,127.1693838,37.43124681,0,,0,,,,,,,1,,,2003,0,0
ㅼ궗687372,127.1467653,37.4338855,57,33,24,,,,15,10,0,2,2,,2000,0,0
ㅼ궗675330,127.1333859,37.39598702,45,22,23,0,0,0,9,0,0,9,,7,2002.22,0,0
ㅼ궗669297,127.1267548,37.36622074,158,82,76,13,7,6,18,11,7,19,,14,1996.37,0,2
ㅼ궗658320,127.1142262,37.38691228,167,81,86,20,10,10,19,11,8,25,,25,2011.32,3,2
ㅼ궗696392,127.1568559,37.45194264,889,454,435,121,61,60,112,58,54,11,11,,2009.36,1,4
ㅼ궗675343,127.1333288,37.40770474,0,0,0,,,,,,,2,,,2003.5,0,0
ㅼ궗664291,127.1211354,37.36079458,414,210,204,48,27,21,68,34,34,2,2,,1995,0,0
ㅼ궗711373,127.1738894,37.43486481,0,,0,,,,,,,3,,,1996.67,0,0
ㅼ궗668301,127.1256075,37.36982264,439,212,227,63,27,36,49,20,29,2,2,,1992,0,0
ㅼ궗681367,127.1400049,37.42935824,612,318,294,46,24,22,119,80,39,5,1,1,1992.4,1,1
ㅼ궗651399,127.1059458,37.45809344,14,8,6,0,0,,0,,0,4,,3,2016.5,0,3
ㅼ궗643372,127.0970309,37.43372641,10,0,6,,,,0,0,0,,,,,0,1
ㅼ궗706402,127.1681222,37.46098851,411,211,200,26,13,13,119,73,46,34,9,19,1992.79,1,10
ㅼ궗646299,127.1007711,37.36793865,0,0,0,,,,,,,5,,,2009.6,0,1
ㅼ궗676301,127.1346425,37.36985089,76,44,32,11,6,0,17,11,6,6,1,5,2002.5,1,0
ㅼ궗646349,127.100532,37.41300672,11,0,6,,,,,,,5,,2,2007,0,0
ㅼ궗656317,127.1119809,37.3842008,196,102,94,24,14,10,22,12,10,27,,27,2010.78,1,7
ㅼ궗666352,127.1231187,37.41578501,407,216,191,64,39,25,76,40,36,2,2,,1993,0,0
ㅼ궗619366,127.0699341,37.4282227,34,18,16,0,0,0,8,6,0,16,,9,1997.23,0,0
ㅼ궗690392,127.1500723,37.45192275,61,26,35,0,0,0,6,0,0,1,,,1997,0,4
ㅼ궗665316,127.1221516,37.38333235,28,8,20,,,,0,0,0,5,,,1995.4,0,0
ㅼ궗684375,127.1433614,37.43657939,388,195,193,24,12,12,91,56,35,35,2,28,1993.34,0,14
ㅼ궗654325,127.1096843,37.39140427,253,123,130,45,23,22,19,8,11,1,1,,2009,0,0
ㅼ궗649394,127.1037082,37.45357912,46,21,25,0,,0,6,0,0,8,,7,2003.88,1,5
ㅼ궗661291,127.1177477,37.36078368,153,77,76,12,7,0,25,13,12,1,1,,1995,0,0
ㅼ궗694397,127.154574,37.45644284,1000,501,499,79,38,41,254,150,104,63,50,12,1995.63,1,14
ㅼ궗640361,127.0936935,37.4237999,0,0,0,,,,0,0,0,,,,,0,2
ㅼ궗652305,127.1075189,37.37336952,564,287,277,82,37,45,91,50,41,,,,,0,0
ㅼ궗651359,127.1061349,37.42203926,16,8,8,0,0,0,0,0,0,5,,1,2006.25,0,0
ㅼ궗662303,127.1188222,37.37160373,181,92,89,35,15,20,10,0,0,2,2,,1993,1,0
ㅼ궗672352,127.1298991,37.41580643,584,297,287,72,35,37,79,46,33,38,13,,1993,0,0
ㅼ궗709402,127.1715144,37.46099799,441,219,222,47,20,27,66,38,28,4,3,,1987.25,0,0
ㅼ궗691344,127.1514036,37.40866079,132,70,62,8,6,0,23,11,12,2,2,,1994,0,0
ㅼ궗671346,127.1287957,37.41039472,11,0,10,,,,0,,0,2,1,,1995,0,0
ㅼ궗682296,127.1414401,37.36536479,345,167,178,16,9,7,64,34,30,23,,22,1998.13,2,8
ㅼ궗653361,127.1083858,37.42384948,0,0,0,,,,0,,0,,,,,0,0
ㅼ궗685415,127.1443211,37.47263705,411,216,195,7,0,0,226,138,88,3,3,,2016,0,0
ㅼ궗633316,127.0860055,37.38321134,9,9,,,,,,,,,,,,0,0
ㅼ궗692366,127.1524419,37.42849409,718,371,347,70,36,34,136,76,60,3,3,,2003,1,0
ㅼ궗677349,127.1355625,37.4131199,198,94,104,11,0,6,32,21,11,20,,20,1995.8,0,1
ㅼ궗663306,127.119938,37.37431146,227,110,117,37,15,22,19,10,9,2,1,,1992.5,0,0
ㅼ궗672343,127.129939,37.40769418,440,236,204,52,27,25,85,44,41,3,3,,1994,0,0
ㅼ궗661273,127.11783,37.34455903,95,48,47,9,0,8,22,12,10,3,3,,1995,0,0
ㅼ궗710379,127.1727355,37.44026986,0,,0,,,,0,,0,1,,,2010,0,3
ㅼ궗690343,127.1502778,37.40775609,86,43,43,0,0,0,13,8,0,2,2,,1994,0,0
ㅼ궗699384,127.1602804,37.44474157,180,85,95,0,0,0,52,27,25,23,3,9,1991.22,2,7
ㅼ궗690352,127.1502401,37.41586836,160,74,86,13,0,8,18,11,7,15,,15,2008.53,1,0
ㅼ궗631322,127.0837165,37.38861157,63,30,33,7,0,0,6,0,0,20,,20,2013.3,1,0
ㅼ궗658280,127.1144107,37.35085763,352,196,156,13,8,0,82,46,36,2,2,,1994,0,0
ㅼ궗685387,127.1444406,37.44739909,182,98,84,12,0,7,48,28,20,19,2,13,1997.68,1,11
ㅼ궗695386,127.1557501,37.44653121,342,181,161,27,13,14,94,55,39,4,3,,1983.67,0,1
ㅼ궗645310,127.099589,37.37784984,44,20,24,0,0,0,0,,0,7,3,1,2009.57,0,4
ㅼ궗616326,127.0667511,37.39215614,35,17,18,0,0,0,0,0,0,8,,8,2012.88,4,0
ㅼ궗652269,127.1076878,37.3409203,609,353,256,8,0,0,31,16,15,2,,,2003,0,0
ㅼ궗675376,127.1331837,37.43744962,234,113,121,12,8,0,60,33,27,43,1,32,1988.35,0,5
ㅼ궗658338,127.114143,37.4031368,464,228,236,45,19,26,70,39,31,10,9,,2009.2,0,0
ㅼ궗693396,127.1534475,37.45553818,690,344,346,64,29,35,167,92,75,49,33,13,2001.16,1,8
ㅼ궗682413,127.140937,37.47082408,339,177,162,56,25,31,35,14,21,13,10,,2016.08,0,0
ㅼ궗689352,127.1491101,37.41586501,32,16,16,0,0,0,0,0,0,3,,3,2008,2,0
ㅼ궗675382,127.1331573,37.44285776,502,250,252,33,15,18,115,69,46,47,7,35,1993.09,0,6
ㅼ궗636320,127.0893745,37.3868286,438,224,214,81,42,39,40,22,18,2,2,,2009,0,0
ㅼ궗656310,127.1120134,37.37789125,847,452,395,59,28,31,198,118,80,3,,,1999.33,1,0
ㅼ궗622318,127.0735701,37.38496991,369,187,182,41,15,26,76,35,41,7,6,,2009.86,0,0
ㅼ궗676332,127.1345069,37.39779324,25,14,11,0,0,,0,0,0,7,,4,2003.71,0,1
ㅼ궗657265,127.113351,37.3373334,501,246,255,60,27,33,90,47,43,13,9,,1995,0,0
ㅼ궗677347,127.1355712,37.41131717,284,127,157,18,8,10,41,24,17,26,,26,1995.35,0,4
ㅼ궗645390,127.099205,37.44995846,94,46,48,0,0,,26,12,14,21,2,16,2004.68,0,8
ㅼ궗698380,127.1591662,37.44113288,125,58,67,8,0,0,31,20,11,12,4,6,1994.58,0,2
ㅼ궗705380,127.1670793,37.44115543,292,127,165,20,7,13,82,42,40,39,,38,1988.31,1,8
ㅼ궗673346,127.1310556,37.41040179,169,83,86,12,6,6,20,11,9,21,,19,1995.71,1,8
ㅼ궗673341,127.1310777,37.40589498,8,0,0,,,,0,0,0,2,,1,1994.5,0,0
ㅼ궗670338,127.1277014,37.40318027,331,167,164,51,25,26,49,27,22,2,2,,1994,0,0
ㅼ궗678408,127.1364353,37.46630348,16,7,9,0,0,0,0,0,0,3,,1,2015.67,0,0
ㅼ궗698394,127.159109,37.4537519,76,31,45,0,0,0,15,6,9,17,3,13,1989,0,2
ㅼ궗712368,127.1750392,37.43036111,0,,0,,,,,,,5,,,2006.4,0,0
ㅼ궗637338,127.0904159,37.40305699,47,27,20,8,0,0,6,0,0,2,2,,2009,0,0
ㅼ궗669268,127.1268842,37.34008101,75,41,34,0,0,0,23,11,12,15,1,14,2000.33,0,3
ㅼ궗680378,127.138827,37.43926974,482,232,250,21,10,11,102,56,46,96,1,89,1989.94,0,14
ㅼ궗679385,127.1376661,37.44557578,552,279,273,34,11,23,125,74,51,41,12,23,1993.34,2,6
ㅼ궗660274,127.1166964,37.34545675,451,271,180,28,19,9,74,50,24,2,2,,1996,0,0
ㅼ궗672406,127.1296593,37.4644797,294,128,166,18,9,9,36,20,16,16,,16,2004.88,0,0
ㅼ궗666320,127.1232631,37.38694142,0,,0,,,,,,,2,,,2003,0,0
ㅼ궗661335,127.1175463,37.40044373,549,311,238,28,14,14,195,124,71,3,3,,2011,0,0
ㅼ궗700390,127.1613865,37.45015297,527,266,261,37,16,21,119,71,48,33,4,20,1990.24,0,4
ㅼ궗670346,127.1276657,37.41039117,0,0,,,,,,,,1,,,1997,1,0
ㅼ궗642332,127.0960942,37.39766827,298,146,152,57,29,28,40,20,20,11,9,,2009.36,1,0
ㅼ궗649368,127.1038318,37.43014391,0,0,0,,,,0,0,0,,,,,0,0
ㅼ궗645320,127.0995411,37.38686346,84,48,36,11,0,6,7,0,0,21,,21,2013.71,0,5
ㅼ궗630287,127.0827616,37.35705991,13,6,7,0,0,0,0,0,0,1,,,2002,0,3
ㅼ궗672375,127.129797,37.43653769,498,245,253,15,9,6,125,78,47,107,,101,1989.3,0,17
ㅼ궗626312,127.0781188,37.37957795,7,0,0,0,0,,0,0,0,1,,1,2012,0,0
ㅼ궗654267,127.109955,37.33912502,75,19,56,,,,13,0,12,6,,,2003.5,0,0
ㅼ궗629325,127.0814422,37.39130767,24,10,14,6,0,0,0,0,0,6,,4,2012.83,1,0
ㅼ궗689385,127.1489712,37.4456099,170,82,88,16,8,8,34,16,18,1,1,,1993,0,5
ㅼ궗666295,127.1233758,37.36440726,147,67,80,15,0,11,22,10,12,9,6,,1994.67,0,0
ㅼ궗645275,127.0997566,37.34630204,129,67,62,0,0,0,22,12,10,14,5,3,2004.86,0,0
ㅼ궗677310,127.1357326,37.37796669,406,194,212,32,13,19,52,26,26,13,3,,1992,1,0
ㅼ궗686305,127.1459192,37.37349072,85,42,43,6,0,0,14,6,8,1,1,,1995,0,0
ㅼ궗684374,127.1433657,37.43567803,50,28,22,7,0,0,8,0,0,4,1,2,1996.25,1,0
ㅼ궗695371,127.155812,37.43301081,933,485,448,88,52,36,155,77,78,14,14,,2007,0,0
ㅼ궗668324,127.1255045,37.39055405,193,98,95,15,6,9,39,19,20,4,2,,1993,0,0
ㅼ궗673345,127.1310601,37.40950043,204,109,95,12,0,8,49,28,21,18,3,,1994.44,1,0
ㅼ궗664342,127.120904,37.40676418,182,86,96,11,0,7,56,29,27,8,1,,1992,0,0
ㅼ궗619367,127.069929,37.42912406,0,0,0,,,,0,0,0,1,,1,1979,0,0
ㅼ궗647383,127.1014996,37.44365663,0,0,0,,,,0,0,0,1,,1,,1,1
ㅼ궗674395,127.1319694,37.45457187,202,70,132,0,0,0,28,18,10,12,,12,2002.5,0,0
ㅼ궗660281,127.1166643,37.35176634,214,112,102,23,10,13,38,22,16,3,2,,1996,0,0
ㅼ궗706378,127.1682177,37.43935589,445,226,219,63,29,34,108,62,46,6,1,2,1993.17,1,1
ㅼ궗661323,127.1176013,37.38962738,581,302,279,111,54,57,111,59,52,3,3,,2011,0,0
ㅼ궗669340,127.1265626,37.40497943,464,247,217,48,26,22,102,50,52,8,3,,1999,0,0
ㅼ궗667324,127.1243748,37.39055047,359,184,175,44,25,19,50,28,22,4,3,,1992,0,0
ㅼ궗688391,127.1478153,37.45101468,67,34,33,0,0,0,14,8,6,6,1,2,1990.5,0,7
ㅼ궗664299,127.1210991,37.36800552,225,114,111,29,14,15,23,12,11,1,1,,1993,0,0
ㅼ궗683372,127.1422439,37.4338719,552,271,281,41,17,24,130,71,59,46,10,33,1990.2,0,9
ㅼ궗691339,127.1514245,37.40415397,24,7,17,0,,0,0,0,0,6,,,1994,0,0
ㅼ궗682300,127.141423,37.36897026,93,43,50,0,0,0,29,13,16,2,1,1,1995.5,0,0
ㅼ궗701373,127.1625859,37.43483309,570,260,310,29,13,16,119,61,58,45,8,33,1992.43,0,12
ㅼ궗669329,127.1266118,37.39506444,169,72,97,12,0,9,29,13,16,4,1,,1995.25,0,0
ㅼ궗662296,127.1188541,37.36529416,222,113,109,11,0,6,33,21,12,1,1,,1994,0,0
ㅼ궗686381,127.1455967,37.44199434,520,237,283,11,6,0,147,81,66,111,,105,1987.39,0,17
ㅼ궗636345,127.0892516,37.40936257,0,,0,,,,,,,2,,2,2018,0,0
ㅼ궗672409,127.1296459,37.46718376,337,144,193,14,7,7,51,25,26,21,,19,2005.05,0,0
ㅼ궗712359,127.1750743,37.42224884,0,0,0,,,,0,,0,1,,,1979,0,0
ㅼ궗648394,127.1025776,37.45357532,48,22,26,0,0,0,11,6,0,7,1,6,2001.67,1,2
ㅼ궗670396,127.1274424,37.45545906,167,75,92,9,0,6,18,10,8,18,,12,2001.33,0,0
ㅼ궗671410,127.1285106,37.46808157,123,51,72,6,0,0,13,0,8,8,,8,2005.5,1,0
ㅼ궗669322,127.1266431,37.38875489,621,325,296,62,31,31,70,46,24,4,2,,1992,0,0
ㅼ궗685416,127.1443168,37.4735384,582,301,281,19,11,8,164,97,67,2,2,,2016,0,0
ㅼ궗668334,127.1254596,37.39956768,14,0,11,,,,0,0,0,2,,,2001.5,0,7
ㅼ궗633372,127.0857277,37.43368734,0,,0,,,,,,,3,,,2014.67,0,0
ㅼ궗687395,127.1466678,37.45461673,317,164,153,41,20,21,43,22,21,1,1,,2020,0,0
ㅼ궗671301,127.1289956,37.36983332,330,162,168,46,17,29,21,12,9,3,3,,1992,0,0
ㅼ궗678416,127.1364004,37.4735143,736,374,362,17,12,0,239,139,100,2,2,,2017,0,0
ㅼ궗648373,127.1026777,37.4346469,0,0,0,,,,0,0,0,,,,,0,0
ㅼ궗644316,127.0984307,37.38325418,0,0,0,,,,0,0,,,,,,0,0
ㅼ궗674314,127.1323265,37.38156167,412,215,197,61,31,30,38,23,15,3,3,,1991,0,0
ㅼ궗686395,127.1455371,37.45461335,778,402,376,113,51,62,101,53,48,2,2,,2020,0,0
ㅼ궗658323,127.1142123,37.38961637,240,126,114,44,21,23,34,16,18,1,1,,2011,0,0
ㅼ궗589303,127.0363771,37.37130928,8,0,0,,,,0,0,0,1,,1,1935,0,1
ㅼ궗688364,127.1479294,37.42667799,259,126,133,13,6,7,48,30,18,14,10,,2002.36,0,5
ㅼ궗685301,127.1448068,37.36988185,115,57,58,10,0,6,29,13,16,3,3,,1998.33,1,7
ㅼ궗672391,127.1297259,37.45095939,30,18,12,,,,0,,0,1,,,,0,0
ㅼ궗680374,127.1388443,37.4356643,0,0,0,,,,,,,7,,,2000.43,0,1
ㅼ궗628325,127.0803125,37.39130367,90,51,39,0,0,0,7,0,0,13,,13,2011,0,0
ㅼ궗653318,127.1085874,37.38509099,24,13,11,0,0,0,0,0,0,9,1,7,2012.56,1,2
ㅼ궗716381,127.1795104,37.44209117,0,,0,,,,0,,0,5,,,2002.6,0,1
ㅼ궗657320,127.1130965,37.38690859,38,16,22,7,0,0,6,0,0,5,,5,2011.6,1,3
ㅼ궗688409,127.1477392,37.46723908,494,255,239,135,70,65,24,15,9,2,2,,2016,0,0
ㅼ궗639367,127.092534,37.42920414,0,0,0,,,,0,0,0,1,,1,1985,0,0
ㅼ궗686384,127.1455839,37.44469842,513,254,259,23,11,12,120,70,50,83,3,69,1988.55,1,11
ㅼ궗679387,127.1376574,37.44737849,397,193,204,25,8,17,87,49,38,67,2,54,1989.36,0,7
ㅼ궗662323,127.118731,37.38963103,212,115,97,16,7,9,63,39,24,2,2,,2011,0,0
ㅼ궗685388,127.1444364,37.44830045,695,346,349,74,32,42,124,71,53,41,19,17,1993.34,0,10
ㅼ궗689381,127.148988,37.44200446,189,70,119,0,0,0,16,7,9,23,1,1,1993.3,1,2
ㅼ궗672404,127.1296682,37.462677,0,0,0,,,,,,,6,6,,2006,1,0
ㅼ궗678389,127.1365182,37.44917773,304,141,163,0,0,0,75,44,31,79,,78,1987.8,0,10
ㅼ궗666378,127.1230012,37.43922032,379,198,181,36,17,19,73,39,34,19,19,,1996.58,1,0
ㅼ궗699388,127.1602641,37.44834701,549,264,285,20,0,15,133,75,58,65,7,56,1990.58,0,10
ㅼ궗684306,127.1436561,37.3743853,84,43,41,9,6,0,9,6,0,10,,9,1997,0,1
ㅼ궗655273,127.111056,37.34453696,279,151,128,17,12,0,36,20,16,27,,25,1996.78,2,5
ㅼ궗676303,127.1346337,37.37165363,138,71,67,20,9,11,33,19,14,3,3,,1996,0,0
ㅼ궗700348,127.161557,37.41229579,299,151,148,39,17,22,54,29,25,2,2,,2013,0,0
ㅼ궗686368,127.1456519,37.43027667,34,18,16,0,0,0,0,0,0,2,1,1,1997,0,0
ㅼ궗700394,127.1613702,37.4537584,241,124,117,15,10,0,77,45,32,35,1,22,1990.97,0,9
ㅼ궗675384,127.1331485,37.44466047,81,39,42,7,0,0,17,8,9,7,,6,1996.86,3,4
ㅼ궗704394,127.1658928,37.45377128,274,129,145,13,9,0,45,24,21,17,17,,1994.29,0,1
ㅼ궗647284,127.1019718,37.35442197,0,0,,,,,0,0,,3,,,2008.67,0,0
ㅼ궗664348,127.1208768,37.41217234,22,6,16,,,,,,,7,,,2002.29,0,0
ㅼ궗656349,127.1118321,37.41304437,6,0,0,,,,,,,4,,,2009,0,0
ㅼ궗690365,127.1501856,37.42758606,299,150,149,12,7,0,71,40,31,33,5,23,1990.12,1,9
ㅼ궗681383,127.1399358,37.44377998,222,124,98,17,9,8,25,15,10,18,8,,1995.33,0,7
ㅼ궗667353,127.1242443,37.41668996,221,110,111,34,15,19,36,19,17,2,1,1,2002,0,0
ㅼ궗681376,127.139966,37.43747047,275,131,144,7,0,0,58,26,32,44,,35,1991.5,1,7
ㅼ궗710361,127.1728061,37.42404534,0,,0,,,,,,,1,,1,1961,0,0
ㅼ궗680309,127.1391254,37.37707571,95,51,44,11,6,0,12,0,8,11,,8,1996.91,2,5
ㅼ궗697356,127.1581342,37.41949695,0,0,0,,,,,,,1,,,2014,0,4
ㅼ궗606327,127.0554489,37.39301556,21,12,9,,,,7,0,0,1,1,,2011,0,1
ㅼ궗658346,127.114106,37.41034768,16,7,9,,,,0,0,0,11,,6,1986.6,1,4
ㅼ궗684416,127.1431859,37.47353499,0,,0,,,,,,,1,,,2017,0,0
ㅼ궗671354,127.1287601,37.41760561,0,0,0,0,,0,,,,1,,,2019,0,0
ㅼ궗663326,127.119847,37.39233875,368,185,183,69,27,42,27,15,12,12,10,,2009,0,0
ㅼ궗685414,127.1443254,37.47173569,269,128,141,0,0,0,96,39,57,2,2,,2016,0,0
ㅼ궗671409,127.1285151,37.46718021,293,130,163,32,15,17,45,20,25,19,,19,2005.32,1,0
ㅼ궗677307,127.1357457,37.37526258,260,127,133,19,8,11,37,17,20,8,3,,1992.88,0,0
ㅼ궗687374,127.1467568,37.43568822,115,61,54,11,7,0,30,14,16,8,,5,1987.25,0,1
ㅼ궗661325,127.1175921,37.39143011,668,361,307,101,46,55,135,87,48,2,2,,2011,0,0
ㅼ궗659343,127.1152498,37.40764729,163,74,89,30,9,21,9,0,0,1,1,,2009,1,0
ㅼ궗646359,127.1004841,37.4220203,26,14,12,,,,11,6,0,9,,8,1999.67,1,0
ㅼ궗694394,127.1545864,37.45373877,0,,0,,,,,,,4,,4,1991.75,0,1
ㅼ궗655320,127.1108373,37.38690118,145,68,77,14,0,9,22,12,10,12,11,,2009,1,0
ㅼ궗677390,127.1353832,37.45007561,201,89,112,9,0,0,39,21,18,40,,40,1989.63,0,3
ㅼ궗685383,127.1444577,37.44379366,468,229,239,20,9,11,115,65,50,86,1,80,1988.06,1,18
ㅼ궗690376,127.1501395,37.43750102,182,93,89,37,20,17,14,9,0,2,2,,2012,0,1
ㅼ궗662284,127.1189088,37.35447774,0,,0,,,,,,,1,,,1994,0,0
ㅼ궗672366,127.1298369,37.42842546,125,67,58,0,0,0,33,16,17,2,1,,2012,0,0
ㅼ궗679317,127.1379613,37.38428319,12,0,8,,,,0,0,0,7,,1,2005.57,0,4
ㅼ궗702393,127.1636355,37.4528635,550,280,270,68,28,40,74,37,37,2,2,,1995,0,3
ㅼ궗678340,127.1367316,37.40501111,29,14,15,0,0,0,0,0,0,6,,6,2008.33,0,3
ㅼ궗676378,127.1343053,37.43925583,421,200,221,12,0,7,153,95,58,101,1,89,1987,1,12
ㅼ궗654327,127.109675,37.39320699,354,170,184,29,9,20,34,17,17,2,1,,2017.5,0,0
ㅼ궗665290,127.1222691,37.35989682,520,285,235,88,44,44,63,42,21,2,2,,1995,0,0
ㅼ궗713368,127.1761695,37.43036422,0,,0,,,,0,,0,6,,,1997,0,0
ㅼ궗661266,127.1178619,37.33824944,256,125,131,45,16,29,23,11,12,2,1,,1995,0,0
ㅼ궗702395,127.1636275,37.45466622,278,152,126,33,16,17,60,37,23,13,10,1,1999.38,1,3
ㅼ궗683403,127.1421109,37.46181397,0,0,0,,,,,,,1,,,2000,1,1
ㅼ궗665317,127.1221471,37.38423372,33,10,23,,,,0,0,0,9,,,1995.86,0,0
ㅼ궗675327,127.133399,37.39328292,9,0,0,,,,0,0,0,5,,3,1999,0,3
ㅼ궗664343,127.1208995,37.40766554,760,405,355,88,56,32,171,86,85,4,4,,1992,2,0
ㅼ궗661342,127.1175143,37.40675326,421,224,197,81,39,42,40,23,17,3,3,,2009,0,0
ㅼ궗591302,127.0386414,37.37041676,0,,0,,,,,,,2,,1,1991,0,6
ㅼ궗633344,127.0858667,37.40844939,0,0,0,,,,,,,3,,3,2008,0,0
ㅼ궗684384,127.1433229,37.44469162,110,47,63,0,0,0,16,7,9,18,1,,1990.06,1,0
ㅼ궗693397,127.1534433,37.45643953,413,206,207,22,12,10,114,63,51,70,24,40,1992.49,1,10
ㅼ궗697378,127.158044,37.4393269,314,153,161,11,0,7,75,45,30,84,3,80,1987.71,1,13
ㅼ궗653360,127.1083905,37.42294813,0,0,,,,,0,0,,,,,,0,0
ㅼ궗678373,127.1365879,37.43475602,554,229,325,6,0,0,30,10,20,7,,,2002.43,0,0
ㅼ궗648401,127.1025442,37.45988478,0,0,0,,,,0,0,0,1,,1,2002,0,1
ㅼ궗647384,127.1014948,37.44455799,0,0,0,,,,0,0,0,1,,,,0,3
ㅼ궗639346,127.0926366,37.41027566,0,0,0,,,,0,0,0,1,,1,2003,0,0
ㅼ궗662326,127.1187173,37.39233512,246,128,118,22,12,10,42,20,22,1,1,,2009,0,0
ㅼ궗613326,127.063362,37.39214367,29,17,12,0,0,0,0,0,0,8,,8,2015.75,1,0
ㅼ궗698387,127.1591376,37.4474424,601,283,318,43,21,22,141,67,74,41,12,24,1993.66,0,14
ㅼ궗670268,127.1280131,37.34008456,13,9,0,0,0,,0,,0,5,1,4,2006.4,0,1
ㅼ궗659300,127.1154478,37.36888866,236,118,118,,,,143,81,62,3,2,,2001,0,0
ㅼ궗685375,127.1444918,37.4365828,560,256,304,35,17,18,122,69,53,72,1,69,1990.03,2,20
ㅼ궗628324,127.0803175,37.39040231,74,39,35,9,0,0,7,0,0,11,,11,2011.64,0,0
ㅼ궗676310,127.1346031,37.3779632,129,63,66,9,0,0,25,13,12,1,1,,1992,0,0
ㅼ궗660280,127.1166689,37.35086497,120,62,58,11,7,0,11,6,0,1,1,,1995,0,0
ㅼ궗680406,127.1387056,37.46450771,182,94,88,0,0,0,0,0,0,3,,,2017.33,0,0
ㅼ궗642329,127.0961087,37.39496419,72,38,34,13,8,0,11,0,6,2,2,,2009,0,0
