소재지도로명주소,카메라대수,위도,경도,데이터기준일자,소재지지번주소,,,,,,,,구미동,133,구미동,133
경기도 성남시 중원구 둔촌대로309번길 8,2,37.4309691,127.1522584,2018.4.1,경기도 성남시 중원구 하대원동 138-10번지 대하초등학교 후문,,,,,,,,,,,
"경기도 성남시 중원구 원터로29번길 21, (하대원동, 그린빌라)",2,37.4294061,127.1423655,2018.4.1,경기도 성남시 중원구 하대원동 120번지 주변,,,,,,,,,,,
"경기도 성남시 중원구 마지로 35-1, 현대부품대리점앞  (하대원동)",2,37.4283938,127.1335803,2018.4.1,경기도 성남시 중원구 하대원동 103-22번지 현대부품대리점 앞,,,,,,,,,,,
,3,37.4278918,127.1496994,2018.4.1,경기도 성남시 중원구 하대원동 155-7번지 둔촌어린이놀이터,,,,,,,,,,,
,5,37.4343575,127.1508411,2018.4.1,경기도 성남시 중원구 하대원동 182번지 대원공원,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로263번길 8, (하대원동)",2,37.4296856,127.147226,2018.4.1,경기도 성남시 중원구 하대원동 130-22번지,,,,,,,,,,,
"경기도 성남시 분당구 불곡북로37번길 9, 민방위비상급수시설앞  (정자동)",3,37.359633,127.1273551,2018.4.1,경기도 성남시 분당구 정자3동 249-12번지 (민방위비상급수시설 앞),,,,,,,,,,,
"경기도 성남시 분당구 불곡북로13번길 12, 앞분당중앙고등학교  뒤(정자동)",3,37.3605313,127.1249096,2018.4.1,경기도 성남시 분당구 정자3동 243-1번지 앞 (분당중앙고등학교 뒤),,,,,,,,,,,
"경기도 성남시 분당구 불곡북로37번길 1, (정자동)",1,37.3589808,127.1271272,2018.4.1,경기도 성남시 분당구 정자3동 249-7번지,,,,,,,,,,,
,1,37.3589613,127.1244921,2018.4.1,경기도 성남시 분당구 정자3동 239번지 앞(예닮유치원),,,,,,,,,,,
"경기도 성남시 분당구 불곡남로29번길 8-1, (정자동)",3,37.3766914,127.1246814,2018.4.1,경기도 성남시 분당구 정자3동 233-1번지,,,,,,,,,,,
"경기도 성남시 분당구 돌마로 242, 주민센터 지하층  정든보도  앞(정자동)",2,37.3704978,127.1167369,2018.4.1,경기도 성남시 분당구 정자3동 201 정든지하보도(정자3동주민센터 앞),,,,,,,,,,,
"경기도 성남시 분당구 불정로 119, 지하층  계원(정자동, 정든마을한진8차아파트)",2,37.3590376,127.1160469,2018.4.1,경기도 성남시 분당구 정자3동 193번지 계원지하보도(분당유치원 앞),,,,,,,,,,,
경기도 성남시 분당구 선지봉로7번길 4,4,37.3655599,127.1419679,2018.4.1,경기도 성남시 분당구 분당동 180-2번지,,,,,,,,,,,
경기도 성남시 분당구 분당로311번길 10-3,1,37.3675702,127.1426923,2018.4.1,경기도 성남시 분당구 분당동 162번지 태현어린이공원(분당41호),,,,,,,,,,,
"경기도 성남시 수정구 수정로257번길 18, 신흥제 2호 어린이집 부근(신흥동)",1,37.4492713,127.1444585,2018.4.1,경기도 성남시 수정구 신흥2동 50번지 신흥제2어린이집 부근,,,,,,,,,,,
"경기도 성남시 수정구 공원로370번길 29, 희망대초등학교  정문앞(신흥동)",1,37.4468102,127.1486744,2018.4.1,경기도 성남시 수정구 신흥2동 1232번지 희망대초등학교 정문앞,,,,,,,,,,,
"경기도 성남시 수정구 수정로279번길 3, 정다움어린이놀이터부근  (신흥동)",1,37.4496504,127.145468,2018.4.1,경기도 성남시 수정구 신흥2동 37번지 정다움어린이놀이터 부근,,,,,,,,,,,
"경기도 성남시 수정구 공원로370번길 26, 희망대공원화장실부근  (신흥동)",1,37.4469819,127.1510732,2018.4.1,경기도 성남시 수정구 신흥2동 2344번지 희망대공원 화장실 부근,,,,,,,,,,,
"경기도 성남시 수정구 산성대로429번길 3-1, 부근  (단대동)",1,37.4501964,127.1585716,2018.4.1,경기도 성남시 수정구 단대동 110-1번지 부근,,,,,,,,,,,
"경기도 성남시 수정구 논골로11번길 8-3, 민방위  교(단대동)",4,37.4553989,127.1592561,2018.4.1,경기도 성남시 수정구 단대동 62번지 민방위교육관 사거리,,,,,,,,,,,
"경기도 성남시 수정구 수정로466번길 23, (단대동, 썬맨션)",4,37.462401,127.158971,2018.4.1,경기도 성남시 수정구 단대동 1-10번지,,,,,,,,,,,
"경기도 성남시 수정구 논골로 33, (단대동)",5,37.457021,127.159271,2018.4.1,경기도 성남시 수정구 단대동 56-1번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로405번길 5, 다솜어린이놀이터부근  (단대동)",2,37.4483509,127.1575361,2018.4.1,경기도 성남시 수정구 단대동 163-1번지 다솜어린이놀이터 부근,,,,,,,,,,,
"경기도 성남시 수정구 논골로53번길 9, 논골소공원어린이놀이터  (단대동)",3,37.4579309,127.1572613,2018.4.1,경기도 성남시 수정구 단대동 45번지 논골소공원 어린이놀이터,,,,,,,,,,,
"경기도 성남시 수정구 논골로 79, (단대동)",3,37.4606557,127.1572458,2018.4.1,경기도 성남시 수정구 단대동 10번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로 377, (단대동)",5,37.4460541,127.1567321,2018.4.1,경기도 성남시 수정구 단대동 180번지,,,,,,,,,,,
"경기도 성남시 수정구 수정로466번길 8, (단대동)",1,37.4622346,127.1572158,2018.4.1,경기도 성남시 수정구 단대동 6-10번지,,,,,,,,,,,
"경기도 성남시 수정구 희망로506번길 21, 단대어린이집  (단대동)",1,37.4493857,127.1554788,2018.4.1,경기도 성남시 수정구 단대동 129번지(단대어린이집),,,,,,,,,,,
,4,37.448933,127.1557074,2018.4.1,경기도 성남시 수정구 단대동 145 미소어린이공원,,,,,,,,,,,
"경기도 성남시 수정구 산성대로419번길 4, 맞은편  (단대동)",3,37.449431,127.158461,2018.4.1,경기도 성남시 수정구 단대동 112-4번지 맞은편,,,,,,,,,,,
"경기도 성남시 수정구 산성대로405번길 7, 다솜어린이놀이터내부  (단대동)",1,37.448281,127.157301,2018.4.1,경기도 성남시 수정구 단대동 164-1번지 다솜어린이놀이터 내부,,,,,,,,,,,
"경기도 성남시 수정구 논골로53번길 17, (단대동, 라인빌라)",4,37.458271,127.156611,2018.4.1,경기도 성남시 수정구 단대동 45-2번지,,,,,,,,,,,
"경기도 성남시 수정구 희망로534번길 3, 성남북초등학교  (산성동)",2,37.4525334,127.1503643,2018.4.1,경기도 성남시 수정구 산성동 2117번지 성남북초등학교,,,,,,,,,,,
"경기도 성남시 수정구 희망로534번길 14, 단대공원광장  (산성동)",2,37.4516169,127.1523636,2018.4.1,경기도 성남시 수정구 산성동 2223번지 단대공원 광장,,,,,,,,,,,
"경기도 성남시 수정구 수정로 358, 춘천원조닭갈비앞  (산성동)",3,37.4556612,127.1501721,2018.4.1,경기도 성남시 수정구 산성동 849 춘천원조닭갈비 앞,,,,,,,,,,,
"경기도 성남시 중원구 희망로400번길 47, (금광동)",1,37.4428041,127.1645739,2018.4.1,경기도 성남시 중원구 금광1동 802번지,,,,,,,,,,,
,5,37.4438331,127.1583548,2018.4.1,경기도 성남시 중원구 금광1동 17번지 금광소공원,,,,,,,,,,,
"경기도 성남시 중원구 금상로 97, 금상초등학교  강당쪽(금광동)",4,37.4432137,127.1672673,2018.4.1,경기도 성남시 중원구 금광1동 2196번지 금상초등학교 강당쪽,,,,,,,,,,,
,5,37.4442404,127.1580079,2018.4.1,경기도 성남시 중원구 금광1동 산9번지 황송공원,,,,,,,,,,,
"경기도 성남시 중원구 금빛로25번길 20-2, (금광동)",3,37.4441356,127.1667392,2018.4.1,경기도 성남시 중원구 금광1동 1666번지 앞,,,,,,,,,,,
"경기도 성남시 중원구 광명로310번길 14, (금광동)",3,37.4436467,127.1610729,2018.4.1,경기도 성남시 중원구 금광1동 217번지,,,,,,,,,,,
"경기도 성남시 중원구 희망로414번길 11, 단남초주변  (금광동)",5,37.4428522,127.1605983,2018.4.1,경기도 성남시 중원구 금광1동 244번지 단남초 주변,,,,,,,,,,,
"경기도 성남시 중원구 금상로 97, 금상초등학교  (금광동)",4,37.4432882,127.1662108,2018.4.1,경기도 성남시 중원구 금광1동 1645번지(금상초등학교),,,,,,,,,,,
"경기도 성남시 중원구 광명로 308, 혜성유치원  (금광동)",1,37.4442944,127.1600774,2018.4.1,경기도 성남시 중원구 금광1동 345번지(혜성유치원),,,,,,,,,,,
"경기도 성남시 중원구 광명로354번길 3, 한사랑어린이집  (금광동)",1,37.4459717,127.165337,2018.4.1,경기도 성남시 중원구 금광1동 1785번지(한사랑어린이집),,,,,,,,,,,
"경기도 성남시 수정구 수정남로150번길 16, 중부교회  앞 노상(신흥동)",1,37.4425042,127.1443065,2018.4.1,경기도 성남시 수정구 신흥3동 3755번지 중부교회앞 노상,,,,,,,,,,,
,1,37.4448939,127.1450559,2018.4.1,경기도 성남시 수정구 신흥3동 3429번지 샛고개 어린이놀이터 앞,,,,,,,,,,,
"경기도 성남시 수정구 공원로349번길 8, 동사무소뒤어린이놀이터  (신흥동)",1,37.4435954,127.1488392,2018.4.1,경기도 성남시 수정구 신흥3동 2819번지 동사무소뒤 어린이놀이터,,,,,,,,,,,
"경기도 성남시 수정구 산성대로 301, 성남우체국  옆(신흥동)",1,37.4424812,127.1498344,2018.4.1,경기도 성남시 수정구 신흥3동 2482번지 성남우체국 옆,,,,,,,,,,,
"경기도 성남시 수정구 시민로 172, 3호 경로당 인근(신흥동)",1,37.4435355,127.1429944,2018.4.1,경기도 성남시 수정구 신흥3동 3436-17번지 제3경로당 인근,,,,,,,,,,,
"경기도 성남시 수정구 시민로164번길 11, (신흥동)",3,37.443218,127.1441392,2018.4.1,경기도 성남시 수정구 신흥3동 3561번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로 269, 은빛나래어린이놀이터  (산성동)",2,37.452942,127.1505484,2018.4.1,경기도 성남시 수정구 산성동 2115번지 은빛나래 어린이놀이터,,,,,,,,,,,
"경기도 성남시 수정구 수정로332번길 6-4, 미래유치원주변  (산성동)",4,37.4528884,127.1500698,2018.4.1,경기도 성남시 수정구 산성동 2120번지 미래유치원 주변,,,,,,,,,,,
"경기도 성남시 수정구 수정로366번길 54, 1동  (산성동, 삼경골든빌)",3,37.4586205,127.1550333,2018.4.1,경기도 성남시 수정구 산성동 36번지,,,,,,,,,,,
,3,37.4508548,127.1521123,2018.4.1,경기도 성남시 수정구 산성동 2165번지,,,,,,,,,,,
"경기도 성남시 수정구 희망로534번길 3, 북초등학교  (산성동)",1,37.4517136,127.151056,2018.4.1,경기도 성남시 수정구 산성동 2137번지(북초등학교),,,,,,,,,,,
"경기도 성남시 수정구 수정남로295번길 9, (산성동)",3,37.454891,127.150181,2018.4.1,경기도 성남시 수정구 산성동 1412번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로324번길 16, (산성동, 산성호스트빌8차)",4,37.455171,127.153011,2018.4.1,경기도 성남시 수정구 산성동 599번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로332번길 12, (산성동, 월드빌라트)",3,37.456641,127.155161,2018.4.1,경기도 성남시 수정구 산성동 487번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로281번길 8-1, (산성동)",4,37.453761,127.150271,2018.4.1,경기도 성남시 수정구 산성동 1510번지,,,,,,,,,,,
,3,37.4603907,127.1626546,2018.4.1,경기도 성남시 수정구 양지동 1017번지 양지쉼터,,,,,,,,,,,
,3,37.4623115,127.165917,2018.4.1,경기도 성남시 수정구 양지동 136번지 앞 전주,,,,,,,,,,,
,1,37.462831,127.168351,2018.4.1,경기도 성남시 수정구 양지동 62번지 양짓말어린이놀이터 부근,,,,,,,,,,,
"경기도 성남시 수정구 양지로15번길 8, (양지동, 우정빌라)",4,37.4567628,127.1608998,2018.4.1,경기도 성남시 수정구 양지동 805번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로527번길 8, (양지동)",5,37.458516,127.1634921,2018.4.1,경기도 성남시 수정구 양지동 270번지,,,,,,,,,,,
"경기도 성남시 수정구 양지로53번길 3-5, (양지동)",3,37.4591205,127.1633747,2018.4.1,경기도 성남시 수정구 양지동 298번지,,,,,,,,,,,
"경기도 성남시 수정구 논골로36번길 21, (양지동, 금성맨숀)",5,37.4584301,127.1607694,2018.4.1,경기도 성남시 수정구 양지동 717-1번지,,,,,,,,,,,
"경기도 성남시 수정구 양지로 15, (양지동)",1,37.4563543,127.1613092,2018.4.1,경기도 성남시 수정구 양지동 792번지,,,,,,,,,,,
"경기도 성남시 수정구 양지로35번길 7, (양지동, 진주맨숀)",3,37.458261,127.162051,2018.4.1,경기도 성남시 수정구 양지동 477번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로567번길 16, (양지동)",2,37.462001,127.165461,2018.4.1,경기도 성남시 수정구 양지동 140번지,,,,,,,,,,,
,1,37.462981,127.168201,2018.4.1,경기도 성남시 수정구 양지동 62번지 양짓말어린이놀이터 내부,,,,,,,,,,,
"경기도 성남시 중원구 금빛로61번길 12, 홍능정육점부근  (금광동)",2,37.4472162,127.1657308,2018.4.1,경기도 성남시 중원구 금광2동 3087번지 홍능정육점 부근,,,,,,,,,,,
"경기도 성남시 중원구 산성대로450번길 7-1, 에덴피아노학원  앞(금광동)",1,37.4515873,127.1609397,2018.4.1,경기도 성남시 중원구 금광2동 4706번지 에덴피아노학원 앞,,,,,,,,,,,
"경기도 성남시 중원구 광명로323번길 26, 금괭이어린이놀이터  (금광동)",4,37.4473494,127.1613384,2018.4.1,경기도 성남시 중원구 금광2동 3464번지 금괭이어린이놀이터,,,,,,,,,,,
,3,37.4467286,127.1629819,2018.4.1,경기도 성남시 중원구 금광2동 3615번지 큰빛노을 어린이놀이터,,,,,,,,,,,
,5,37.4509543,127.1694217,2018.4.1,경기도 성남시 중원구 금광2동 산47번지 자혜공원,,,,,,,,,,,
"경기도 성남시 중원구 산성대로420번길 8-1, (금광동)",3,37.4490177,127.1598136,2018.4.1,경기도 성남시 중원구 금광2동 4579번지 앞,,,,,,,,,,,
"경기도 성남시 중원구 광명로 377, 신구대학교  남쪽(금광동)",3,37.450282,127.1667633,2018.4.1,경기도 성남시 중원구 금광2동 2814번지 인근 삼거리(신구대학교 남쪽),,,,,,,,,,,
"경기도 성남시 중원구 금빛로25번길 54, (금광동)",3,37.442921,127.163211,2018.4.1,경기도 성남시 중원구 금광1동 1035번지,,,,,,,,,,,
"경기도 성남시 중원구 황송로13번길 3, (금광동)",3,37.446011,127.169301,2018.4.1,경기도 성남시 중원구 금광1동 2347번지,,,,,,,,,,,
"경기도 성남시 중원구 광명로300번길 16, (금광동)",4,37.443361,127.160061,2018.4.1,경기도 성남시 중원구 금광1동 79번지,,,,,,,,,,,
,1,37.445831,127.165891,2018.4.1,경기도 성남시 중원구 금광1동 1820번지 예소담어린이놀이터 내부,,,,,,,,,,,
,1,37.441491,127.162851,2018.4.1,경기도 성남시 중원구 금광1동 634번지 푸른꿈어린이놀이터 내부,,,,,,,,,,,
"경기도 성남시 중원구 자혜로8번길 54-1, (금광동)",1,37.4459881,127.1584937,2018.4.1,경기도 성남시 중원구 금광2동 4423번지,,,,,,,,,,,
"경기도 성남시 중원구 자혜로44번길 18, (금광동, 삼성빌라)",1,37.4491839,127.164808,2018.4.1,경기도 성남시 중원구 금광2동 3283-1번지 동중 부근,,,,,,,,,,,
"경기도 성남시 중원구 산성대로382번길 61, (금광동)",1,37.4468803,127.1640675,2018.4.1,경기도 성남시 중원구 금광2동 3628번지,,,,,,,,,,,
"경기도 성남시 중원구 광명로335번길 23-1, (금광동)",1,37.4473984,127.1617619,2018.4.1,경기도 성남시 중원구 금광2동 3477번지,,,,,,,,,,,
"경기도 성남시 중원구 시민로28번길 6, 입구(하대원동, 하대원동현대아파트)",3,37.4327577,127.1516004,2018.4.1,경기도 성남시 중원구 하대원동 190번지 현대아파트 입구,,,,,,,,,,,
"경기도 성남시 중원구 마지로163번길 33, 2호 앞 번지  옆(하대원동, 장미그린맨션)",3,37.4271343,127.1506424,2018.4.1,경기도 성남시 중원구 하대원동 158-9번지 앞(298-2번지 앞 공터 전신주 옆),,,,,,,,,,,
"경기도 성남시 중원구 마지로 159, (하대원동)",1,37.4269088,127.1468548,2018.4.1,경기도 성남시 중원구 하대원동 162번지,,,,,,,,,,,
"경기도 성남시 중원구 마지로155번길 27, 하대원어린이집  (하대원동)",1,37.427827,127.1494365,2018.4.1,경기도 성남시 중원구 하대원동 155-8번지(하대원어린이집),,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로205번길 4, (하대원동, 전원빌라)",4,37.429151,127.141611,2018.4.1,경기도 성남시 중원구 하대원동 118번지,,,,,,,,,,,
,3,37.430651,127.148971,2018.4.1,경기도 성남시 중원구 하대원동 368-2번지,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로217번길 10, (하대원동, 삼두아파트)",4,37.428831,127.142841,2018.4.1,경기도 성남시 중원구 하대원동 120-1번지,,,,,,,,,,,
,1,37.4161112,127.1515629,2018.4.1,경기도 성남시 중원구 도촌동 675번지 에코브릿지 위,,,,,,,,,,,
"경기도 성남시 중원구 도촌로7번길 4-8, (도촌동)",1,37.4153649,127.1503349,2018.4.1,경기도 성남시 중원구 도촌동 546,,,,,,,,,,,
"경기도 성남시 중원구 도촌로 12, (도촌동)",1,37.4151988,127.1507773,2018.4.1,경기도 성남시 중원구 도촌동 563,,,,,,,,,,,
"경기도 성남시 중원구 도촌남로 67, 1호 (도촌동, 휴먼시아섬마을3단지)",3,37.4161604,127.1496312,2018.4.1,경기도 성남시 중원구 도촌동 380-23번지 섬마을1,,,,,,,,,,,
,2,37.430523,127.137211,2018.4.1,경기도 성남시 중원구 여수동 257-12번지 주변 성남대로변,,,,,,,,,,,
"경기도 성남시 중원구 도촌로 32, (도촌동)",3,37.4169266,127.1511737,2018.4.1,경기도 성남시 중원구 도촌동 605번지 앞,,,,,,,,,,,
,2,37.4155686,127.1491147,2018.4.1,경기도 성남시 중원구 도촌동 653 여울공원,,,,,,,,,,,
,3,37.4162437,127.1530823,2018.4.1,경기도 성남시 중원구 도촌동 745번지 도촌중학교 앞 도촌천3교 앞,,,,,,,,,,,
,2,37.4110277,127.1689075,2018.4.1,경기도 성남시 중원구 도촌동 172번지 모리아산기도원 입구,,,,,,,,,,,
,2,37.4119874,127.1621248,2018.4.1,경기도 성남시 중원구 도촌동 648 이왕이공원,,,,,,,,,,,
"경기도 성남시 중원구 도촌로 48-1, (도촌동)",1,37.4183095,127.151937,2018.4.1,경기도 성남시 중원구 도촌동 616번지,,,,,,,,,,,
,4,37.4197156,127.1315929,2018.4.1,경기도 성남시 중원구 여수동 538 따르릉어린이공원,,,,,,,,,,,
"경기도 성남시 수정구 공원로 360, (신흥동, 두산)",1,37.445081,127.1495074,2018.4.1,경기도 성남시 수정구 신흥2동 2024번지 희망대공원 사잇길,,,,,,,,,,,
,4,37.418028,127.1534564,2018.4.1,경기도 성남시 중원구 도촌동 654 섬말공원,,,,,,,,,,,
,4,37.4115195,127.1667257,2018.4.1,경기도 성남시 중원구 도촌동 664 약수터어린이공원,,,,,,,,,,,
"경기도 성남시 수정구 희망로533번길 24-2, 청소년수련관앞  (신흥동)",1,37.4492864,127.1495143,2018.4.1,경기도 성남시 수정구 신흥2동 477번지 청소년수련관 앞,,,,,,,,,,,
"경기도 성남시 수정구 수정로312번길 36, (신흥동)",2,37.4496669,127.1516403,2018.4.1,경기도 성남시 수정구 신흥2동 360번지 사거리,,,,,,,,,,,
"경기도 성남시 수정구 희망로 531, 희망유치원주변  (신흥동)",3,37.4506165,127.1513837,2018.4.1,경기도 성남시 수정구 신흥2동 137번지 희망유치원 주변,,,,,,,,,,,
"경기도 성남시 수정구 희망로509번길 15, (신흥동)",3,37.4484107,127.1522971,2018.4.1,경기도 성남시 수정구 신흥2동 2346번지 사거리,,,,,,,,,,,
"경기도 성남시 수정구 수정로274번길 20, (신흥동)",3,37.448172,127.1475321,2018.4.1,경기도 성남시 수정구 신흥2동 1408번지,,,,,,,,,,,
"경기도 성남시 수정구 희망로533번길 64, (신흥동)",4,37.4462141,127.1478708,2018.4.1,경기도 성남시 수정구 신흥2동 1254번지,,,,,,,,,,,
"경기도 성남시 수정구 수정로251번길 8-1, (신흥동)",4,37.4475643,127.1447588,2018.4.1,경기도 성남시 수정구 신흥2동 110-3번지,,,,,,,,,,,
"경기도 성남시 수정구 공원로370번길 29, 희망대초등학교  (신흥동)",4,37.4468102,127.1486744,2018.4.1,경기도 성남시 수정구 신흥2동 1232번지(희망대초등학교),,,,,,,,,,,
"경기도 성남시 수정구 공원로382번길 42, (신흥동)",5,37.449081,127.148171,2018.4.1,경기도 성남시 수정구 신흥2동 1125번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로 224, (신흥동)",5,37.449551,127.147491,2018.4.1,경기도 성남시 수정구 신흥2동 1013번지,,,,,,,,,,,
경기도 성남시 수정구 신흥3동 4124,1,37.4412999,127.1464521,2018.4.1,경기도 성남시 수정구 신흥3동 4124번지,,,,,,,,,,,
"경기도 성남시 수정구 수정로251번길 22-1, 103동  (신흥동, 신원빌리지)",3,37.448631,127.143811,2018.4.1,경기도 성남시 수정구 신흥2동 80번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로 255, 국민은행  앞(신흥동)",1,37.4405311,127.1454585,2018.4.1,경기도 성남시 수정구 신흥3동 4194번지 국민은행앞,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로 660, 판교테크노 2호 사거리(삼평동)",1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 670번지 판교테크노중앙사거리->판교테크노2사거리,,,,,,,,,,,
경기도 성남시 분당구 사거리,1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 668-3번지 판교테크노2사거리->판교테크노중앙사거리,,,,,,,,,,,
"경기도 성남시 분당구 판교로 255, 포스코ICT앞  (삼평동)",1,37.4041934,127.1025403,2018.4.1,경기도 성남시 삼평동 622번지 포스코 ICT앞,,,,,,,,,,,
,1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 620번지 이노밸리 C동뒤,,,,,,,,,,,
"경기도 성남시 분당구 동판교로177번길 25, 앞(삼평동, 판교호반써밋플레이스)",1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 740번지 봇들교사거리 백범초교앞,,,,,,,,,,,
"경기도 성남시 분당구 판교역로 182, (삼평동)",1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 644번지 동안교삼거리,,,,,,,,,,,
"경기도 성남시 수정구 수정로162번길 6, 강남보신탕앞  (신흥동)",3,37.442311,127.138211,2018.4.1,경기도 성남시 수정구 신흥1동 5534-1번지 강남보신탕앞,,,,,,,,,,,
"경기도 성남시 수정구 수정로188번길 7, 주민센터 1동  신흥 앞(신흥동)",5,37.442841,127.141121,2018.4.1,경기도 성남시 수정구 신흥1동 5481번지 신흥1동주민센터 앞,,,,,,,,,,,
"경기도 성남시 수정구 탄리로30번길 15-1, (신흥동)",3,37.4396566,127.139731,2018.4.1,경기도 성남시 수정구 신흥1동 6284번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로132번길 25, (신흥동)",3,37.4410041,127.1430202,2018.4.1,경기도 성남시 수정구 신흥1동 4579번지,,,,,,,,,,,
"경기도 성남시 수정구 시민로163번길 26, (신흥동)",1,37.4421706,127.1404881,2018.4.1,경기도 성남시 수정구 신흥1동 5319-3번지,,,,,,,,,,,
"경기도 성남시 분당구 판교원로82번길 30, 1036동  뒷편 두밀공원 입구(운중동, 산운마을태영13단지)",1,37.3876726,127.071421,2018.4.1,경기도 성남시 분당구 운중동 920번지 산운마을 13단지(1036동) 뒷편 두밀공원 입구,,,,,,,,,,,
"경기도 성남시 분당구 판교원로82번길 30, 앞 수도용지 공원 입구(운중동, 산운마을태영13단지)",1,37.3877004,127.0739112,2018.4.1,경기도 성남시 분당구 운중동 919번지 산운마을 13단지 앞 수도용지(공원)입구 사거리,,,,,,,,,,,
경기도 성남시 분당구 차량진출입로,1,37.3876726,127.071421,2018.4.1,경기도 성남시 분당구 운중동 920번지 동서울 CC 차량 진출입로 도로 건너편,,,,,,,,,,,
,1,37.3885802,127.0814645,2018.4.1,경기도 성남시 분당구 운중동 1043-6번지 E6-1블럭 소도로변 (보행자 출입구),,,,,,,,,,,
,1,37.3891568,127.0834433,2018.4.1,경기도 성남시 분당구 운중동 1045-5번지 E6-2블럭 주출입구(대도로 합류지점) 앞,,,,,,,,,,,
"경기도 성남시 분당구 산운로 135, E4동  내부  주출입구 방향(운중동, 산운마을휴먼시아7단지)",1,37.3942939,127.0784543,2018.4.1,경기도 성남시 분당구 운중동 986-18번지 E4-1블럭 내부(산운마을 7단지 주출입구 방향),,,,,,,,,,,
,1,37.3904143,127.0764796,2018.4.1,경기도 성남시 분당구 운중동 929-4번지 F2-1블럭 주택지역 내 저류지 출입구,,,,,,,,,,,
,1,37.3924548,127.0763813,2018.4.1,경기도 성남시 분당구 운중동 979-7번지 F1-1블럭 내부 자동크린넷 앞 (대방노블랜드 방면),,,,,,,,,,,
,1,37.3938538,127.0760146,2018.4.1,경기도 성남시 분당구 운중동 987-1번지 산운마을 6단지 옆(608동) 청계공원 입구,,,,,,,,,,,
,1,37.3935057,127.0784439,2018.4.1,경기도 성남시 분당구 운중동 982-14번지 E4-1블럭 서쪽 주출입구 앞,,,,,,,,,,,
,1,37.3648291,127.068156,2018.4.1,경기도 성남시 분당구 대장동 230-5번지,,,,,,,,,,,
"경기도 성남시 분당구 판교원로117번길 11, 산운초등학교  (운중동)",1,37.3895326,127.0790111,2018.4.1,경기도 성남시 분당구 운중동 927번지(산운초등학교),,,,,,,,,,,
"경기도 성남시 분당구 운중로45번길 8, 운중초등학교  (운중동)",1,37.3922176,127.0687945,2018.4.1,경기도 성남시 분당구 운중동 893번지(운중초등학교),,,,,,,,,,,
,1,37.3918188,127.0695984,2018.4.1,경기도 성남시 분당구 운중동 898번지(판교샘유치원),,,,,,,,,,,
,4,37.3921196,127.0667121,2018.4.1,경기도 성남시 분당구 운중동 889 바람길어린이공원,,,,,,,,,,,
,4,37.3886941,127.0821569,2018.4.1,경기도 성남시 분당구 운중동 1044 도담어린이공원,,,,,,,,,,,
경기도 성남시 분당구 내낙생로,1,37.3882565,127.083423,2018.4.1,경기도 성남시 분당구 운중동 1050-15번지 E6-2블럭 주택지역 내 낙생로 방향 쓰레기 투입구,,,,,,,,,,,
경기도 성남시 분당구 교차삼거리,3,37.369703,127.0689749,2018.4.1,경기도 성남시 분당구 대장동 147-7번지(모두마니로두밀로교차삼거리),,,,,,,,,,,
,3,37.3766914,127.1246814,2018.4.1,경기도 성남시 분당구 운중동 921-5번지,,,,,,,,,,,
,4,37.361201,127.059461,2018.4.1,경기도 성남시 분당구 대장동 571-23번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로16번길 3-8, 송아리어린이놀이터부근  (신흥동)",1,37.4390567,127.1396764,2018.4.1,경기도 성남시 수정구 신흥1동 6598번지 송아리어린이놀이터 부근,,,,,,,,,,,
"경기도 성남시 수정구 시민로163번길 19, 한마음교회  (신흥동)",1,37.4420593,127.1411596,2018.4.1,경기도 성남시 수정구 신흥1동 5095번지 한마음교회 사거리,,,,,,,,,,,
"경기도 성남시 수정구 산성대로225번길 16, (신흥동)",1,37.4399225,127.1419226,2018.4.1,경기도 성남시 수정구 신흥1동 4326번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로52번길 32, 복지회관  (신흥동)",1,37.4409777,127.140274,2018.4.1,경기도 성남시 수정구 신흥1동 4900번지 복지회관 삼거리,,,,,,,,,,,
"경기도 성남시 수정구 시민로145번길 16-14, (신흥동)",1,37.4411325,127.1421592,2018.4.1,경기도 성남시 수정구 신흥1동 4669번지,,,,,,,,,,,
,4,37.369641,127.039781,2018.4.1,경기도 성남시 분당구 석운동 101-1번지,,,,,,,,,,,
