소재지도로명주소,카메라대수,위도,경도,데이터기준일자,소재지지번주소,,,,,,,,구미동,133,구미동,133
"경기도 성남시 수정구 시민로249번길 1, (태평동)",2,37.4498216,127.1397076,2018.4.1,경기도 성남시 수정구 태평4동 1680번지,,,,,,,,,,,
"경기도 성남시 수정구 수정북로 101, 다래유치원사랑하는유치원주변  (태평동)",5,37.4444748,127.1404573,2018.4.1,경기도 성남시 수정구 태평4동 7335-8번지 다래유치원(사랑하는 유치원) 주변,,,,,,,,,,,
"경기도 성남시 수정구 태평로124번길 8, 양지유치원주변  (태평동)",4,37.4508189,127.1401215,2018.4.1,경기도 성남시 수정구 태평4동 106번지 양지유치원 주변,,,,,,,,,,,
"경기도 성남시 수정구 남문로131번길 23, (태평동)",3,37.4500626,127.1401331,2018.4.1,경기도 성남시 수정구 태평4동 1759번지 사거리,,,,,,,,,,,
"경기도 성남시 수정구 수정로 233, 성남초등학교  (태평동)",1,37.447942,127.141431,2018.4.1,경기도 성남시 수정구 태평4동 7362번지(성남초등학교),,,,,,,,,,,
"경기도 성남시 수정구 공원로 427, (태평동, 성경빌라)",3,37.4482399,127.1430477,2018.4.1,경기도 성남시 수정구 태평4동 7298-8번지(아이리라어린이집),,,,,,,,,,,
,2,37.4461176,127.1423667,2018.4.1,경기도 성남시 수정구 태평4동 7319-16번지 금빛 어린이놀이터,,,,,,,,,,,
"경기도 성남시 수정구 시민로 234, (태평동)",5,37.448631,127.140321,2018.4.1,경기도 성남시 수정구 태평4동 2338번지,,,,,,,,,,,
경기도 성남시 분당구 뒷편삼거리,1,37.3917093,127.0997603,2018.4.1,경기도 성남시 분당구 판교동 560-9번지 판교동주민센터 뒷편 삼거리(해나유치원),,,,,,,,,,,
경기도 성남시 분당구 진출입로,1,37.3931025,127.0995171,2018.4.1,경기도 성남시 분당구 판교동 557-8번지 E11-1블럭 서판교 진출입로 입구 (보행자 출입로 사거리),,,,,,,,,,,
"경기도 성남시 분당구 서판교로74번길 11, 낙생초등학교  (판교동)",1,37.3940781,127.0990564,2018.4.1,경기도 성남시 분당구 판교동 551번지(낙생초등학교),,,,,,,,,,,
,1,37.3869707,127.0917287,2018.4.1,경기도 성남시 분당구 판교동 438번지(판교초등학교),,,,,,,,,,,
,4,37.402572,127.094847,2018.4.1,경기도 성남시 분당구 판교동 487 바람개비어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 운중로257번길 7-9, (판교동)",4,37.390141,127.090811,2018.4.1,경기도 성남시 분당구 판교동 596번지,,,,,,,,,,,
,3,37.4006228,127.1166565,2018.4.1,경기도 성남시 분당구 삼평동 727-1번지 이황초등학교 / 삼평중학교 사이 대로변,,,,,,,,삼평동,106,,
,3,37.389481,127.101691,2018.4.1,경기도 성남시 분당구 판교동 583-2번지,,,,,,,,,,,
,1,37.4043991,127.1080157,2018.4.1,경기도 성남시 분당구 삼평동 699번지 달팽이어린이공원 내부,,,,,,,,,,,
,1,37.401691,127.1113797,2018.4.1,경기도 성남시 분당구 삼평동 677번지 어울어린이공원 내부,,,,,,,,,,,
,1,37.4058385,127.1072935,2018.4.1,경기도 성남시 분당구 삼평동 697번지 삼성테크윈 뒷편 봇들공원 내부,,,,,,,,,,,
,1,37.3970251,127.1103296,2018.4.1,경기도 성남시 분당구 삼평동 646-1번지 키움건설 앞 인도변,,,,,,,,,,,
"경기도 성남시 분당구 돌마로476번길 30, 서당초등학교 34호 서당어린이공원 분당 주변(서현동)",3,37.3752216,127.1345082,2018.4.1,경기도 성남시 분당구 서현2동 302번지 서당어린이공원(분당34호) 서당초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 돌마로476번길 30, 서당초등학교  주변(서현동)",3,37.3745797,127.1347477,2018.4.1,경기도 성남시 분당구 서현2동 303번지 서당초등학교 주변,,,,,,,,,,,
,4,37.3760667,127.1350486,2018.4.1,경기도 성남시 분당구 서현동 294 효자어린이공원,,,,,,,,,,,
"경기도 성남시 중원구 금상로 97, 금상초등학교  부근(금광동)",1,37.4437789,127.1651805,2018.4.1,경기도 성남시 중원구 금광1동 1632번지 금상초등학교 부근,,,,,,,,,,,
"경기도 성남시 분당구 이매로89번길 37, (이매동, 골든빌)",3,37.3946109,127.1333877,2018.4.1,경기도 성남시 분당구 이매1동 275번지 부근,,,,,,,,,,,
"경기도 성남시 분당구 성남대로772번길 9, 부근  (이매동)",3,37.3984117,127.1300012,2018.4.1,경기도 성남시 분당구 이매1동 86-6번지 부근,,,,,,,,,,,
,2,37.4023984,127.125995,2018.4.1,경기도 성남시 분당구 이매1동 103번지 과수원어린이공원(분당20호),,,,,,,,,,,
"경기도 성남시 분당구 불정로 362, 세화유치원주변  (서현동)",5,37.3725245,127.1361524,2018.4.1,경기도 성남시 분당구 서현2동 308번지 세화유치원 주변,,,,,,,,,,,
,4,37.3899039,127.1256345,2018.4.1,경기도 성남시 분당구 이매1동 125번지 누엣길어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 방아로46번길 37, (이매동)",1,37.3956875,127.134378,2018.4.1,경기도 성남시 분당구 이매1동 59-6번지,,,,,,,,,,,
"경기도 성남시 분당구 양현로94번길 29, 608동 지하층  이매보도  맞은편(이매동, 이매촌청구6단지)",2,37.3995681,127.1271242,2018.4.1,경기도 성남시 분당구 이매1동 128-18번지 이매지하보도(청구아파트 608동 맞은편),,,,,,,,,,,
경기도 성남시 분당구 삼거리,4,37.397531,127.128811,2018.4.1,경기도 성남시 분당구 이매1동 128-10(자원봉사센터 삼거리),,,,,,,,,,,
"경기도 성남시 중원구 마지로 119, 앞도매시장  내(하대원동)",3,37.4275123,127.1426945,2018.4.1,경기도 성남시 중원구 하대원동 148-17번지 앞 (도매시장내),,,,,,,,,,,
,1,37.447651,127.141261,2018.4.1,경기도 성남시 수정구 태평4동 7292번지(성남어린이집),,,,,,,,,,,
"경기도 성남시 수정구 시민로249번길 7-1, (태평동)",5,37.449601,127.138941,2018.4.1,경기도 성남시 수정구 태평4동 1564번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로140번길 19, (태평동, 선경태평아파트)",5,37.446751,127.142591,2018.4.1,경기도 성남시 수정구 태평4동 7306번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로131번길 10, (태평동)",5,37.448911,127.140721,2018.4.1,경기도 성남시 수정구 태평4동 2281번지,,,,,,,,,,,
"경기도 성남시 수정구 태평로128번길 9, (태평동)",5,37.450811,127.140771,2018.4.1,경기도 성남시 수정구 태평4동 1916번지,,,,,,,,,,,
"경기도 성남시 수정구 시민로205번길 12-2, (태평동)",5,37.445881,127.140381,2018.4.1,경기도 성남시 수정구 태평4동 7311-9번지,,,,,,,,,,,
,5,37.4374918,127.1386306,2018.4.1,경기도 성남시 수정구 수진1동 2317번지 노상주차장 부근,,,,,,,,,,,
,2,37.4360267,127.1368048,2018.4.1,경기도 성남시 수정구 수진1동 2664번지 해오름 어린이놀이터,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로151번길 22, (성남동, 신흥다세대)",4,37.429732,127.1334695,2018.4.1,경기도 성남시 중원구 성남동 3998번지,,,,,,,,,,,
"경기도 성남시 중원구 원터로93번길 3, 예원유치원주변  (성남동)",5,37.4350202,127.1431103,2018.4.1,경기도 성남시 중원구 성남동 2894번지 예원유치원 주변,,,,,,,,,,,
"경기도 성남시 중원구 제일로35번길 10-1, (성남동)",3,37.4306183,127.1357452,2018.4.1,경기도 성남시 중원구 성남동 3775번지,,,,,,,,,,,
"경기도 성남시 중원구 제일로35번길 43-2, (성남동)",3,37.4318805,127.132121,2018.4.1,경기도 성남시 중원구 성남동 3552번지,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로69번길 5, (성남동)",3,37.4305252,127.1267373,2018.4.1,경기도 성남시 중원구 성남동 4449번지,,,,,,,,,,,
"경기도 성남시 중원구 성남대로 1128, 주차장입구  (성남동)",5,37.4305372,127.129874,2018.4.1,경기도 성남시 중원구 성남동 4122번지 주차장 입구,,,,,,,,,,,
"경기도 성남시 중원구 산성대로 228, (성남동)",1,37.438459,127.1432294,2018.4.1,경기도 성남시 중원구 성남동 2066번지,,,,,,,,,,,
"경기도 성남시 중원구 원터로94번길 7, 중앙초등학교  (성남동)",4,37.4359595,127.1432974,2018.4.1,경기도 성남시 중원구 성남동 2580번지(중앙초등학교),,,,,,,,,,,
,2,37.433325,127.129173,2018.4.1,경기도 성남시 중원구 성남동 1505번지 모란역 1번출구 자전거횡단보도,,,,,,,,,,,
,1,37.4084987,127.1169442,2018.4.1,경기도 성남시 분당구 삼평동 717-2번지 송현공원 내부 게이트볼장 앞,,,,,,,,,,,
,1,37.4058475,127.1161658,2018.4.1,경기도 성남시 분당구 삼평동 710-3번지 송현초등학교 후문 입구,,,,,,,,,,,
"경기도 성남시 분당구 동판교로 225, 주출입구 앞(삼평동, 봇들마을3단지주공뜨란채아파트)",1,37.4035678,127.1158894,2018.4.1,경기도 성남시 분당구 삼평동 721-1번지 봇들마을 3단지 주출입구 앞,,,,,,,,,,,
,3,37.3922686,127.1250614,2018.4.1,경기도 성남시 분당구 이매2동 119번지 구렛들어린이공원(분당25호),,,,,,,,,,,
"경기도 성남시 분당구 양현로 400, 야탑초등학교  입구(야탑동)",3,37.4157618,127.1266073,2018.4.1,경기도 성남시 분당구 야탑1동 394-4번지 야탑초등학교 입구,,,,,,,,,,,
"경기도 성남시 분당구 매화로55번길 6-4, 부근  (야탑동)",3,37.4127311,127.1335223,2018.4.1,경기도 성남시 분당구 야탑1동 381-14번지 부근,,,,,,,,,,,
,4,37.4147892,127.1307366,2018.4.1,경기도 성남시 분당구 야탑1동 337번지 하늘어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 양현로 400, 야탑초등학교  (야탑동)",5,37.4162652,127.1259045,2018.4.1,경기도 성남시 분당구 야탑1동 333번지(야탑초등학교),,,,,,,,,,,
,4,37.414331,127.125471,2018.4.1,경기도 성남시 분당구 야탑1동 332(꿈동산어린이공원),,,,,,,,,,,
"경기도 성남시 분당구 장미로 102, (야탑동)",4,37.413571,127.132051,2018.4.1,경기도 성남시 분당구 야탑1동 378-1번지,,,,,,,,,,,
"경기도 성남시 분당구 안골로 12-4, (서현동)",3,37.3842804,127.1334912,2018.4.1,경기도 성남시 분당구 서현1동 198-1번지,,,,,,,,,,,
,4,37.4094905,127.131019,2018.4.1,경기도 성남시 분당구 야탑2동 516번지 장승백이어린이공원(분당14호),,,,,,,,,,,
경기도 성남시 분당구 양현로 262,3,37.4071577,127.1261632,2018.4.1,경기도 성남시 분당구 야탑2동 531번지 하탑초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 야탑로111번길 12, (야탑동)",3,37.4107267,127.1315243,2018.4.1,경기도 성남시 분당구 야탑1동 368-17번지 앞,,,,,,,,,,,
경기도 성남시 분당구 야탑로 20,2,37.4076944,127.1212913,2018.4.1,경기도 성남시 분당구 야탑2동 536번지 탑마을지하보도(105동 늘사랑어린이집 앞),,,,,,,,,,,
"경기도 성남시 분당구 판교로 647, 상탑초등학교  정문(야탑동)",2,37.4061599,127.1456792,2018.4.1,경기도 성남시 분당구 야탑3동 161번지 상탑초등학교 정문,,,,,,,,,,,
"경기도 성남시 분당구 새나리로6번길 15, (야탑동)",3,37.4039757,127.1557834,2018.4.1,경기도 성남시 분당구 야탑3동 155-5번지,,,,,,,,,,,
"경기도 성남시 중원구 성남대로 1157, 출구자전거횡단보도 8호 모란역 번(성남동)",2,37.4332611,127.1287545,2018.4.1,경기도 성남시 중원구 성남동 4130번지 모란역 8번출구 자전거횡단보도,,,,,,,,,,,
"경기도 성남시 중원구 제일로 36, 중원구청 지하층  중원보도  민원실앞(성남동)",2,37.382821,127.118925,2018.4.1,경기도 성남시 중원구 성남동 3129번지 중원지하보도(중원구청 민원실앞),,,,,,,,,,,
"경기도 성남시 중원구 광명로142번길 13-1, (성남동)",5,37.436501,127.144611,2018.4.1,경기도 성남시 중원구 성남동 2708번지,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로151번길 44, 107동  (성남동, 삼성슈퍼빌)",3,37.429841,127.130991,2018.4.1,경기도 성남시 중원구 성남동 4116-6번지,,,,,,,,,,,
"경기도 성남시 중원구 광명로142번길 23, 전봇대설치  (성남동)",2,37.436551,127.145201,2018.4.1,경기도 성남시 중원구 성남동 2690번지 전봇대 설치,,,,,,,,,,,
"경기도 성남시 중원구 광명로 226-13, 1호 경노당 앞 공원어린이놀이터(중앙동)",1,37.4406729,127.1521273,2018.4.1,경기도 성남시 중원구 중앙동 2570번지 제1경노당 앞 공원어린이놀이터,,,,,,,,,,,
"경기도 성남시 중원구 광명로256번길 47, 건너편 계단입구(중앙동, 세종빌라)",1,37.4405511,127.1583461,2018.4.1,경기도 성남시 중원구 중앙동 1705번지 세종빌라 건너편 계단입구,,,,,,,,,,,
"경기도 성남시 중원구 희망로367번길 38, 꽃마을어린이놀이터아파트  (상대원동)",3,37.4387332,127.1546002,2018.4.1,경기도 성남시 중원구 상대원2동 3393번지 꽃마을어린이놀이터,,,,,,,,,,,
"경기도 성남시 중원구 희망로317번길 13-2, (상대원동)",2,37.4342593,127.1573061,2018.4.1,경기도 성남시 중원구 상대원2동 5288번지,,,,,,,,,,,
"경기도 성남시 중원구 희망로327번길 17, 석유집앞  (상대원동)",3,37.4349723,127.1563595,2018.4.1,경기도 성남시 중원구 상대원2동 5158번지(석유집 앞),,,,,,,,,,,
"경기도 성남시 중원구 희망로335번길 50-13, 노상주차장쪽  (상대원동)",3,37.4368018,127.1529473,2018.4.1,경기도 성남시 중원구 상대원2동 4735번지(노상주차장 쪽),,,,,,,,,,,
,1,37.4397865,127.1571739,2018.4.1,경기도 성남시 중원구 상대원2동 3105번지,,,,,,,,,,,
"경기도 성남시 중원구 희망로343번길 24, 대원초등학교  (상대원동)",1,37.436872,127.1554355,2018.4.1,경기도 성남시 중원구 상대원2동 4251번지(대원초등학교),,,,,,,,,,,
"경기도 성남시 중원구 희망로327번길 20-8, (상대원동)",2,37.435401,127.156001,2018.4.1,경기도 성남시 중원구 상대원2동 4886번지,,,,,,,,,,,
,3,37.407082,127.1470455,2018.4.1,경기도 성남시 분당구 야탑3동 178번지 양촌어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 야탑로231번길 45, 602동  앞 도로상(야탑동, 목련마을미원6단지)",3,37.4083078,127.1484913,2018.4.1,경기도 성남시 분당구 야탑3동 183번지 (빌라 602동 앞 도로상),,,,,,,,,,,
"경기도 성남시 분당구 판교로592번길 13, 영덕여고입구  (야탑동)",5,37.4053084,127.1386169,2018.4.1,경기도 성남시 분당구 야탑3동 455번지 영덕여고 입구,,,,,,,,,,,
"경기도 성남시 분당구 판교로 685, 서광어린이집  (야탑동)",4,37.4056167,127.1494089,2018.4.1,경기도 성남시 분당구 야탑3동 152번지(서광어린이집),,,,,,,,,,,
"경기도 성남시 분당구 장미로122번길 3-1, (야탑동)",3,37.3766914,127.1246814,2018.4.1,경기도 성남시 분당구 야탑3동 288-1번지,,,,,,,,,,,
"경기도 성남시 분당구 불정로 260, 앞공영주차장쪽  (수내동)",3,37.3667682,127.1273319,2018.4.1,경기도 성남시 분당구 수내3동 88-5번지 앞(공영주차장 쪽),,,,,,,,,,,
"경기도 성남시 수정구 남문로 59, 경희유치원주변  (태평동)",5,37.4460188,127.1334444,2018.4.1,경기도 성남시 수정구 태평3동 3919-1번지 경희유치원 주변,,,,,,,,,,,
"경기도 성남시 수정구 수정북로 34, (태평동)",3,37.4421581,127.1334434,2018.4.1,경기도 성남시 수정구 태평3동 3632번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로31번길 18, (태평동, 부광맨션)",3,37.4464251,127.129891,2018.4.1,경기도 성남시 수정구 태평3동 4344-2번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로32번길 7, 태평초등학교  (태평동)",1,37.4446438,127.1313646,2018.4.1,경기도 성남시 수정구 태평3동 3743번지(태평초등학교),,,,,,,,,,,
"경기도 성남시 수정구 태평로 19, 성남서초등학교  (태평동)",1,37.4486537,127.1295775,2018.4.1,경기도 성남시 수정구 태평3동 5090-1번지(성남서초등학교),,,,,,,,,,,
"경기도 성남시 분당구 발이봉남로12번길 4, (수내동)",1,37.3648869,127.1262145,2018.4.1,경기도 성남시 분당구 수내3동 101-5번지 발이봉길,,,,,,,,,,,
"경기도 성남시 수정구 제일로238번길 10, 맞은편전봇대  (태평동)",5,37.447591,127.129611,2018.4.1,경기도 성남시 수정구 태평3동 4389번지 맞은편 전봇대,,,,,,,,,,,
"경기도 성남시 중원구 희망로366번길 5-3, (상대원동)",2,37.438391,127.158951,2018.4.1,경기도 성남시 중원구 상대원2동 2996-54번지,,,,,,,,,,,
"경기도 성남시 중원구 희망로327번길 6-6, (상대원동)",3,37.435331,127.157531,2018.4.1,경기도 성남시 중원구 상대원2동 4757-5번지,,,,,,,,,,,
"경기도 성남시 중원구 박석로97번길 16, 뜸쑥어린이놀이터부근  (상대원동)",5,37.4403912,127.163036,2018.4.1,경기도 성남시 중원구 상대원3동 2327 뜸쑥어린이놀이터 부근,,,,,,,,,,,
"경기도 성남시 중원구 박석로49번길 28, (상대원동)",3,37.437321,127.162951,2018.4.1,경기도 성남시 중원구 상대원3동 2637번지,,,,,,,,,,,
"경기도 성남시 중원구 박석로86번길 2, 부근  (상대원동)",2,37.4403631,127.1649547,2018.4.1,경기도 성남시 중원구 상대원3동 853 부근,,,,,,,,,,,
,3,37.4425309,127.1676175,2018.4.1,경기도 성남시 중원구 상대원3동 587 푸른솔어린이놀이터,,,,,,,,,,,
"경기도 성남시 중원구 금상로30번길 5-4, (상대원동, 성진빌라)",3,37.4382334,127.1609795,2018.4.1,경기도 성남시 중원구 상대원3동 2976 부근,,,,,,,,,,,
"경기도 성남시 중원구 희망로326번길 5-12, 먹자곱창옆  (상대원동)",2,37.4356583,127.1589902,2018.4.1,경기도 성남시 중원구 상대원3동 2984-15번지 먹자곱창 옆,,,,,,,,,,,
"경기도 성남시 중원구 박석로72번길 12-2, (상대원동)",3,37.4394253,127.1667091,2018.4.1,경기도 성남시 중원구 상대원3동 910번지,,,,,,,,,,,
"경기도 성남시 분당구 분당수서로 442, 정자초등학교  주변(정자동)",2,37.3741236,127.1051116,2018.4.1,경기도 성남시 분당구 정자1동 6-2번지 정자초등학교 주변,,,,,,,,,,,
,2,37.3662515,127.1081283,2018.4.1,경기도 성남시 분당구 정자1동 97-4번지 백궁지하보도(성남대로변 인도),,,,,,,,,,,
"경기도 성남시 분당구 성남대로 345, 정자역 4호 번출구(정자동)",4,37.366441,127.107681,2018.4.1,경기도 성남시 분당구 정자1동 26(정자역 4번 출구),,,,,,,,,,,
"경기도 성남시 중원구 희망로367번길 32, (상대원동)",4,37.438611,127.154831,2018.4.1,경기도 성남시 중원구 상대원2동 3392번지,,,,,,,,,,,
,1,37.3704978,127.1167369,2018.4.1,경기도 성남시 분당구 정자2동 103번지 능골공원내 물놀이장 부근,,,,,,,,,,,
,1,37.3666574,127.1169556,2018.4.1,경기도 성남시 분당구 정자2동 114번지 한솔어린이공원(분당49호),,,,,,,,,,,
,1,37.366531,127.1221619,2018.4.1,경기도 성남시 분당구 정자2동 108번지 철쭉공원(분당48호),,,,,,,,,,,
"경기도 성남시 분당구 동판교로177번길 25, (삼평동, 판교호반써밋플레이스)",1,37.4062829,127.1164218,2018.4.1,경기도 성남시 삼평동 740번지 푸르지오 월드마크입구,,,,,,,,,,,
,1,37.3910591,127.0925365,2018.4.1,경기도 성남시 분당구 판교동 611-5번지 F7-1블럭 주택지역 내 커피전문점(피크닉장) 옆,,,,,,,,,,,
경기도 성남시 분당구 앞사거리,5,37.3877741,127.0870864,2018.4.1,경기도 성남시 분당구 판교동 633-1번지 판교중학교 앞 사거리,,,,,,,,,,,
"경기도 성남시 분당구 판교원로 255, E9동  주택지역  방향 내(판교동, 판교원마을8단지상록아파트)",1,37.3869407,127.0977181,2018.4.1,경기도 성남시 분당구 판교동 641-8번지 E9-1블럭 주택지역(원마을 8단지 방향) 내,,,,,,,,,,,
"경기도 성남시 수정구 공원로379번길 18-1, (신흥동)",1,37.4440306,127.1454837,2018.4.1,경기도 성남시 수정구 신흥3동 3231,,,,,,,,,,,
"경기도 성남시 수정구 모란로145번길 2, (태평동)",1,37.4460852,127.1262817,2018.4.1,경기도 성남시 수정구 태평1동 7123-7,,,,,,,,,,,
"경기도 성남시 수정구 수정로153번길 18-5, (태평동)",1,37.4440509,127.1368607,2018.4.1,경기도 성남시 수정구 태평2동 3345-1,,,,,,,,,,,
"경기도 성남시 수정구 남문로 142, 새마을금고앞  (태평동)",1,37.4482598,127.1421943,2018.4.1,경기도 성남시 수정구 태평4동 7296-17새마을금고 앞,,,,,,,,,,,
"경기도 성남시 수정구 논골로53번길 1, (단대동)",1,37.4584538,127.1583919,2018.4.1,경기도 성남시 수정구 단대동 50-1,,,,,,,,,,,
"경기도 성남시 수정구 수정남로324번길 6, 다동  (산성동, 신성빌라)",1,37.456173,127.1534487,2018.4.1,경기도 성남시 수정구 산성동 410,,,,,,,,,,,
,1,37.4538081,127.1528695,2018.4.1,경기도 성남시 수정구 산성동 1794,,,,,,,,,,,
,1,37.4599225,127.1351772,2018.4.1,경기도 성남시 수정구 복정동 130-1,,,,,,,,,,,
"경기도 성남시 분당구 동판교로 156, 앞 저류지 내부 전망대 앞(삼평동, 봇들마을9단지금호어울림아파트)",1,37.398377,127.1185321,2018.4.1,경기도 성남시 분당구 삼평동 745번지 봇들마을 9단지 앞 저류지 내부(전망대 앞),,,,,,,,,,,
,1,37.3959016,127.1173731,2018.4.1,경기도 성남시 분당구 삼평동 139-1번지(보평초등학교),,,,,,,,,,,
"경기도 성남시 수정구 시민로241번길 7, 영광약국부근  (태평동)",5,37.4489817,127.1393769,2018.4.1,경기도 성남시 수정구 태평4동 2487번지 영광약국 부근,,,,,,,,,,,
"경기도 성남시 수정구 남문로 112, 금빛초등학교  후문(태평동)",3,37.4479084,127.1409336,2018.4.1,경기도 성남시 수정구 태평4동 7290번지 금빛초등학교 후문,,,,,,,,,,,
"경기도 성남시 수정구 대왕판교로915번길 17, 동산슈퍼위  (시흥동)",2,37.421901,127.0998258,2018.4.1,경기도 성남시 수정구 시흥동 211-38번지 동산슈퍼 위,,,,,,,,,,,
,3,37.4276518,127.1114036,2018.4.1,경기도 성남시 수정구 시흥동 129-5번지(거창농원앞),,,,,,,,,,,
"경기도 성남시 수정구 대왕판교로915번길 13, 동산마을어린이놀이터아파트  (시흥동)",1,37.421774,127.1006476,2018.4.1,경기도 성남시 수정구 시흥동 211-50번지 동산마을어린이놀이터,,,,,,,,,,,
,2,37.4183559,127.1175747,2018.4.1,경기도 성남시 수정구 사송동 600-2번지 방범초소 길 건너편,,,,,,,,,,,
"경기도 성남시 수정구 설개로14번길 24, (시흥동, 상록로즈빌)",4,37.420561,127.104011,2018.4.1,경기도 성남시 수정구 시흥동 83-2번지,,,,,,,,,,,
"경기도 성남시 수정구 대왕판교로972번길 15, (시흥동)",5,37.427321,127.104151,2018.4.1,경기도 성남시 수정구 시흥동 156-12번지,,,,,,,,,,,
"경기도 성남시 중원구 광명로82번길 13, GS편의점앞  (성남동)",4,37.4340378,127.1391596,2018.4.1,경기도 성남시 중원구 성남동 2355번지 GS편의점 앞,,,,,,,,,,,
,1,37.4334828,127.1428842,2018.4.1,경기도 성남시 중원구 성남동 2946번지 대원테니스장옆,,,,,,,,,,,
"경기도 성남시 중원구 원터로75번길 20, (성남동, 장군빌라)",1,37.4329007,127.1409156,2018.4.1,경기도 성남시 중원구 성남동 3107번지,,,,,,,,,,,
"경기도 성남시 중원구 순환로214번길 16, 상대원초등학교  정문(상대원동)",3,37.4423689,127.1814017,2018.4.1,경기도 성남시 중원구 상대원1동 54번지 상대원초등학교 정문,,,,,,,,,,,
"경기도 성남시 중원구 박석로25번길 39, 지분도유치원앞  (상대원동)",3,37.4349589,127.1614383,2018.4.1,경기도 성남시 중원구 상대원1동 1921지(분도유치원) 앞,,,,,,,,,,,
"경기도 성남시 분당구 정자로 115, 503동  (정자동, 한솔마을주공5차아파트)",3,37.3648876,127.1168111,2018.4.1,경기도 성남시 분당구 정자2동 116-2번지 한솔마을 503동 앞 보행자길,,,,,,,,,,,
경기도 성남시 분당구 진입로,3,37.3704978,127.1167369,2018.4.1,경기도 성남시 분당구 정자2동 103번지 (능골공원 한솔마을 708동 진입로),,,,,,,,,,,
,4,37.366151,127.119631,2018.4.1,경기도 성남시 분당구 정자2동 106-3번지,,,,,,,,,,,
,3,37.3766914,127.1246814,2018.4.1,경기도 성남시 분당구 정자2동 104-2번지,,,,,,,,,,,
,2,37.3673922,127.1225726,2018.4.1,경기도 성남시 분당구 정자2동 108번지 수내지하보도(수내119 안전센터 맞은편),,,,,,,,,,,
"경기도 성남시 분당구 불곡남로 43, 부근  (정자동)",2,37.3567849,127.1251983,2018.4.1,경기도 성남시 분당구 정자3동 234-11번지 부근,,,,,,,,,,,
"경기도 성남시 분당구 불곡남로25번길 16, 부근  (정자동)",3,37.3580872,127.1252519,2018.4.1,경기도 성남시 분당구 정자3동 235-1번지 부근,,,,,,,,,,,
"경기도 성남시 분당구 불곡남로14번길 8, 부근기존 226동 6호 번지로 표기(정자동)",3,37.3582946,127.1228317,2018.4.1,경기도 성남시 분당구 정자3동 227-6번지 부근(기존 226-6번지로 표기),,,,,,,,,,,
"경기도 성남시 분당구 불곡로7번길 8, (정자동)",1,37.3607965,127.1195385,2018.4.1,경기도 성남시 분당구 정자3동 222-1,,,,,,,,,,,
"경기도 성남시 분당구 불곡북로25번길 8, (정자동)",4,37.359775,127.1261345,2018.4.1,경기도 성남시 분당구 정자3동 246-1번지,,,,,,,,,,,
,3,37.3589613,127.1244921,2018.4.1,경기도 성남시 분당구 정자3동 239번지 산자락어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 돌마로 250, 불정초등학교  정문(정자동)",2,37.3617078,127.1200024,2018.4.1,경기도 성남시 분당구 정자3동 203번지 불정초등학교 정문,,,,,,,,,,,
"경기도 성남시 수정구 제일로110번길 18, 머리나라미용실부근  (수진동)",3,37.4369525,127.1357357,2018.4.1,경기도 성남시 수정구 수진1동 2431번지 머리나라미용실 부근,,,,,,,,,,,
"경기도 성남시 분당구 돌마로 303, 한솔초등학교  정문(정자동)",1,37.365951,127.115211,2018.4.1,경기도 성남시 분당구 정자2동 105-6번지 한솔초등학교 정문,,,,,,,,,,,
"경기도 성남시 수정구 산성대로149번길 5, 부근  (수진동)",5,37.435683,127.1352455,2018.4.1,경기도 성남시 수정구 수진1동 2707번지 부근,,,,,,,,,,,
"경기도 성남시 수정구 탄리로 21, 미리내어린이놀이터  (수진동)",3,37.4384896,127.1386754,2018.4.1,경기도 성남시 수정구 수진1동 1921번지 미리내 어린이놀이터,,,,,,,,,,,
,3,37.4051963,127.0986731,2018.4.1,경기도 성남시 분당구 삼평동 614 빛나래어린이공원,,,,,,,,,,,
"경기도 성남시 분당구 판교역로192번길 16, 변경전:백현동 663동 1호 삼거리 번지(삼평동)",1,37.397859,127.1112156,2018.4.1,경기도 성남시 분당구 삼평동 662번지 보행자도로 삼거리(변경전 : 백현동 663-1번지),,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로606번길 31, 대로변인도 641동 651호 번지 맞은편 변경전 : 백현동 2번지(삼평동)",1,37.396295,127.1111244,2018.4.1,경기도 성남시 분당구 삼평동 647번지 대로변 인도 / 651번지 맞은편(변경전 : 백현동 641-2번지),,,,,,,,,,,
