gid,lon,lat,fp,yp,ep,nb,cctv_light,b20,label
木夭丑友什702379,127.163692,37.44024447,17.02938637,5.916079783,10.24695077,8.717797887,1,1,3
木夭丑友什698388,127.1591335,37.44834375,15,4.898979486,9.273618495,6.557438524,1,1,0
木夭丑友什668384,127.1252351,37.44463565,9.539392014,2.645751311,8,4.123105626,1,1,2
木夭丑友什673383,127.1308919,37.44375208,12.92284798,5.656854249,8.717797887,5.291502622,1,1,0
木夭丑友什608326,127.0577136,37.39212268,7.071067812,2.449489743,5.196152423,3,1,0,4
木夭丑友什706395,127.16815,37.45467901,7.745966692,3.16227766,5.099019514,2.828427125,0,1,1
木夭丑友什702380,127.163688,37.44114583,11.3137085,4.582575695,6.633249581,4.898979486,1,1,2
木夭丑友什677372,127.135462,37.43385118,8.774964387,3.741657387,6.708203932,3.31662479,0,1,1
木夭丑友什699372,127.1603293,37.43392525,12.60952021,4.123105626,8.544003745,6.244997998,1,1,2
木夭丑友什697385,127.1580153,37.44563641,11.18033989,3,8.774964387,6.480740698,1,1,2
木夭丑友什676325,127.1345375,37.39148369,7.745966692,2.449489743,5.196152423,2.645751311,1,0,1
木夭丑友什669383,127.12637,37.44373787,13.11487705,3.872983346,9.591663047,8.366600265,1,1,3
木夭丑友什700379,127.1614312,37.44023802,13.96424004,4.123105626,9.327379053,6.633249581,1,1,0
木夭丑友什686390,127.1455584,37.45010656,5.830951895,0,3.605551275,2.236067977,1,1,4
木夭丑友什695387,127.155746,37.44743257,16.03121954,5.477225575,11.44552314,3.464101615,1,1,0
木夭丑友什696399,127.1568271,37.45825214,17.32050808,5.477225575,10.86278049,6.633249581,1,1,5
木夭丑友什675368,127.1332189,37.43023875,16.97056275,4.242640687,11.83215957,6.32455532,1,1,5
木夭丑友什702376,127.1637041,37.43754039,15.5241747,6,10.29563014,9,1,1,3
木夭丑友什681317,127.1402204,37.38429008,8.426149773,3.605551275,4.898979486,2.645751311,1,0,1
木夭丑友什680375,127.13884,37.43656566,10.34408043,3.31662479,7.141428429,2.645751311,1,1,1
木夭丑友什704403,127.1658567,37.4618835,12.08304597,3.464101615,8,5.567764363,1,1,2
木夭丑友什684365,127.1434042,37.4275658,10.86278049,4,6.8556546,4,1,1,2
木夭丑友什674386,127.1320092,37.44645967,16.46207763,4.795831523,12.08304597,10.53565375,1,1,3
木夭丑友什678349,127.1366925,37.41312337,13.45362405,5.477225575,7.681145748,4.242640687,1,1,0
木夭丑友什706403,127.1681182,37.46188987,6.708203932,2.645751311,4.358898944,3.872983346,1,1,4
木夭丑友什688367,127.1479167,37.42938207,10.95445115,4.242640687,7.280109889,5.291502622,1,1,2
木夭丑友什689350,127.1491185,37.41406228,10.95445115,6,4.472135955,2,0,0,1
木夭丑友什669373,127.1264148,37.4347243,6.782329983,2.645751311,4.358898944,2.828427125,1,1,4
木夭丑友什687381,127.1467271,37.44199773,15.03329638,4.898979486,9.327379053,6.403124237,1,1,0
木夭丑友什694373,127.1546734,37.43481024,4.242640687,0,3.605551275,4.242640687,1,1,4
木夭丑友什678377,127.1365705,37.43836145,15.65247584,5.291502622,12.08304597,10.72380529,1,1,3
木夭丑友什697400,127.1579537,37.45915678,21.58703314,6.557438524,14.49137675,7.549834435,1,1,5
木夭丑友什676390,127.1342527,37.45007212,4.898979486,0,0,2.449489743,1,1,4
木夭丑友什678382,127.1365487,37.44286824,8.831760866,2.449489743,4.795831523,4.69041576,1,1,1
木夭丑友什624326,127.0757887,37.39218891,10.29563014,5.744562647,3.741657387,3.16227766,0,0,1
木夭丑友什683374,127.1422354,37.43567462,16.94107435,7.071067812,9.848857802,6.633249581,1,1,5
木夭丑友什701385,127.1625373,37.44564941,12.28820573,4.123105626,8.660254038,5.567764363,1,1,2
木夭丑友什685364,127.1445387,37.42666784,5,0,3.872983346,2.236067977,1,1,4
木夭丑友什682390,127.1410361,37.45009291,15.62049935,4.358898944,10.04987562,9.797958971,1,1,3
木夭丑友什684388,127.1433058,37.44829705,9.949874371,4.69041576,6.782329983,4.123105626,1,1,1
木夭丑友什680386,127.1387923,37.4464806,14.86606875,5.567764363,9.38083152,5.916079783,1,1,0
木夭丑友什675369,127.1332145,37.43114011,12.52996409,4.123105626,7.549834435,5.196152423,1,1,2
木夭丑友什697389,127.1579989,37.44924185,18.08314132,7.615773106,12.28820573,4.795831523,1,1,5
木夭丑友什700391,127.1613824,37.45105433,13.67479433,5,9.486832981,7.483314774,1,1,0
木夭丑友什681299,127.1402979,37.36806546,8.426149773,3.16227766,5.385164807,2.236067977,0,1,1
木夭丑友什682375,127.1411007,37.43657255,16.58312395,6.244997998,8.246211251,3.872983346,1,1,0
木夭丑友什681378,127.1399574,37.43927319,14.86606875,3.464101615,10.81665383,10.24695077,1,1,3
木夭丑友什705377,127.1670913,37.43845135,7.141428429,0,5.099019514,3.872983346,1,1,4
木夭丑友什657306,127.1131614,37.37428949,5.830951895,0,3.16227766,2.645751311,0,1,4
木夭丑友什705391,127.1670354,37.45107039,18.734994,7.416198487,12.56980509,9.219544457,1,1,5
木夭丑友什704398,127.1658767,37.45737671,11.95826074,4.123105626,8.831760866,5.567764363,1,1,2
木夭丑友什681371,127.1399876,37.43296368,10.48808848,3.741657387,6.557438524,4.242640687,1,1,1
木夭丑友什674368,127.1320886,37.43023524,21.09502311,7.874007874,13.56465997,6,1,1,5
木夭丑友什689364,127.1490596,37.42668135,9.539392014,3.741657387,6.708203932,3.464101615,1,1,1
木夭丑友什669382,127.1263745,37.44283651,13.52774926,3.16227766,10.19803903,8.062257748,1,1,3
木夭丑友什704374,127.1659729,37.43574408,12.52996409,6.32455532,7,4.69041576,1,1,2
木夭丑友什672405,127.1296637,37.46357835,9.643650761,4.582575695,4.898979486,3.872983346,1,0,1
木夭丑友什705387,127.1670514,37.44746495,10.58300524,4.123105626,6.480740698,4.242640687,1,1,1
木夭丑友什672382,127.1297659,37.44284719,14.86606875,4.795831523,10.81665383,9.848857802,1,1,3
木夭丑友什690408,127.1500051,37.46634445,7.071067812,4.472135955,3.605551275,3.16227766,0,0,1
木夭丑友什690368,127.150173,37.43029014,10.67707825,4,6.708203932,4.795831523,1,1,2
木夭丑友什679346,127.1378355,37.41042275,12.16552506,4.582575695,5.744562647,3.872983346,1,1,2
木夭丑友什680387,127.138788,37.44738195,10.67707825,3.741657387,7.416198487,5.830951895,1,1,2
木夭丑友什673382,127.1308964,37.44285072,12.9614814,3.464101615,9.16515139,7.071067812,1,1,2
木夭丑友什705401,127.1669954,37.46008397,17.23368794,5.656854249,11.5758369,5.830951895,1,1,5
木夭丑友什695383,127.1557625,37.44382713,9.695359715,0,9.16515139,7.348469228,1,1,2
木夭丑友什702401,127.1636032,37.46007437,6.92820323,2.449489743,3.872983346,2.236067977,1,1,4
木夭丑友什707392,127.1692926,37.4519781,17.94435844,7.071067812,10.90871211,7.681145748,1,1,5
木夭丑友什677343,127.1355886,37.40771172,9.899494937,2.828427125,6.480740698,2.236067977,1,1,1
木夭丑友什704390,127.1659088,37.45016584,12.04159458,4,8.366600265,6.557438524,1,1,2
木夭丑友什646390,127.1003356,37.44996229,9.433981132,3.16227766,6.08276253,4.472135955,1,0,1
木夭丑友什669372,127.1264193,37.43382294,12.08304597,5.744562647,7.874007874,4.69041576,1,1,2
木夭丑友什610326,127.059973,37.39213111,6.164414003,0,3,2.828427125,1,0,4
木夭丑友什700372,127.1614596,37.4339285,14.56021978,5.291502622,9.38083152,6.557438524,1,1,0
木夭丑友什694398,127.1545699,37.4573442,16.37070554,7.071067812,10.14889157,7.681145748,1,1,5
木夭丑友什701400,127.1624766,37.45916978,17.77638883,7,11.09053651,6.708203932,1,1,5
木夭丑友什685384,127.1444534,37.44469502,10.48808848,4.242640687,7,5,1,1,2
木夭丑友什643294,127.0974071,37.36342034,8.185352772,2.828427125,6.403124237,3.872983346,1,1,1
木夭丑友什668381,127.1252486,37.44193158,15.06651917,4.69041576,11.04536102,5.916079783,1,1,0
木夭丑友什707402,127.1692529,37.46099168,13.89244399,5.567764363,9.38083152,5.477225575,1,1,0
木夭丑友什702381,127.163684,37.44204719,7.745966692,3.31662479,5,3.16227766,1,1,1
木夭丑友什699374,127.1603211,37.43572797,15.13274595,4.795831523,10.44030651,9.273618495,1,1,3
木夭丑友什674371,127.1320754,37.43293931,12.80624847,2.645751311,10.04987562,6.08276253,1,1,2
木夭丑友什646303,127.100752,37.37154411,7.483314774,2.645751311,3.872983346,3,1,0,4
木夭丑友什697372,127.1580686,37.43391873,9.695359715,2.828427125,6.708203932,7.416198487,1,1,2
木夭丑友什702373,127.1637162,37.43483631,15.16575089,5.385164807,9.797958971,6.164414003,1,1,0
木夭丑友什692352,127.1525002,37.41587502,11.13552873,5.567764363,5.830951895,2,0,0,1
木夭丑友什700373,127.1614555,37.43482986,14.2126704,5.385164807,9,5.916079783,1,1,0
木夭丑友什706404,127.1681142,37.46279123,13.74772708,5.477225575,8.888194417,5.385164807,1,1,0
木夭丑友什707404,127.169245,37.4627944,7.071067812,0,4.898979486,3,0,1,4
木夭丑友什697401,127.1579496,37.46005814,10.09950494,2.645751311,6.480740698,3.872983346,1,1,1
木夭丑友什676366,127.1343579,37.42843953,6.32455532,0,4.472135955,3,0,1,4
木夭丑友什639301,127.092856,37.36971443,4.795831523,0,4,2,0,1,4
木夭丑友什702400,127.1636073,37.45917301,17.74823935,7.549834435,11.74734012,6.708203932,1,1,5
木夭丑友什698403,127.1590721,37.46186412,6.92820323,2.828427125,4.358898944,3.464101615,1,1,4
木夭丑友什655353,127.1106834,37.41664608,6.782329983,0,4.242640687,3.605551275,1,0,4
木夭丑友什676382,127.1342878,37.44286126,13.34166406,4.795831523,9.797958971,5.385164807,1,1,0
木夭丑友什677382,127.1354182,37.44286476,12.9614814,5.477225575,6.244997998,4.69041576,1,1,2
木夭丑友什673367,127.1309628,37.42933036,12.24744871,3.741657387,8.366600265,4.69041576,1,1,2
木夭丑友什682370,127.1411222,37.43206575,8.185352772,0,5.744562647,2.828427125,1,1,4
木夭丑友什682382,127.1410706,37.44288206,14.52583905,4.898979486,9.695359715,8.062257748,1,1,3
木夭丑友什679367,127.1377443,37.42935133,12.36931688,4.472135955,8.485281374,5.099019514,1,1,2
木夭丑友什697386,127.1580112,37.44653777,11.74734012,2.828427125,8.366600265,5.477225575,1,1,2
木夭丑友什669269,127.1268797,37.34098238,6.32455532,3.464101615,3.31662479,3,1,1,4
木夭丑友什683371,127.1422482,37.43297054,12.489996,4.69041576,8.660254038,5.830951895,1,1,2
木夭丑友什685299,127.1448153,37.36807912,12.36931688,4.123105626,7.211102551,4.795831523,1,1,2
木夭丑友什674329,127.1322605,37.39508214,8.366600265,3.872983346,4.69041576,3,1,0,1
木夭丑友什672378,127.1297837,37.43924176,10.39230485,0,8.717797887,6.708203932,1,1,2
木夭丑友什678375,127.1365792,37.43655873,15.55634919,5.385164807,11.18033989,10.29563014,1,1,3
木夭丑友什701372,127.1625899,37.43393173,14.35270009,5.656854249,8.831760866,6.32455532,1,1,0
木夭丑友什676367,127.1343536,37.42934089,13.22875656,3.464101615,9.38083152,5.744562647,1,1,2
木夭丑友什619365,127.0699393,37.42732135,6.557438524,0,4.123105626,3.605551275,0,0,4
木夭丑友什652359,127.107265,37.42204302,5.099019514,0,3.31662479,2.645751311,1,0,4
木夭丑友什683299,127.1425566,37.36807231,8.717797887,3.605551275,4.795831523,3.464101615,0,1,1
木夭丑友什678380,127.1365574,37.44106552,11.26942767,4.358898944,7.141428429,4.69041576,1,1,2
木夭丑友什705399,127.1670034,37.45828126,13.52774926,6.244997998,7.483314774,2.236067977,0,1,0
木夭丑友什697373,127.1580645,37.4348201,11.35781669,3.872983346,8,6.244997998,1,1,2
木夭丑友什704385,127.1659288,37.44565904,6.782329983,2.449489743,3.872983346,3,1,1,4
木夭丑友什707391,127.1692966,37.45107674,8.124038405,2.828427125,4.358898944,3,1,1,1
木夭丑友什698391,127.1591212,37.45104783,7.416198487,3.31662479,4.242640687,4.358898944,1,1,1
木夭丑友什695399,127.1556964,37.45824886,12.08304597,3.741657387,7.810249676,4.358898944,1,1,2
木夭丑友什657352,127.1129482,37.41575215,5.099019514,2.449489743,3.605551275,2.449489743,1,0,4
木夭丑友什694396,127.1545781,37.45554149,20.71231518,9.486832981,13.11487705,6.782329983,1,1,5
木夭丑友什705395,127.1670194,37.45467583,12.60952021,4.69041576,7.681145748,4,1,1,2
木夭丑友什673388,127.1308698,37.44825886,15.55634919,6.32455532,8.485281374,5.656854249,1,1,0
木夭丑友什699378,127.1603048,37.43933342,15.45962483,6.403124237,10,6.480740698,1,1,0
木夭丑友什674385,127.1320136,37.44555832,13.45362405,5.099019514,9,6.8556546,1,1,0
木夭丑友什670385,127.1274916,37.44554415,12.16552506,3,9,7.681145748,1,1,2
木夭丑友什685386,127.1444449,37.44649774,8.602325267,3.605551275,5.656854249,4.472135955,1,1,1
木夭丑友什700392,127.1613784,37.45195569,12.84523258,4.242640687,10.19803903,6.92820323,1,1,0
木夭丑友什702375,127.1637082,37.43663903,15.3622915,8.062257748,8.888194417,5.916079783,1,1,0
木夭丑友什676374,127.1343229,37.4356504,11,3,6.92820323,6.480740698,1,1,2
木夭丑友什695370,127.1558162,37.43210945,13.22875656,5.099019514,8.124038405,5.477225575,1,1,2
木夭丑友什609293,127.0590175,37.36238206,6.782329983,2.828427125,4.242640687,3.31662479,1,0,4
木夭丑友什677366,127.1354882,37.42844302,10.95445115,5.744562647,5.830951895,2.828427125,1,1,1
木夭丑友什682387,127.141049,37.44738884,12.40967365,5.477225575,7.681145748,5.196152423,1,1,2
木夭丑友什673366,127.1309672,37.428429,12.08304597,2.828427125,6.8556546,4,1,0,2
木夭丑友什701397,127.1624887,37.45646571,12.36931688,3.872983346,8.774964387,5.291502622,1,1,2
木夭丑友什700393,127.1613743,37.45285705,14.49137675,4.69041576,10.48808848,7.348469228,1,1,3
木夭丑友什657292,127.1132262,37.36167036,11,4.472135955,5,3.464101615,1,1,1
木夭丑友什690383,127.1501101,37.44381053,18.41195264,7.874007874,12.64911064,2.449489743,1,1,5
木夭丑友什669379,127.126388,37.44013244,14.76482306,5.385164807,9.643650761,7.211102551,1,1,0
木夭丑友什676389,127.1342571,37.44917076,15.32970972,4.358898944,10.34408043,10.14889157,1,1,3
木夭丑友什675318,127.1334385,37.38517064,5.830951895,0,3,2.828427125,1,0,4
木夭丑友什700375,127.1614474,37.43663258,15.26433752,5.916079783,9.797958971,7.071067812,1,1,0
木夭丑友什676377,127.1343097,37.43835448,16.09347694,4.358898944,11.74734012,10.39230485,1,1,3
木夭丑友什694381,127.1546403,37.44202111,13.07669683,4.242640687,10.34408043,8.660254038,1,1,3
木夭丑友什671404,127.1285374,37.46267345,7.874007874,3.464101615,4,3.464101615,0,0,1
木夭丑友什676371,127.134336,37.43294633,15.3622915,5.291502622,9.746794345,5.830951895,1,1,0
木夭丑友什689368,127.1490428,37.43028679,11.13552873,3.16227766,8.774964387,5.916079783,1,1,2
木夭丑友什707381,127.1693362,37.44206314,5.385164807,0,4.242640687,2.828427125,1,1,4
木夭丑友什696372,127.1569383,37.43391546,8.888194417,2.645751311,5.744562647,7.810249676,1,1,2
木夭丑友什675385,127.1331441,37.44556183,11.66190379,4.472135955,7.681145748,5,1,1,2
木夭丑友什638338,127.0915457,37.4030609,8.660254038,4.582575695,5.477225575,2.645751311,0,0,1
木夭丑友什701378,127.1625656,37.43933989,17.43559577,6,11.09053651,8.94427191,1,1,3
木夭丑友什679386,127.1376618,37.44647714,17.29161647,6.244997998,10.14889157,6.244997998,1,1,5
木夭丑友什649395,127.1037035,37.45448047,6.708203932,2.828427125,4.242640687,3,1,0,4
木夭丑友什666379,127.1229967,37.44012168,4.123105626,0,2.645751311,2.449489743,1,1,4
木夭丑友什687367,127.1467864,37.4293787,10.63014581,3,7,4.795831523,1,1,2
木夭丑友什676376,127.1343141,37.43745312,16.21727474,4.582575695,11.78982612,9.746794345,1,1,3
木夭丑友什607326,127.0565839,37.39211845,6.403124237,0,5,2.645751311,1,0,4
木夭丑友什707396,127.1692767,37.45558353,7.483314774,2.645751311,4.358898944,2.828427125,1,1,4
木夭丑友什686388,127.1455669,37.44830385,10.14889157,5,4.582575695,2.236067977,1,1,1
木夭丑友什681377,127.1399617,37.43837183,12.52996409,5.099019514,8.717797887,6.480740698,1,1,2
木夭丑友什669353,127.1265044,37.41669713,10.29563014,4.69041576,5.099019514,2,0,0,1
木夭丑友什698386,127.1591417,37.44654104,17.23368794,6.782329983,12.28820573,6.403124237,1,1,5
木夭丑友什701380,127.1625575,37.44114261,12.9614814,6.480740698,7.615773106,5.099019514,1,1,0
木夭丑友什656277,127.1121665,37.34814614,13.34166406,6.557438524,6,2.645751311,1,1,2
木夭丑友什669381,127.126379,37.44193516,10.24695077,3.31662479,8,5.099019514,1,1,2
木夭丑友什673379,127.1309097,37.44014665,13.74772708,4.795831523,8.660254038,5.567764363,1,1,0
木夭丑友什696387,127.1568765,37.44743585,14.89966443,5.830951895,10.58300524,6.782329983,1,1,0
木夭丑友什683375,127.1422311,37.43657598,11.09053651,6.08276253,5.830951895,4.358898944,1,1,1
木夭丑友什698395,127.1591049,37.45465326,8.717797887,2.449489743,6.782329983,5.567764363,1,1,1
木夭丑友什695381,127.1557708,37.44202441,16.1245155,4.242640687,11.53256259,8.660254038,1,1,3
木夭丑友什646369,127.1004362,37.43103386,13.6381817,6.08276253,9.695359715,1.732050808,0,0,0
木夭丑友什706386,127.1681859,37.44656677,12.84523258,3.741657387,7.810249676,6,1,1,2
木夭丑友什700378,127.1614352,37.43933666,15.26433752,6.633249581,9.110433579,5.385164807,1,1,0
木夭丑友什704386,127.1659248,37.4465604,11.87434209,3.464101615,7.549834435,5.385164807,1,1,2
木夭丑友什689366,127.1490512,37.42848407,18.94729532,7.348469228,11.26942767,4.123105626,1,1,5
木夭丑友什678384,127.13654,37.44467095,16.30950643,5.567764363,10.39230485,5.567764363,1,1,0
木夭丑友什670375,127.1275363,37.43653058,12.4498996,5.744562647,8.888194417,5.099019514,1,1,2
木夭丑友什703385,127.1647983,37.44565584,8.246211251,2.828427125,4.472135955,3.16227766,1,1,1
木夭丑友什699392,127.1602478,37.45195244,9.848857802,3.16227766,6.244997998,5.385164807,1,1,1
木夭丑友什689383,127.1489796,37.44380718,11.5758369,3.464101615,8,4.123105626,1,1,2
木夭丑友什690393,127.1500681,37.45282411,6.32455532,0,3.31662479,3.31662479,1,1,4
木夭丑友什705396,127.1670154,37.45557718,14.93318452,5,9.643650761,5.291502622,0,1,0
木夭丑友什672377,127.1297881,37.4383404,15.58845727,5.916079783,11.22497216,10.19803903,1,1,3
木夭丑友什702385,127.1636678,37.44565263,7.483314774,0,5.385164807,4.358898944,1,1,4
木夭丑友什696386,127.1568806,37.44653449,9.327379053,2.645751311,6.403124237,5.196152423,1,1,1
木夭丑友什656351,127.1118228,37.41484708,5.744562647,0,4.582575695,4.582575695,1,0,4
木夭丑友什702397,127.1636194,37.45646894,17.72004515,7.211102551,12.32882801,6.633249581,1,1,5
木夭丑友什676318,127.1345681,37.38517413,6.164414003,3.16227766,0,2.828427125,1,0,4
木夭丑友什686367,127.1456562,37.42937531,18.11077028,8.124038405,10.90871211,3.16227766,1,1,5
木夭丑友什655304,127.1109118,37.37247935,8.602325267,3.31662479,6.08276253,2.236067977,1,1,1
木夭丑友什704379,127.1659529,37.44025088,15,6.403124237,10.86278049,7.416198487,1,1,3
木夭丑友什708396,127.1704074,37.45558669,13.45362405,4.358898944,8.544003745,4.69041576,1,1,2
木夭丑友什686364,127.1456689,37.42667123,11.44552314,4.898979486,6,4.358898944,1,1,2
木夭丑友什676381,127.1342922,37.44195991,12.489996,3.872983346,10.14889157,4.472135955,1,1,2
木夭丑友什652358,127.1072697,37.42114166,8.124038405,3,5.567764363,3.872983346,0,0,1
木夭丑友什707397,127.1692728,37.45648489,17.17556404,6.782329983,11.91637529,7,1,1,5
木夭丑友什704389,127.1659128,37.44926448,15.93737745,6,10.09950494,6.244997998,1,1,0
木夭丑友什678367,127.1366141,37.42934786,10.95445115,4.358898944,5.196152423,3.872983346,0,1,1
木夭丑友什675387,127.1331353,37.44736454,15.42724862,4.795831523,11.78982612,10.04987562,1,1,3
木夭丑友什654276,127.1099131,37.34723735,9.219544457,2.828427125,5.656854249,3.464101615,0,1,1
木夭丑友什698374,127.1591907,37.43572472,13.96424004,4,9.327379053,7.681145748,1,1,3
木夭丑友什705381,127.1670753,37.44205679,15.62049935,7,11.40175425,8.426149773,1,1,3
木夭丑友什704372,127.1659809,37.43394136,12.20655562,4.123105626,8.062257748,5.196152423,1,1,2
木夭丑友什679380,127.1376879,37.44106899,16,4.582575695,10.86278049,9.797958971,1,1,3
木夭丑友什681390,127.1399055,37.45008947,15.3622915,5,10.48808848,10.19803903,1,1,3
木夭丑友什678366,127.1366184,37.4284465,9.219544457,2.828427125,6.633249581,3.31662479,1,1,1
木夭丑友什700385,127.1614068,37.44564618,13.22875656,4.358898944,9,5.656854249,1,1,2
木夭丑友什698398,127.1590926,37.45735733,9.273618495,4,6.403124237,4.582575695,1,1,1
木夭丑友什701387,127.1625292,37.44745213,15.26433752,6,10.53565375,6.8556546,1,1,0
木夭丑友什686385,127.1455797,37.44559978,14.4222051,6.480740698,8.774964387,5.567764363,1,1,0
木夭丑友什675381,127.1331617,37.4419564,10.53565375,4.582575695,6.8556546,4.898979486,1,1,2
木夭丑友什706401,127.1681261,37.46008715,14.56021978,4.123105626,11.91637529,6.480740698,1,1,3
木夭丑友什695388,127.1557419,37.44833392,12.40967365,3.872983346,9.273618495,3.605551275,1,1,2
木夭丑友什680342,127.1389828,37.40682076,8.544003745,3.31662479,5.744562647,3.464101615,1,0,1
木夭丑友什639337,127.0926805,37.40216344,7.874007874,3.872983346,4.582575695,2.645751311,1,0,1
木夭丑友什695382,127.1557666,37.44292577,15.23154621,4.898979486,11.48912529,7.483314774,1,1,3
木夭丑友什642366,127.0959296,37.42831442,16.24807681,7.874007874,5.656854249,2.828427125,0,0,0
木夭丑友什655292,127.1109677,37.36166296,14.52583905,5.099019514,10.04987562,4.242640687,1,1,0
木夭丑友什680388,127.1387836,37.44828331,16.4924225,5.477225575,11.13552873,10.67707825,1,1,3
木夭丑友什705397,127.1670114,37.45647854,17.29161647,5.477225575,11,7,1,1,5
木夭丑友什644301,127.0985028,37.36973373,9.433981132,4.472135955,5.744562647,3.16227766,0,0,1
木夭丑友什701381,127.1625535,37.44204397,9.16515139,3,5.099019514,4.123105626,1,1,1
木夭丑友什668382,127.1252441,37.44283293,12.84523258,3.16227766,9.539392014,4.242640687,1,1,2
木夭丑友什675319,127.1334341,37.386072,13.74772708,6.08276253,7.681145748,4,1,0,0
木夭丑友什701395,127.1624968,37.454663,13.45362405,4.123105626,8.366600265,5.196152423,1,1,2
木夭丑友什709403,127.1715104,37.46189935,16.09347694,6.633249581,10.48808848,5.385164807,1,1,0
木夭丑友什687368,127.1467822,37.43028006,13.7113092,6.08276253,7.745966692,2.236067977,1,1,0
木夭丑友什669376,127.1264014,37.43742837,8,0,6.708203932,3.872983346,1,1,4
木夭丑友什699376,127.160313,37.4375307,14.96662955,5.567764363,9.055385138,7.211102551,1,1,0
木夭丑友什703372,127.1648506,37.43393816,11.95826074,6,7.810249676,5.744562647,1,1,2
木夭丑友什697391,127.1579906,37.45104456,18.94729532,10.77032961,10.14889157,4.472135955,0,0,5
木夭丑友什702386,127.1636638,37.44655399,17.57839583,5.744562647,11.04536102,6.164414003,1,1,5
木夭丑友什705390,127.1670394,37.45016903,10.04987562,2.828427125,8,7.549834435,1,1,2
木夭丑友什638333,127.0915702,37.3985541,9.219544457,4.69041576,6.164414003,2,1,0,1
木夭丑友什675353,127.1332848,37.41671835,18.1934054,7.071067812,10.95445115,2.828427125,0,0,5
木夭丑友什706399,127.1681341,37.45828444,9.949874371,3.605551275,6.782329983,2.828427125,1,1,1
木夭丑友什675377,127.1331793,37.43835097,10.19803903,4,7.681145748,6.403124237,1,1,2
木夭丑友什654277,127.1099084,37.34813872,10.86278049,3.16227766,5.385164807,4.358898944,1,1,1
木夭丑友什682373,127.1411093,37.43476983,15.62049935,5,11,6.8556546,1,1,3
木夭丑友什674319,127.1323045,37.3860685,9.055385138,4.472135955,3.605551275,1.732050808,0,0,1
木夭丑友什715361,127.178457,37.42406084,3.605551275,0,2.828427125,2.645751311,1,0,4
木夭丑友什676372,127.1343316,37.43384769,16.64331698,4.898979486,10.19803903,4.358898944,1,1,0
木夭丑友什690366,127.1501814,37.42848742,17.77638883,8.774964387,11.22497216,2.449489743,0,1,5
木夭丑友什684385,127.1433187,37.44559297,14.28285686,6.480740698,8.062257748,5.477225575,1,1,0
木夭丑友什678342,127.1367229,37.40681384,9.591663047,3.31662479,5.916079783,2.645751311,1,0,1
木夭丑友什640302,127.0939805,37.37061968,5.830951895,0,4.242640687,3,1,1,4
木夭丑友什675370,127.1332101,37.43204147,14.89966443,4,11.18033989,6.633249581,1,1,3
木夭丑友什675301,127.1335131,37.3698474,8.485281374,4.472135955,4.123105626,2.645751311,0,0,1
木夭丑友什708393,127.1704192,37.45288262,15.32970972,6.8556546,9.539392014,6.633249581,1,1,0
木夭丑友什704396,127.1658847,37.45557399,12.60952021,3.872983346,8.246211251,4.898979486,1,1,2
木夭丑友什691316,127.1515205,37.38342254,8.602325267,5.196152423,4.358898944,3.741657387,1,0,1
木夭丑友什692376,127.1524002,37.43750769,5.099019514,0,3.464101615,3,1,1,4
木夭丑友什688382,127.1478534,37.44290246,15.45962483,5,9.539392014,7,1,1,0
木夭丑友什674384,127.132018,37.44465696,10.04987562,4.242640687,7.280109889,4.123105626,1,1,1
木夭丑友什646302,127.1007567,37.37064274,10.04987562,3.31662479,6,3.605551275,1,0,1
木夭丑友什625328,127.0769082,37.39399567,6.480740698,2.645751311,4,2,0,0,4
木夭丑友什718384,127.1817598,37.44480136,5.196152423,2.449489743,3.741657387,2,1,1,4
木夭丑友什672381,127.1297704,37.44194583,16.76305461,5.385164807,13,9.539392014,1,1,3
木夭丑友什703375,127.1648385,37.43664224,14.73091986,6.244997998,8.306623863,6,1,1,0
木夭丑友什683373,127.1422396,37.43477326,13.52774926,5.744562647,9,5.567764363,1,1,0
木夭丑友什673369,127.1309539,37.43113307,13.56465997,3.741657387,8.94427191,6.164414003,1,1,2
木夭丑友什698390,127.1591253,37.45014647,7.745966692,0,5.291502622,4.582575695,1,1,4
木夭丑友什675372,127.1332013,37.43384418,14.35270009,4,8.660254038,4.358898944,1,1,0
木夭丑友什644293,127.0985412,37.36252281,4.472135955,2.645751311,4,2.828427125,1,0,4
木夭丑友什658352,127.1140783,37.41575584,3.605551275,0,0,1.414213562,1,0,4
木夭丑友什689367,127.149047,37.42938543,5.656854249,0,4,3.16227766,1,1,4
木夭丑友什699397,127.1602274,37.45645923,14.62873884,6.164414003,8.485281374,4.898979486,1,1,0
木夭丑友什698377,127.1591785,37.4384288,14.56021978,3.872983346,9.695359715,6.164414003,1,1,0
木夭丑友什669371,127.1264238,37.43292159,9.539392014,3,5.567764363,4.358898944,1,1,1
木夭丑友什707403,127.1692489,37.46189304,15.42724862,5.477225575,10.14889157,6.244997998,1,1,0
木夭丑友什649358,127.1038793,37.42113035,5.196152423,0,3.464101615,3.605551275,1,0,4
木夭丑友什705378,127.1670873,37.43935271,16.2788206,7.615773106,9.848857802,7.937253933,1,1,5
木夭丑友什703381,127.1648144,37.4420504,11.78982612,4.582575695,7.745966692,5.916079783,1,1,2
木夭丑友什706405,127.1681102,37.46369258,10.39230485,4.358898944,6.480740698,3.741657387,1,1,1
木夭丑友什700387,127.1613987,37.44744889,15.58845727,6.32455532,9.695359715,6.08276253,1,1,0
