gid,lon,lat,fp,yp,ep,nb,cctv_light,b20,label
木夭丑友什671383,127.128631,37.443745,15.29705854,4.358898944,10.67707825,10.14889157,1,1,3
木夭丑友什702387,127.1636597,37.44745535,12.24744871,4.582575695,8.306623863,5.196152423,1,1,2
木夭丑友什671375,127.1286666,37.43653414,17.77638883,7.549834435,9.539392014,4.582575695,1,1,5
木夭丑友什671405,127.1285329,37.4635748,12.32882801,5.567764363,6.244997998,4.358898944,1,0,2
木夭丑友什674387,127.1320048,37.44736103,16.58312395,4.898979486,12.12435565,10.53565375,1,1,3
木夭丑友什691369,127.1512991,37.43119484,8.366600265,0,6.164414003,2.645751311,1,1,4
木夭丑友什677368,127.1354794,37.43024574,15.62049935,5.196152423,11.74734012,6.782329983,1,1,3
木夭丑友什697375,127.1580563,37.43662282,6,2.645751311,4,5.291502622,1,1,4
木夭丑友什697381,127.1580317,37.44203098,17.34935157,7.745966692,8.426149773,3.464101615,1,1,0
木夭丑友什697399,127.1579578,37.45825542,18.16590212,6,11.83215957,6.782329983,1,1,5
木夭丑友什687364,127.1467991,37.42667462,8.660254038,0,5.477225575,3.464101615,1,1,4
木夭丑友什668385,127.1252306,37.445537,11,0,7.810249676,4.472135955,1,1,2
木夭丑友什679342,127.1378529,37.4068173,10.29563014,4.242640687,6,3.872983346,1,0,1
木夭丑友什694380,127.1546445,37.44111976,12.32882801,2.828427125,11.13552873,7.549834435,1,1,3
木夭丑友什704392,127.1659008,37.45196856,14.83239697,5.385164807,8.246211251,5.099019514,1,1,0
木夭丑友什673374,127.1309318,37.43563986,11.40175425,3.605551275,8.366600265,7.810249676,1,1,2
木夭丑友什683306,127.1425267,37.37438189,10.53565375,5.744562647,5.567764363,2.236067977,0,1,1
木夭丑友什700396,127.1613621,37.45556112,11.26942767,3.31662479,7.745966692,4.582575695,1,1,2
木夭丑友什626328,127.078038,37.39399971,7.416198487,2.828427125,3.741657387,5,1,0,4
木夭丑友什677384,127.1354095,37.44466747,13.11487705,4,8.717797887,5.830951895,1,1,2
木夭丑友什673368,127.1309583,37.43023171,16.82260384,4.69041576,11.48912529,4.795831523,1,1,5
木夭丑友什702372,127.1637203,37.43393495,13.3041347,6.164414003,7,5.477225575,1,1,0
木夭丑友什699377,127.1603089,37.43843206,14.14213562,6,8.426149773,5.385164807,1,1,0
木夭丑友什695400,127.1556923,37.45915021,6.244997998,0,3.464101615,2.236067977,1,1,4
木夭丑友什699395,127.1602355,37.45465652,8.888194417,0,6.32455532,5.196152423,1,1,1
木夭丑友什676345,127.13445,37.40951096,8,2.645751311,5.477225575,2.645751311,1,1,1
木夭丑友什698373,127.1591948,37.43482336,14.62873884,4.898979486,10.81665383,6.8556546,1,1,0
木夭丑友什709392,127.1715538,37.4519844,8.602325267,3.16227766,5.291502622,3.31662479,1,1,1
木夭丑友什696371,127.1569424,37.4330141,20.97617696,9.16515139,11.26942767,2.449489743,0,0,5
木夭丑友什699381,127.1602926,37.4420375,16.58312395,7.141428429,10.24695077,3.741657387,1,1,5
木夭丑友什703387,127.1647903,37.44745856,14.35270009,4.69041576,8.888194417,5.744562647,1,1,0
木夭丑友什706400,127.1681301,37.4591858,10.63014581,4.358898944,6.557438524,2.236067977,1,1,1
木夭丑友什644274,127.0986324,37.34539685,6.557438524,0,5.099019514,2.236067977,1,0,4
木夭丑友什644303,127.0984932,37.37153646,6.557438524,0,6.08276253,3,0,0,4
木夭丑友什681381,127.1399444,37.44197726,14.49137675,5.291502622,10.29563014,8.831760866,1,1,3
木夭丑友什698399,127.1590885,37.45825869,3,0,2.645751311,2,0,1,4
木夭丑友什649367,127.1038366,37.42924256,6.557438524,2.645751311,3.464101615,3.16227766,0,0,4
木夭丑友什656272,127.1121897,37.34363929,7.071067812,0,6.08276253,2.449489743,1,1,4
木夭丑友什696379,127.1569095,37.44022498,9.643650761,3.605551275,6.164414003,4.472135955,1,1,1
木夭丑友什676375,127.1343185,37.43655176,14.31782106,5.567764363,8.426149773,8.124038405,1,1,0
木夭丑友什683378,127.1422182,37.43928005,12.72792206,2.449489743,9.539392014,7.745966692,1,1,2
木夭丑友什704381,127.1659449,37.44205361,13.78404875,5,9.591663047,6.708203932,1,1,0
木夭丑友什696381,127.1569012,37.4420277,17.69180601,5.916079783,13.34166406,8.485281374,1,1,5
木夭丑友什670382,127.127505,37.44284008,10.29563014,3,6.403124237,5.291502622,1,1,2
木夭丑友什671379,127.1286488,37.44013957,13.45362405,4.69041576,9.797958971,3.872983346,1,1,0
木夭丑友什672386,127.1297481,37.44645261,14.73091986,5.477225575,10.63014581,7.211102551,1,1,3
木夭丑友什670318,127.1277905,37.38515299,6.8556546,3.872983346,3,1.414213562,0,1,4
木夭丑友什698376,127.1591826,37.43752744,12.76714533,4.582575695,7.416198487,5.099019514,1,1,2
木夭丑友什656305,127.1120366,37.37338443,9.797958971,4,5.656854249,4.242640687,0,1,1
木夭丑友什698372,127.1591989,37.433922,6.708203932,0,4,3.605551275,1,1,4
木夭丑友什704375,127.1659689,37.43664544,13.26649916,5.744562647,7.745966692,6.633249581,1,1,0
木夭丑友什685368,127.1445217,37.43027328,15.68438714,8.888194417,8.717797887,5.477225575,1,1,0
木夭丑友什706392,127.168162,37.45197493,22.91287847,7.681145748,13.52774926,8.366600265,1,1,5
木夭丑友什700400,127.1613458,37.45916655,8.246211251,4.795831523,4.69041576,3.741657387,1,1,1
木夭丑友什679383,127.1376748,37.44377307,15.65247584,5.916079783,10.34408043,6,1,1,0
木夭丑友什680381,127.138814,37.44197381,16.37070554,5.196152423,11.44552314,9.899494937,1,1,3
木夭丑友什680367,127.1388746,37.42935479,12.16552506,4.242640687,8.246211251,3.872983346,1,1,2
木夭丑友什703397,127.1647501,37.45647215,16.15549442,5.291502622,11.61895004,5.916079783,1,1,5
木夭丑友什677374,127.1354532,37.43565389,15.90597372,4.898979486,10.19803903,9.055385138,1,1,3
木夭丑友什681388,127.1399142,37.44828676,16.73320053,6.32455532,12,10.39230485,1,1,3
木夭丑友什653317,127.1085921,37.38418963,9.110433579,5.291502622,3.464101615,3,1,0,1
木夭丑友什624327,127.0757836,37.39309026,12.9614814,7.071067812,6,2.449489743,1,0,1
木夭丑友什701396,127.1624928,37.45556435,13.60147051,3.464101615,9.797958971,5.567764363,1,1,0
木夭丑友什699385,127.1602763,37.44564293,17.29161647,5.830951895,11.44552314,7,1,1,5
木夭丑友什678383,127.1365443,37.44376959,15.62049935,5.385164807,10.72380529,6.32455532,1,1,0
木夭丑友什671385,127.1286221,37.44554771,14.31782106,5.099019514,10.86278049,9.433981132,1,1,3
木夭丑友什685389,127.1444321,37.44920181,14.76482306,6.32455532,9.591663047,5,1,1,0
木夭丑友什717374,127.1806676,37.43578469,12.76714533,5.099019514,9.273618495,4.123105626,1,1,0
木夭丑友什654275,127.1099177,37.34633598,14.28285686,5.830951895,7.483314774,4.582575695,1,1,0
木夭丑友什674369,127.1320842,37.4311366,14,4.358898944,10.34408043,6.164414003,1,1,0
木夭丑友什680377,127.1388313,37.43836838,12.04159458,3.464101615,7.280109889,6.782329983,1,1,2
木夭丑友什671381,127.1286399,37.44194228,15.93737745,5.099019514,11.13552873,7.549834435,1,1,3
木夭丑友什674381,127.1320313,37.44195289,10.48808848,3.16227766,8.246211251,5.196152423,1,1,2
木夭丑友什681373,127.139979,37.43476639,15.29705854,7.615773106,8.062257748,3.872983346,1,1,0
木夭丑友什677318,127.1356977,37.38517762,10.53565375,3.605551275,6.92820323,3.741657387,1,0,1
木夭丑友什670370,127.1275586,37.4320238,14.6628783,4,11.87434209,6.480740698,1,1,3
木夭丑友什670371,127.1275541,37.43292515,10.09950494,0,7.211102551,4.358898944,1,1,2
木夭丑友什687406,127.1466211,37.46453164,9.433981132,4.69041576,4.123105626,2.645751311,0,0,1
木夭丑友什674372,127.132071,37.43384067,5.830951895,0,4,3.605551275,1,1,4
木夭丑友什678318,127.1368273,37.38518109,9.16515139,4.472135955,5.099019514,2.828427125,1,0,1
木夭丑友什609326,127.0588433,37.3921269,9.38083152,5,4.795831523,4.242640687,1,0,1
木夭丑友什678374,127.1365836,37.43565738,5.099019514,0,3.605551275,3.16227766,1,1,4
木夭丑友什703371,127.1648546,37.4330368,11.40175425,3.872983346,6.403124237,4.123105626,1,1,2
木夭丑友什651358,127.1061396,37.4211379,4.795831523,0,3.16227766,2.449489743,0,1,4
木夭丑友什669369,127.1264328,37.43111887,11.13552873,4.582575695,8.185352772,5.477225575,1,1,2
木夭丑友什646309,127.1007233,37.37695229,3.605551275,2.449489743,0,1.414213562,1,1,4
木夭丑友什639303,127.0928462,37.37151716,7.280109889,0,5.830951895,2.449489743,1,0,4
木夭丑友什697379,127.1580399,37.44022826,10.81665383,3.16227766,9.055385138,6.08276253,1,1,2
木夭丑友什703390,127.1647782,37.45016264,14.03566885,5.656854249,9,6,1,1,0
木夭丑友什675320,127.1334298,37.38697337,3.872983346,0,2.828427125,1.414213562,0,0,4
木夭丑友什655352,127.1106881,37.41574473,5.099019514,0,0,2.236067977,1,0,4
木夭丑友什654273,127.109927,37.34453324,8.660254038,2.828427125,5.916079783,4.123105626,0,1,1
木夭丑友什681375,127.1399703,37.43656911,6.633249581,3.872983346,3.31662479,2.449489743,1,1,4
木夭丑友什706398,127.1681381,37.45738308,12,5.099019514,8.306623863,5,1,1,2
木夭丑友什680372,127.1388529,37.43386159,8.306623863,3.741657387,5.830951895,3.31662479,1,1,1
木夭丑友什670387,127.1274826,37.44734686,10.53565375,2.828427125,5.477225575,5.196152423,1,1,1
木夭丑友什684379,127.1433443,37.44018483,15.06651917,4.123105626,10.90871211,9,1,1,3
木夭丑友什681386,127.1399228,37.44648405,15.26433752,6.32455532,9.16515139,6.32455532,1,1,0
木夭丑友什684382,127.1433315,37.4428889,15.23154621,7.937253933,8,6.08276253,1,1,0
木夭丑友什699389,127.16026,37.44924837,15.55634919,4.358898944,11.09053651,8.246211251,1,1,3
木夭丑友什646304,127.1007472,37.37244547,3.464101615,0,0,1.414213562,0,0,4
木夭丑友什703395,127.1647581,37.45466943,13.49073756,5.385164807,8,5,1,1,0
木夭丑友什682384,127.141062,37.44468477,20.85665361,10.14889157,11.61895004,4.582575695,1,1,5
木夭丑友什672332,127.1299877,37.39777919,6,2.645751311,3.31662479,3.605551275,1,0,4
木夭丑友什700377,127.1614393,37.4384353,17.29161647,6.92820323,10.58300524,7.937253933,1,1,5
木夭丑友什673333,127.1311131,37.39868408,9,4,4.795831523,3.31662479,1,0,1
木夭丑友什704400,127.1658687,37.45917942,13.37908816,5.099019514,9.38083152,5.196152423,1,1,0
木夭丑友什680385,127.1387966,37.44557924,12.32882801,3.605551275,9.539392014,5.291502622,1,1,2
木夭丑友什615327,127.0656162,37.39305335,5.477225575,2.449489743,2.449489743,2,1,0,4
木夭丑友什680390,127.138775,37.45008602,15.55634919,4,10.81665383,9.848857802,1,1,3
木夭丑友什681366,127.1400092,37.42845688,8.062257748,2.449489743,5.385164807,3.741657387,1,1,1
木夭丑友什706393,127.168158,37.45287629,11.44552314,4.123105626,6.244997998,4.472135955,1,1,2
木夭丑友什698385,127.1591458,37.44563968,16,4.472135955,11.5758369,7.280109889,1,1,3
木夭丑友什668353,127.1253743,37.41669355,10.95445115,5.291502622,5.656854249,2.645751311,1,0,1
木夭丑友什631373,127.083462,37.43458074,5.385164807,0,3.872983346,3.741657387,1,0,4
木夭丑友什695397,127.1557047,37.45644614,9.327379053,3.605551275,5.830951895,2.828427125,1,1,1
木夭丑友什706381,127.1682058,37.44205997,12.84523258,4.472135955,10.19803903,7.280109889,1,1,0
木夭丑友什703386,127.1647943,37.4465572,13.85640646,6.557438524,8.366600265,5.744562647,1,1,0
木夭丑友什701376,127.1625737,37.43753717,15.62049935,5.567764363,9.848857802,9.327379053,1,1,3
木夭丑友什675317,127.1334429,37.38426927,5.744562647,0,2.449489743,3,1,0,4
木夭丑友什676383,127.1342834,37.44376262,13.26649916,4.69041576,8.774964387,5.196152423,1,1,0
木夭丑友什669380,127.1263835,37.4410338,14.69693846,4.242640687,10.53565375,7.810249676,1,1,3
木夭丑友什682374,127.141105,37.43567119,17.11724277,7.211102551,8.124038405,4.358898944,1,1,0
木夭丑友什673381,127.1309008,37.44194936,12.76714533,2.828427125,9.273618495,8.124038405,1,1,2
木夭丑友什633325,127.0859609,37.39132358,9.055385138,4,5.385164807,1.732050808,0,0,1
木夭丑友什669385,127.1263611,37.44554058,10.67707825,0,8.062257748,6,1,1,2
木夭丑友什700399,127.1613499,37.45826519,16.61324773,7.681145748,10.77032961,6.403124237,1,1,5
木夭丑友什656274,127.1121804,37.34544203,7.141428429,2.828427125,4.582575695,2.449489743,1,1,4
木夭丑友什647390,127.1014661,37.4499661,6.403124237,0,4.358898944,3.872983346,1,0,4
木夭丑友什676385,127.1342746,37.44556533,11.40175425,4.472135955,8,5.385164807,1,1,2
木夭丑友什701379,127.1625616,37.44024125,8.888194417,4.123105626,5.385164807,5.099019514,1,1,1
木夭丑友什676324,127.1345419,37.39058233,6.633249581,0,4.358898944,2.449489743,1,0,4
木夭丑友什673353,127.1310247,37.41671132,12.24744871,6.403124237,6.782329983,1.732050808,0,1,1
木夭丑友什696403,127.1568106,37.46185757,10.63014581,2.828427125,8.366600265,2,1,1,1
木夭丑友什700381,127.161423,37.44204074,13.37908816,4.69041576,8.544003745,5.477225575,1,1,0
木夭丑友什669370,127.1264283,37.43202023,14.86606875,5.291502622,9.539392014,6.480740698,1,1,0
木夭丑友什684299,127.143686,37.36807572,8.062257748,0,4.242640687,2.828427125,0,1,4
木夭丑友什691368,127.1513033,37.43029348,7.745966692,4,4.358898944,4.472135955,1,1,1
木夭丑友什670386,127.1274871,37.44644551,9.433981132,2.828427125,6.32455532,4.472135955,1,1,1
木夭丑友什703400,127.164738,37.45917622,9.539392014,3.464101615,5.385164807,3,1,1,1
木夭丑友什717384,127.1806293,37.44479831,11.40175425,3.605551275,8.062257748,3.464101615,1,0,2
木夭丑友什703376,127.1648345,37.4375436,15.03329638,5.830951895,9.899494937,9.38083152,1,1,3
木夭丑友什645303,127.0996226,37.37154029,7.071067812,2.828427125,4.582575695,2.645751311,0,0,4
木夭丑友什689408,127.1488743,37.4663411,9.643650761,7.280109889,3.605551275,5.656854249,0,0,1
木夭丑友什705398,127.1670074,37.4573799,14.69693846,4.795831523,10.34408043,2.828427125,1,1,0
木夭丑友什668297,127.1256254,37.36621717,10.34408043,6.164414003,4,1.732050808,0,1,1
木夭丑友什672373,127.1298059,37.43473497,10.63014581,4.123105626,7.937253933,3.31662479,1,1,2
木夭丑友什692369,127.1524294,37.43119817,9.591663047,4.358898944,5.385164807,3.872983346,1,1,1
木夭丑友什700374,127.1614515,37.43573122,15.3622915,6.08276253,9.273618495,6.8556546,1,1,0
木夭丑友什698397,127.1590967,37.45645598,10.44030651,3,7.810249676,4.358898944,1,1,2
木夭丑友什688366,127.1479209,37.42848071,5,0,3.605551275,2.645751311,1,1,4
木夭丑友什677324,127.1356716,37.39058581,12.40967365,4.69041576,7.348469228,4,1,0,2
木夭丑友什647311,127.1018432,37.37875883,4.898979486,0,3.16227766,3,1,1,4
木夭丑友什682385,127.1410576,37.44558613,18.30300522,6.92820323,12.68857754,7.348469228,1,1,5
木夭丑友什635325,127.0882203,37.39133147,8.246211251,3.872983346,4.472135955,2,1,0,1
木夭丑友什688381,127.1478576,37.4420011,13.85640646,5,7.745966692,5.099019514,1,1,0
木夭丑友什625327,127.0769133,37.39309431,7.348469228,3.31662479,5,3.741657387,1,0,1
木夭丑友什670378,127.1275229,37.43923466,9.273618495,3.605551275,4.582575695,2.828427125,1,1,1
木夭丑友什669384,127.1263656,37.44463923,11.87434209,4.582575695,8.306623863,7.416198487,1,1,2
木夭丑友什671387,127.1286132,37.44735042,9.16515139,3.605551275,5.744562647,3.741657387,1,1,1
木夭丑友什685381,127.1444662,37.44199095,16.673332,6.244997998,11.22497216,9.695359715,1,1,3
木夭丑友什674367,127.132093,37.42933388,14.76482306,4,9.949874371,5.656854249,1,1,0
木夭丑友什704387,127.1659208,37.44746176,15.93737745,6.08276253,9.591663047,6.08276253,1,1,0
木夭丑友什667380,127.1241226,37.44102663,9,0,7,3,0,1,1
木夭丑友什667296,127.1245006,37.36531222,7.416198487,3.872983346,4.69041576,1.732050808,0,1,1
木夭丑友什700380,127.1614271,37.44113938,12.88409873,6,8.717797887,6.557438524,1,1,0
木夭丑友什685376,127.1444875,37.43748416,18.62793601,9.273618495,10.04987562,6.633249581,1,1,5
木夭丑友什697403,127.1579414,37.46186085,18.41195264,5.567764363,12.28820573,3.31662479,0,1,5
木夭丑友什688374,127.1478871,37.43569159,17.66352173,10.44030651,8.717797887,2.645751311,0,0,5
木夭丑友什682372,127.1411136,37.43386847,15.58845727,5.196152423,10.58300524,6.480740698,1,1,0
木夭丑友什704395,127.1658887,37.45467263,17.63519209,5.744562647,10.39230485,6.633249581,1,1,5
木夭丑友什683386,127.1421839,37.44649091,15.71623365,5.385164807,9.539392014,4.898979486,1,1,0
木夭丑友什708403,127.1703797,37.4618962,15.29705854,5.291502622,10.95445115,5.916079783,1,1,0
