gid,x1,x2,x3,x4,x5,x6,x7,x8
¤ì‚¬64bb37ab,0.786,0,0,,3,1987.33,1,1
¤ì‚¬64bb37ba,0.786,,,,,,0,0
¤ì‚¬64bb37bb,2.609,,0,,,,0,0
¤ì‚¬64bb38aa,2.609,,,,,,0,0
¤ì‚¬64bb38ab,2.064,,,,,,0,3
¤ì‚¬64bb38ba,2.064,,,,,,0,3
¤ì‚¬64bb38bb,2.064,14,40,7,7,2011.67,0,0
¤ì‚¬64bb39aa,2.579,58,103,10,36,2004.56,1,9
¤ì‚¬64bb39ab,2.579,29,71,11,25,2002.77,2,10
¤ì‚¬64bb39ba,3.458,24,74,17,19,2006.69,0,6
¤ì‚¬64bb39bb,3.461,18,45,10,20,2008.74,1,9
¤ì‚¬64bb40aa,2.499,29,74,13,37,2007.84,1,8
¤ì‚¬65aa26ab,12.328,,,,,,0,0
¤ì‚¬65aa26ba,12.328,,,,9,2010.17,0,0
¤ì‚¬65aa26bb,12.328,,,,2,2000.5,0,0
¤ì‚¬65aa27aa,1.464,,,,2,1996,0,0
¤ì‚¬65aa27ab,1.563,150,355,22,1,1999,0,0
¤ì‚¬65aa27ba,0.358,33,141,23,5,1995,0,0
¤ì‚¬65aa27bb,0.358,26,83,0,9,2001.33,2,0
¤ì‚¬65aa28aa,0.358,765,2611,450,14,1999.21,1,0
¤ì‚¬65aa28ab,0.134,437,1611,456,16,1997.63,0,0
¤ì‚¬65aa28ba,0.649,316,1571,523,10,1995.8,1,0
¤ì‚¬65aa28bb,0.649,441,1531,419,22,1995.81,3,0
¤ì‚¬65aa29aa,8.111,209,1066,257,9,2007.11,1,0
¤ì‚¬65aa29ab,7.616,231,2204,104,13,2011.38,0,0
¤ì‚¬65aa29ba,6.375,13,41,0,26,2006.15,1,0
¤ì‚¬65aa29bb,6.123,137,1462,58,22,2005.64,1,0
¤ì‚¬65aa30aa,6.123,401,1296,236,13,2004.15,0,0
¤ì‚¬65aa30ab,6.123,585,2617,578,14,2003.57,1,0
¤ì‚¬65aa30ba,5.873,374,1108,337,3,2004,1,0
¤ì‚¬65aa30bb,5.624,188,576,169,,,0,0
¤ì‚¬65aa31aa,4.119,,,,3,2014.33,0,0
¤ì‚¬65aa31ab,4.119,,,,,,0,0
¤ì‚¬65aa31ba,4.119,37,105,30,3,2009,0,0
¤ì‚¬65aa31bb,3.42,56,140,35,4,2009,0,26
¤ì‚¬65aa32aa,3.42,,,,,,6,0
¤ì‚¬65aa32ab,2.522,,,,,,0,0
¤ì‚¬65aa32ba,2.096,,,,1,2009,2,0
¤ì‚¬65aa32bb,2.096,78,321,58,2,2015,0,0
¤ì‚¬65aa33aa,2.096,,,,2,2011,3,0
¤ì‚¬65aa33ab,1.637,,,,,,0,0
¤ì‚¬65aa33ba,1.896,0,0,,3,2012.33,0,0
¤ì‚¬65aa33bb,1.84,,15,,6,2014.2,0,0
¤ì‚¬65aa34aa,5.279,,,,1,2015,2,0
¤ì‚¬65aa34ab,5.279,,,,,,0,0
¤ì‚¬65aa34ba,5.279,,,,,,0,0
¤ì‚¬65aa34bb,1.546,,,,,,0,0
¤ì‚¬65aa35aa,1.546,,,,,,0,0
¤ì‚¬65aa35ab,1.546,0,0,,,,0,0
¤ì‚¬65aa35ba,3.724,10,9,0,11,2010.18,0,1
¤ì‚¬65aa35bb,1.276,48,109,14,51,2004.64,1,0
¤ì‚¬65aa36aa,1.591,0,0,,2,2013,0,5
¤ì‚¬65aa36ab,1.591,0,7,0,1,2001,0,7
¤ì‚¬65aa36ba,1.591,19,32,11,7,2009.5,0,3
¤ì‚¬65aa36bb,1.178,0,0,,2,2019,0,0
¤ì‚¬65aa37aa,1.532,,,,,,0,0
¤ì‚¬65aa37ab,1.679,,,,,,0,0
¤ì‚¬65aa37ba,1.679,,,,,,0,1
¤ì‚¬65aa37bb,1.679,,,,,,0,0
¤ì‚¬65aa38aa,2.609,,,,,,0,0
¤ì‚¬65aa38ab,2.064,,,,,,0,0
¤ì‚¬65aa38ba,2.064,,,,,,0,0
¤ì‚¬65aa38bb,2.064,0,,,5,2005.4,0,2
¤ì‚¬65aa39aa,2.579,,,,1,1970,0,0
¤ì‚¬65aa39ab,2.579,23,58,12,25,2004.05,0,5
¤ì‚¬65aa39ba,3.229,78,135,18,59,2002.54,2,30
¤ì‚¬65aa39bb,3.091,14,36,0,15,2007.08,0,4
¤ì‚¬65aa40aa,2.499,97,176,29,81,2005.49,4,20
¤ì‚¬65aa40ab,2.359,,,,,,0,2
¤ì‚¬65ab26aa,2.341,,,,,,0,0
¤ì‚¬65ab26ab,2.341,70,198,13,2,2000,0,0
¤ì‚¬65ab26ba,2.341,6,17,,10,2003.4,2,0
¤ì‚¬65ab26bb,1.464,59,379,9,12,2005.08,1,3
¤ì‚¬65ab27aa,1.464,,,,2,2000,0,0
¤ì‚¬65ab27ab,1.563,91,166,13,30,1996.6,1,0
¤ì‚¬65ab27ba,0.358,191,687,89,58,1995.66,4,1
¤ì‚¬65ab27bb,0.358,109,642,29,32,1999.13,3,0
¤ì‚¬65ab28aa,0.358,265,772,97,17,1995.71,0,0
¤ì‚¬65ab28ab,0.134,506,1101,179,12,1994.75,1,0
¤ì‚¬65ab28ba,0.649,121,572,185,10,1999.5,1,0
¤ì‚¬65ab28bb,0.649,134,347,80,2,1999,1,0
¤ì‚¬65ab29aa,0.903,116,342,67,7,1997.14,0,0
¤ì‚¬65ab29ab,1.144,69,169,25,2,1994.5,0,0
¤ì‚¬65ab29ba,1.144,38,169,48,6,2000.33,2,0
¤ì‚¬65ab29bb,1.144,24,88,26,5,2004.4,2,0
¤ì‚¬65ab30aa,0.401,111,315,49,19,1996.47,1,4
¤ì‚¬65ab30ab,1.59,,,,,,0,0
¤ì‚¬65ab30ba,1.59,425,998,202,1,1995,0,0
¤ì‚¬65ab30bb,1.59,251,564,127,,,0,0
¤ì‚¬65ab31aa,1.917,,,,,,0,0
¤ì‚¬65ab31ab,4.107,,,,,,0,0
¤ì‚¬65ab31ba,2.956,43,125,28,23,2010.17,1,0
¤ì‚¬65ab31bb,2.956,68,267,51,43,2013.02,6,13
¤ì‚¬65ab32aa,2.956,115,609,164,8,2011.13,1,0
¤ì‚¬65ab32ab,2.522,134,1152,227,7,2010.86,0,0
¤ì‚¬65ab32ba,2.096,53,293,74,2,2012,2,0
¤ì‚¬65ab32bb,2.096,141,531,66,9,2015.56,1,0
¤ì‚¬65ab33aa,2.096,82,386,69,11,2014.09,1,0
¤ì‚¬65ab33ab,1.637,,,,2,2015,3,0
¤ì‚¬65ab33ba,1.346,,,,9,2012.33,1,0
¤ì‚¬65ab33bb,1.346,12,179,0,18,2016.89,1,0
¤ì‚¬65ab34aa,5.279,,,,1,2010,0,0
¤ì‚¬65ab34ab,5.279,,,,,,0,0
¤ì‚¬65ab34ba,5.279,,,,,,0,0
¤ì‚¬65ab34bb,1.044,,,,,,0,0
¤ì‚¬65ab35aa,1.573,0,24,6,9,2006.56,0,1
¤ì‚¬65ab35ab,1.573,0,8,,12,2014.17,0,5
¤ì‚¬65ab35ba,1.573,11,15,,15,2006.4,0,9
¤ì‚¬65ab35bb,2.014,28,63,16,16,2008.21,1,0
¤ì‚¬65ab36aa,1.591,0,0,,,,0,3
¤ì‚¬65ab36ab,1.591,7,6,,3,2014.33,0,1
¤ì‚¬65ab36ba,1.591,6,0,,1,,0,1
¤ì‚¬65ab36bb,1.414,,,,,,0,0
¤ì‚¬65ab37aa,1.578,,,,,,0,0
¤ì‚¬65ab37ab,1.807,,,,,,0,0
¤ì‚¬65ab37ba,1.93,,,,,,0,0
¤ì‚¬65ab37bb,1.93,,,,,,0,0
¤ì‚¬65ab38aa,2.038,,,,,,0,0
¤ì‚¬65ab38ab,2.038,,,,,,0,0
¤ì‚¬65ab38ba,2.172,,,,,,0,0
¤ì‚¬65ab38bb,3.524,,,,,,0,0
¤ì‚¬65ab39aa,3.563,,,,,,0,0
¤ì‚¬65ab39ab,2.531,,,,,,0,0
¤ì‚¬65ab39ba,3.22,,,,,,0,0
¤ì‚¬65ab39bb,2.758,,,,1,2013,1,0
¤ì‚¬65ab40aa,2.499,6,12,0,9,2010.67,0,2
¤ì‚¬65ab40ab,2.372,,,,,,0,0
¤ì‚¬65ba26aa,1.535,,,,,,0,0
¤ì‚¬65ba26ab,1.387,,,,,,0,0
¤ì‚¬65ba26ba,1.387,120,461,26,6,2002.33,0,0
¤ì‚¬65ba26bb,1.464,91,286,15,5,2000.6,2,6
¤ì‚¬65ba27aa,1.464,33,40,0,11,1999.82,0,0
¤ì‚¬65ba27ab,1.094,327,767,79,84,1996.83,3,16
¤ì‚¬65ba27ba,0.844,303,1160,256,106,1995.83,1,5
¤ì‚¬65ba27bb,0.844,202,617,143,37,1995.89,2,1
¤ì‚¬65ba28aa,0.844,517,1387,113,21,1995.1,2,0
¤ì‚¬65ba28ab,0.987,768,1220,90,17,1994.31,4,0
¤ì‚¬65ba28ba,1.652,101,278,64,9,1994.56,0,0
¤ì‚¬65ba28bb,0.834,,,,4,2001,0,0
¤ì‚¬65ba29aa,1.184,103,316,38,77,1996.22,5,0
¤ì‚¬65ba29ab,1.184,511,1413,279,35,1994.43,0,0
¤ì‚¬65ba29ba,1.184,440,1107,271,17,1995.59,0,0
¤ì‚¬65ba29bb,1.144,371,1617,398,29,1994.5,3,0
¤ì‚¬65ba30aa,1.45,206,649,62,151,1995.85,1,40
¤ì‚¬65ba30ab,1.59,137,480,54,101,1995.63,4,22
¤ì‚¬65ba30ba,1.59,230,556,97,53,1995.15,0,0
¤ì‚¬65ba30bb,1.59,620,1984,275,16,2002.25,1,0
¤ì‚¬65ba31aa,1.917,198,452,59,6,2000.67,1,0
¤ì‚¬65ba31ab,2.987,,,,2,2000.5,0,0
¤ì‚¬65ba31ba,2.624,17,96,14,30,2010.33,3,9
¤ì‚¬65ba31bb,2.624,60,276,63,71,2010.93,5,19
¤ì‚¬65ba32aa,2.624,58,281,77,20,2009.26,3,1
¤ì‚¬65ba32ab,1.964,163,1004,329,47,2009.13,1,0
¤ì‚¬65ba32ba,1.964,48,234,82,4,2010.5,0,0
¤ì‚¬65ba32bb,1.964,,,,3,2016.67,0,0
¤ì‚¬65ba33aa,1.939,0,181,0,12,2012.75,3,0
¤ì‚¬65ba33ab,1.637,0,162,0,3,2012.33,1,0
¤ì‚¬65ba33ba,1.346,0,,,10,2011.5,1,0
¤ì‚¬65ba33bb,1.346,,,,6,2012.5,1,0
¤ì‚¬65ba34aa,0.476,37,185,79,4,2009.5,0,0
¤ì‚¬65ba34ab,0.476,7,60,19,1,2009,0,0
¤ì‚¬65ba34ba,0.476,,,,,,0,0
¤ì‚¬65ba34bb,1.044,,0,,5,2008.6,0,8
¤ì‚¬65ba35aa,1.573,49,99,18,49,2008.38,0,5
¤ì‚¬65ba35ab,1.972,30,84,11,20,2008.8,1,3
¤ì‚¬65ba35ba,1.972,7,11,,4,2015.75,0,4
¤ì‚¬65ba35bb,1.972,,,,,,0,1
¤ì‚¬65ba36aa,2.24,,,,1,2010,0,1
¤ì‚¬65ba36ab,2.24,0,0,,1,,0,1
¤ì‚¬65ba36ba,1.777,0,0,,2,1970,1,2
¤ì‚¬65ba36bb,1.414,,,,,,0,0
¤ì‚¬65ba37aa,1.578,,,,,,0,0
¤ì‚¬65ba37ab,1.807,,,,,,0,0
¤ì‚¬65ba37ba,1.82,,,,,,0,0
¤ì‚¬65ba37bb,1.82,,,,,,0,0
¤ì‚¬65ba38aa,1.82,,,,,,0,0
¤ì‚¬65ba38ab,2.038,,,,,,0,0
¤ì‚¬65ba38ba,2.172,,,,,,0,0
¤ì‚¬65ba38bb,3.524,,,,,,0,0
¤ì‚¬65ba39aa,3.563,,,,,,0,0
¤ì‚¬65ba39ab,3.477,,,,,,0,0
¤ì‚¬65ba39ba,3.22,,,,,,0,0
¤ì‚¬65ba39bb,1.897,,,,,,0,0
¤ì‚¬65ba40aa,1.782,,,,,,0,0
¤ì‚¬65ba40ab,2.372,,,,,,0,0
¤ì‚¬65bb26aa,0.969,,,,,,0,0
¤ì‚¬65bb26ab,0.969,328,911,217,18,1996.11,1,0
¤ì‚¬65bb26ba,0.377,428,1474,370,30,1996.4,1,0
¤ì‚¬65bb26bb,0.377,156,597,139,6,1996,0,0
¤ì‚¬65bb27aa,0.914,91,193,28,13,1997.38,0,0
¤ì‚¬65bb27ab,1.094,596,963,55,22,1996.91,3,0
¤ì‚¬65bb27ba,1.455,348,898,236,10,1995.6,2,0
¤ì‚¬65bb27bb,1.508,426,1194,259,20,1995,0,0
¤ì‚¬65bb28aa,1.508,389,1211,119,16,1994.81,0,0
¤ì‚¬65bb28ab,1.508,225,500,75,9,1996.78,2,0
¤ì‚¬65bb28ba,1.652,,,,,,0,0
¤ì‚¬65bb28bb,1.06,,,,7,2001.29,1,0
¤ì‚¬65bb29aa,1.184,127,526,135,67,1995.31,1,0
¤ì‚¬65bb29ab,1.184,161,627,158,32,1995.29,2,0
¤ì‚¬65bb29ba,1.184,274,1168,313,33,1994.76,1,0
¤ì‚¬65bb29bb,1.153,461,1104,192,25,2000.88,1,0
¤ì‚¬65bb30aa,1.45,289,544,36,81,1995.89,0,6
¤ì‚¬65bb30ab,1.59,161,533,40,135,1995.27,2,30
¤ì‚¬65bb30ba,1.59,276,1015,216,43,1994.35,2,4
¤ì‚¬65bb30bb,1.59,310,961,151,39,1994.18,0,0
¤ì‚¬65bb31aa,1.83,127,443,25,20,2001.5,5,0
¤ì‚¬65bb31ab,2.987,0,9,,5,2000.8,0,0
¤ì‚¬65bb31ba,2.624,,,,1,1996,0,0
¤ì‚¬65bb31bb,2.624,26,150,23,50,2010.86,3,18
¤ì‚¬65bb32aa,2.624,73,258,53,72,2011.26,10,11
¤ì‚¬65bb32ab,1.964,510,1451,411,15,2010.93,0,0
¤ì‚¬65bb32ba,1.964,429,1632,441,13,2011,0,0
¤ì‚¬65bb32bb,1.964,202,1070,250,13,2010.69,2,0
¤ì‚¬65bb33aa,1.452,251,1134,289,18,2009.17,1,0
¤ì‚¬65bb33ab,1.346,,0,0,3,2005,2,0
¤ì‚¬65bb33ba,1.346,615,1390,251,25,2009.8,1,0
¤ì‚¬65bb33bb,1.346,224,920,237,23,2009.26,0,0
¤ì‚¬65bb34aa,0.476,107,770,288,18,2009.29,2,2
¤ì‚¬65bb34ab,0.476,100,587,197,10,2008,1,0
¤ì‚¬65bb34ba,0.476,10,14,,30,2001.25,1,7
¤ì‚¬65bb34bb,1.044,,,,2,2007.5,0,2
¤ì‚¬65bb35aa,1.875,12,52,11,18,2009.72,1,2
¤ì‚¬65bb35ab,1.875,0,0,,3,2002,0,0
¤ì‚¬65bb35ba,1.875,22,65,28,21,2009.58,0,7
¤ì‚¬65bb35bb,1.972,10,12,0,10,2005.3,0,7
¤ì‚¬65bb36aa,2.684,,,,,,0,0
¤ì‚¬65bb36ab,2.24,,,,,,0,1
¤ì‚¬65bb36ba,1.777,,,,,,0,0
¤ì‚¬65bb36bb,1.414,,,,,,0,0
¤ì‚¬65bb37aa,1.578,,,,,,0,0
¤ì‚¬65bb37ab,1.839,,,,,,0,0
¤ì‚¬65bb37ba,1.839,,,,,,0,0
¤ì‚¬65bb37bb,1.379,,,,,,0,0
¤ì‚¬65bb38aa,1.379,,,,,,0,0
¤ì‚¬65bb38ab,2.038,,,,,,0,0
¤ì‚¬65bb38ba,2.172,,,,,,0,0
¤ì‚¬65bb38bb,3.728,,,,,,0,0
¤ì‚¬65bb39aa,2.136,,,,,,0,0
¤ì‚¬65bb39ab,3.477,,,,,,0,0
¤ì‚¬65bb39ba,3.22,,,,,,0,0
¤ì‚¬65bb39bb,1.897,,,,,,0,0
¤ì‚¬65bb40aa,1.782,,,,,,0,0
¤ì‚¬65bb40ab,2.372,,,,,,0,0
¤ì‚¬66aa26aa,1.437,99,389,85,5,1996.6,0,0
¤ì‚¬66aa26ab,0.969,350,1269,362,23,1996.04,0,0
¤ì‚¬66aa26ba,0.377,171,649,183,16,1996.67,4,0
¤ì‚¬66aa26bb,1.099,235,993,292,12,1995,0,0
¤ì‚¬66aa27aa,1.099,110,248,31,20,1995,0,0
¤ì‚¬66aa27ab,1.099,265,772,86,28,1995.36,2,0
¤ì‚¬66aa27ba,1.455,275,1267,254,16,1996.44,0,0
¤ì‚¬66aa27bb,1.508,259,1061,232,17,1995.29,1,0
¤ì‚¬66aa28aa,1.508,227,544,105,23,1994.65,1,0
¤ì‚¬66aa28ab,1.508,26,69,6,5,1994.8,0,0
¤ì‚¬66aa28ba,1.652,,,,,,0,0
¤ì‚¬66aa28bb,1.724,176,133,0,4,2003,0,0
¤ì‚¬66aa29aa,1.184,348,1174,289,21,1994.9,2,0
¤ì‚¬66aa29ab,1.184,375,1202,245,30,1994.93,0,0
¤ì‚¬66aa29ba,1.184,433,1561,237,19,1994.26,1,0
¤ì‚¬66aa29bb,1.153,465,995,97,17,1995.35,1,0
¤ì‚¬66aa30aa,1.45,394,875,92,9,1994,5,0
¤ì‚¬66aa30ab,1.543,262,1124,360,12,1992.83,1,0
¤ì‚¬66aa30ba,1.543,349,1203,314,21,1992.1,1,0
¤ì‚¬66aa30bb,2.296,306,937,281,11,1993.9,3,0
¤ì‚¬66aa31aa,1.72,273,1011,240,16,1997.44,0,0
¤ì‚¬66aa31ab,1.72,44,380,8,13,2001.85,0,0
¤ì‚¬66aa31ba,2.624,0,0,,2,2007.5,1,0
¤ì‚¬66aa31bb,2.624,,,,,,0,0
¤ì‚¬66aa32aa,2.624,112,351,113,26,2011,0,0
¤ì‚¬66aa32ab,1.964,621,1439,380,29,2010.97,2,0
¤ì‚¬66aa32ba,1.964,309,1097,272,10,2010,1,0
¤ì‚¬66aa32bb,1.964,27,102,33,17,2009.35,3,0
¤ì‚¬66aa33aa,1.452,190,1052,353,12,2009,5,0
¤ì‚¬66aa33ab,2.675,39,179,57,4,2009.25,3,0
¤ì‚¬66aa33ba,0.489,515,1292,280,21,2011,2,0
¤ì‚¬66aa33bb,0.477,264,1125,328,25,2009.16,1,0
¤ì‚¬66aa34aa,0.476,89,630,241,16,2009.75,17,2
¤ì‚¬66aa34ab,0.476,125,816,325,11,2009,2,5
¤ì‚¬66aa34ba,0.476,,,,,,0,0
¤ì‚¬66aa34bb,0.882,0,0,,,,0,0
¤ì‚¬66aa35aa,1.129,,,,,,0,0
¤ì‚¬66aa35ab,1.197,0,0,,,,0,2
¤ì‚¬66aa35ba,2.376,20,37,0,15,2006.67,1,3
¤ì‚¬66aa35bb,2.376,,,,,,0,1
¤ì‚¬66aa36aa,2.376,,,,,,0,0
¤ì‚¬66aa36ab,3.61,,,,,,0,0
¤ì‚¬66aa36ba,3.61,,,,,,0,0
¤ì‚¬66aa36bb,1.764,,,,,,0,0
¤ì‚¬66aa37aa,1.764,,,,,,0,0
¤ì‚¬66aa37ab,1.839,,,,,,0,0
¤ì‚¬66aa37ba,1.839,,,,,,0,0
¤ì‚¬66aa37bb,1.379,,,,,,0,0
¤ì‚¬66aa38aa,1.379,,,,,,0,0
¤ì‚¬66aa38ab,2.138,,,,,,0,1
¤ì‚¬66aa38ba,2.138,,,,,,0,0
¤ì‚¬66aa38bb,2.138,,,,,,0,0
¤ì‚¬66aa39aa,2.136,,,,,,0,0
¤ì‚¬66aa39ab,2.174,,,,,,0,0
¤ì‚¬66aa39ba,1.897,,,,,,0,0
¤ì‚¬66aa39bb,1.897,,,,,,0,0
¤ì‚¬66aa40aa,1.782,,,,,,0,0
¤ì‚¬66aa40ab,1.656,,,,,,0,0
¤ì‚¬66ab26aa,1.437,,,,,,0,0
¤ì‚¬66ab26ab,0.969,182,813,193,9,1995.22,0,0
¤ì‚¬66ab26ba,2.311,326,893,183,10,1995.7,0,0
¤ì‚¬66ab26bb,1.099,237,638,169,25,1995.24,2,1
¤ì‚¬66ab27aa,1.087,,,,,,0,0
¤ì‚¬66ab27ab,1.087,42,80,12,6,1997.67,0,0
¤ì‚¬66ab27ba,1.087,11,12,,2,1997.5,0,0
¤ì‚¬66ab27bb,1.508,100,158,22,11,2000,0,0
¤ì‚¬66ab28aa,1.508,18,38,11,4,1998.25,0,0
¤ì‚¬66ab28ab,1.508,,,,2,2008,0,0
¤ì‚¬66ab28ba,1.965,,,,1,1998,0,0
¤ì‚¬66ab28bb,1.724,,,,1,1996,0,0
¤ì‚¬66ab29aa,1.724,314,1018,260,17,1995.12,3,0
¤ì‚¬66ab29ab,1.724,272,1022,319,32,1994.84,1,0
¤ì‚¬66ab29ba,1.153,325,1071,210,20,1994.9,1,0
¤ì‚¬66ab29bb,1.153,171,735,166,23,1993.48,0,0
¤ì‚¬66ab30aa,1.278,195,829,240,15,1993.2,1,0
¤ì‚¬66ab30ab,1.232,284,1178,399,21,1995.25,2,0
¤ì‚¬66ab30ba,2.296,231,985,368,20,1994.05,2,0
¤ì‚¬66ab30bb,2.296,275,848,224,19,1992,2,0
¤ì‚¬66ab31aa,1.33,123,376,128,15,1992,0,0
¤ì‚¬66ab31ab,2.123,,,,12,1994.25,1,0
¤ì‚¬66ab31ba,2.279,,,,6,1998,2,0
¤ì‚¬66ab31bb,3.157,9,118,6,26,2003.96,0,0
¤ì‚¬66ab32aa,2.501,,0,,4,2005.25,1,0
¤ì‚¬66ab32ab,2.17,27,119,44,1,2011,0,0
¤ì‚¬66ab32ba,1.452,106,527,166,15,2009.13,0,0
¤ì‚¬66ab32bb,1.452,243,938,221,28,2006.82,0,0
¤ì‚¬66ab33aa,1.452,276,997,303,20,1997,0,0
¤ì‚¬66ab33ab,2.675,212,621,146,35,1993.8,0,0
¤ì‚¬66ab33ba,0.698,321,1075,294,18,1995.56,0,0
¤ì‚¬66ab33bb,0.477,223,693,149,11,1992,0,0
¤ì‚¬66ab34aa,0.477,419,1100,247,37,1992,0,0
¤ì‚¬66ab34ab,0.477,417,1042,222,18,1993.56,2,0
¤ì‚¬66ab34ba,0.979,,,,,,0,0
¤ì‚¬66ab34bb,0.649,,6,,7,2002.29,0,0
¤ì‚¬66ab35aa,0.757,,,,,,1,0
¤ì‚¬66ab35ab,1.305,0,0,,2,2010,0,0
¤ì‚¬66ab35ba,7.37,,,,,,0,0
¤ì‚¬66ab35bb,7.37,,,,2,2016.5,0,0
¤ì‚¬66ab36aa,2.376,,,,,,0,0
¤ì‚¬66ab36ab,3.61,,,,,,0,0
¤ì‚¬66ab36ba,3.61,,,,1,2002,0,0
¤ì‚¬66ab36bb,10.676,,,,,,0,0
¤ì‚¬66ab37aa,2.04,,,,,,0,0
¤ì‚¬66ab37ab,1.195,0,,,,,0,0
¤ì‚¬66ab37ba,1.839,0,0,,,,0,0
¤ì‚¬66ab37bb,1.379,189,397,72,9,2004.22,1,0
¤ì‚¬66ab38aa,1.379,,,,,,0,1
¤ì‚¬66ab38ab,1.644,0,0,,5,2018.8,0,1
¤ì‚¬66ab38ba,1.644,,,,,,0,0
¤ì‚¬66ab38bb,2.136,,,,,,0,1
¤ì‚¬66ab39aa,2.136,,,,,,0,0
¤ì‚¬66ab39ab,2.174,,,,8,1991.63,0,0
¤ì‚¬66ab39ba,1.945,,,,,,0,0
¤ì‚¬66ab39bb,1.525,,,,,,0,0
¤ì‚¬66ab40aa,1.525,,,,,,0,0
¤ì‚¬66ab40ab,0.904,,,,,,0,0
¤ì‚¬66ab40ba,0.952,,,,,,0,0
¤ì‚¬66ba26ab,2.36,,,,,,0,0
¤ì‚¬66ba26ba,2.234,86,138,26,20,1999.35,0,0
¤ì‚¬66ba26bb,1.099,171,426,85,16,2000.31,2,2
¤ì‚¬66ba27aa,1.087,210,399,51,13,1995.85,0,10
¤ì‚¬66ba27ab,1.087,,,,1,2003,0,0
¤ì‚¬66ba27ba,1.087,266,185,,1,2003,0,0
¤ì‚¬66ba27bb,2.316,,,,1,2000,0,0
¤ì‚¬66ba28aa,2.316,,,,,,0,0
¤ì‚¬66ba28ab,2.316,,,,,,0,0
¤ì‚¬66ba28ba,1.965,6,18,,4,1998.75,0,0
¤ì‚¬66ba28bb,1.253,179,656,110,117,1997.71,6,15
¤ì‚¬66ba29aa,1.253,134,568,160,18,1996.78,0,0
¤ì‚¬66ba29ab,1.253,193,782,193,9,1994.22,0,0
¤ì‚¬66ba29ba,0.901,254,946,200,19,1994.21,0,0
¤ì‚¬66ba29bb,0.901,199,1029,328,17,1992.29,4,0
¤ì‚¬66ba30aa,0.861,132,753,220,17,1992.59,2,0
¤ì‚¬66ba30ab,0.939,240,1150,443,11,1993,3,0
¤ì‚¬66ba30ba,1.952,175,656,222,11,1993.18,0,0
¤ì‚¬66ba30bb,1.921,,,,,,0,0
¤ì‚¬66ba31aa,0.555,,,,,,0,0
¤ì‚¬66ba31ab,0.555,165,477,115,5,1992,0,0
¤ì‚¬66ba31ba,0.555,204,730,46,17,1994.12,0,0
¤ì‚¬66ba31bb,2.457,8,43,,24,1999.55,1,0
¤ì‚¬66ba32aa,2.261,31,149,0,23,2000.61,1,0
¤ì‚¬66ba32ab,2.17,403,1700,286,14,1993,0,0
¤ì‚¬66ba32ba,2.17,34,127,17,6,2000.25,1,0
¤ì‚¬66ba32bb,2.17,311,635,92,18,1995.12,1,4
¤ì‚¬66ba33aa,2.442,160,597,160,13,1993.08,1,0
¤ì‚¬66ba33ab,2.675,190,437,76,13,1994.77,0,11
¤ì‚¬66ba33ba,0.9,213,749,199,13,1992.85,2,0
¤ì‚¬66ba33bb,0.923,300,901,218,10,1992,2,0
¤ì‚¬66ba34aa,0.923,239,499,102,22,1994.23,3,6
¤ì‚¬66ba34ab,0.649,373,704,128,37,1992.68,0,0
¤ì‚¬66ba34ba,0.649,,,,,,0,0
¤ì‚¬66ba34bb,0.649,,,,3,2005,0,0
¤ì‚¬66ba35aa,0.757,344,1007,317,14,1994.21,0,43
¤ì‚¬66ba35ab,1.407,116,389,124,20,1996,0,0
¤ì‚¬66ba35ba,1.407,,,,,,0,0
¤ì‚¬66ba35bb,7.37,0,,,,,0,0
¤ì‚¬66ba36aa,2.376,,,,,,0,0
¤ì‚¬66ba36ab,3.61,,,,,,0,0
¤ì‚¬66ba36ba,3.61,,,,,,0,0
¤ì‚¬66ba36bb,1.42,,,,,,0,3
¤ì‚¬66ba37aa,2.04,,,,,,0,0
¤ì‚¬66ba37ab,1.195,,,,3,2008.33,0,0
¤ì‚¬66ba37ba,1.128,65,150,38,2,2002,0,0
¤ì‚¬66ba37bb,1.128,195,497,70,37,1994.16,1,3
¤ì‚¬66ba38aa,1.128,,,,1,2013,0,0
¤ì‚¬66ba38ab,0.69,,,,,,0,4
¤ì‚¬66ba38ba,0.69,,,,,,0,0
¤ì‚¬66ba38bb,3.975,,,,1,2017,0,0
¤ì‚¬66ba39aa,3.975,,,,,,0,0
¤ì‚¬66ba39ab,3.975,19,46,,11,1998.82,0,3
¤ì‚¬66ba39ba,4.92,,,,,,0,0
¤ì‚¬66ba39bb,0.904,,,,,,0,1
¤ì‚¬66ba40aa,0.904,,,,,,0,0
¤ì‚¬66ba40ab,0.904,,,,,,0,0
¤ì‚¬66ba40ba,0.952,,,,,,0,0
¤ì‚¬66ba40bb,1.988,,,,,,0,0
¤ì‚¬66bb26ab,2.306,,,,,,0,0
¤ì‚¬66bb26ba,2.234,6,23,0,12,2010.17,0,2
¤ì‚¬66bb26bb,0.733,130,315,62,52,2001.06,2,12
¤ì‚¬66bb27aa,1.087,132,346,52,32,2006.69,2,1
¤ì‚¬66bb27ab,1.087,136,181,21,12,1996.58,1,6
¤ì‚¬66bb27ba,1.087,,,,9,2010.78,1,0
¤ì‚¬66bb27bb,2.316,,,,,,0,0
¤ì‚¬66bb28aa,2.316,,,,,,0,0
¤ì‚¬66bb28ab,2.316,,,,,,0,0
