gid,year,cctv,light,log_pa,ep,fp,yp,log_nb
木夭丑友什64ba35aa,-0.533333333,-0.5,-0.5,0.789366038,-0.343115124,-0.341052632,-0.323076923,2.079441542
木夭丑友什64ba35ba,-0.4,-0.5,-0.5,0.674473915,-0.266365688,-0.310175439,-0.323076923,2.944438979
木夭丑友什64ba35bb,0,0.5,0.5,0.674473915,-0.270880361,-0.301754386,-0.323076923,3.295836866
木夭丑友什64ba36aa,-0.866666667,0,0,0.674473915,-0.081264108,-0.050526316,0.123076923,3.871201011
木夭丑友什64ba36ab,-1.333333333,0.5,0.5,0.169742775,-0.112866817,-0.050526316,0.146153846,2.833213344
木夭丑友什64ba36ba,-1.333333333,-0.5,-0.5,-0.33128571,-0.004514673,0.106666667,0.176923077,3.044522438
木夭丑友什64ba36bb,-1.266666667,-0.5,-0.5,0.373630385,1.309255079,0.642807018,0.446153846,3.583518938
木夭丑友什64ba37aa,0.333333333,-0.5,-0.5,0.373630385,-0.144469526,-0.206315789,-0.269230769,0.693147181
木夭丑友什64ba37ab,-1.533333333,-0.5,-0.5,0.373630385,-0.343115124,-0.332631579,-0.323076923,2.63905733
木夭丑友什64ba38ab,0.133333333,0,0,0.724645848,-0.306997743,-0.329824561,-0.323076923,1.386294361
木夭丑友什64ba38ba,1,-0.5,-0.5,0.724645848,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什64ba38bb,-0.733333333,-0.5,-0.5,0.724645848,-0.261851016,-0.286315789,-0.253846154,2.564949357
木夭丑友什64ba39aa,-0.6,0,0,0.947401727,0.054176072,-0.05754386,-0.084615385,4.369447852
木夭丑友什64ba39ab,0.066666667,0,0,0.947401727,-0.316027088,-0.324210526,-0.323076923,1.609437912
木夭丑友什64ba39ba,-0.533333333,-0.5,-0.5,1.240690387,-0.288939052,-0.321403509,-0.323076923,2.397895273
木夭丑友什64bb27ab,-0.333333333,-0.5,-0.5,0.448524598,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什64bb28aa,-0.666666667,-0.5,-0.5,-1.027222293,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什64bb28ab,-0.666666667,-0.5,-0.5,-2.009915479,-0.343115124,-0.341052632,-0.323076923,2.197224577
木夭丑友什64bb28ba,-0.533333333,-0.5,-0.5,0.592774206,-0.343115124,-0.341052632,-0.323076923,1.791759469
木夭丑友什64bb28bb,-0.533333333,-0.5,-0.5,0.841136058,-0.343115124,-0.341052632,-0.323076923,1.945910149
木夭丑友什64bb29aa,-0.133333333,-0.5,-0.5,0.841136058,-0.343115124,-0.332631579,-0.323076923,2.079441542
木夭丑友什64bb29ab,-0.666666667,0.5,0.5,2.030251297,-0.343115124,-0.341052632,-0.323076923,1.945910149
木夭丑友什64bb29bb,-0.533333333,-0.5,-0.5,1.113829254,-0.343115124,-0.341052632,-0.323076923,2.197224577
木夭丑友什64bb30aa,-0.466666667,-0.5,-0.5,1.113829254,-0.343115124,-0.341052632,-0.323076923,2.564949357
木夭丑友什64bb30ba,-0.266666667,-0.5,-0.5,1.271444519,-0.343115124,-0.341052632,-0.323076923,2.397895273
木夭丑友什64bb31aa,-0.933333333,-0.5,-0.5,1.234598998,-0.343115124,-0.341052632,-0.323076923,1.386294361
木夭丑友什64bb34bb,-0.2,-0.5,-0.5,0.851858872,-0.275395034,-0.303157895,-0.323076923,2.302585093
木夭丑友什64bb35aa,-1,-0.5,-0.5,0.851858872,-0.343115124,-0.341052632,-0.323076923,1.609437912
木夭丑友什64bb35ab,-0.666666667,-0.5,-0.5,0.789366038,-0.343115124,-0.341052632,-0.323076923,2.079441542
木夭丑友什64bb35ba,-0.533333333,-0.5,-0.5,0.736685483,-0.343115124,-0.341052632,-0.323076923,2.995732274
木夭丑友什64bb35bb,-0.133333333,0.5,0.5,0.243730185,-0.288939052,-0.303157895,-0.323076923,2.995732274
木夭丑友什64bb36aa,-0.466666667,0,0,0.464362749,-0.306997743,-0.341052632,-0.323076923,2.397895273
木夭丑友什64bb36ab,-0.066666667,0,0,0.464362749,-0.275395034,-0.318596491,-0.323076923,2.708050201
木夭丑友什64bb36ba,0,1.5,1.5,0.464362749,0.036117381,-0.103859649,-0.146153846,4.262679877
木夭丑友什64bb36bb,0.266666667,-0.5,-0.5,0.317726194,-0.343115124,-0.327017544,-0.323076923,1.098612289
木夭丑友什64bb37ab,0.866666667,0,0,-0.240798487,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什64bb38bb,-0.733333333,-0.5,-0.5,0.724645848,-0.279909707,-0.284912281,-0.269230769,1.945910149
木夭丑友什64bb39aa,-0.266666667,0,0,0.947401727,-0.081264108,-0.196491228,-0.246153846,3.583518938
木夭丑友什64bb39ab,-0.133333333,0.5,0.5,0.947401727,-0.212189616,-0.241403509,-0.238461538,3.218875825
木夭丑友什64bb39ba,-0.4,-0.5,-0.5,1.240690387,-0.23476298,-0.237192982,-0.192307692,2.944438979
木夭丑友什64bb39bb,-0.533333333,0,0,1.241557565,-0.261851016,-0.277894737,-0.246153846,2.995732274
木夭丑友什64bb40aa,-0.466666667,0,0,0.915890652,-0.212189616,-0.237192982,-0.223076923,3.610917913
木夭丑友什65aa27aa,0.266666667,-0.5,-0.5,0.381172416,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什65aa27ab,0.066666667,-0.5,-0.5,0.446607051,0.334085779,0.157192982,-0.153846154,0
木夭丑友什65aa27ba,0.333333333,-0.5,-0.5,-1.027222293,-0.194130926,-0.143157895,-0.146153846,1.609437912
木夭丑友什65aa27bb,-0.066666667,0.5,0.5,-1.027222293,-0.225733634,-0.224561404,-0.323076923,2.197224577
木夭丑友什65aa28aa,0.066666667,0,0,-1.027222293,3.110609481,3.323508772,3.138461538,2.63905733
木夭丑友什65aa28ab,0.2,-0.5,-0.5,-2.009915479,1.62979684,1.92,3.184615385,2.772588722
木夭丑友什65aa28ba,0.333333333,0,0,-0.432322562,1.083521445,1.863859649,3.7,2.302585093
木夭丑友什65aa28bb,0.333333333,1,1,-0.432322562,1.64785553,1.807719298,2.9,3.091042453
木夭丑友什65aa29aa,-0.466666667,0,0,2.093221165,0.600451467,1.155087719,1.653846154,2.197224577
木夭丑友什65aa29ab,-0.733333333,-0.5,-0.5,2.030251297,0.699774266,2.752280702,0.476923077,2.564949357
木夭丑友什65aa29ba,-0.4,0,0,1.852384091,-0.284424379,-0.283508772,-0.323076923,3.258096538
木夭丑友什65aa29bb,-0.333333333,0,0,1.812052172,0.275395034,1.710877193,0.123076923,3.091042453
木夭丑友什65aa30aa,-0.266666667,-0.5,-0.5,1.812052172,1.467268623,1.477894737,1.492307692,2.564949357
木夭丑友什65aa30ab,-0.2,0,0,1.812052172,2.297968397,3.331929825,4.123076923,2.63905733
木夭丑友什65aa30ba,-0.266666667,0,0,1.770365577,1.34537246,1.214035088,2.269230769,1.098612289
木夭丑友什65aa30bb,-1.533333333,-0.5,-0.5,1.727043155,0.505643341,0.467368421,0.976923077,2.63905733
木夭丑友什65aa31ba,-0.6,-0.5,-0.5,1.415610415,-0.176072235,-0.193684211,-0.092307692,1.098612289
木夭丑友什65aa31bb,-0.6,-0.5,-0.5,1.229640551,-0.090293454,-0.144561404,-0.053846154,1.386294361
木夭丑友什65aa32bb,-1,-0.5,-0.5,0.740030766,0.009029345,0.109473684,0.123076923,0.693147181
木夭丑友什65aa33ba,-0.8,-0.5,-0.5,0.639746404,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什65aa33bb,-0.933333333,-0.5,-0.5,0.609765572,-0.343115124,-0.32,-0.323076923,1.791759469
木夭丑友什65aa35ab,-1.533333333,-0.5,-0.5,0.43567095,-0.343115124,-0.341052632,-0.323076923,2.63905733
木夭丑友什65aa35ba,-0.666666667,-0.5,-0.5,1.314798359,-0.297968397,-0.328421053,-0.323076923,2.397895273
木夭丑友什65aa35bb,-0.266666667,0,0,0.243730185,-0.126410835,-0.188070175,-0.215384615,3.931825633
木夭丑友什65aa36aa,-0.866666667,-0.5,-0.5,0.464362749,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什65aa36ab,-0.066666667,-0.5,-0.5,0.464362749,-0.343115124,-0.33122807,-0.323076923,0
木夭丑友什65aa36ba,-0.6,-0.5,-0.5,0.464362749,-0.257336343,-0.296140351,-0.238461538,1.945910149
木夭丑友什65aa36bb,-1.266666667,-0.5,-0.5,0.163818085,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什65aa38bb,-0.333333333,-0.5,-0.5,0.724645848,-0.343115124,-0.341052632,-0.323076923,1.609437912
木夭丑友什65aa39ab,-0.266666667,-0.5,-0.5,0.947401727,-0.239277652,-0.259649123,-0.230769231,3.218875825
木夭丑友什65aa39ba,-0.133333333,0.5,0.5,1.172172492,0.009029345,-0.151578947,-0.184615385,4.077537444
木夭丑友什65aa39bb,-0.466666667,-0.5,-0.5,1.128494663,-0.279909707,-0.290526316,-0.323076923,2.708050201
木夭丑友什65aa40aa,-0.333333333,1.5,1.5,0.915890652,0.094808126,-0.094035088,-0.1,4.394449155
木夭丑友什65ab26ab,0,-0.5,-0.5,0.850578189,-0.027088036,-0.063157895,-0.223076923,0.693147181
木夭丑友什65ab26ba,-0.2,0.5,0.5,0.850578189,-0.316027088,-0.317192982,-0.323076923,2.302585093
木夭丑友什65ab26bb,-0.333333333,0,0,0.381172416,-0.076749436,0.190877193,-0.253846154,2.48490665
木夭丑友什65ab27aa,0,-0.5,-0.5,0.381172416,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什65ab27ab,0.266666667,0,0,0.446607051,0.06772009,-0.108070175,-0.223076923,3.401197382
木夭丑友什65ab27ba,0.333333333,1.5,1.5,-1.027222293,0.519187359,0.623157895,0.361538462,4.060443011
木夭丑友什65ab27bb,0.066666667,1,1,-1.027222293,0.148984199,0.56,-0.1,3.465735903
木夭丑友什65ab28aa,0.333333333,-0.5,-0.5,-1.027222293,0.853273138,0.74245614,0.423076923,2.833213344
木夭丑友什65ab28ab,0.4,0,0,-2.009915479,1.941309255,1.204210526,1.053846154,2.48490665
木夭丑友什65ab28ba,0.066666667,0,0,-0.432322562,0.203160271,0.461754386,1.1,2.302585093
木夭丑友什65ab28bb,0.066666667,0,0,-0.432322562,0.261851016,0.145964912,0.292307692,0.693147181
木夭丑友什65ab29aa,0.2,-0.5,-0.5,-0.102032726,0.180586907,0.138947368,0.192307692,1.945910149
木夭丑友什65ab29ab,0.4,-0.5,-0.5,0.134530893,-0.031602709,-0.103859649,-0.130769231,0.693147181
木夭丑友什65ab29ba,0,0.5,0.5,0.134530893,-0.171557562,-0.103859649,0.046153846,1.791759469
木夭丑友什65ab29bb,-0.266666667,0.5,0.5,0.134530893,-0.23476298,-0.21754386,-0.123076923,1.609437912
木夭丑友什65ab30aa,0.266666667,0,0,-0.913793852,0.158013544,0.101052632,0.053846154,2.944438979
木夭丑友什65ab30ba,0.333333333,-0.5,-0.5,0.463734016,1.575620767,1.059649123,1.230769231,0
木夭丑友什65ab30bb,-1.533333333,-0.5,-0.5,0.463734016,0.79006772,0.450526316,0.653846154,2.63905733
木夭丑友什65ab31ba,-0.666666667,0,0,1.083837003,-0.148984199,-0.165614035,-0.107692308,3.135494216
木夭丑友什65ab31bb,-0.866666667,2.5,2.5,1.083837003,-0.036117381,0.033684211,0.069230769,3.761200116
木夭丑友什65ab32aa,-0.733333333,0,0,1.083837003,0.176072235,0.513684211,0.938461538,2.079441542
木夭丑友什65ab32ab,-0.666666667,-0.5,-0.5,0.925052238,0.261851016,1.275789474,1.423076923,1.945910149
木夭丑友什65ab32ba,-0.8,0.5,0.5,0.740030766,-0.103837472,0.070175439,0.246153846,0.693147181
木夭丑友什65ab32bb,-1,0,0,0.740030766,0.293453725,0.404210526,0.184615385,2.197224577
木夭丑友什65ab33aa,-0.933333333,0,0,0.740030766,0.027088036,0.200701754,0.207692308,2.397895273
木夭丑友什65ab33bb,-1.066666667,0,0,0.297137231,-0.288939052,-0.089824561,-0.323076923,2.890371758
木夭丑友什65ab35aa,-0.4,-0.5,-0.5,0.452984624,-0.343115124,-0.307368421,-0.276923077,2.197224577
木夭丑友什65ab35ab,-0.933333333,-0.5,-0.5,0.452984624,-0.343115124,-0.329824561,-0.323076923,2.48490665
木夭丑友什65ab35ba,-0.4,-0.5,-0.5,0.452984624,-0.293453725,-0.32,-0.323076923,2.708050201
木夭丑友什65ab35bb,-0.533333333,0,0,0.700122794,-0.216704289,-0.252631579,-0.2,2.772588722
木夭丑友什65ab36aa,-1.533333333,-0.5,-0.5,0.464362749,-0.343115124,-0.341052632,-0.323076923,2.63905733
木夭丑友什65ab36ab,-0.933333333,-0.5,-0.5,0.464362749,-0.311512415,-0.332631579,-0.323076923,1.098612289
木夭丑友什65ab39bb,-0.866666667,0,0,1.014505779,-0.343115124,-0.341052632,-0.323076923,0
木夭丑友什65ab40aa,-0.666666667,-0.5,-0.5,0.915890652,-0.316027088,-0.324210526,-0.323076923,2.197224577
木夭丑友什65ba26ba,-0.133333333,-0.5,-0.5,0.327143141,0.198645598,0.305964912,-0.123076923,1.791759469
木夭丑友什65ba26bb,0,0.5,0.5,0.381172416,0.06772009,0.060350877,-0.207692308,1.609437912
木夭丑友什65ba27aa,0.066666667,-0.5,-0.5,0.381172416,-0.194130926,-0.284912281,-0.323076923,2.397895273
木夭丑友什65ba27ab,0.266666667,1,1,0.089840704,1.133182844,0.735438596,0.284615385,4.430816799
木夭丑友什65ba27ba,0.333333333,0,0,-0.169602784,1.0248307,1.287017544,1.646153846,4.663439094
木夭丑友什65ba27bb,0.333333333,0.5,0.5,-0.169602784,0.568848758,0.524912281,0.776923077,3.610917913
木夭丑友什65ba28aa,0.333333333,0.5,0.5,-0.169602784,1.990970655,1.605614035,0.546153846,3.044522438
木夭丑友什65ba28ab,0.4,1.5,1.5,-0.01308524,3.124153499,1.37122807,0.369230769,2.833213344
木夭丑友什65ba28ba,0.4,-0.5,-0.5,0.501986675,0.112866817,0.049122807,0.169230769,2.197224577
木夭丑友什65ba29aa,0.266666667,2,2,0.168898536,0.121896163,0.10245614,-0.030769231,4.343805422
木夭丑友什65ba29ab,0.4,-0.5,-0.5,0.168898536,1.963882619,1.642105263,1.823076923,3.555348061
木夭丑友什65ba29ba,0.333333333,-0.5,-0.5,0.168898536,1.643340858,1.212631579,1.761538462,2.833213344
木夭丑友什65ba29bb,0.4,1,1,0.134530893,1.331828442,1.928421053,2.738461538,3.36729583
木夭丑友什65ba30aa,0.333333333,0,0,0.371563556,0.586907449,0.569824561,0.153846154,5.017279837
木夭丑友什65ba30ab,0.333333333,1.5,1.5,0.463734016,0.275395034,0.332631579,0.092307692,4.615120517
木夭丑友什65ba30ba,0.333333333,-0.5,-0.5,0.463734016,0.695259594,0.439298246,0.423076923,3.970291914
木夭丑友什65ba30bb,-0.133333333,0,0,0.463734016,2.455981941,2.443508772,1.792307692,2.772588722
木夭丑友什65ba31aa,0,0,0,0.650761464,0.550790068,0.293333333,0.130769231,1.791759469
木夭丑友什65ba31ba,-0.666666667,1,1,0.964699871,-0.266365688,-0.206315789,-0.215384615,3.401197382
木夭丑友什65ba31bb,-0.666666667,2,2,0.964699871,-0.072234763,0.046315789,0.161538462,4.262679877
木夭丑友什65ba32aa,-0.6,1,1,0.964699871,-0.081264108,0.053333333,0.269230769,2.995732274
木夭丑友什65ba32ab,-0.6,0,0,0.67498321,0.392776524,1.068070175,2.207692308,3.850147602
木夭丑友什65ba32ba,-0.666666667,-0.5,-0.5,0.67498321,-0.126410835,-0.012631579,0.307692308,1.386294361
木夭丑友什65ba33aa,-0.8,1,1,0.662172376,-0.343115124,-0.087017544,-0.323076923,2.48490665
木夭丑友什65ba33ab,-0.8,0,0,0.492865298,-0.343115124,-0.113684211,-0.323076923,1.098612289
木夭丑友什65ba33ba,-0.733333333,0,0,0.297137231,-0.343115124,-0.341052632,-0.323076923,2.302585093
木夭丑友什65ba34aa,-0.6,-0.5,-0.5,-0.742337425,-0.176072235,-0.081403509,0.284615385,1.386294361
木夭丑友什65ba34ab,-0.6,-0.5,-0.5,-0.742337425,-0.311512415,-0.256842105,-0.176923077,0
木夭丑友什65ba34bb,-0.533333333,-0.5,-0.5,0.043059489,-0.343115124,-0.341052632,-0.323076923,1.609437912
木夭丑友什65ba35aa,-0.533333333,-0.5,-0.5,0.452984624,-0.121896163,-0.202105263,-0.184615385,3.891820298
木夭丑友什65ba35ab,-0.533333333,0,0,0.679048256,-0.207674944,-0.223157895,-0.238461538,2.995732274
木夭丑友什65ba35ba,-1,-0.5,-0.5,0.679048256,-0.311512415,-0.325614035,-0.323076923,1.386294361
木夭丑友什65ba36ba,2,0,0,0.574926549,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什65bb26ab,0.266666667,0,0,-0.031490667,1.137697517,0.93754386,1.346153846,2.890371758
木夭丑友什65bb26ba,0.266666667,0,0,-0.975510092,1.589164786,1.727719298,2.523076923,3.401197382
木夭丑友什65bb26bb,0.266666667,-0.5,-0.5,-0.975510092,0.361173815,0.496842105,0.746153846,1.791759469
木夭丑友什65bb27aa,0.2,-0.5,-0.5,-0.089924708,0.06772009,-0.070175439,-0.107692308,2.564949357
木夭丑友什65bb27ab,0.266666667,1,1,0.089840704,2.347629797,1.010526316,0.1,3.091042453
木夭丑友什65bb27ba,0.333333333,0.5,0.5,0.375005901,1.227990971,0.919298246,1.492307692,2.302585093
木夭丑友什65bb27bb,0.333333333,-0.5,-0.5,0.41078427,1.58013544,1.334736842,1.669230769,2.995732274
木夭丑友什65bb28aa,0.4,-0.5,-0.5,0.41078427,1.413092551,1.358596491,0.592307692,2.772588722
木夭丑友什65bb28ab,0.266666667,0.5,0.5,0.41078427,0.67268623,0.360701754,0.253846154,2.197224577
木夭丑友什65bb29aa,0.333333333,0,0,0.168898536,0.230248307,0.397192982,0.715384615,4.204692619
木夭丑友什65bb29ab,0.333333333,0.5,0.5,0.168898536,0.383747178,0.538947368,0.892307692,3.465735903
木夭丑友什65bb29ba,0.4,0,0,0.168898536,0.893905192,1.298245614,2.084615385,3.496507561
木夭丑友什65bb29bb,0,0,0,0.142367241,1.738148984,1.208421053,1.153846154,3.218875825
木夭丑友什65bb30aa,0.333333333,-0.5,-0.5,0.371563556,0.961625282,0.42245614,-0.046153846,4.394449155
木夭丑友什65bb30ab,0.333333333,0.5,0.5,0.463734016,0.383747178,0.407017544,-0.015384615,4.905274778
木夭丑友什65bb30ba,0.4,0.5,0.5,0.463734016,0.902934537,1.083508772,1.338461538,3.761200116
木夭丑友什65bb30bb,0.4,-0.5,-0.5,0.463734016,1.056433409,1.007719298,0.838461538,3.663561646
木夭丑友什65bb31aa,-0.066666667,2,2,0.604315967,0.230248307,0.280701754,-0.130769231,2.995732274
木夭丑友什65bb31ab,0,-0.5,-0.5,1.094269539,-0.343115124,-0.328421053,-0.323076923,1.609437912
木夭丑友什65bb31bb,-0.666666667,1,1,0.964699871,-0.225733634,-0.130526316,-0.146153846,3.912023005
木夭丑友什65bb32aa,-0.733333333,4.5,4.5,0.964699871,-0.013544018,0.021052632,0.084615385,4.276666119
木夭丑友什65bb32ab,-0.666666667,-0.5,-0.5,0.67498321,1.959367946,1.695438596,2.838461538,2.708050201
木夭丑友什65bb32ba,-0.733333333,-0.5,-0.5,0.67498321,1.593679458,1.949473684,3.069230769,2.564949357
木夭丑友什65bb32bb,-0.666666667,0.5,0.5,0.67498321,0.568848758,1.160701754,1.6,2.564949357
木夭丑友什65bb33aa,-0.6,0,0,0.372941916,0.79006772,1.250526316,1.9,2.890371758
木夭丑友什65bb33ab,-0.333333333,0.5,0.5,0.297137231,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什65bb33ba,-0.6,0,0,0.297137231,2.433408578,1.609824561,1.607692308,3.218875825
木夭丑友什65bb33bb,-0.6,-0.5,-0.5,0.297137231,0.668171558,0.950175439,1.5,3.135494216
木夭丑友什65bb34aa,-0.6,0.5,0.5,-0.742337425,0.139954853,0.739649123,1.892307692,2.890371758
木夭丑友什65bb34ab,-0.533333333,0,0,-0.742337425,0.108352144,0.482807018,1.192307692,2.302585093
木夭丑友什65bb34ba,-0.066666667,0,0,-0.742337425,-0.297968397,-0.321403509,-0.323076923,3.401197382
木夭丑友什65bb35aa,-0.6,0,0,0.628608659,-0.288939052,-0.268070175,-0.238461538,2.890371758
木夭丑友什65bb35ab,-0.133333333,-0.5,-0.5,0.628608659,-0.343115124,-0.341052632,-0.323076923,1.098612289
木夭丑友什65bb35ba,-0.6,-0.5,-0.5,0.628608659,-0.243792325,-0.249824561,-0.107692308,3.044522438
木夭丑友什65bb35bb,-0.333333333,-0.5,-0.5,0.679048256,-0.297968397,-0.324210526,-0.323076923,2.302585093
木夭丑友什66aa26aa,0.266666667,-0.5,-0.5,0.362557607,0.103837472,0.204912281,0.330769231,1.609437912
木夭丑友什66aa26ab,0.266666667,-0.5,-0.5,-0.031490667,1.237020316,1.44,2.461538462,3.135494216
木夭丑友什66aa26ba,0.266666667,1.5,1.5,-0.975510092,0.428893905,0.569824561,1.084615385,2.772588722
木夭丑友什66aa26bb,0.333333333,-0.5,-0.5,0.094400675,0.717832957,1.052631579,1.923076923,2.48490665
木夭丑友什66aa27aa,0.333333333,-0.5,-0.5,0.094400675,0.153498871,0.007017544,-0.084615385,2.995732274
木夭丑友什66aa27ab,0.333333333,0.5,0.5,0.094400675,0.853273138,0.74245614,0.338461538,3.33220451
木夭丑友什66aa27ba,0.266666667,-0.5,-0.5,0.375005901,0.898419865,1.437192982,1.630769231,2.772588722
木夭丑友什66aa27bb,0.333333333,0,0,0.41078427,0.826185102,1.148070175,1.461538462,2.833213344
木夭丑友什66aa28aa,0.4,0,0,0.41078427,0.681715576,0.42245614,0.484615385,3.135494216
木夭丑友什66aa28ab,0.4,-0.5,-0.5,0.41078427,-0.225733634,-0.244210526,-0.276923077,1.609437912
木夭丑友什66aa28bb,-0.2,-0.5,-0.5,0.544647172,0.451467269,-0.154385965,-0.323076923,1.386294361
木夭丑友什66aa29aa,0.4,0.5,0.5,0.168898536,1.227990971,1.306666667,1.9,3.044522438
木夭丑友什66aa29ab,0.4,-0.5,-0.5,0.168898536,1.349887133,1.345964912,1.561538462,3.401197382
木夭丑友什66aa29ba,0.4,0,0,0.168898536,1.611738149,1.849824561,1.5,2.944438979
木夭丑友什66aa29bb,0.333333333,0,0,0.142367241,1.756207675,1.055438596,0.423076923,2.833213344
木夭丑友什66aa30aa,0.4,2,2,0.371563556,1.435665914,0.887017544,0.384615385,2.197224577
木夭丑友什66aa30ab,0.533333333,0,0,0.433728573,0.83972912,1.236491228,2.446153846,2.48490665
木夭丑友什66aa30ba,0.533333333,0,0,0.433728573,1.232505643,1.347368421,2.092307692,3.044522438
木夭丑友什66aa30bb,0.466666667,1,1,0.831168478,1.038374718,0.974035088,1.838461538,2.397895273
木夭丑友什66aa31aa,0.2,-0.5,-0.5,0.542324291,0.889390519,1.077894737,1.523076923,2.772588722
木夭丑友什66aa31ab,-0.066666667,-0.5,-0.5,0.542324291,-0.144469526,0.192280702,-0.261538462,2.564949357
木夭丑友什66aa31ba,-0.466666667,0,0,0.964699871,-0.343115124,-0.341052632,-0.323076923,0.693147181
木夭丑友什66aa32aa,-0.733333333,-0.5,-0.5,0.964699871,0.162528217,0.151578947,0.546153846,3.258096538
木夭丑友什66aa32ab,-0.666666667,0.5,0.5,0.67498321,2.460496614,1.678596491,2.6,3.36729583
木夭丑友什66aa32ba,-0.666666667,0,0,0.67498321,1.051918736,1.198596491,1.769230769,2.302585093
木夭丑友什66aa32bb,-0.6,1,1,0.67498321,-0.221218962,-0.197894737,-0.069230769,2.833213344
木夭丑友什66aa33aa,-0.6,2,2,0.372941916,0.514672686,1.135438596,2.392307692,2.48490665
木夭丑友什66aa33ab,-0.6,1,1,0.98394938,-0.167042889,-0.089824561,0.115384615,1.386294361
木夭丑友什66aa33ba,-0.733333333,0.5,0.5,-0.71539279,1.981941309,1.472280702,1.830769231,3.044522438
木夭丑友什66aa33bb,-0.6,0,0,-0.740238788,0.848758465,1.237894737,2.2,3.218875825
木夭丑友什66aa34aa,-0.6,8,8,-0.742337425,0.058690745,0.543157895,1.530769231,2.772588722
木夭丑友什66aa34ab,-0.6,0.5,0.5,-0.742337425,0.221218962,0.804210526,2.176923077,2.397895273
木夭丑友什66aa35ab,-1.533333333,-0.5,-0.5,0.179818427,-0.343115124,-0.341052632,-0.323076923,2.63905733
木夭丑友什66aa35ba,-0.4,0,0,0.865418402,-0.25282167,-0.289122807,-0.323076923,2.708050201
木夭丑友什66ab26ab,0.333333333,-0.5,-0.5,-0.031490667,0.478555305,0.8,1.161538462,2.197224577
木夭丑友什66ab26ba,0.333333333,-0.5,-0.5,0.837680331,1.128668172,0.912280702,1.084615385,2.302585093
木夭丑友什66ab26bb,0.333333333,0.5,0.5,0.094400675,0.726862302,0.554385965,0.976923077,3.218875825
木夭丑友什66ab27ab,0.2,-0.5,-0.5,0.083421608,-0.153498871,-0.22877193,-0.230769231,1.791759469
木夭丑友什66ab27ba,0.2,-0.5,-0.5,0.083421608,-0.293453725,-0.324210526,-0.323076923,0.693147181
木夭丑友什66ab27bb,0,-0.5,-0.5,0.41078427,0.108352144,-0.119298246,-0.153846154,2.397895273
木夭丑友什66ab28aa,0.133333333,-0.5,-0.5,0.41078427,-0.261851016,-0.287719298,-0.238461538,1.386294361
木夭丑友什66ab29aa,0.333333333,1,1,0.544647172,1.074492099,1.087719298,1.676923077,2.833213344
木夭丑友什66ab29ab,0.4,0,0,0.544647172,0.884875847,1.093333333,2.130769231,3.465735903
木夭丑友什66ab29ba,0.4,0,0,0.142367241,1.124153499,1.162105263,1.292307692,2.995732274
木夭丑友什66ab29bb,0.466666667,-0.5,-0.5,0.142367241,0.428893905,0.690526316,0.953846154,3.135494216
木夭丑友什66ab30aa,0.466666667,0,0,0.245296356,0.53724605,0.82245614,1.523076923,2.708050201
木夭丑友什66ab30ab,0.333333333,0.5,0.5,0.208638865,0.939051919,1.312280702,2.746153846,3.044522438
木夭丑友什66ab30ba,0.4,0.5,0.5,0.831168478,0.699774266,1.041403509,2.507692308,2.995732274
木夭丑友什66ab30bb,0.533333333,0.5,0.5,0.831168478,0.898419865,0.849122807,1.4,2.944438979
木夭丑友什66ab31aa,0.533333333,-0.5,-0.5,0.285178942,0.212189616,0.186666667,0.661538462,2.708050201
木夭丑友什66ab31bb,-0.2,-0.5,-0.5,1.14962221,-0.30248307,-0.175438596,-0.276923077,3.258096538
木夭丑友什66ab32aa,-0.333333333,0,0,0.916690652,-0.343115124,-0.341052632,-0.323076923,1.386294361
木夭丑友什66ab32ab,-0.733333333,-0.5,-0.5,0.774727168,-0.221218962,-0.174035088,0.015384615,0
木夭丑友什66ab32ba,-0.6,-0.5,-0.5,0.372941916,0.135440181,0.398596491,0.953846154,2.708050201
木夭丑友什66ab32bb,-0.4,-0.5,-0.5,0.372941916,0.753950339,0.975438596,1.376923077,3.33220451
木夭丑友什66ab33aa,0.2,-0.5,-0.5,0.372941916,0.902934537,1.058245614,2.007692308,2.995732274
木夭丑友什66ab33ab,0.466666667,-0.5,-0.5,0.98394938,0.613995485,0.530526316,0.8,3.555348061
木夭丑友什66ab33ba,0.333333333,-0.5,-0.5,-0.359536176,1.106094808,1.167719298,1.938461538,2.890371758
木夭丑友什66ab33bb,0.533333333,-0.5,-0.5,-0.740238788,0.663656885,0.631578947,0.823076923,2.397895273
木夭丑友什66ab34aa,0.533333333,-0.5,-0.5,-0.740238788,1.548532731,1.202807018,1.576923077,3.610917913
木夭丑友什66ab34ab,0.466666667,0.5,0.5,-0.740238788,1.539503386,1.121403509,1.384615385,2.890371758
