gid,nb
дь_65bb40aa,0
дь_65bb40ab,0
дь_66aa26aa,5
дь_66aa26ab,22
дь_66aa26ba,14
дь_66aa26bb,12
дь_66aa27aa,20
дь_66aa27ab,28
дь_66aa27ba,14
дь_66aa27bb,17
дь_66aa28aa,23
дь_66aa28ab,5
дь_66aa28ba,0
дь_66aa28bb,2
дь_66aa29aa,21
дь_66aa29ab,30
дь_66aa29ba,19
дь_66aa29bb,16
дь_66aa30aa,9
дь_66aa30ab,12
дь_66aa30ba,21
дь_66aa30bb,9
дь_66aa31aa,12
дь_66aa31ab,10
дь_66aa31ba,1
дь_66aa31bb,0
дь_66aa32aa,0
дь_66aa32ab,0
дь_66aa32ba,0
дь_66aa32bb,0
дь_66aa33aa,0
дь_66aa33ab,0
дь_66aa33ba,0
дь_66aa33bb,0
дь_66aa34aa,0
дь_66aa34ab,0
дь_66aa34ba,0
дь_66aa34bb,0
дь_66aa35aa,0
дь_66aa35ab,0
дь_66aa35ba,6
дь_66aa35bb,0
дь_66aa36aa,0
дь_66aa36ab,0
дь_66aa36ba,0
дь_66aa36bb,0
дь_66aa37aa,0
дь_66aa37ab,0
дь_66aa37ba,0
дь_66aa37bb,0
дь_66aa38aa,0
дь_66aa38ab,0
дь_66aa38ba,0
дь_66aa38bb,0
дь_66aa39aa,0
дь_66aa39ab,0
дь_66aa39ba,0
дь_66aa39bb,0
дь_66aa40aa,0
дь_66aa40ab,0
дь_66ab26aa,0
дь_66ab26ab,9
дь_66ab26ba,10
дь_66ab26bb,25
дь_66ab27aa,0
дь_66ab27ab,5
дь_66ab27ba,2
дь_66ab27bb,9
дь_66ab28aa,3
дь_66ab28ab,1
дь_66ab28ba,1
дь_66ab28bb,1
дь_66ab29aa,17
дь_66ab29ab,32
дь_66ab29ba,20
дь_66ab29bb,23
дь_66ab30aa,15
дь_66ab30ab,18
дь_66ab30ba,19
дь_66ab30bb,19
дь_66ab31aa,15
дь_66ab31ab,12
дь_66ab31ba,6
дь_66ab31bb,14
дь_66ab32aa,3
дь_66ab32ab,0
дь_66ab32ba,0
дь_66ab32bb,4
дь_66ab33aa,15
дь_66ab33ab,33
дь_66ab33ba,15
дь_66ab33bb,11
дь_66ab34aa,37
дь_66ab34ab,17
дь_66ab34ba,0
дь_66ab34bb,6
дь_66ab35aa,0
дь_66ab35ab,0
дь_66ab35ba,0
дь_66ab35bb,0
дь_66ab36aa,0
дь_66ab36ab,0
дь_66ab36ba,1
дь_66ab36bb,0
дь_66ab37aa,0
дь_66ab37ab,0
дь_66ab37ba,0
дь_66ab37bb,8
дь_66ab38aa,0
дь_66ab38ab,0
дь_66ab38ba,0
дь_66ab38bb,0
дь_66ab39aa,0
дь_66ab39ab,6
дь_66ab39ba,0
дь_66ab39bb,0
дь_66ab40aa,0
дь_66ab40ab,0
дь_66ab40ba,0
дь_66ba26ab,0
дь_66ba26ba,20
дь_66ba26bb,13
дь_66ba27aa,13
дь_66ba27ab,1
дь_66ba27ba,1
дь_66ba27bb,1
дь_66ba28aa,0
дь_66ba28ab,0
дь_66ba28ba,4
дь_66ba28bb,109
дь_66ba29aa,18
дь_66ba29ab,9
дь_66ba29ba,19
дь_66ba29bb,17
дь_66ba30aa,17
дь_66ba30ab,11
дь_66ba30ba,11
дь_66ba30bb,0
дь_66ba31aa,0
дь_66ba31ab,5
дь_66ba31ba,17
дь_66ba31bb,18
дь_66ba32aa,18
дь_66ba32ab,13
дь_66ba32ba,3
дь_66ba32bb,16
дь_66ba33aa,13
дь_66ba33ab,13
дь_66ba33ba,13
дь_66ba33bb,10
дь_66ba34aa,21
дь_66ba34ab,37
дь_66ba34ba,0
дь_66ba34bb,2
дь_66ba35aa,13
дь_66ba35ab,20
дь_66ba35ba,0
дь_66ba35bb,0
дь_66ba36aa,0
дь_66ba36ab,0
дь_66ba36ba,0
дь_66ba36bb,0
дь_66ba37aa,0
дь_66ba37ab,1
дь_66ba37ba,1
дь_66ba37bb,37
дь_66ba38aa,0
дь_66ba38ab,0
дь_66ba38ba,0
дь_66ba38bb,0
дь_66ba39aa,0
дь_66ba39ab,8
дь_66ba39ba,0
дь_66ba39bb,0
дь_66ba40aa,0
дь_66ba40ab,0
дь_66ba40ba,0
дь_66ba40bb,0
дь_66bb26ab,0
дь_66bb26ba,3
дь_66bb26bb,37
дь_66bb27aa,9
дь_66bb27ab,12
дь_66bb27ba,0
дь_66bb27bb,0
дь_66bb28aa,0
дь_66bb28ab,0
дь_66bb28ba,19
дь_66bb28bb,89
дь_66bb29aa,66
дь_66bb29ab,2
дь_66bb29ba,112
дь_66bb29bb,25
дь_66bb30aa,16
дь_66bb30ab,20
дь_66bb30ba,0
дь_66bb30bb,0
дь_66bb31aa,19
дь_66bb31ab,11
дь_66bb31ba,13
дь_66bb31bb,21
дь_66bb32aa,25
дь_66bb32ab,27
дь_66bb32ba,13
дь_66bb32bb,17
дь_66bb33aa,8
дь_66bb33ab,23
дь_66bb33ba,24
дь_66bb33bb,13
дь_66bb34aa,17
дь_66bb34ab,18
дь_66bb34ba,17
дь_66bb34bb,10
дь_66bb35aa,66
дь_66bb35ab,5
дь_66bb35ba,0
дь_66bb35bb,0
дь_66bb36aa,0
дь_66bb36ab,0
дь_66bb36ba,0
дь_66bb36bb,34
дь_66bb37aa,77
дь_66bb37ab,25
дь_66bb37ba,35
дь_66bb37bb,128
дь_66bb38aa,194
дь_66bb38ab,184
дь_66bb38ba,67
дь_66bb38bb,3
дь_66bb39aa,1
дь_66bb39ab,10
дь_66bb39ba,1
дь_66bb39bb,5
дь_66bb40aa,4
дь_66bb40ab,2
дь_66bb40ba,0
дь_66bb40bb,4
дь_66bb41aa,1
дь_67aa26ba,0
дь_67aa26bb,8
дь_67aa27aa,8
дь_67aa27ab,0
дь_67aa27ba,1
дь_67aa27bb,0
дь_67aa28aa,0
дь_67aa28ab,0
дь_67aa28ba,0
дь_67aa28bb,2
дь_67aa29aa,3
дь_67aa29ab,51
дь_67aa29ba,118
дь_67aa29bb,19
дь_67aa30aa,19
дь_67aa30ab,40
дь_67aa30ba,3
дь_67aa30bb,3
дь_67aa31aa,18
дь_67aa31ab,9
дь_67aa31ba,9
дь_67aa31bb,49
дь_67aa32aa,4
дь_67aa32ab,13
дь_67aa32ba,10
дь_67aa32bb,9
дь_67aa33aa,13
дь_67aa33ab,23
дь_67aa33ba,7
дь_67aa33bb,11
дь_67aa34aa,17
дь_67aa34ab,15
дь_67aa34ba,14
дь_67aa34bb,12
дь_67aa35aa,11
дь_67aa35ab,37
дь_67aa35ba,0
дь_67aa35bb,0
дь_67aa36aa,0
дь_67aa36ab,1
дь_67aa36ba,0
дь_67aa36bb,65
дь_67aa37aa,92
дь_67aa37ab,109
дь_67aa37ba,236
дь_67aa37bb,113
дь_67aa38aa,260
дь_67aa38ab,472
дь_67aa38ba,230
дь_67aa38bb,51
дь_67aa39aa,1
дь_67aa39ab,19
дь_67aa39ba,84
дь_67aa39bb,36
дь_67aa40aa,18
дь_67aa40ab,53
дь_67aa40ba,22
дь_67aa40bb,6
дь_67aa41aa,2
дь_67ab26ba,0
дь_67ab26bb,0
дь_67ab27aa,0
дь_67ab27ab,0
дь_67ab27ba,0
дь_67ab27bb,0
дь_67ab28aa,0
дь_67ab28ab,0
дь_67ab28ba,0
дь_67ab28bb,0
дь_67ab29aa,0
дь_67ab29ab,0
дь_67ab29ba,61
дь_67ab29bb,0
дь_67ab30aa,11
дь_67ab30ab,24
дь_67ab30ba,21
дь_67ab30bb,15
дь_67ab31aa,12
дь_67ab31ab,21
дь_67ab31ba,17
дь_67ab31bb,19
дь_67ab32aa,0
дь_67ab32ab,5
дь_67ab32ba,14
дь_67ab32bb,7
дь_67ab33aa,2
дь_67ab33ab,26
дь_67ab33ba,5
дь_67ab33bb,0
дь_67ab34aa,14
дь_67ab34ab,21
дь_67ab34ba,90
дь_67ab34bb,94
дь_67ab35aa,30
дь_67ab35ab,14
дь_67ab35ba,0
дь_67ab35bb,2
дь_67ab36aa,0
дь_67ab36ab,0
дь_67ab36ba,27
дь_67ab36bb,154
дь_67ab37aa,152
дь_67ab37ab,100
дь_67ab37ba,469
дь_67ab37bb,313
дь_67ab38aa,242
дь_67ab38ab,214
дь_67ab38ba,548
дь_67ab38bb,294
дь_67ab39aa,0
дь_67ab39ab,7
дь_67ab39ba,39
дь_67ab39bb,0
дь_67ab40aa,0
дь_67ab40ab,5
дь_67ab40ba,2
дь_67ab40bb,5
дь_67ab41aa,0
дь_67ab41ab,0
дь_67ba26ba,0
дь_67ba26bb,0
дь_67ba27aa,0
дь_67ba27ab,0
дь_67ba27ba,0
дь_67ba27bb,0
дь_67ba28aa,0
дь_67ba28ab,0
дь_67ba28ba,0
дь_67ba28bb,0
дь_67ba29aa,0
дь_67ba29ab,0
дь_67ba29ba,0
дь_67ba29bb,4
дь_67ba30aa,23
дь_67ba30ab,15
дь_67ba30ba,21
дь_67ba30bb,23
дь_67ba31aa,20
дь_67ba31ab,5
дь_67ba31ba,6
дь_67ba31bb,23
дь_67ba32aa,2
дь_67ba32ab,15
дь_67ba32ba,24
дь_67ba32bb,8
дь_67ba33aa,26
дь_67ba33ab,17
дь_67ba33ba,0
дь_67ba33bb,5
дь_67ba34aa,4
дь_67ba34ab,19
дь_67ba34ba,74
дь_67ba34bb,107
дь_67ba35aa,20
дь_67ba35ab,12
дь_67ba35ba,0
дь_67ba35bb,0
дь_67ba36aa,0
дь_67ba36ab,0
дь_67ba36ba,35
дь_67ba36bb,227
дь_67ba37aa,142
дь_67ba37ab,151
дь_67ba37ba,448
дь_67ba37bb,571
дь_67ba38aa,155
дь_67ba38ab,141
дь_67ba38ba,329
дь_67ba38bb,523
дь_67ba39aa,21
дь_67ba39ab,0
дь_67ba39ba,0
дь_67ba39bb,0
дь_67ba40aa,0
дь_67ba40ab,0
дь_67ba40ba,3
дь_67ba40bb,6
дь_67ba41aa,0
дь_67ba41ab,0
дь_67ba41ba,0
дь_67ba41bb,0
дь_67bb26bb,0
дь_67bb27aa,0
дь_67bb27ab,0
дь_67bb28bb,0
дь_67bb29aa,0
дь_67bb29ab,0
дь_67bb29ba,0
дь_67bb29bb,13
дь_67bb30aa,17
дь_67bb30ab,35
дь_67bb30ba,18
дь_67bb30bb,21
дь_67bb31aa,34
дь_67bb31ab,2
дь_67bb31ba,13
дь_67bb31bb,20
дь_67bb32aa,1
дь_67bb32ab,7
дь_67bb32ba,0
дь_67bb32bb,0
дь_67bb33aa,0
дь_67bb33ab,5
дь_67bb33ba,0
дь_67bb33bb,0
дь_67bb34aa,16
дь_67bb34ab,18
дь_67bb34ba,101
дь_67bb34bb,116
дь_67bb35aa,19
дь_67bb35ab,2
дь_67bb35ba,0
дь_67bb35bb,0
дь_67bb36aa,0
дь_67bb36ab,0
дь_67bb36ba,38
дь_67bb36bb,78
дь_67bb37aa,7
дь_67bb37ab,85
дь_67bb37ba,563
дь_67bb37bb,595
дь_67bb38aa,207
дь_67bb38ab,181
дь_67bb38ba,219
дь_67bb38bb,640
дь_67bb39aa,223
дь_67bb39ab,1
дь_67bb39ba,0
дь_67bb39bb,0
дь_67bb40aa,8
дь_67bb40ab,0
дь_67bb40ba,5
дь_67bb40bb,0
дь_67bb41aa,0
дь_67bb41ab,0
дь_67bb41ba,0
дь_68aa29aa,0
дь_68aa29ab,0
дь_68aa29ba,30
дь_68aa29bb,27
дь_68aa30aa,27
дь_68aa30ab,13
дь_68aa30ba,18
дь_68aa30bb,68
дь_68aa31aa,41
дь_68aa31ab,0
дь_68aa31ba,10
дь_68aa31bb,6
дь_68aa32aa,0
дь_68aa32ab,0
дь_68aa32ba,0
дь_68aa32bb,0
дь_68aa33aa,0
дь_68aa33ab,0
дь_68aa33ba,0
дь_68aa33bb,0
дь_68aa34aa,15
дь_68aa34ab,19
дь_68aa34ba,44
дь_68aa34bb,43
дь_68aa35aa,12
дь_68aa35ab,0
дь_68aa35ba,0
дь_68aa35bb,0
дь_68aa36aa,0
дь_68aa36ab,0
дь_68aa36ba,44
дь_68aa36bb,11
дь_68aa37aa,78
дь_68aa37ab,91
дь_68aa37ba,162
дь_68aa37bb,542
дь_68aa38aa,508
дь_68aa38ab,74
дь_68aa38ba,161
дь_68aa38bb,523
дь_68aa39aa,422
дь_68aa39ab,0
дь_68aa39ba,0
дь_68aa39bb,0
дь_68aa40aa,4
дь_68aa40ab,3
дь_68aa40ba,0
дь_68aa40bb,0
дь_68aa41aa,0
дь_68aa41ab,0
дь_68aa41ba,0
дь_68ab28bb,0
дь_68ab29aa,0
дь_68ab29ab,0
дь_68ab29ba,34
дь_68ab29bb,134
дь_68ab30aa,17
дь_68ab30ab,9
дь_68ab30ba,47
дь_68ab30bb,40
дь_68ab31aa,2
дь_68ab31ab,0
дь_68ab31ba,1
дь_68ab31bb,0
дь_68ab32aa,0
дь_68ab32ab,0
дь_68ab32ba,0
дь_68ab32bb,0
дь_68ab33aa,0
дь_68ab33ab,0
дь_68ab33ba,0
дь_68ab33bb,0
дь_68ab34aa,5
дь_68ab34ab,17
дь_68ab34ba,7
дь_68ab34bb,10
дь_68ab35aa,8
дь_68ab35ab,0
дь_68ab35ba,0
дь_68ab35bb,0
дь_68ab36aa,0
дь_68ab36ab,2
дь_68ab36ba,50
дь_68ab36bb,7
дь_68ab37aa,93
дь_68ab37ab,149
дь_68ab37ba,81
дь_68ab37bb,361
дь_68ab38aa,462
дь_68ab38ab,101
дь_68ab38ba,194
дь_68ab38bb,252
дь_68ab39aa,61
дь_68ab39ab,0
дь_68ab39ba,0
дь_68ab39bb,0
дь_68ab40aa,12
дь_68ab40ab,2
дь_68ab40ba,0
дь_68ab40bb,0
дь_68ab41aa,0
дь_68ab41ab,0
дь_68ab41ba,0
дь_68ba28bb,0
дь_68ba29aa,0
дь_68ba29ab,0
дь_68ba29ba,0
дь_68ba29bb,56
дь_68ba30aa,108
дь_68ba30ab,44
дь_68ba30ba,41
дь_68ba30bb,53
дь_68ba31aa,0
дь_68ba31ab,0
дь_68ba31ba,0
дь_68ba31bb,0
дь_68ba32aa,0
дь_68ba32ab,0
дь_68ba32ba,0
дь_68ba32bb,0
дь_68ba33aa,0
дь_68ba33ab,0
дь_68ba33ba,0
дь_68ba33bb,0
дь_68ba34aa,17
дь_68ba34ab,33
дь_68ba34ba,5
дь_68ba34bb,10
дь_68ba35aa,0
дь_68ba35ab,0
дь_68ba35ba,0
дь_68ba35bb,0
дь_68ba36aa,0
дь_68ba36ab,24
дь_68ba36ba,62
дь_68ba36bb,41
дь_68ba37aa,1
дь_68ba37ab,12
дь_68ba37ba,151
дь_68ba37bb,187
дь_68ba38aa,441
дь_68ba38ab,547
дь_68ba38ba,60
дь_68ba38bb,80
дь_68ba39aa,7
дь_68ba39ab,0
дь_68ba39ba,0
дь_68ba39bb,0
дь_68ba40aa,5
дь_68ba40ab,0
дь_68ba40ba,0
дь_68ba40bb,0
дь_68ba41aa,0
дь_68ba41ab,0
дь_68ba41ba,0
дь_68bb29aa,0
дь_68bb29ab,0
дь_68bb29ba,0
дь_68bb29bb,0
дь_68bb30aa,28
дь_68bb30ab,12
дь_68bb30ba,1
дь_68bb30bb,0
дь_68bb31aa,0
дь_68bb31ab,0
дь_68bb31ba,7
дь_68bb31bb,4
дь_68bb32aa,0
дь_68bb32ab,0
дь_68bb32ba,0
дь_68bb32bb,0
дь_68bb33aa,0
дь_68bb33ab,0
дь_68bb33ba,0
дь_68bb33bb,0
дь_68bb34aa,22
дь_68bb34ab,27
дь_68bb34ba,8
дь_68bb34bb,1
дь_68bb35aa,1
дь_68bb35ab,0
дь_68bb35ba,0
дь_68bb35bb,0
дь_68bb36aa,0
дь_68bb36ab,25
дь_68bb36ba,78
дь_68bb36bb,114
дь_68bb37aa,1
дь_68bb37ab,17
дь_68bb37ba,0
дь_68bb37bb,210
дь_68bb38aa,166
дь_68bb38ab,296
дь_68bb38ba,2
дь_68bb38bb,0
дь_68bb39aa,19
дь_68bb39ab,0
дь_68bb39ba,0
дь_68bb39bb,0
дь_68bb40aa,0
дь_68bb40ab,0
дь_68bb40ba,0
дь_68bb40bb,0
дь_68bb41aa,0
дь_68bb41ab,0
дь_68bb41ba,0
дь_69aa29aa,0
дь_69aa29ab,1
дь_69aa29ba,0
дь_69aa29bb,0
дь_69aa30aa,0
дь_69aa30ab,0
дь_69aa30ba,1
дь_69aa30bb,1
дь_69aa31aa,0
дь_69aa31ab,4
дь_69aa31ba,35
дь_69aa31bb,1
дь_69aa32aa,0
дь_69aa32ab,0
дь_69aa32ba,0
дь_69aa32bb,0
дь_69aa33aa,0
дь_69aa33ab,0
дь_69aa33ba,0
дь_69aa33bb,6
дь_69aa34aa,8
дь_69aa34ab,20
дь_69aa34ba,1
дь_69aa34bb,0
дь_69aa35aa,0
дь_69aa35ab,0
дь_69aa35ba,0
дь_69aa35bb,0
дь_69aa36aa,0
дь_69aa36ab,8
дь_69aa36ba,70
дь_69aa36bb,71
дь_69aa37aa,21
дь_69aa37ab,0
дь_69aa37ba,0
дь_69aa37bb,6
дь_69aa38aa,190
дь_69aa38ab,31
дь_69aa38ba,6
дь_69aa38bb,3
дь_69aa39aa,33
дь_69aa39ab,379
дь_69aa39ba,389
дь_69aa39bb,56
дь_69aa40aa,0
дь_69aa40ab,0
дь_69aa40ba,0
дь_69aa40bb,0
дь_69aa41aa,0
дь_69aa41ab,0
дь_69aa41ba,0
дь_69ab29ab,0
дь_69ab29ba,0
дь_69ab29bb,0
дь_69ab30aa,0
дь_69ab30ab,0
дь_69ab30ba,0
дь_69ab30bb,0
дь_69ab31aa,0
дь_69ab31ab,0
дь_69ab31ba,1
дь_69ab31bb,2
дь_69ab32aa,2
дь_69ab32ab,0
дь_69ab32ba,0
дь_69ab32bb,0
дь_69ab33aa,0
дь_69ab33ab,0
дь_69ab33ba,0
дь_69ab33bb,8
дь_69ab34aa,10
дь_69ab34ab,0
дь_69ab34ba,0
дь_69ab34bb,0
дь_69ab35aa,0
дь_69ab35ab,0
дь_69ab35ba,0
дь_69ab35bb,0
дь_69ab36aa,0
дь_69ab36ab,0
дь_69ab36ba,6
дь_69ab36bb,15
дь_69ab37aa,0
дь_69ab37ab,85
дь_69ab37ba,432
дь_69ab37bb,53
дь_69ab38aa,294
дь_69ab38ab,53
дь_69ab38ba,2
дь_69ab38bb,24
дь_69ab39aa,28
дь_69ab39ab,234
дь_69ab39ba,335
дь_69ab39bb,276
дь_69ab40aa,0
дь_69ab40ab,0
дь_69ab40ba,0
дь_69ab40bb,0
дь_69ab41aa,0
дь_69ab41ab,0
дь_69ab41ba,0
дь_69ba29bb,0
дь_69ba30aa,0
дь_69ba30ab,2
дь_69ba30ba,0
дь_69ba30bb,0
дь_69ba31aa,0
дь_69ba31ab,0
дь_69ba31ba,0
дь_69ba31bb,0
дь_69ba32aa,1
дь_69ba32ab,0
дь_69ba32ba,0
дь_69ba32bb,0
дь_69ba33aa,0
дь_69ba33ab,0
дь_69ba33ba,0
дь_69ba33bb,10
дь_69ba34aa,6
дь_69ba34ab,0
дь_69ba34ba,0
дь_69ba34bb,0
дь_69ba35aa,0
дь_69ba35ab,0
дь_69ba35ba,3
дь_69ba35bb,3
дь_69ba36aa,0
дь_69ba36ab,0
дь_69ba36ba,0
дь_69ba36bb,4
дь_69ba37aa,85
дь_69ba37ab,557
дь_69ba37ba,444
дь_69ba37bb,366
дь_69ba38aa,337
дь_69ba38ab,101
дь_69ba38ba,63
дь_69ba38bb,70
дь_69ba39aa,10
дь_69ba39ab,2
дь_69ba39ba,7
дь_69ba39bb,83
дь_69ba40aa,60
дь_69ba40ab,26
дь_69ba40ba,0
дь_69ba40bb,0
дь_69ba41aa,0
дь_69ba41ab,0
дь_69bb30ab,0
дь_69bb30ba,0
дь_69bb30bb,0
дь_69bb31aa,0
дь_69bb31ab,0
дь_69bb31ba,0
дь_69bb31bb,0
дь_69bb32aa,0
дь_69bb32ab,0
дь_69bb32ba,0
дь_69bb32bb,0
дь_69bb33aa,0
дь_69bb33ab,0
дь_69bb33ba,2
дь_69bb33bb,3
дь_69bb34aa,14
дь_69bb34ab,0
дь_69bb34ba,0
дь_69bb34bb,0
дь_69bb35aa,0
дь_69bb35ab,0
дь_69bb35ba,0
дь_69bb35bb,0
дь_69bb36aa,0
дь_69bb36ab,0
дь_69bb36ba,0
дь_69bb36bb,6
дь_69bb37aa,34
дь_69bb37ab,290
дь_69bb37ba,244
дь_69bb37bb,208
дь_69bb38aa,82
дь_69bb38ab,49
дь_69bb38ba,251
дь_69bb38bb,232
дь_69bb39aa,124
дь_69bb39ab,44
дь_69bb39ba,114
дь_69bb39bb,99
дь_69bb40aa,30
дь_69bb40ab,22
дь_69bb40ba,0
дь_69bb40bb,0
дь_69bb41aa,0
дь_69bb41ab,0
дь_70aa30bb,0
дь_70aa31aa,0
дь_70aa31ab,0
дь_70aa31ba,0
дь_70aa31bb,0
дь_70aa32aa,0
дь_70aa32ab,0
дь_70aa32ba,0
дь_70aa32bb,0
дь_70aa33aa,0
дь_70aa33ab,0
дь_70aa33ba,0
дь_70aa33bb,1
дь_70aa34aa,0
дь_70aa34ab,0
дь_70aa34ba,0
дь_70aa34bb,0
дь_70aa35aa,0
дь_70aa35ab,0
дь_70aa35ba,1
дь_70aa35bb,0
дь_70aa36aa,0
дь_70aa36ab,0
дь_70aa36ba,0
дь_70aa36bb,0
дь_70aa37aa,59
дь_70aa37ab,226
дь_70aa37ba,422
дь_70aa37bb,295
дь_70aa38aa,112
дь_70aa38ab,12
дь_70aa38ba,220
дь_70aa38bb,144
дь_70aa39aa,121
дь_70aa39ab,123
дь_70aa39ba,157
дь_70aa39bb,214
дь_70aa40aa,97
дь_70aa40ab,1
дь_70aa40ba,0
дь_70aa40bb,0
дь_70aa41aa,0
дь_70aa41ab,0
дь_70ab31aa,0
дь_70ab31ab,0
дь_70ab31ba,0
дь_70ab31bb,0
дь_70ab32aa,0
дь_70ab32ab,0
дь_70ab32ba,0
дь_70ab32bb,0
дь_70ab33aa,0
дь_70ab33ab,0
дь_70ab33ba,0
дь_70ab33bb,1
дь_70ab34aa,0
дь_70ab34ab,0
дь_70ab34ba,0
дь_70ab34bb,0
дь_70ab35aa,0
дь_70ab35ab,0
дь_70ab35ba,0
дь_70ab35bb,0
дь_70ab36aa,0
дь_70ab36ab,0
дь_70ab36ba,0
дь_70ab36bb,0
дь_70ab37aa,85
дь_70ab37ab,168
дь_70ab37ba,385
дь_70ab37bb,373
дь_70ab38aa,194
дь_70ab38ab,0
дь_70ab38ba,139
дь_70ab38bb,185
дь_70ab39aa,163
дь_70ab39ab,59
дь_70ab39ba,160
дь_70ab39bb,168
дь_70ab40aa,59
дь_70ab40ab,36
дь_70ab40ba,3
дь_70ab40bb,0
дь_70ab41aa,0
дь_70ab41ab,0
дь_70ba31ab,0
дь_70ba31ba,0
дь_70ba31bb,0
дь_70ba32aa,0
дь_70ba32ab,0
дь_70ba32ba,0
дь_70ba32bb,0
дь_70ba33aa,0
дь_70ba33ab,0
дь_70ba33ba,0
дь_70ba33bb,0
дь_70ba34aa,0
дь_70ba34ab,0
дь_70ba34ba,2
дь_70ba34bb,1
дь_70ba35aa,0
дь_70ba35ab,1
дь_70ba35ba,0
дь_70ba35bb,0
дь_70ba36aa,0
дь_70ba36ab,0
дь_70ba36ba,0
дь_70ba36bb,8
дь_70ba37aa,5
дь_70ba37ab,6
дь_70ba37ba,75
дь_70ba37bb,121
дь_70ba38aa,184
дь_70ba38ab,3
дь_70ba38ba,94
дь_70ba38bb,17
дь_70ba39aa,266
дь_70ba39ab,121
дь_70ba39ba,151
дь_70ba39bb,114
дь_70ba40aa,122
дь_70ba40ab,126
дь_70ba40ba,25
дь_70ba40bb,0
дь_70ba41aa,0
дь_70bb31ab,0
дь_70bb31ba,0
дь_70bb31bb,0
дь_70bb32aa,0
дь_70bb32ab,0
дь_70bb32ba,0
дь_70bb33aa,0
дь_70bb33ab,0
дь_70bb33ba,0
дь_70bb33bb,0
дь_70bb34aa,0
дь_70bb34ab,0
дь_70bb34ba,1
дь_70bb34bb,0
дь_70bb35aa,0
дь_70bb35ab,0
дь_70bb35ba,0
дь_70bb35bb,0
дь_70bb36aa,2
дь_70bb36ab,0
дь_70bb36ba,0
дь_70bb36bb,0
дь_70bb37aa,13
дь_70bb37ab,2
дь_70bb37ba,0
дь_70bb37bb,6
дь_70bb38aa,6
дь_70bb38ab,9
дь_70bb38ba,6
дь_70bb38bb,7
дь_70bb39aa,17
дь_70bb39ab,167
дь_70bb39ba,63
дь_70bb39bb,80
дь_70bb40aa,12
дь_70bb40ab,120
дь_70bb40ba,4
дь_70bb40bb,0
дь_70bb41aa,0
дь_70bb41ab,0
дь_71aa31ba,0
дь_71aa31bb,0
дь_71aa32aa,0
дь_71aa32ab,0
дь_71aa33ba,0
дь_71aa33bb,0
дь_71aa34aa,0
дь_71aa34ab,0
дь_71aa34ba,0
дь_71aa34bb,0
дь_71aa35aa,0
дь_71aa35ab,0
дь_71aa35ba,0
дь_71aa35bb,5
дь_71aa36aa,7
дь_71aa36ab,0
дь_71aa36ba,0
дь_71aa36bb,5
дь_71aa37aa,5
дь_71aa37ab,3
дь_71aa37ba,3
дь_71aa37bb,15
дь_71aa38aa,2
дь_71aa38ab,1
дь_71aa38ba,0
дь_71aa38bb,0
дь_71aa39aa,0
дь_71aa39ab,0
дь_71aa39ba,0
дь_71aa39bb,1
дь_71aa40aa,0
дь_71aa40ab,0
дь_71aa40ba,1
дь_71aa40bb,0
дь_71aa41aa,0
дь_71aa41ab,0
дь_71ab31ba,0
дь_71ab31bb,0
дь_71ab32aa,0
дь_71ab34aa,0
дь_71ab34ab,0
дь_71ab34ba,0
дь_71ab34bb,0
дь_71ab35aa,0
дь_71ab35ab,0
дь_71ab35ba,0
дь_71ab35bb,0
дь_71ab36aa,4
дь_71ab36ab,0
дь_71ab36ba,0
дь_71ab36bb,6
дь_71ab37aa,23
дь_71ab37ab,3
дь_71ab37ba,14
дь_71ab37bb,4
дь_71ab38aa,3
дь_71ab38ab,2
дь_71ab38ba,0
дь_71ab38bb,0
дь_71ab39aa,0
дь_71ab39ab,0
дь_71ab39ba,0
дь_71ab39bb,0
дь_71ab40aa,0
дь_71ab40ab,0
дь_71ab40ba,0
дь_71ab40bb,0
дь_71ab41aa,1
дь_71ab41ab,1
дь_71ab41ba,0
дь_71ba35aa,0
дь_71ba35ab,0
дь_71ba35ba,0
дь_71ba35bb,0
дь_71ba36aa,5
дь_71ba36ab,0
дь_71ba36ba,0
дь_71ba36bb,6
дь_71ba37aa,13
дь_71ba37ab,51
дь_71ba37ba,9
дь_71ba37bb,20
дь_71ba38aa,17
дь_71ba38ab,15
дь_71ba38ba,15
дь_71ba38bb,0
дь_71ba39aa,0
дь_71ba39ab,0
дь_71ba39ba,0
дь_71ba39bb,0
дь_71ba40aa,0
дь_71ba40ab,0
дь_71ba40ba,0
дь_71ba40bb,1
дь_71ba41aa,0
дь_71ba41ab,0
дь_71ba41ba,0
дь_71ba41bb,0
дь_71bb35aa,0
дь_71bb35ab,0
дь_71bb35ba,1
дь_71bb35bb,0
дь_71bb36aa,0
дь_71bb36ab,0
дь_71bb36ba,0
дь_71bb36bb,0
дь_71bb37aa,6
дь_71bb37ab,19
дь_71bb37ba,1
дь_71bb37bb,0
дь_71bb38aa,2
дь_71bb38ab,15
дь_71bb38ba,5
дь_71bb38bb,0
дь_71bb39aa,0
дь_71bb39ab,0
дь_71bb39ba,0
дь_71bb39bb,0
дь_71bb40aa,0
дь_71bb40ab,0
дь_71bb40ba,0
дь_71bb40bb,0
дь_71bb41aa,0
дь_71bb41ab,0
дь_71bb41ba,0
дь_72aa35aa,0
дь_72aa35ab,0
дь_72aa35ba,0
