소재지지번주소,위도,경도,설치개수,구,동,세부주소
경기도 성남시 수정구 태평동 406번지,37.44981405,127.1355768,1,수정구,태평동,406번지
경기도 성남시 수정구 태평동 473번지,37.449666,127.1362792,1,수정구,태평동,473번지
경기도 성남시 수정구 태평동 6351번지,37.4420109,127.1306714,1,수정구,태평동,6351번지
경기도 성남시 수정구 태평동 6368번지,37.44258663,127.1305404,1,수정구,태평동,6368번지
경기도 성남시 수정구 복정동 69-2번지,37.46305246,127.1407602,1,수정구,복정동,69-2번지
경기도 성남시 수정구 신흥동 5544-1번지,37.44183476,127.1373861,1,수정구,신흥동,5544-1번지
경기도 성남시 수정구 태평동 6148-1번지,37.44221862,127.1282845,1,수정구,태평동,6148-1번지
경기도 성남시 수정구 태평동 5615번지,37.44309027,127.1304103,1,수정구,태평동,5615번지
경기도 성남시 수정구 태평동 5661번지,37.44335891,127.1301812,1,수정구,태평동,5661번지
경기도 성남시 수정구 태평동 5439번지,37.44467357,127.1288324,1,수정구,태평동,5439번지
경기도 성남시 수정구 태평동 5388번지,37.44515561,127.1282165,1,수정구,태평동,5388번지
경기도 성남시 수정구 태평동 3562번지,37.44392346,127.1346725,1,수정구,태평동,3562번지
경기도 성남시 수정구 태평동 3524번지,37.44290847,127.1351136,1,수정구,태평동,3524번지
경기도 성남시 수정구 태평동 3559-1번지,37.44359959,127.134744,1,수정구,태평동,3559-1번지
경기도 성남시 수정구 태평동 7164-8번지 가원맨션,37.44290665,127.1250557,1,수정구,태평동,7164-8번지 가원맨션
경기도 성남시 수정구 태평동 7174번지 동양빌라,37.44246516,127.1250608,1,수정구,태평동,7174번지 동양빌라
경기도 성남시 수정구 태평동 2563번지,37.44861349,127.1389924,1,수정구,태평동,2563번지
경기도 성남시 수정구 태평동 3185-1번지 현대빌라,37.44557599,127.1351621,1,수정구,태평동,3185-1번지 현대빌라
경기도 성남시 수정구 태평동 3195-2번지,37.44502837,127.1354396,1,수정구,태평동,3195-2번지
경기도 성남시 수정구 태평동 3249-1번지,37.4462462,127.135629,1,수정구,태평동,3249-1번지
경기도 성남시 수정구 태평동 3229번지,37.44482881,127.1364929,1,수정구,태평동,3229번지
경기도 성남시 수정구 태평동 6817-2번지,37.441708,127.1262449,1,수정구,태평동,6817-2번지
경기도 성남시 수정구 태평동 1844번지,37.45074208,127.1405165,1,수정구,태평동,1844번지
경기도 성남시 수정구 태평동 2615번지,37.44818887,127.1388391,1,수정구,태평동,2615번지
경기도 성남시 수정구 태평동 2638번지,37.44792767,127.1388534,1,수정구,태평동,2638번지
경기도 성남시 수정구 신흥동 4900번지,37.44090992,127.1403123,1,수정구,신흥동,4900번지
경기도 성남시 수정구 신흥동 6926번지,37.43894976,127.1408885,1,수정구,신흥동,6926번지
경기도 성남시 수정구 태평동 7115-37번지,37.44508347,127.125765,1,수정구,태평동,7115-37번지
경기도 성남시 수정구 태평동 3254-6번지 범영빌라,37.44589174,127.1364468,1,수정구,태평동,3254-6번지 범영빌라
경기도 성남시 수정구 태평동 3261-1번지,37.44546975,127.1366551,1,수정구,태평동,3261-1번지
경기도 성남시 수정구 태평동 3258번지 장미맨션,37.44573766,127.1363243,1,수정구,태평동,3258번지 장미맨션
경기도 성남시 수정구 태평동 6661번지,37.44412082,127.1259683,1,수정구,태평동,6661번지
경기도 성남시 수정구 태평동 6645번지,37.44432113,127.1262485,1,수정구,태평동,6645번지
경기도 성남시 수정구 태평동 5090-1번지,37.44854348,127.1294205,1,수정구,태평동,5090-1번지
경기도 성남시 수정구 태평동 691번지,37.44746743,127.133818,1,수정구,태평동,691번지
경기도 성남시 수정구 단대동 185-20번지,37.44779827,127.1546548,1,수정구,단대동,185-20번지
경기도 성남시 수정구 금토동 64번지,37.41934607,127.0790436,1,수정구,금토동,64번지
경기도 성남시 수정구 금토동 63번지,37.41897895,127.0793418,1,수정구,금토동,63번지
경기도 성남시 수정구 금토동 91번지,37.41808315,127.0800193,1,수정구,금토동,91번지
경기도 성남시 수정구 금토동 391-2번지,37.40437645,127.0844902,1,수정구,금토동,391-2번지
경기도 성남시 수정구 금토동 394-2번지,37.40503906,127.0851146,1,수정구,금토동,394-2번지
경기도 성남시 수정구 수진동 4567-20번지,37.43865271,127.1261561,1,수정구,수진동,4567-20번지
경기도 성남시 수정구 수진동 4347번지,37.43621449,127.1327836,1,수정구,수진동,4347번지
경기도 성남시 수정구 태평동 7272번지,37.44022558,127.1231771,1,수정구,태평동,7272번지
경기도 성남시 수정구 태평동 6641번지,37.44465433,127.126222,1,수정구,태평동,6641번지
경기도 성남시 수정구 태평동 6151-14번지,37.44198619,127.1285358,1,수정구,태평동,6151-14번지
경기도 성남시 수정구 태평동 6151-7번지,37.44191694,127.1289208,1,수정구,태평동,6151-7번지
경기도 성남시 수정구 심곡동 363-3번지,37.4498741,127.0989234,1,수정구,심곡동,363-3번지
경기도 성남시 수정구 복정동 703-1번지,37.45357372,127.130956,1,수정구,복정동,703-1번지
경기도 성남시 수정구 복정동 118-4번지,37.45937778,127.1372754,1,수정구,복정동,118-4번지
경기도 성남시 수정구 금토동 648번지,37.40256939,127.0734318,1,수정구,금토동,648번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 태평동 83번지,37.45056375,127.1395352,1,수정구,태평동,83번지
경기도 성남시 수정구 태평동 267번지,37.45021121,127.1369059,1,수정구,태평동,267번지
경기도 성남시 수정구 수진동 3028번지,37.4387527,127.1287201,1,수정구,수진동,3028번지
경기도 성남시 수정구 태평동 2255번지,37.44826042,127.1412455,1,수정구,태평동,2255번지
경기도 성남시 수정구 태평동 1820-1번지,37.44980595,127.1406515,1,수정구,태평동,1820-1번지
경기도 성남시 수정구 산성동 1696번지,37.45344906,127.1522855,1,수정구,산성동,1696번지
경기도 성남시 수정구 복정동 128-1번지,37.46016109,127.1359552,1,수정구,복정동,128-1번지
경기도 성남시 수정구 금토동 498-1번지,37.40739141,127.0759027,1,수정구,금토동,498-1번지
경기도 성남시 수정구 복정동 146번지,37.4612035,127.1368023,1,수정구,복정동,146번지
경기도 성남시 수정구 태평동 7183-1번지 굿모닝파크빌,37.44183689,127.1253959,1,수정구,태평동,7183-1번지 굿모닝파크빌
경기도 성남시 수정구 태평동 3373번지,37.44391647,127.1374188,1,수정구,태평동,3373번지
경기도 성남시 수정구 태평동 3394번지,37.44359799,127.136993,1,수정구,태평동,3394번지
경기도 성남시 수정구 태평동 3128-2번지,37.44649162,127.1346882,1,수정구,태평동,3128-2번지
경기도 성남시 수정구 태평동 3492번지,37.4426656,127.1364047,1,수정구,태평동,3492번지
경기도 성남시 수정구 태평동 3101-1번지,37.44670232,127.1351604,1,수정구,태평동,3101-1번지
경기도 성남시 수정구 태평동 3428번지 스위트빌,37.44332156,127.1373917,1,수정구,태평동,3428번지 스위트빌
경기도 성남시 수정구 태평동 3286-2번지,37.41408602,127.1220354,1,수정구,태평동,3286-2번지
경기도 성남시 수정구 태평동 3448-7번지,37.44371902,127.1362909,1,수정구,태평동,3448-7번지
경기도 성남시 수정구 태평동 3443-2번지,37.4444285,127.1359664,1,수정구,태평동,3443-2번지
경기도 성남시 수정구 태평동 3449번지 이화쉐르빌,37.44372042,127.136483,1,수정구,태평동,3449번지 이화쉐르빌
경기도 성남시 수정구 태평동 3483번지,37.44297996,127.1362655,1,수정구,태평동,3483번지
경기도 성남시 수정구 태평동 1773번지,37.45028929,127.1402052,1,수정구,태평동,1773번지
경기도 성남시 수정구 태평동 1783번지,37.44969652,127.1404719,1,수정구,태평동,1783번지
경기도 성남시 수정구 태평동 1715번지,37.44959486,127.1401227,1,수정구,태평동,1715번지
경기도 성남시 수정구 태평동 1731번지,37.45047595,127.1398527,1,수정구,태평동,1731번지
경기도 성남시 수정구 태평동 2379번지,37.44861393,127.1402921,1,수정구,태평동,2379번지
경기도 성남시 수정구 태평동 2483번지,37.44877069,127.1395444,1,수정구,태평동,2483번지
경기도 성남시 수정구 오야동 255-2번지,37.45489214,127.1047407,1,수정구,오야동,255-2번지
경기도 성남시 수정구 오야동 252-4번지,37.45500624,127.1055306,1,수정구,오야동,252-4번지
경기도 성남시 수정구 오야동 244-5번지,37.45498288,127.1060169,1,수정구,오야동,244-5번지
경기도 성남시 수정구 태평동 1935번지,37.44973093,127.1414887,1,수정구,태평동,1935번지
경기도 성남시 수정구 태평동 1946번지,37.45032468,127.1413576,1,수정구,태평동,1946번지
경기도 성남시 수정구 태평동 1916번지,37.45085283,127.1408769,1,수정구,태평동,1916번지
경기도 성남시 수정구 태평동 1920번지,37.45068295,127.1410597,1,수정구,태평동,1920번지
경기도 성남시 수정구 태평동 1974번지,37.45092696,127.1411586,1,수정구,태평동,1974번지
경기도 성남시 수정구 태평동 5140번지,37.44667394,127.1288319,1,수정구,태평동,5140번지
경기도 성남시 수정구 태평동 45번지,37.45143527,127.1404294,1,수정구,태평동,45번지
경기도 성남시 수정구 수진동 4764번지,37.43421773,127.1259251,1,수정구,수진동,4764번지
경기도 성남시 수정구 태평동 3743번지,37.44495594,127.1316997,1,수정구,태평동,3743번지
경기도 성남시 수정구 신흥동 845번지,37.45086898,127.1480989,1,수정구,신흥동,845번지
경기도 성남시 수정구 신흥동 842번지,37.45087888,127.1482231,1,수정구,신흥동,842번지
경기도 성남시 수정구 신흥동 717번지,37.44969005,127.1483043,1,수정구,신흥동,717번지
경기도 성남시 수정구 양지동 90번지,37.46339809,127.167694,1,수정구,양지동,90번지
경기도 성남시 수정구 양지동 505번지,37.45827757,127.1635119,1,수정구,양지동,505번지
경기도 성남시 수정구 양지동 484번지 수정골든빌라,37.45789857,127.1621597,1,수정구,양지동,484번지 수정골든빌라
경기도 성남시 수정구 양지동 477번지,37.45814175,127.1621457,1,수정구,양지동,477번지
경기도 성남시 수정구 신흥동 1401번지,37.44768366,127.1474681,1,수정구,신흥동,1401번지
경기도 성남시 수정구 신흥동 1928번지,37.44558393,127.1474354,1,수정구,신흥동,1928번지
경기도 성남시 수정구 양지동 463번지 수지빌라,37.45844937,127.1623231,1,수정구,양지동,463번지 수지빌라
경기도 성남시 수정구 양지동 631번지,37.45706805,127.1619429,1,수정구,양지동,631번지
경기도 성남시 수정구 신흥동 667번지,37.44927421,127.1481169,1,수정구,신흥동,667번지
경기도 성남시 수정구 신흥동 659번지,37.44957504,127.1485995,1,수정구,신흥동,659번지
경기도 성남시 수정구 신흥동 1372번지,37.44756702,127.1475372,1,수정구,신흥동,1372번지
경기도 성남시 수정구 태평동 3401-1번지,37.44360211,127.137558,1,수정구,태평동,3401-1번지
경기도 성남시 수정구 양지동 833번지 굿모닝빌리지,37.45584809,127.1614479,1,수정구,양지동,833번지 굿모닝빌리지
경기도 성남시 수정구 신흥동 2873번지,37.44378022,127.1472185,1,수정구,신흥동,2873번지
경기도 성남시 수정구 태평동 7311-13번지,37.44636094,127.1402501,1,수정구,태평동,7311-13번지
경기도 성남시 수정구 산성동 2179번지,37.45088793,127.1532525,1,수정구,산성동,2179번지
경기도 성남시 수정구 태평동 7231-4번지,37.44062855,127.1252743,1,수정구,태평동,7231-4번지
경기도 성남시 수정구 고등동 229번지,37.43417424,127.0973147,1,수정구,고등동,229번지
경기도 성남시 수정구 태평동 6381번지,37.44177839,127.1309114,1,수정구,태평동,6381번지
경기도 성남시 수정구 태평동 204번지,37.45097319,127.1388411,1,수정구,태평동,204번지
경기도 성남시 수정구 태평동 3087번지,37.44706057,127.1348625,1,수정구,태평동,3087번지
경기도 성남시 수정구 태평동 3074번지,37.44761869,127.1347882,1,수정구,태평동,3074번지
경기도 성남시 수정구 태평동 3146번지,37.44751644,127.13436,1,수정구,태평동,3146번지
경기도 성남시 수정구 태평동 3157번지,37.44703875,127.1343429,1,수정구,태평동,3157번지
경기도 성남시 수정구 태평동 3154번지,37.41408602,127.1220354,1,수정구,태평동,3154번지
경기도 성남시 수정구 태평동 3352-2번지 현대쉐르빌,37.44446011,127.1378307,1,수정구,태평동,3352-2번지 현대쉐르빌
경기도 성남시 수정구 태평동 3760-3번지,37.44421872,127.1343866,1,수정구,태평동,3760-3번지
경기도 성남시 수정구 수진동 4347번지,37.43621449,127.1327836,1,수정구,수진동,4347번지
경기도 성남시 수정구 신흥동 4700번지,37.44105687,127.141938,1,수정구,신흥동,4700번지
경기도 성남시 수정구 신흥동 4597번지,37.44174507,127.1424048,1,수정구,신흥동,4597번지
경기도 성남시 수정구 태평동 29번지,37.45130177,127.140657,1,수정구,태평동,29번지
경기도 성남시 수정구 태평동 496번지,37.44927966,127.1351986,1,수정구,태평동,496번지
경기도 성남시 수정구 태평동 397번지,37.45006334,127.1363989,1,수정구,태평동,397번지
경기도 성남시 수정구 시흥동 75-1번지,37.41974506,127.1028427,1,수정구,시흥동,75-1번지
경기도 성남시 수정구 태평동 507번지,37.4497929,127.1351475,1,수정구,태평동,507번지
경기도 성남시 수정구 태평동 442번지,37.44957839,127.1353873,1,수정구,태평동,442번지
경기도 성남시 수정구 태평동 436번지,37.44971701,127.1358604,1,수정구,태평동,436번지
경기도 성남시 수정구 태평동 432번지,37.44981867,127.1362096,1,수정구,태평동,432번지
경기도 성남시 수정구 태평동 427번지,37.44994811,127.1366602,1,수정구,태평동,427번지
경기도 성남시 수정구 태평동 462번지,37.44980445,127.1367297,1,수정구,태평동,462번지
경기도 성남시 수정구 태평동 6493-3번지,37.44161728,127.1286079,1,수정구,태평동,6493-3번지
경기도 성남시 수정구 태평동 6490-1번지,37.44159267,127.1289359,1,수정구,태평동,6490-1번지
경기도 성남시 수정구 태평동 6507번지,37.44048211,127.1286323,1,수정구,태평동,6507번지
경기도 성남시 수정구 태평동 6524-5번지 현대쉐르빌,37.44107411,127.1282638,1,수정구,태평동,6524-5번지 현대쉐르빌
경기도 성남시 수정구 태평동 6372번지,37.44231716,127.1306565,1,수정구,태평동,6372번지
경기도 성남시 수정구 복정동 586-2번지,37.45230525,127.1251159,1,수정구,복정동,586-2번지
경기도 성남시 수정구 복정동 산71-1번지,37.45638426,127.1222993,1,수정구,복정동,산71-1번지
경기도 성남시 수정구 태평동 6298번지,37.44233186,127.1302043,1,수정구,태평동,6298번지
경기도 성남시 수정구 태평동 43번지,37.45130954,127.1404874,1,수정구,태평동,43번지
경기도 성남시 수정구 태평동 51번지,37.45110223,127.1404785,1,수정구,태평동,51번지
경기도 성남시 수정구 태평동 702번지,37.44800728,127.1337101,1,수정구,태평동,702번지
경기도 성남시 수정구 수진동 41번지,37.44102159,127.1346155,1,수정구,수진동,41번지
경기도 성남시 수정구 태평동 129번지,37.45050303,127.1386204,1,수정구,태평동,129번지
경기도 성남시 수정구 신흥동 678번지,37.44985573,127.1487885,1,수정구,신흥동,678번지
경기도 성남시 수정구 수진동 4786-2번지,37.434996,127.1275997,1,수정구,수진동,4786-2번지
경기도 성남시 수정구 태평동 6910번지,37.4406555,127.1264832,1,수정구,태평동,6910번지
경기도 성남시 수정구 신흥동 44번지,37.44962933,127.1448805,1,수정구,신흥동,44번지
경기도 성남시 수정구 신흥동 5542-2번지,37.44180476,127.1369797,1,수정구,신흥동,5542-2번지
경기도 성남시 수정구 신흥동 5542-2번지,37.44180476,127.1369797,1,수정구,신흥동,5542-2번지
경기도 성남시 수정구 태평동 6152번지,37.44241199,127.1288473,1,수정구,태평동,6152번지
경기도 성남시 수정구 태평동 6151-2번지,37.44206068,127.1288627,1,수정구,태평동,6151-2번지
경기도 성남시 수정구 태평동 6150-1번지,37.44231964,127.1285432,1,수정구,태평동,6150-1번지
경기도 성남시 수정구 태평동 6148-2번지,37.44206595,127.128354,1,수정구,태평동,6148-2번지
경기도 성남시 수정구 태평동 6147-8번지,37.44216306,127.1280817,1,수정구,태평동,6147-8번지
경기도 성남시 수정구 수진동 4786-1번지,37.434996,127.1275997,1,수정구,수진동,4786-1번지
경기도 성남시 수정구 수진동 4786번지,37.4337679,127.1272411,1,수정구,수진동,4786번지
경기도 성남시 수정구 태평동 6947-2번지,37.43999794,127.1265134,1,수정구,태평동,6947-2번지
경기도 성남시 수정구 태평동 6948-3번지,37.44015979,127.1264663,1,수정구,태평동,6948-3번지
경기도 성남시 수정구 태평동 5619번지,37.44332378,127.1303059,1,수정구,태평동,5619번지
경기도 성남시 수정구 태평동 5665번지,37.44311647,127.130297,1,수정구,태평동,5665번지
경기도 성남시 수정구 태평동 5712번지,37.44301603,127.1301173,1,수정구,태평동,5712번지
경기도 성남시 수정구 태평동 6813-1번지,37.4423472,127.1261697,1,수정구,태평동,6813-1번지
경기도 성남시 수정구 태평동 6814-5번지,37.44140099,127.1261581,1,수정구,태평동,6814-5번지
경기도 성남시 수정구 태평동 1826번지,37.44961912,127.1409814,1,수정구,태평동,1826번지
경기도 성남시 수정구 태평동 1863번지,37.44991677,127.1410232,1,수정구,태평동,1863번지
경기도 성남시 수정구 태평동 1855번지,37.45007748,127.1408179,1,수정구,태평동,1855번지
경기도 성남시 수정구 태평동 1851번지,37.45032001,127.1407134,1,수정구,태평동,1851번지
경기도 성남시 수정구 태평동 2625번지,37.44872692,127.1384825,1,수정구,태평동,2625번지
경기도 성남시 수정구 태평동 2634번지,37.44817011,127.1387376,1,수정구,태평동,2634번지
경기도 성남시 수정구 태평동 2621번지,37.44857498,127.1386538,1,수정구,태평동,2621번지
경기도 성남시 수정구 태평동 6156-1번지,37.44214335,127.1290764,1,수정구,태평동,6156-1번지
경기도 성남시 수정구 태평동 5170-3번지,37.44598161,127.1278114,1,수정구,태평동,5170-3번지
경기도 성남시 수정구 태평동 5171-2번지,37.44620603,127.1276958,1,수정구,태평동,5171-2번지
경기도 성남시 수정구 태평동 5172-2번지,37.44642176,127.1276255,1,수정구,태평동,5172-2번지
경기도 성남시 수정구 태평동 5181-1번지,37.44671793,127.1274638,1,수정구,태평동,5181-1번지
경기도 성남시 수정구 신흥동 4900번지,37.44090992,127.1403123,1,수정구,신흥동,4900번지
경기도 성남시 수정구 신흥동 4803번지,37.44054084,127.1403618,1,수정구,신흥동,4803번지
경기도 성남시 수정구 태평동 2570번지,37.44804775,127.1392588,1,수정구,태평동,2570번지
경기도 성남시 수정구 태평동 2543번지,37.44786076,127.1395661,1,수정구,태평동,2543번지
경기도 성남시 수정구 태평동 2549번지,37.44806635,127.1393377,1,수정구,태평동,2549번지
경기도 성남시 수정구 태평동 6147-1번지,37.44215314,127.1279575,1,수정구,태평동,6147-1번지
경기도 성남시 수정구 태평동 7090번지,37.44439232,127.122473,1,수정구,태평동,7090번지
경기도 성남시 수정구 태평동 7003-21번지,37.44182962,127.1195534,1,수정구,태평동,7003-21번지
경기도 성남시 수정구 태평동 7113번지 태평주택,37.44432505,127.1255591,1,수정구,태평동,7113번지 태평주택
경기도 성남시 수정구 태평동 7113번지 태평주택,37.44432505,127.1255591,1,수정구,태평동,7113번지 태평주택
경기도 성남시 수정구 태평동 7113-3번지,37.44465199,127.1259056,1,수정구,태평동,7113-3번지
경기도 성남시 수정구 태평동 7113-4번지,37.44460694,127.1259061,1,수정구,태평동,7113-4번지
경기도 성남시 수정구 태평동 7115-1번지,37.44500413,127.1260032,1,수정구,태평동,7115-1번지
경기도 성남시 수정구 태평동 7115-9번지,37.44515296,127.1254138,1,수정구,태평동,7115-9번지
경기도 성남시 수정구 태평동 7115-27번지,37.44447763,127.1254782,1,수정구,태평동,7115-27번지
경기도 성남시 수정구 태평동 7115-30번지,37.4446328,127.1257476,1,수정구,태평동,7115-30번지
경기도 성남시 수정구 태평동 7115-33번지,37.44479648,127.1259491,1,수정구,태평동,7115-33번지
경기도 성남시 수정구 태평동 5649번지,37.44413119,127.1298219,1,수정구,태평동,5649번지
경기도 성남시 수정구 태평동 5468번지,37.44507843,127.1287486,1,수정구,태평동,5468번지
경기도 성남시 수정구 태평동 5465번지,37.44527565,127.1286107,1,수정구,태평동,5465번지
경기도 성남시 수정구 태평동 5457번지,37.44576995,127.1284355,1,수정구,태평동,5457번지
경기도 성남시 수정구 태평동 5422번지,37.44551667,127.1283028,1,수정구,태평동,5422번지
경기도 성남시 수정구 태평동 5427번지,37.44522034,127.1284418,1,수정구,태평동,5427번지
경기도 성남시 수정구 태평동 5433번지,37.44482524,127.1286272,1,수정구,태평동,5433번지
경기도 성남시 수정구 태평동 5395번지,37.4446976,127.1284253,1,수정구,태평동,5395번지
경기도 성남시 수정구 태평동 5382번지,37.44551484,127.1280542,1,수정구,태평동,5382번지
경기도 성남시 수정구 태평동 5418번지,37.44568661,127.1281313,1,수정구,태평동,5418번지
경기도 성남시 수정구 태평동 5371번지,37.4451189,127.1281266,1,수정구,태평동,5371번지
경기도 성남시 수정구 태평동 5362번지,37.44453509,127.128382,1,수정구,태평동,5362번지
경기도 성남시 수정구 태평동 3564번지 삼성아트빌,37.4440024,127.1343778,1,수정구,태평동,3564번지 삼성아트빌
경기도 성남시 수정구 태평동 3745-7번지,37.44365489,127.1324493,1,수정구,태평동,3745-7번지
경기도 성남시 수정구 태평동 3536번지,37.44333408,127.1354026,1,수정구,태평동,3536번지
경기도 성남시 수정구 태평동 3526번지,37.44283482,127.1348998,1,수정구,태평동,3526번지
경기도 성남시 수정구 태평동 3519번지,37.41408602,127.1220354,1,수정구,태평동,3519번지
경기도 성남시 수정구 태평동 3528번지,37.44302469,127.134988,1,수정구,태평동,3528번지
경기도 성남시 수정구 태평동 3558번지,37.44361034,127.1349812,1,수정구,태평동,3558번지
경기도 성남시 수정구 태평동 3556번지,37.44406976,127.1349647,1,수정구,태평동,3556번지
경기도 성남시 수정구 태평동 3544-2번지,37.44355744,127.1351401,1,수정구,태평동,3544-2번지
경기도 성남시 수정구 태평동 3539번지 롯데빌리지,37.4433655,127.1347693,1,수정구,태평동,3539번지 롯데빌리지
경기도 성남시 수정구 태평동 7164-7번지 동양하우스,37.44259096,127.1250142,1,수정구,태평동,7164-7번지 동양하우스
경기도 성남시 수정구 태평동 7169번지 신우정맨션,37.44289255,127.125587,1,수정구,태평동,7169번지 신우정맨션
경기도 성남시 수정구 태평동 7179-4번지,37.44205095,127.1250996,1,수정구,태평동,7179-4번지
경기도 성남시 수정구 태평동 7192-4번지,37.4417346,127.1249676,1,수정구,태평동,7192-4번지
경기도 성남시 수정구 태평동 7164-6번지 동양하우스,37.44300684,127.1252015,1,수정구,태평동,7164-6번지 동양하우스
경기도 성남시 수정구 태평동 7168-4번지,37.44254183,127.1256815,1,수정구,태평동,7168-4번지
경기도 성남시 수정구 태평동 7164번지,37.4430549,127.1256077,1,수정구,태평동,7164번지
경기도 성남시 수정구 태평동 7098-1번지,37.44467017,127.1247075,1,수정구,태평동,7098-1번지
경기도 성남시 수정구 태평동 7109번지,37.44384819,127.125655,1,수정구,태평동,7109번지
경기도 성남시 수정구 태평동 7184번지,37.44149685,127.1257162,1,수정구,태평동,7184번지
경기도 성남시 수정구 태평동 2610번지,37.44789253,127.1389781,1,수정구,태평동,2610번지
경기도 성남시 수정구 태평동 2560번지,37.448838,127.1388881,1,수정구,태평동,2560번지
경기도 성남시 수정구 태평동 2567번지,37.44827235,127.1391659,1,수정구,태평동,2567번지
경기도 성남시 수정구 태평동 3337-2번지,37.44446443,127.1371865,1,수정구,태평동,3337-2번지
경기도 성남시 수정구 태평동 3342-1번지,37.44430763,127.136691,1,수정구,태평동,3342-1번지
경기도 성남시 수정구 태평동 3313번지 금호빌라,37.44493583,127.1375766,1,수정구,태평동,3313번지 금호빌라
경기도 성남시 수정구 태평동 3182번지,37.44584481,127.1349556,1,수정구,태평동,3182번지
경기도 성남시 수정구 태평동 3185-5번지 현대빌라,37.44536033,127.1352437,1,수정구,태평동,3185-5번지 현대빌라
경기도 성남시 수정구 태평동 3203번지 동광아트빌라,37.44623389,127.1351771,1,수정구,태평동,3203번지 동광아트빌라
경기도 성남시 수정구 태평동 3200번지,37.44447736,127.1352538,1,수정구,태평동,3200번지
경기도 성남시 수정구 태평동 3191번지,37.44528561,127.1348829,1,수정구,태평동,3191번지
경기도 성남시 수정구 태평동 3178번지,37.44606047,127.134874,1,수정구,태평동,3178번지
경기도 성남시 수정구 태평동 3227번지,37.44466234,127.1359072,1,수정구,태평동,3227번지
경기도 성남시 수정구 태평동 3244번지,37.4457523,127.1358607,1,수정구,태평동,3244번지
경기도 성남시 수정구 태평동 3246번지,37.44598722,127.1359485,1,수정구,태평동,3246번지
경기도 성남시 수정구 태평동 3230번지,37.44525088,127.136296,1,수정구,태평동,3230번지
경기도 성남시 수정구 태평동 3264번지 가원하이빌,37.44500264,127.1368526,1,수정구,태평동,3264번지 가원하이빌
경기도 성남시 수정구 태평동 3261-4번지,37.4452183,127.136771,1,수정구,태평동,3261-4번지
경기도 성남시 수정구 태평동 3253번지,37.44652938,127.136157,1,수정구,태평동,3253번지
경기도 성남시 수정구 태평동 3255번지,37.44618676,127.136127,1,수정구,태평동,3255번지
경기도 성남시 수정구 태평동 6657번지,37.44442799,127.1260777,1,수정구,태평동,6657번지
경기도 성남시 수정구 태평동 6649번지,37.44398793,127.126275,1,수정구,태평동,6649번지
경기도 성남시 수정구 수진동 4347번지,37.43621449,127.1327836,1,수정구,수진동,4347번지
경기도 성남시 수정구 양지동 309번지,37.45941952,127.1631714,1,수정구,양지동,309번지
경기도 성남시 수정구 수진동 3799번지,37.43768074,127.1299869,1,수정구,수진동,3799번지
경기도 성남시 수정구 수진동 336번지,37.44005604,127.1344232,1,수정구,수진동,336번지
경기도 성남시 수정구 신흥동 3866번지,37.44198593,127.1445605,1,수정구,신흥동,3866번지
경기도 성남시 수정구 신흥동 51-3번지,37.44930432,127.1447938,1,수정구,신흥동,51-3번지
경기도 성남시 수정구 오야동 300-1번지,37.45362676,127.1030378,1,수정구,오야동,300-1번지
경기도 성남시 수정구 수진동 4347번지,37.43621449,127.1327836,1,수정구,수진동,4347번지
경기도 성남시 수정구 태평동 6636번지,37.44475402,127.1263,1,수정구,태평동,6636번지
경기도 성남시 수정구 태평동 6634번지,37.44458291,127.1263133,1,수정구,태평동,6634번지
경기도 성남시 수정구 태평동 6630번지,37.44423161,127.1263286,1,수정구,태평동,6630번지
경기도 성남시 수정구 태평동 6629번지,37.44415953,127.1263295,1,수정구,태평동,6629번지
경기도 성남시 수정구 태평동 7273-1번지,37.43992699,127.123011,1,수정구,태평동,7273-1번지
경기도 성남시 수정구 태평동 7263-8번지,37.43995054,127.1237566,1,수정구,태평동,7263-8번지
경기도 성남시 수정구 태평동 7263-4번지,37.44000769,127.1241741,1,수정구,태평동,7263-4번지
경기도 성남시 수정구 태평동 6151-33번지,37.4416495,127.1280877,1,수정구,태평동,6151-33번지
경기도 성남시 수정구 태평동 6151-14번지,37.44198619,127.1285358,1,수정구,태평동,6151-14번지
경기도 성남시 수정구 태평동 6155-1번지,37.442208,127.1292904,1,수정구,태평동,6155-1번지
경기도 성남시 수정구 심곡동 363-4번지,37.44989976,127.0987422,1,수정구,심곡동,363-4번지
경기도 성남시 수정구 신흥동 81-3번지,37.44980022,127.1423469,1,수정구,신흥동,81-3번지
경기도 성남시 수정구 금토동 64번지,37.41934607,127.0790436,1,수정구,금토동,64번지
경기도 성남시 수정구 금토동 64번지,37.41934607,127.0790436,1,수정구,금토동,64번지
경기도 성남시 수정구 금토동 63번지,37.41897895,127.0793418,1,수정구,금토동,63번지
경기도 성남시 수정구 금토동 63번지,37.41897895,127.0793418,1,수정구,금토동,63번지
경기도 성남시 수정구 금토동 91번지,37.41808315,127.0800193,1,수정구,금토동,91번지
경기도 성남시 수정구 산성동 980번지,37.4549425,127.1532182,1,수정구,산성동,980번지
