소재지지번주소,위도,경도,설치개수,구,동,세부주소
경기도 성남시 수정구 단대동 82-4번지,37.45161122,127.157381,1,수정구,단대동,82-4번지
경기도 성남시 수정구 단대동 80번지,37.45210588,127.1572512,1,수정구,단대동,80번지
경기도 성남시 수정구 태평동 6909번지,37.44074535,127.1264482,1,수정구,태평동,6909번지
경기도 성남시 수정구 태평동 6926번지,37.44115897,127.1263304,1,수정구,태평동,6926번지
경기도 성남시 수정구 단대동 162-2번지,37.41408602,127.1220354,1,수정구,단대동,162-2번지
경기도 성남시 수정구 단대동 168-1번지,37.44763121,127.1564988,1,수정구,단대동,168-1번지
경기도 성남시 수정구 단대동 167-7번지,37.44784334,127.1559201,1,수정구,단대동,167-7번지
경기도 성남시 수정구 태평동 294번지,37.45038204,127.1380906,1,수정구,태평동,294번지
경기도 성남시 수정구 태평동 6465-1번지,37.44085182,127.1298937,1,수정구,태평동,6465-1번지
경기도 성남시 수정구 태평동 6460번지 덕인맨션,37.44031093,127.1286343,1,수정구,태평동,6460번지 덕인맨션
경기도 성남시 중원구 중동 2360,37.4418005,127.1533418,1,중원구,중동 2,360
경기도 성남시 중원구 중동 2540,37.4411344,127.1528207,1,중원구,중동 2,540
경기도 성남시 중원구 성남동 4226,37.4308291,127.1276274,1,중원구,성남동,4226
경기도 성남시 수정구 금토동 222-2번지,37.41164568,127.0876778,1,수정구,금토동,222-2번지
경기도 성남시 수정구 심곡동 391-4번지,37.45091942,127.0989334,1,수정구,심곡동,391-4번지
경기도 성남시 수정구 태평동 3705-18번지,37.4426408,127.1317829,1,수정구,태평동,3705-18번지
경기도 성남시 수정구 태평동 3693-25번지,37.44226223,127.1329965,1,수정구,태평동,3693-25번지
경기도 성남시 수정구 태평동 3693-22번지,37.4423582,127.1325659,1,수정구,태평동,3693-22번지
경기도 성남시 수정구 태평동 6743번지,37.44280888,127.1264582,1,수정구,태평동,6743번지
경기도 성남시 중원구 성남동 4443,37.4307762,127.1265765,1,중원구,성남동,4443
경기도 성남시 중원구 중동 389,37.4422148,127.1534331,1,중원구,중동 3,89
경기도 성남시 수정구 태평동 2653번지,37.44831238,127.138476,1,수정구,태평동,2653번지
경기도 성남시 수정구 태평동 2755번지,37.44808137,127.1376875,1,수정구,태평동,2755번지
경기도 성남시 수정구 수진동 1937번지,37.43801601,127.1376333,1,수정구,수진동,1937번지
경기도 성남시 수정구 수진동 1496번지,37.43700951,127.1355317,1,수정구,수진동,1496번지
경기도 성남시 수정구 신흥동 6133번지,37.44071044,127.138902,1,수정구,신흥동,6133번지
경기도 성남시 수정구 신흥동 6268번지,37.4401579,127.1397446,1,수정구,신흥동,6268번지
경기도 성남시 수정구 신흥동 6108번지,37.44028516,127.1386583,1,수정구,신흥동,6108번지
경기도 성남시 수정구 태평동 2157번지,37.44958644,127.1414451,1,수정구,태평동,2157번지
경기도 성남시 수정구 신흥동 6290번지,37.43999449,127.139577,1,수정구,신흥동,6290번지
경기도 성남시 수정구 신흥동 6281번지,37.43979775,127.1397826,1,수정구,신흥동,6281번지
경기도 성남시 수정구 상적동 409-1번지,37.42470024,127.0666178,1,수정구,상적동,409-1번지
경기도 성남시 수정구 수진동 4522번지 거명맨션,37.43491945,127.1294425,1,수정구,수진동,4522번지 거명맨션
경기도 성남시 수정구 태평동 5132번지,37.44726335,127.128113,1,수정구,태평동,5132번지
경기도 성남시 수정구 수진동 4519번지 대성빌라,37.43443358,127.1295385,1,수정구,수진동,4519번지 대성빌라
경기도 성남시 수정구 금토동 405-3번지,37.40537976,127.0883975,1,수정구,금토동,405-3번지
경기도 성남시 수정구 태평동 2749번지,37.44844963,127.1375251,1,수정구,태평동,2749번지
경기도 성남시 수정구 신흥동 5254번지,37.44291342,127.1419846,1,수정구,신흥동,5254번지
경기도 성남시 수정구 신흥동 5402번지,37.44245347,127.1394471,1,수정구,신흥동,5402번지
경기도 성남시 수정구 신흥동 5290번지,37.44266326,127.1410382,1,수정구,신흥동,5290번지
경기도 성남시 수정구 신흥동 5018번지,37.44194624,127.1415662,1,수정구,신흥동,5018번지
경기도 성남시 수정구 신흥동 5027번지,37.44216796,127.1423208,1,수정구,신흥동,5027번지
경기도 성남시 수정구 신흥동 5055번지,37.44170115,127.1400773,1,수정구,신흥동,5055번지
경기도 성남시 수정구 태평동 7321-3번지,37.44630919,127.1430535,1,수정구,태평동,7321-3번지
경기도 성남시 수정구 태평동 1935번지,37.44973093,127.1414887,1,수정구,태평동,1935번지
경기도 성남시 수정구 태평동 7319-15번지,37.44596976,127.142221,1,수정구,태평동,7319-15번지
경기도 성남시 수정구 태평동 2130번지,37.44938052,127.1416283,1,수정구,태평동,2130번지
경기도 성남시 수정구 태평동 7300-8번지,37.44774529,127.1435231,1,수정구,태평동,7300-8번지
경기도 성남시 수정구 태평동 1691번지,37.45041893,127.1394465,1,수정구,태평동,1691번지
경기도 성남시 수정구 태평동 1658번지,37.45014863,127.1394496,1,수정구,태평동,1658번지
경기도 성남시 수정구 태평동 1627번지,37.45008425,127.1392695,1,수정구,태평동,1627번지
경기도 성남시 수정구 태평동 6136번지,37.44238506,127.1276384,1,수정구,태평동,6136번지
경기도 성남시 수정구 금토동 410-52번지,37.4070384,127.0920033,1,수정구,금토동,410-52번지
경기도 성남시 수정구 금토동 67-1번지,37.41938374,127.0780942,1,수정구,금토동,67-1번지
경기도 성남시 수정구 금토동 8-1번지,37.42258954,127.0743718,1,수정구,금토동,8-1번지
경기도 성남시 수정구 태평동 5064번지,37.44832574,127.1316721,1,수정구,태평동,5064번지
경기도 성남시 수정구 태평동 5015번지,37.44857266,127.1321665,1,수정구,태평동,5015번지
경기도 성남시 수정구 태평동 7303-1번지 로얄타운,37.4469493,127.1431027,1,수정구,태평동,7303-1번지 로얄타운
경기도 성남시 수정구 태평동 7301번지 로얄맨션,37.44752815,127.1434012,1,수정구,태평동,7301번지 로얄맨션
경기도 성남시 수정구 수진동 474번지,37.44027831,127.1352456,1,수정구,수진동,474번지
경기도 성남시 수정구 수진동 1037번지,37.43870868,127.1350037,1,수정구,수진동,1037번지
경기도 성남시 수정구 수진동 1765번지,37.43836925,127.1366461,1,수정구,수진동,1765번지
경기도 성남시 수정구 단대동 181-4번지,37.44659731,127.1568269,1,수정구,단대동,181-4번지
경기도 성남시 수정구 신흥동 6037번지,37.44052226,127.137808,1,수정구,신흥동,6037번지
경기도 성남시 수정구 신흥동 6021번지,37.44038588,127.1376401,1,수정구,신흥동,6021번지
경기도 성남시 수정구 태평동 7037-1번지,37.44786187,127.1201044,1,수정구,태평동,7037-1번지
경기도 성남시 수정구 신흥동 4502번지,37.44061897,127.1436833,1,수정구,신흥동,4502번지
경기도 성남시 수정구 금토동 140-3번지,37.4145905,127.0816322,1,수정구,금토동,140-3번지
경기도 성남시 수정구 금토동 137-3번지,37.41550846,127.0814855,1,수정구,금토동,137-3번지
경기도 성남시 수정구 금토동 57-3번지,37.41716811,127.0817025,1,수정구,금토동,57-3번지
경기도 성남시 수정구 금토동 57-3번지,37.41716811,127.0817025,1,수정구,금토동,57-3번지
경기도 성남시 수정구 금토동 65-3번지,37.41947806,127.0786353,1,수정구,금토동,65-3번지
경기도 성남시 수정구 시흥동 63번지,37.42014523,127.1081026,1,수정구,시흥동,63번지
경기도 성남시 수정구 시흥동 62번지,37.41872982,127.1092039,1,수정구,시흥동,62번지
경기도 성남시 수정구 시흥동 60번지,37.42003074,127.1084542,1,수정구,시흥동,60번지
경기도 성남시 수정구 태평동 5085번지,37.44839542,127.1313435,1,수정구,태평동,5085번지
경기도 성남시 수정구 신흥동 4944번지,37.44146289,127.1407694,1,수정구,신흥동,4944번지
경기도 성남시 수정구 태평동 6272번지,37.44168414,127.1303474,1,수정구,태평동,6272번지
경기도 성남시 수정구 태평동 6283번지,37.44237558,127.130023,1,수정구,태평동,6283번지
경기도 성남시 수정구 신흥동 6487번지,37.4397637,127.1375794,1,수정구,신흥동,6487번지
경기도 성남시 수정구 신흥동 6004번지,37.44015063,127.1375072,1,수정구,신흥동,6004번지
경기도 성남시 수정구 태평동 7291-5번지,37.44730405,127.1410756,1,수정구,태평동,7291-5번지
경기도 성남시 수정구 태평동 7305-10번지,37.44741266,127.1423854,1,수정구,태평동,7305-10번지
경기도 성남시 수정구 단대동 31-7번지 승진맨션,37.45852413,127.1576201,1,수정구,단대동,31-7번지 승진맨션
경기도 성남시 수정구 태평동 7290-6번지,37.44780001,127.1411265,1,수정구,태평동,7290-6번지
경기도 성남시 수정구 신흥동 5996번지,37.44065346,127.1372641,1,수정구,신흥동,5996번지
경기도 성남시 수정구 단대동 34-1번지 진호빌라,37.45868156,127.1569514,1,수정구,단대동,34-1번지 진호빌라
경기도 성남시 수정구 태평동 5040번지,37.44878583,127.1317459,1,수정구,태평동,5040번지
경기도 성남시 수정구 태평동 4975번지,37.44899811,127.1324329,1,수정구,태평동,4975번지
경기도 성남시 수정구 태평동 6793번지,37.44329675,127.1266333,1,수정구,태평동,6793번지
경기도 성남시 수정구 태평동 6764번지,37.44316035,127.1264654,1,수정구,태평동,6764번지
경기도 성남시 수정구 고등동 50-3번지,37.43804986,127.1069525,1,수정구,고등동,50-3번지
경기도 성남시 수정구 고등동 560-3번지,37.42417597,127.0942484,1,수정구,고등동,560-3번지
경기도 성남시 수정구 신흥동 4302번지,37.43989925,127.1425953,1,수정구,신흥동,4302번지
경기도 성남시 수정구 신흥동 6745번지,37.43982275,127.1407429,1,수정구,신흥동,6745번지
경기도 성남시 수정구 사송동 212번지,37.40669209,127.1140904,1,수정구,사송동,212번지
경기도 성남시 수정구 산성동 42번지,37.45813643,127.1550586,1,수정구,산성동,42번지
경기도 성남시 중원구 성남동 3778,37.4307479,127.1360445,1,중원구,성남동,3778
경기도 성남시 중원구 중동 2103,37.4415536,127.1560985,1,중원구,중동 2,103
경기도 성남시 수정구 태평동 7123-14번지,37.44596861,127.1260485,1,수정구,태평동,7123-14번지
경기도 성남시 수정구 태평동 1556번지,37.45016172,127.1387713,1,수정구,태평동,1556번지
경기도 성남시 중원구 은행동 694,37.4602161,127.1674846,1,중원구,은행동,694
경기도 성남시 중원구 은행동 711,37.4593872,127.1674263,1,중원구,은행동,711
경기도 성남시 중원구 중동 2736,37.4393563,127.1480713,1,중원구,중동 2,736
경기도 성남시 수정구 고등동 181-2번지,37.43725802,127.0952323,1,수정구,고등동,181-2번지
경기도 성남시 수정구 고등동 191-3번지,37.43730338,127.0882257,1,수정구,고등동,191-3번지
경기도 성남시 수정구 고등동 189-3번지,37.43659739,127.0925057,1,수정구,고등동,189-3번지
경기도 성남시 수정구 태평동 180번지,37.45124286,127.1399909,1,수정구,태평동,180번지
경기도 성남시 수정구 고등동 139-1번지,37.43657365,127.098834,1,수정구,고등동,139-1번지
경기도 성남시 수정구 고등동 136-1번지,37.43665553,127.1001212,1,수정구,고등동,136-1번지
경기도 성남시 수정구 태평동 7255-5번지,37.43994255,127.1251128,1,수정구,태평동,7255-5번지
경기도 성남시 수정구 태평동 4190-5번지,37.4453217,127.1311982,1,수정구,태평동,4190-5번지
경기도 성남시 수정구 태평동 6946번지,37.43997817,127.1262763,1,수정구,태평동,6946번지
경기도 성남시 수정구 신흥동 4959번지,37.44158993,127.1408922,1,수정구,신흥동,4959번지
경기도 성남시 수정구 태평동 3904번지,37.44710024,127.1328955,1,수정구,태평동,3904번지
경기도 성남시 수정구 태평동 3882번지,37.44678763,127.1332721,1,수정구,태평동,3882번지
경기도 성남시 수정구 태평동 4068번지,37.44635348,127.1318192,1,수정구,태평동,4068번지
경기도 성남시 수정구 태평동 4063번지,37.44672172,127.1316567,1,수정구,태평동,4063번지
경기도 성남시 수정구 태평동 4050번지,37.44596895,127.1322192,1,수정구,태평동,4050번지
경기도 성남시 수정구 태평동 4124번지,37.44600903,127.1315406,1,수정구,태평동,4124번지
경기도 성남시 수정구 태평동 4112번지,37.4464048,127.1314456,1,수정구,태평동,4112번지
경기도 성남시 수정구 신흥동 2011번지,37.44520178,127.1481743,1,수정구,신흥동,2011번지
경기도 성남시 수정구 태평동 124번지,37.45054973,127.1388459,1,수정구,태평동,124번지
경기도 성남시 수정구 신흥동 6759번지,37.44008904,127.1414292,1,수정구,신흥동,6759번지
경기도 성남시 중원구 상대원동 378-16,37.4343031,127.1801165,1,중원구,상대원,동 378-16
경기도 성남시 중원구 상대원동 1940-2,37.4339692,127.1614048,1,중원구,상대원,동 1940-2
경기도 성남시 수정구 태평동 2766-2번지,37.4474234,127.1376611,1,수정구,태평동,2766-2번지
경기도 성남시 수정구 단대동 111-4번지,37.44956538,127.1585906,1,수정구,단대동,111-4번지
경기도 성남시 수정구 단대동 112-1번지,37.44985346,127.1585535,1,수정구,단대동,112-1번지
경기도 성남시 수정구 단대동 129-3번지,37.44938099,127.1554733,1,수정구,단대동,129-3번지
경기도 성남시 수정구 태평동 889번지,37.44780906,127.1349443,1,수정구,태평동,889번지
경기도 성남시 수정구 태평동 6822번지,37.44152087,127.1265296,1,수정구,태평동,6822번지
경기도 성남시 수정구 태평동 3693-6번지,37.44280828,127.1325042,1,수정구,태평동,3693-6번지
경기도 성남시 수정구 태평동 3693-16번지,37.4424826,127.1323272,1,수정구,태평동,3693-16번지
경기도 성남시 수정구 태평동 3695-3번지,37.4430785,127.1324898,1,수정구,태평동,3695-3번지
경기도 성남시 수정구 고등동 산6번지,37.43856184,127.0890015,1,수정구,고등동,산6번지
경기도 성남시 수정구 시흥동 206번지,37.42129089,127.1035021,1,수정구,시흥동,206번지
경기도 성남시 수정구 태평동 2846번지,37.44800369,127.1369199,1,수정구,태평동,2846번지
경기도 성남시 수정구 태평동 1342번지,37.44953099,127.1375353,1,수정구,태평동,1342번지
경기도 성남시 수정구 단대동 184-4번지,37.44766828,127.1553795,1,수정구,단대동,184-4번지
경기도 성남시 수정구 단대동 184-1번지,37.44786795,127.1555807,1,수정구,단대동,184-1번지
경기도 성남시 수정구 태평동 2996번지,37.4474818,127.1357844,1,수정구,태평동,2996번지
경기도 성남시 수정구 단대동 51-3번지 굿모닝빌리지,37.45784411,127.1582946,1,수정구,단대동,51-3번지 굿모닝빌리지
경기도 성남시 수정구 태평동 1052번지,37.44875327,127.1359167,1,수정구,태평동,1052번지
경기도 성남시 수정구 단대동 74-2번지,37.45401937,127.1589703,1,수정구,단대동,74-2번지
경기도 성남시 수정구 태평동 79번지,37.45068367,127.1399181,1,수정구,태평동,79번지
경기도 성남시 수정구 태평동 105번지,37.45076517,127.1399737,1,수정구,태평동,105번지
경기도 성남시 수정구 태평동 59번지,37.4510114,127.1403778,1,수정구,태평동,59번지
경기도 성남시 중원구 은행동 663-74,37.4599627,127.168264,1,중원구,은행동,663-74
경기도 성남시 중원구 은행동 663-95,37.4606302,127.1677342,1,중원구,은행동,663-95
경기도 성남시 중원구 중동 3683,37.4370775,127.1474906,1,중원구,중동 3,683
경기도 성남시 중원구 중동 576,37.4416037,127.1521776,1,중원구,중동 5,76
경기도 성남시 수정구 고등동 397-2번지,37.42829777,127.1030458,1,수정구,고등동,397-2번지
경기도 성남시 수정구 고등동 416-10번지,37.42818366,127.1022563,1,수정구,고등동,416-10번지
경기도 성남시 수정구 신흥동 32번지,37.44960096,127.1459432,1,수정구,신흥동,32번지
경기도 성남시 수정구 양지동 1721번지,37.46077884,127.1642641,1,수정구,양지동,1721번지
경기도 성남시 수정구 태평동 7164번지,37.4430549,127.1256077,1,수정구,태평동,7164번지
경기도 성남시 수정구 신흥동 49-2번지,37.44940647,127.1439676,1,수정구,신흥동,49-2번지
경기도 성남시 수정구 태평동 1518번지,37.45013255,127.1384778,1,수정구,태평동,1518번지
경기도 성남시 수정구 태평동 1526번지,37.44954896,127.138767,1,수정구,태평동,1526번지
경기도 성남시 수정구 태평동 4093번지,37.44658533,127.1314888,1,수정구,태평동,4093번지
경기도 성남시 수정구 태평동 3307-131번지 힐탑빌리지,37.44581391,127.1381316,1,수정구,태평동,3307-131번지 힐탑빌리지
경기도 성남시 수정구 태평동 7288-22번지,37.44389852,127.1399053,1,수정구,태평동,7288-22번지
경기도 성남시 수정구 태평동 4727번지,37.44818316,127.1318885,1,수정구,태평동,4727번지
경기도 성남시 수정구 태평동 4688번지,37.44765984,127.1317928,1,수정구,태평동,4688번지
경기도 성남시 수정구 태평동 4077-7번지,37.44572195,127.1317134,1,수정구,태평동,4077-7번지
경기도 성남시 수정구 태평동 4673번지,37.44731779,127.131842,1,수정구,태평동,4673번지
경기도 성남시 중원구 상대원동 1459-1,37.4369383,127.1645636,1,중원구,상대원,동 1459-1
경기도 성남시 중원구 상대원동 1921,37.4348882,127.1614068,2,중원구,상대원,동 1921
경기도 성남시 중원구 금광동 1393,37.4453539,127.1643218,1,중원구,금광동,1393
경기도 성남시 중원구 금광동 1420,37.4452995,127.1645929,2,중원구,금광동,1420
경기도 성남시 중원구 금광동 4245,37.447027,127.1597034,1,중원구,금광동,4245
경기도 성남시 중원구 금광동 3756,37.4454417,127.1593723,1,중원구,금광동,3756
경기도 성남시 중원구 금광동 3754,37.445216,127.1597109,1,중원구,금광동,3754
경기도 성남시 중원구 금광동 4246,37.4471085,127.1594323,1,중원구,금광동,4246
경기도 성남시 중원구 금광동 4496,37.4471093,127.1587882,1,중원구,금광동,4496
경기도 성남시 중원구 금광동 1228,37.4449941,127.1639255,1,중원구,금광동,1228
경기도 성남시 중원구 중동 2727,37.439356,127.1482973,1,중원구,중동 2,727
경기도 성남시 중원구 상대원동 2993-13,37.4388273,127.1601834,1,중원구,상대원,동 2993-13
경기도 성남시 중원구 상대원동 2992-15,37.439971,127.1613158,2,중원구,상대원,동 2992-15
경기도 성남시 중원구 상대원동 3106,37.4396332,127.1571003,1,중원구,상대원,동 3106
경기도 성남시 중원구 상대원동 3159,37.4388568,127.1582852,2,중원구,상대원,동 3159
경기도 성남시 중원구 상대원동 3156,37.4391094,127.1580371,2,중원구,상대원,동 3156
경기도 성남시 중원구 상대원동 3201,37.4388579,127.1574264,1,중원구,상대원,동 3201
경기도 성남시 중원구 상대원동 1104-1,37.4367739,127.1661791,1,중원구,상대원,동 1104-1
경기도 성남시 중원구 상대원동 3866,37.4378067,127.1551192,1,중원구,상대원,동 3866
경기도 성남시 중원구 상대원동 2984-2,37.4361889,127.1589802,1,중원구,상대원,동 2984-2
경기도 성남시 중원구 성남동 3731,37.4314158,127.1349836,1,중원구,성남동,3731
경기도 성남시 중원구 상대원동 291,37.4421952,127.1681005,1,중원구,상대원,동 291
경기도 성남시 중원구 상대원동 262,37.4417982,127.1685065,1,중원구,상대원,동 262
경기도 성남시 중원구 상대원동 2798,37.4384107,127.1617306,1,중원구,상대원,동 2798
경기도 성남시 중원구 상대원동 2787,37.4383831,127.1621486,1,중원구,상대원,동 2787
경기도 성남시 중원구 상대원동 3250,37.4390839,127.1568506,1,중원구,상대원,동 3250
경기도 성남시 수정구 태평동 4770번지,37.44742146,127.1324624,1,수정구,태평동,4770번지
경기도 성남시 수정구 복정동 553-1번지,37.45354728,127.1371954,1,수정구,복정동,553-1번지
경기도 성남시 수정구 복정동 208번지,37.46914812,127.135185,1,수정구,복정동,208번지
경기도 성남시 수정구 복정동 50-2번지,37.46279773,127.1416674,1,수정구,복정동,50-2번지
경기도 성남시 수정구 상적동 174-8번지,37.43135715,127.073247,1,수정구,상적동,174-8번지
경기도 성남시 수정구 태평동 3756번지,37.44495084,127.1334628,1,수정구,태평동,3756번지
경기도 성남시 수정구 태평동 3756번지,37.44495084,127.1334628,1,수정구,태평동,3756번지
경기도 성남시 수정구 금토동 585-2번지,37.40759034,127.0725341,1,수정구,금토동,585-2번지
경기도 성남시 중원구 중동 2729,37.439248,127.1482632,1,중원구,중동 2,729
경기도 성남시 중원구 중동 483,37.4416048,127.1512962,1,중원구,중동 4,83
경기도 성남시 중원구 중동 611,37.4413883,127.1515443,1,중원구,중동 6,11
경기도 성남시 중원구 중동 473,37.4417216,127.151545,1,중원구,중동 4,73
경기도 성남시 중원구 중동 440,37.4421085,127.1520091,1,중원구,중동 4,40
경기도 성남시 중원구 중동 2310,37.4419968,127.1547886,1,중원구,중동 2,310
경기도 성남시 중원구 중동 2297,37.4422496,127.154405,1,중원구,중동 2,297
경기도 성남시 중원구 은행동 2057,37.4523824,127.1703494,1,중원구,은행동,2057
경기도 성남시 중원구 상대원동 2983-97,37.4358545,127.1597591,1,중원구,상대원,동 2983-97
경기도 성남시 중원구 상대원동 2127,37.4397221,127.1647391,1,중원구,상대원,동 2127
경기도 성남시 중원구 상대원동 2150,37.4397495,127.1644567,1,중원구,상대원,동 2150
경기도 성남시 중원구 상대원동 3972,37.4375549,127.1547684,2,중원구,상대원,동 3972
경기도 성남시 중원구 상대원동 1868,37.4359981,127.1601549,1,중원구,상대원,동 1868
경기도 성남시 중원구 상대원동 2344-2,37.4397516,127.1628973,1,중원구,상대원,동 2344-2
경기도 성남시 중원구 금광동 3197,37.4472463,127.1641564,1,중원구,금광동,3197
경기도 성남시 중원구 상대원동 2637,37.437328,127.1628469,1,중원구,상대원,동 2637
경기도 성남시 중원구 상대원동 2662,37.4383554,127.1627022,1,중원구,상대원,동 2662
경기도 성남시 중원구 상대원동 2576,37.437661,127.1638985,1,중원구,상대원,동 2576
경기도 성남시 중원구 은행동 2034,37.4526868,127.1716723,1,중원구,은행동,2034
경기도 성남시 중원구 은행동 2056,37.4524095,127.170259,1,중원구,은행동,2056
경기도 성남시 중원구 은행동 639-3,37.4610788,127.1690689,1,중원구,은행동,639-3
경기도 성남시 중원구 은행동 1015-2,37.4579111,127.1663154,1,중원구,은행동,1015-2
경기도 성남시 중원구 은행동 1021-1,37.4577768,127.1657387,1,중원구,은행동,1021-1
경기도 성남시 중원구 은행동 2085-1,37.452219,127.1711514,1,중원구,은행동,Jan.85
경기도 성남시 중원구 은행동 2075,37.4523278,127.1707335,1,중원구,은행동,2075
경기도 성남시 중원구 중동 2828,37.439607,127.1493713,1,중원구,중동 2,828
경기도 성남시 중원구 상대원동 2115,37.4389113,127.1646809,1,중원구,상대원,동 2115
경기도 성남시 중원구 상대원동 2891,37.4375556,127.1611186,1,중원구,상대원,동 2891
경기도 성남시 중원구 상대원동 2917,37.4371681,127.1611743,1,중원구,상대원,동 2917
경기도 성남시 중원구 상대원동 2947,37.4370515,127.1607334,1,중원구,상대원,동 2947
경기도 성남시 중원구 상대원동 1884,37.4356113,127.159736,1,중원구,상대원,동 1884
경기도 성남시 중원구 상대원동 4275,37.4371952,127.1542027,2,중원구,상대원,동 4275
경기도 성남시 중원구 상대원동 4308,37.4367722,127.1538515,1,중원구,상대원,동 4308
경기도 성남시 중원구 성남동 2123,37.4373622,127.1430392,2,중원구,성남동,2123
경기도 성남시 중원구 성남동 2097,37.4381912,127.1429617,2,중원구,성남동,2097
경기도 성남시 중원구 상대원동 2984-23,37.4352159,127.1588991,1,중원구,상대원,동 2984-23
경기도 성남시 중원구 상대원동 2984-2,37.4361889,127.1589802,1,중원구,상대원,동 2984-2
경기도 성남시 중원구 상대원동 3595,37.438077,127.1551536,1,중원구,상대원,동 3595
경기도 성남시 중원구 상대원동 5030,37.4343881,127.1580726,1,중원구,상대원,동 5030
경기도 성남시 중원구 상대원동 5059,37.434551,127.1575079,1,중원구,상대원,동 5059
경기도 성남시 중원구 금광동 470,37.4446905,127.1618456,1,중원구,금광동,470
경기도 성남시 중원구 금광동 3850,37.4464132,127.1605383,1,중원구,금광동,3850
경기도 성남시 중원구 금광동 3254,37.4493823,127.163675,1,중원구,금광동,3254
경기도 성남시 중원구 금광동 3087,37.4471361,127.1656817,2,중원구,금광동,3087
경기도 성남시 중원구 상대원동 1783,37.4362501,127.160404,1,중원구,상대원,동 1783
경기도 성남시 중원구 상대원동 1790,37.4360247,127.1605391,1,중원구,상대원,동 1790
경기도 성남시 수정구 복정동 140-7번지,37.46057513,127.1358939,1,수정구,복정동,140-7번지
경기도 성남시 수정구 상적동 174-1번지,37.43156111,127.0728265,1,수정구,상적동,174-1번지
경기도 성남시 수정구 태평동 708번지,37.44832163,127.1335709,1,수정구,태평동,708번지
경기도 성남시 수정구 복정동 692-3번지,37.45672277,127.1278677,1,수정구,복정동,692-3번지
경기도 성남시 수정구 복정동 695-9번지,37.45609757,127.128621,1,수정구,복정동,695-9번지
경기도 성남시 중원구 상대원동 952,37.4379986,127.1665998,1,중원구,상대원,동 952
경기도 성남시 중원구 상대원동 1003,37.437413,127.1665646,1,중원구,상대원,동 1003
경기도 성남시 중원구 중동 3685,37.4369694,127.1474565,1,중원구,중동 3,685
경기도 성남시 중원구 중동 3704,37.4369969,127.147095,1,중원구,중동 3,704
경기도 성남시 중원구 중동 3726,37.4368621,127.1467897,1,중원구,중동 3,726
경기도 성남시 중원구 금광동 131,37.441493,127.1610704,1,중원구,금광동,131
경기도 성남시 중원구 중동 1980,37.4414717,127.1567651,1,중원구,중동 1,980
경기도 성남시 중원구 중동 2054,37.4418599,127.1561557,1,중원구,중동 2,54
경기도 성남시 중원구 중동 3059,37.4389696,127.1474604,1,중원구,중동 3,59
경기도 성남시 중원구 상대원동 3512,37.4384451,127.1561826,1,중원구,상대원,동 3512
경기도 성남시 중원구 상대원동 3219,37.4385519,127.1571546,1,중원구,상대원,동 3219
경기도 성남시 중원구 상대원동 3995,37.4375553,127.1544633,1,중원구,상대원,동 3995
경기도 성남시 중원구 상대원동 4005,37.4374654,127.1542936,1,중원구,상대원,동 4005
경기도 성남시 중원구 상대원동 2092,37.4388029,127.1648727,1,중원구,상대원,동 2092
경기도 성남시 중원구 상대원동 2059,37.4390004,127.1654042,1,중원구,상대원,동 2059
경기도 성남시 중원구 성남동 3240,37.4327177,127.1309071,1,중원구,성남동,3240
경기도 성남시 중원구 은행동 1610,37.4564635,127.1641535,1,중원구,은행동,1610
경기도 성남시 중원구 상대원동 4720,37.4365209,127.1531279,1,중원구,상대원,동 4720
경기도 성남시 중원구 상대원동 711,37.4416651,127.1670711,1,중원구,상대원,동 711
경기도 성남시 수정구 태평동 5857-18번지,37.44391573,127.1287056,1,수정구,태평동,5857-18번지
경기도 성남시 수정구 태평동 5655번지,37.44376303,127.1299957,1,수정구,태평동,5655번지
경기도 성남시 수정구 태평동 4301-2번지,37.44526407,127.1307129,1,수정구,태평동,4301-2번지
경기도 성남시 수정구 태평동 4277번지,37.44541517,127.1304286,1,수정구,태평동,4277번지
경기도 성남시 수정구 태평동 4190-5번지,37.4453217,127.1311982,1,수정구,태평동,4190-5번지
경기도 성남시 수정구 태평동 4190-2번지,37.44548214,127.130959,1,수정구,태평동,4190-2번지
경기도 성남시 수정구 태평동 4429번지,37.44737751,127.1301573,1,수정구,태평동,4429번지
경기도 성남시 중원구 중동 3254,37.4377433,127.1482603,1,중원구,중동 3,254
경기도 성남시 중원구 중동 3395,37.438358,127.1465665,1,중원구,중동 3,395
경기도 성남시 중원구 중동 3410,37.4381961,127.146408,1,중원구,중동 3,410
경기도 성남시 중원구 금광동 4082,37.4499716,127.1609866,1,중원구,금광동,4082
경기도 성남시 중원구 금광동 4115,37.4496658,127.1605678,1,중원구,금광동,4115
경기도 성남시 중원구 금광동 3895,37.447305,127.1607097,2,중원구,금광동,3895
경기도 성남시 수정구 복정동 584-4번지,37.45233769,127.1246296,1,수정구,복정동,584-4번지
경기도 성남시 수정구 복정동 581-2번지,37.45322198,127.1235794,1,수정구,복정동,581-2번지
경기도 성남시 중원구 금광동 3801,37.4461078,127.1598145,1,중원구,금광동,3801
경기도 성남시 중원구 상대원동 709,37.4418004,127.1669584,1,중원구,상대원,동 709
경기도 성남시 중원구 은행동 1932-4,37.4528305,127.1655698,1,중원구,은행동,Apr.32
경기도 성남시 중원구 은행동 2309,37.451829,127.1666186,1,중원구,은행동,2309
