gid,pa,ep,fp,yp,cctv,light,pop,nb
¤ì‚¬62ba29bb,4.203,,,,0,0,,0
¤ì‚¬62ba30aa,2.949,,,,0,0,,0
¤ì‚¬62ba30ab,2.949,,0,,0,0,0,0
¤ì‚¬62ba30ba,3.055,14,17,0,0,0,31,0
¤ì‚¬62ba30bb,3.055,0,11,0,0,0,26,0
¤ì‚¬62ba31aa,3.055,10,15,0,0,0,22,2
¤ì‚¬62ba31ab,1.506,,,,0,0,,0
¤ì‚¬62ba31ba,1.506,,,,0,0,,0
¤ì‚¬62ba31bb,0.892,,,,0,0,,0
¤ì‚¬62ba32aa,0.892,,,,0,0,,0
¤ì‚¬62ba32ab,0.892,32,202,89,5,0,412,0
¤ì‚¬62ba32ba,0.525,81,263,49,11,0,519,0
¤ì‚¬62ba32bb,18.176,101,290,49,11,0,598,0
¤ì‚¬62ba33aa,18.176,26,61,12,4,0,120,0
¤ì‚¬62ba33ab,18.176,,,,0,0,,0
¤ì‚¬62ba33ba,19.175,,,,0,0,,0
¤ì‚¬62ba33bb,3.182,,,,0,0,,0
¤ì‚¬62ba34aa,3.182,,,,0,0,,0
¤ì‚¬62ba34ab,5.22,,,,0,0,,0
¤ì‚¬62ba34ba,5.22,0,0,,0,1,0,1
¤ì‚¬62ba34bb,5.22,,,,0,0,,0
¤ì‚¬62ba35aa,5.588,,,,0,0,,0
¤ì‚¬62ba35ab,4.883,14,39,0,0,2,74,3
¤ì‚¬62ba35ba,4.883,16,21,0,1,10,43,6
¤ì‚¬62ba35bb,4.883,,,,0,1,0,1
¤ì‚¬62ba36aa,7.069,,,,0,1,,0
¤ì‚¬62ba36ab,7.069,,,,0,0,,0
¤ì‚¬62ba36ba,3.579,,,,0,0,,0
¤ì‚¬62ba36bb,3.315,,,,0,0,,0
¤ì‚¬62ba37aa,4.248,,,,0,0,,0
¤ì‚¬62ba37ab,4.248,,,,0,0,,0
¤ì‚¬62ba37ba,4.248,,,,0,0,,1
¤ì‚¬62ba37bb,3.844,,,,0,0,,0
¤ì‚¬62ba38aa,4.46,,,,0,0,,0
¤ì‚¬62bb27bb,3.444,,,,0,0,,0
¤ì‚¬62bb28aa,2.882,8,14,,0,5,24,9
¤ì‚¬62bb28ab,2.799,0,0,,0,0,0,2
¤ì‚¬62bb28ba,3.272,,,,0,0,,0
¤ì‚¬62bb28bb,3.272,0,7,,1,8,13,4
¤ì‚¬62bb29aa,3.272,8,12,0,0,5,21,3
¤ì‚¬62bb29ab,4.203,,,,0,0,,0
¤ì‚¬62bb29ba,4.203,,,,0,0,,0
¤ì‚¬62bb29bb,4.203,,,,0,0,,0
¤ì‚¬62bb30aa,2.949,,,,0,0,,0
¤ì‚¬62bb30ab,2.949,,,,0,0,,0
¤ì‚¬62bb30ba,3.055,,,,0,0,,0
¤ì‚¬62bb30bb,3.055,,,,0,0,,0
¤ì‚¬62bb31aa,3.055,,,,0,0,,0
¤ì‚¬62bb31ab,3.518,,,,0,0,,0
¤ì‚¬62bb31ba,3.518,,7,,0,0,7,0
¤ì‚¬62bb31bb,1.181,,,,0,0,,0
¤ì‚¬62bb32aa,1.181,,0,0,1,0,7,0
¤ì‚¬62bb32ab,1.181,34,203,50,4,0,377,0
¤ì‚¬62bb32ba,0.294,40,175,41,6,0,343,0
¤ì‚¬62bb32bb,0.53,16,59,8,4,0,114,0
¤ì‚¬62bb33aa,5.4,8,19,,0,0,36,0
¤ì‚¬62bb33ab,5.4,,,,0,0,,0
¤ì‚¬62bb33ba,19.175,,,,0,0,,0
¤ì‚¬62bb33bb,19.175,,,,0,0,,0
¤ì‚¬62bb34aa,4.079,,0,,0,1,0,1
¤ì‚¬62bb34ab,4.079,0,0,,0,5,9,0
¤ì‚¬62bb34ba,4.169,,,,0,0,,0
¤ì‚¬62bb34bb,4.105,,,,0,0,,0
¤ì‚¬62bb35aa,4.105,,,,0,7,,0
¤ì‚¬62bb35ab,4.883,8,21,,1,23,42,5
¤ì‚¬62bb35ba,4.883,0,6,0,0,19,10,1
¤ì‚¬62bb35bb,4.883,,,,0,0,,0
¤ì‚¬62bb36aa,7.437,,,,0,0,,0
¤ì‚¬62bb36ab,7.069,,,,0,0,,0
¤ì‚¬62bb36ba,3.579,,,,0,0,,0
¤ì‚¬62bb36bb,3.315,0,0,,0,1,0,1
¤ì‚¬62bb37aa,3.315,,,,0,0,,0
¤ì‚¬62bb37ab,3.844,,,,0,1,,1
¤ì‚¬62bb37ba,3.844,,,,0,0,,0
¤ì‚¬62bb37bb,3.844,,,,0,0,,0
¤ì‚¬62bb38aa,3.995,,,,0,0,,0
¤ì‚¬63aa28aa,2.882,0,0,,0,3,0,1
¤ì‚¬63aa28ab,2.799,0,6,,0,0,22,0
¤ì‚¬63aa28ba,3.083,0,8,0,0,10,19,1
¤ì‚¬63aa28bb,3.083,0,0,0,0,4,10,1
¤ì‚¬63aa29aa,3.011,,,,0,0,,0
¤ì‚¬63aa29ab,3.317,,,,0,0,,0
¤ì‚¬63aa29ba,3.489,,,,0,0,,0
¤ì‚¬63aa29bb,3.129,,,,0,0,,0
¤ì‚¬63aa30aa,3.133,,,,0,0,,0
¤ì‚¬63aa30ab,3.133,,,,0,0,,0
¤ì‚¬63aa30ba,3.133,,,,0,0,,0
¤ì‚¬63aa30bb,4.863,,,,0,0,,0
¤ì‚¬63aa31aa,3.873,,,,0,0,,0
¤ì‚¬63aa31ab,3.518,,,,0,0,,0
¤ì‚¬63aa31ba,3.518,,,,0,0,,12
¤ì‚¬63aa31bb,1.181,,,,0,0,,0
¤ì‚¬63aa32aa,1.181,8,33,0,2,0,63,0
¤ì‚¬63aa32ab,1.181,54,219,74,11,0,444,0
¤ì‚¬63aa32ba,0.477,23,101,19,7,0,197,0
¤ì‚¬63aa32bb,0.53,13,41,13,0,0,79,0
¤ì‚¬63aa33aa,5.4,,,,0,0,,0
¤ì‚¬63aa33ab,5.4,,,,0,0,,0
¤ì‚¬63aa33ba,5.03,,,,0,2,,0
¤ì‚¬63aa33bb,19.175,,,,0,10,,0
¤ì‚¬63aa34aa,4.079,0,0,,1,14,0,9
¤ì‚¬63aa34ab,4.079,,,,0,2,,0
¤ì‚¬63aa34ba,3.566,,,,0,1,,0
¤ì‚¬63aa34bb,4.105,,,,0,0,,1
¤ì‚¬63aa35aa,4.105,,,,0,0,,0
¤ì‚¬63aa35ab,4.105,,,,0,0,,0
¤ì‚¬63aa35ba,7.437,,,,0,0,,0
¤ì‚¬63aa35bb,7.437,,,,0,0,,0
¤ì‚¬63aa36aa,7.437,,,,0,0,,0
¤ì‚¬63aa36ab,7.069,,,,0,0,,0
¤ì‚¬63aa36ba,3.039,,,,0,0,,0
¤ì‚¬63aa36bb,1.724,,,,0,1,,0
¤ì‚¬63aa37aa,1.724,,,,1,3,,0
¤ì‚¬63aa37ab,1.724,31,62,9,0,11,119,15
¤ì‚¬63aa37ba,3.008,,,,0,0,,0
¤ì‚¬63aa37bb,3.008,,,,0,0,,0
¤ì‚¬63aa38aa,3.995,,,,0,0,,0
¤ì‚¬63aa38ab,13.893,,,,0,0,,0
¤ì‚¬63ab27bb,3.005,,,,0,0,,0
¤ì‚¬63ab28aa,3.271,,,,0,6,,1
¤ì‚¬63ab28ab,2.799,0,7,0,0,4,12,4
¤ì‚¬63ab28ba,3.35,,,,0,0,,0
¤ì‚¬63ab28bb,3.35,,,,0,0,,0
¤ì‚¬63ab29aa,3.35,,,,0,0,,0
¤ì‚¬63ab29ab,3.317,,,,0,0,,0
¤ì‚¬63ab29ba,3.579,,,,0,0,,0
¤ì‚¬63ab29bb,4.734,,,,0,0,,0
¤ì‚¬63ab30aa,4.723,,,,0,0,,0
¤ì‚¬63ab30ab,4.723,,,,0,0,,0
¤ì‚¬63ab30ba,4.723,,,,0,0,,0
¤ì‚¬63ab30bb,4.635,,,,0,0,,0
¤ì‚¬63ab31aa,4.813,,,,0,0,,0
¤ì‚¬63ab31ab,3.518,,,,0,0,,0
¤ì‚¬63ab31ba,3.518,,9,,0,0,9,0
¤ì‚¬63ab31bb,1.181,35,76,20,0,0,144,0
¤ì‚¬63ab32aa,1.181,153,962,322,1,0,1906,0
¤ì‚¬63ab32ab,1.181,109,516,126,2,0,994,0
¤ì‚¬63ab32ba,0.477,101,406,88,1,0,806,0
¤ì‚¬63ab32bb,1.023,,,,0,0,,0
¤ì‚¬63ab33aa,1.023,,,,0,0,,0
¤ì‚¬63ab33ab,1.196,,,,0,0,,0
¤ì‚¬63ab33ba,1.78,,,,0,0,,0
¤ì‚¬63ab33bb,4.592,,,,0,4,,3
¤ì‚¬63ab34aa,4.079,,,,0,5,,3
¤ì‚¬63ab34ab,3.423,,0,,0,1,0,0
¤ì‚¬63ab34ba,3.423,,0,,0,8,0,21
¤ì‚¬63ab34bb,4.105,,0,,1,1,0,1
¤ì‚¬63ab35aa,4.105,,,,0,0,,0
¤ì‚¬63ab35ab,4.105,,,,0,0,,0
¤ì‚¬63ab35ba,7.437,,,,0,0,,0
¤ì‚¬63ab35bb,7.437,,,,0,0,,0
¤ì‚¬63ab36aa,7.437,,,,0,0,,0
¤ì‚¬63ab36ab,3.178,,,,0,0,,0
¤ì‚¬63ab36ba,3.039,,,,0,0,,0
¤ì‚¬63ab36bb,1.724,,,,0,0,,0
¤ì‚¬63ab37aa,1.724,,,,0,0,,0
¤ì‚¬63ab37ab,1.724,11,33,0,2,9,61,5
¤ì‚¬63ab37ba,3.008,,,,0,0,,0
¤ì‚¬63ab37bb,3.008,,,,0,0,,0
¤ì‚¬63ab38aa,13.893,,,,0,0,,0
¤ì‚¬63ab38ab,13.893,,,,0,0,,0
¤ì‚¬63ba27ba,2.731,,,,0,0,,0
¤ì‚¬63ba27bb,3.005,,,,0,3,,0
¤ì‚¬63ba28aa,2.958,,,,0,6,,0
¤ì‚¬63ba28ab,2.389,,,,0,0,,0
¤ì‚¬63ba28ba,3.35,,,,0,0,,0
¤ì‚¬63ba28bb,3.35,,,,0,0,,0
¤ì‚¬63ba29aa,3.35,,,,0,0,,0
¤ì‚¬63ba29ab,3.317,,,,0,0,,0
¤ì‚¬63ba29ba,4.808,0,0,,0,7,8,0
¤ì‚¬63ba29bb,4.247,,,,0,0,,0
¤ì‚¬63ba30aa,4.723,,,,0,0,,0
¤ì‚¬63ba30ab,4.723,,,,0,0,,0
¤ì‚¬63ba30ba,4.723,,,,0,0,,0
¤ì‚¬63ba30bb,4.635,,,,0,0,,0
¤ì‚¬63ba31aa,4.813,,,,0,0,,0
¤ì‚¬63ba31ab,2.162,,,,0,0,,0
¤ì‚¬63ba31ba,2.162,10,19,6,0,0,40,2
¤ì‚¬63ba31bb,3.025,0,0,,1,0,0,0
¤ì‚¬63ba32aa,1.59,256,1353,462,0,0,2651,0
¤ì‚¬63ba32ab,1.337,0,34,0,3,11,68,0
¤ì‚¬63ba32ba,1.337,33,121,19,5,4,237,0
¤ì‚¬63ba32bb,2.756,,,,0,0,,0
¤ì‚¬63ba33aa,2.756,,,,0,0,,0
¤ì‚¬63ba33ab,2.508,,,,0,0,,0
¤ì‚¬63ba33ba,2.508,,,,0,0,,0
¤ì‚¬63ba33bb,2.508,21,58,11,0,0,110,0
¤ì‚¬63ba34aa,2.926,,,,0,2,,0
¤ì‚¬63ba34ab,3.423,0,0,0,0,12,6,3
¤ì‚¬63ba34ba,3.423,,,,0,3,0,3
¤ì‚¬63ba34bb,3.423,,,,0,11,,0
¤ì‚¬63ba35aa,14.948,,,,0,0,,0
¤ì‚¬63ba35ab,14.948,,,,0,0,,0
¤ì‚¬63ba35ba,2.543,,,,0,0,,0
¤ì‚¬63ba35bb,4.907,,,,0,0,,0
¤ì‚¬63ba36aa,6.027,,,,0,0,,0
¤ì‚¬63ba36ab,6.027,,,,0,0,,0
¤ì‚¬63ba36ba,1.452,,,,0,0,,0
¤ì‚¬63ba36bb,1.724,,,,0,0,,0
¤ì‚¬63ba37aa,1.724,0,6,,0,0,15,5
¤ì‚¬63ba37ab,1.724,0,0,0,0,0,0,2
¤ì‚¬63ba37ba,2.58,,0,,0,1,0,0
¤ì‚¬63ba37bb,13.893,,,,0,2,,0
¤ì‚¬63ba38aa,13.893,,,,0,0,,0
¤ì‚¬63ba38ab,13.893,,,,0,0,,0
¤ì‚¬63ba38ba,14.044,,,,0,0,,0
¤ì‚¬63ba38bb,3.594,,,,0,0,,0
¤ì‚¬63ba39aa,3.594,,,,0,0,,0
¤ì‚¬63bb27ab,2.731,,,,0,0,,0
¤ì‚¬63bb27ba,2.731,,,,0,9,,0
¤ì‚¬63bb27bb,2.821,,0,,0,2,0,1
¤ì‚¬63bb28aa,2.311,,,,0,0,,0
¤ì‚¬63bb28ab,2.389,,,,1,0,,0
¤ì‚¬63bb28ba,3.35,,,,0,0,,0
¤ì‚¬63bb28bb,3.35,,,,0,0,,0
¤ì‚¬63bb29aa,3.35,,,,0,0,,0
¤ì‚¬63bb29ab,3.5,,0,,0,4,0,0
¤ì‚¬63bb29ba,4.27,0,0,,0,1,11,0
¤ì‚¬63bb29bb,4.021,,,,0,0,,0
¤ì‚¬63bb30aa,4.021,68,107,10,1,4,188,11
¤ì‚¬63bb30ab,4.021,37,59,0,0,4,112,7
¤ì‚¬63bb30ba,4.635,,,,0,0,,0
¤ì‚¬63bb30bb,4.635,,,,0,0,,0
¤ì‚¬63bb31aa,4.813,,,,0,0,,0
¤ì‚¬63bb31ab,3.272,,,,11,0,,0
¤ì‚¬63bb31ba,2.162,7,11,0,0,0,22,3
¤ì‚¬63bb31bb,3.025,,,,2,0,,0
¤ì‚¬63bb32aa,1.074,192,993,416,2,0,1930,0
¤ì‚¬63bb32ab,1.337,,,,10,13,0,0
¤ì‚¬63bb32ba,2.849,,,,3,4,,0
¤ì‚¬63bb32bb,2.756,,,,1,0,,0
¤ì‚¬63bb33aa,2.291,,0,,0,0,0,0
¤ì‚¬63bb33ab,2.291,128,292,73,3,7,595,0
¤ì‚¬63bb33ba,2.291,115,238,60,2,1,469,0
¤ì‚¬63bb33bb,3.781,57,184,46,1,4,356,0
¤ì‚¬63bb34aa,3.781,,,,0,0,,0
¤ì‚¬63bb34ab,3.781,,,,1,2,,0
¤ì‚¬63bb34ba,3.423,10,14,0,0,0,28,4
¤ì‚¬63bb34bb,3.423,,,,0,0,,0
¤ì‚¬63bb35aa,15.206,,,,0,0,,0
¤ì‚¬63bb35ab,15.206,,,,0,0,,0
¤ì‚¬63bb35ba,2.543,,,,0,0,,0
¤ì‚¬63bb35bb,1.921,,,,0,0,,0
¤ì‚¬63bb36aa,1.921,0,0,,0,1,0,0
¤ì‚¬63bb36ab,1.601,,,,0,0,,0
¤ì‚¬63bb36ba,1.452,0,0,,0,0,0,1
¤ì‚¬63bb36bb,1.452,,,,0,0,,0
¤ì‚¬63bb37aa,1.452,,,,0,0,,0
¤ì‚¬63bb37ab,10.763,,,,0,0,,0
¤ì‚¬63bb37ba,1.825,,,,0,1,,1
¤ì‚¬63bb37bb,1.825,,,,0,0,,0
¤ì‚¬63bb38aa,1.825,,,,0,0,,0
¤ì‚¬63bb38ab,14.044,,,,0,0,,0
¤ì‚¬63bb38ba,14.044,,,,0,0,,0
¤ì‚¬63bb38bb,3.594,,,,0,4,,0
¤ì‚¬63bb39aa,3.594,,,,0,0,,0
¤ì‚¬63bb39ab,3.594,,,,0,0,,0
¤ì‚¬63bb39ba,15.177,,,,0,0,,0
¤ì‚¬64aa27ab,2.453,,,,0,0,,0
¤ì‚¬64aa27ba,2.473,,,,0,0,,0
¤ì‚¬64aa27bb,2.978,,,,0,0,,0
¤ì‚¬64aa28aa,2.311,,,,0,0,,0
¤ì‚¬64aa28ab,2.389,,,,0,0,,0
¤ì‚¬64aa28ba,2.389,,,,0,0,,0
¤ì‚¬64aa28bb,2.389,15,12,,0,0,27,0
¤ì‚¬64aa29aa,3.5,,,,0,0,,0
¤ì‚¬64aa29ab,3.5,0,12,0,0,4,22,6
¤ì‚¬64aa29ba,4.27,0,7,0,0,4,14,0
¤ì‚¬64aa29bb,4.021,,,,0,0,,0
¤ì‚¬64aa30aa,4.021,23,67,8,1,3,125,7
¤ì‚¬64aa30ab,4.021,17,34,0,0,3,77,2
¤ì‚¬64aa30ba,4.106,,,,0,0,,0
¤ì‚¬64aa30bb,4.106,,,,0,0,,0
¤ì‚¬64aa31aa,3.545,,,,0,0,,0
¤ì‚¬64aa31ab,3.272,0,0,,0,0,0,0
¤ì‚¬64aa31ba,2.962,0,0,,0,0,0,4
¤ì‚¬64aa31bb,2.755,,,,0,0,,0
¤ì‚¬64aa32aa,2.157,49,615,352,1,0,1173,0
¤ì‚¬64aa32ab,2.306,132,846,350,2,8,1647,0
¤ì‚¬64aa32ba,2.849,,,,0,0,,0
¤ì‚¬64aa32bb,2.849,32,106,33,0,0,208,0
¤ì‚¬64aa33aa,2.291,117,371,104,0,0,706,0
¤ì‚¬64aa33ab,2.291,187,692,252,2,1,1361,0
¤ì‚¬64aa33ba,6.734,55,211,54,5,13,441,0
¤ì‚¬64aa33bb,6.734,18,123,33,15,14,224,0
¤ì‚¬64aa34aa,6.734,,,,0,0,,0
¤ì‚¬64aa34ab,3.781,,0,,0,1,0,3
¤ì‚¬64aa34ba,2.647,,,,0,1,,1
¤ì‚¬64aa34bb,3.077,,,,0,0,,0
¤ì‚¬64aa35aa,2.994,,,,0,0,,0
¤ì‚¬64aa35ab,2.667,,,,0,0,,0
¤ì‚¬64aa35ba,2.667,,,,0,0,,0
¤ì‚¬64aa35bb,1.963,,,,0,0,,0
¤ì‚¬64aa36aa,1.963,0,0,,0,2,0,0
¤ì‚¬64aa36ab,0.525,0,0,,0,3,10,1
¤ì‚¬64aa36ba,0.525,68,394,114,0,0,773,0
¤ì‚¬64aa36bb,1.453,143,785,373,0,0,1575,0
¤ì‚¬64aa37aa,1.453,,0,,0,1,0,0
¤ì‚¬64aa37ab,1.453,,,,0,0,,0
¤ì‚¬64aa37ba,1.825,14,13,0,1,7,31,1
¤ì‚¬64aa37bb,1.825,,,,0,0,,0
¤ì‚¬64aa38aa,1.825,,,,0,0,,0
¤ì‚¬64aa38ab,5.611,,,,0,0,,0
¤ì‚¬64aa38ba,13.961,,,,0,0,,0
¤ì‚¬64aa38bb,3.594,,,,0,0,0,1
¤ì‚¬64aa39aa,3.594,,,,0,4,,0
¤ì‚¬64aa39ab,3.594,,,,0,0,,0
¤ì‚¬64aa39ba,15.177,,,,0,0,,0
¤ì‚¬64aa39bb,4.057,,,,0,0,,0
¤ì‚¬64ab27aa,2.419,,,,0,0,,0
¤ì‚¬64ab27ab,1.803,27,43,0,0,4,95,4
¤ì‚¬64ab27ba,3.31,15,38,6,1,0,78,2
¤ì‚¬64ab27bb,1.49,,,,0,0,,0
¤ì‚¬64ab28aa,1.273,,,,0,0,,0
¤ì‚¬64ab28ab,1.809,,,,0,0,,0
¤ì‚¬64ab28ba,1.809,0,0,,0,0,0,0
¤ì‚¬64ab28bb,2.319,194,268,27,1,0,490,0
¤ì‚¬64ab29aa,2.319,52,49,0,0,0,89,0
¤ì‚¬64ab29ab,2.802,79,136,18,2,11,269,24
¤ì‚¬64ab29ba,3.046,49,52,8,0,0,110,1
¤ì‚¬64ab29bb,3.046,0,0,,0,0,0,0
¤ì‚¬64ab30aa,3.046,64,154,25,1,6,318,10
¤ì‚¬64ab30ab,4.021,76,97,14,0,0,179,11
¤ì‚¬64ab30ba,4.106,0,,,0,0,0,0
¤ì‚¬64ab30bb,4.106,,,,0,0,,0
¤ì‚¬64ab31aa,3.437,,,,0,0,,0
¤ì‚¬64ab31ab,3.272,0,7,0,0,0,11,3
¤ì‚¬64ab31ba,2.962,0,0,,0,0,0,0
¤ì‚¬64ab31bb,2.813,0,13,0,1,3,25,0
¤ì‚¬64ab32aa,2.157,19,221,121,2,7,433,0
¤ì‚¬64ab32ab,27.247,90,600,245,3,0,1179,0
¤ì‚¬64ab32ba,27.247,98,488,189,2,43,980,0
¤ì‚¬64ab32bb,27.247,70,294,122,2,5,577,0
¤ì‚¬64ab33aa,31.435,17,109,41,2,14,224,0
¤ì‚¬64ab33ab,16.9,32,213,84,10,24,436,0
¤ì‚¬64ab33ba,6.734,19,154,50,3,17,332,0
¤ì‚¬64ab33bb,6.734,0,20,8,0,1,39,0
¤ì‚¬64ab34aa,6.734,,,,2,0,,0
¤ì‚¬64ab34ab,2.229,,0,0,0,3,0,6
¤ì‚¬64ab34ba,2.59,40,63,0,1,13,128,29
¤ì‚¬64ab34bb,2.406,34,169,18,0,0,344,0
¤ì‚¬64ab35aa,2.719,,,,0,1,,0
¤ì‚¬64ab35ab,2.667,,,,0,0,,0
¤ì‚¬64ab35ba,2.667,,,,0,0,,0
¤ì‚¬64ab35bb,1.963,6,0,,0,0,8,2
¤ì‚¬64ab36aa,1.963,13,15,,0,0,27,5
¤ì‚¬64ab36ab,0.525,41,153,29,0,0,288,0
¤ì‚¬64ab36ba,0.525,104,732,240,0,0,1435,0
¤ì‚¬64ab36bb,1.453,210,1008,334,0,0,2026,0
¤ì‚¬64ab37aa,1.453,0,7,0,0,1,14,1
¤ì‚¬64ab37ab,1.453,11,14,0,0,6,32,2
¤ì‚¬64ab37ba,1.825,25,37,9,1,9,74,5
¤ì‚¬64ab37bb,1.825,,,,0,0,,0
¤ì‚¬64ab38aa,1.825,,,,0,0,,0
¤ì‚¬64ab38ab,5.333,,,,0,1,,0
¤ì‚¬64ab38ba,14.554,,,,0,0,,0
¤ì‚¬64ab38bb,14.554,6,11,0,0,2,17,1
¤ì‚¬64ab39aa,14.554,17,36,6,0,8,62,3
¤ì‚¬64ab39ab,2.864,,,,0,0,,0
¤ì‚¬64ab39ba,3.458,,,,0,0,,0
¤ì‚¬64ab39bb,4.057,,,,0,0,,0
¤ì‚¬64ba27aa,2.419,,,,0,0,,0
¤ì‚¬64ba27ab,1.803,73,117,6,3,1,284,21
¤ì‚¬64ba27ba,10.222,34,87,0,1,1,181,13
¤ì‚¬64ba27bb,1.49,,,,0,0,,0
¤ì‚¬64ba28aa,9.545,0,0,,0,0,0,1
¤ì‚¬64ba28ab,1.809,,0,,0,0,0,1
¤ì‚¬64ba28ba,1.809,,,,0,0,,3
¤ì‚¬64ba28bb,2.319,106,157,21,0,1,277,4
¤ì‚¬64ba29aa,2.319,0,0,0,0,0,9,10
¤ì‚¬64ba29ab,7.616,27,46,,1,9,85,5
¤ì‚¬64ba29ba,3.046,,0,,0,0,0,5
¤ì‚¬64ba29bb,3.046,0,0,,0,1,7,2
¤ì‚¬64ba30aa,3.046,166,382,49,2,14,785,19
¤ì‚¬64ba30ab,6.123,79,215,35,1,7,419,16
¤ì‚¬64ba30ba,4.106,,0,,0,0,0,2
¤ì‚¬64ba30bb,4.106,8,28,7,1,1,50,8
¤ì‚¬64ba31aa,3.437,29,88,19,1,14,192,9
¤ì‚¬64ba31ab,3.134,,,,1,0,0,0
¤ì‚¬64ba31ba,4.119,,,,0,0,,1
¤ì‚¬64ba31bb,3.42,0,21,6,3,5,44,2
¤ì‚¬64ba32aa,3.42,13,90,32,3,11,168,0
¤ì‚¬64ba32ab,3.42,36,196,66,11,14,369,0
¤ì‚¬64ba32ba,2.718,26,132,31,6,11,257,0
¤ì‚¬64ba32bb,2.48,12,77,28,4,9,162,0
¤ì‚¬64ba33aa,2.418,10,76,26,2,6,146,0
¤ì‚¬64ba33ab,1.896,,,,0,0,,0
¤ì‚¬64ba33ba,1.896,,,,1,0,,0
¤ì‚¬64ba33bb,1.84,0,64,0,2,0,148,0
¤ì‚¬64ba34aa,6.734,,,,0,0,,0
¤ì‚¬64ba34ab,4.915,,,,0,0,,3
¤ì‚¬64ba34ba,4.915,,,,1,1,,4
¤ì‚¬64ba34bb,2.406,28,59,11,0,0,112,17
¤ì‚¬64ba35aa,2.202,,0,,0,0,0,4
¤ì‚¬64ba35ab,2.202,,,,0,0,,5
¤ì‚¬64ba35ba,1.963,17,22,0,0,0,40,3
¤ì‚¬64ba35bb,1.963,16,28,0,2,2,57,14
¤ì‚¬64ba36aa,1.963,58,207,58,1,0,417,11
¤ì‚¬64ba36ab,1.185,51,207,61,2,0,434,0
¤ì‚¬64ba36ba,0.718,75,319,65,0,0,608,0
¤ì‚¬64ba36bb,1.453,366,701,100,0,0,1333,0
¤ì‚¬64ba37aa,1.453,44,96,7,0,0,201,1
¤ì‚¬64ba37ab,1.453,0,6,,0,1,13,0
¤ì‚¬64ba37ba,0.786,,,,0,5,,0
¤ì‚¬64ba37bb,1.374,,,,0,0,,0
¤ì‚¬64ba38aa,2.309,0,0,,0,0,0,0
¤ì‚¬64ba38ab,2.064,8,8,,1,9,16,2
¤ì‚¬64ba38ba,2.064,0,0,,0,0,0,1
¤ì‚¬64ba38bb,2.064,18,39,9,0,1,77,1
¤ì‚¬64ba39aa,2.579,88,202,31,1,25,413,14
¤ì‚¬64ba39ab,2.579,6,12,,1,1,24,3
¤ì‚¬64ba39ba,3.458,12,14,0,0,3,41,3
¤ì‚¬64ba39bb,4.057,,,,0,0,,0
¤ì‚¬64ba40aa,2.67,,,,0,0,,0
¤ì‚¬64bb26ba,1.919,,,,0,0,,0
¤ì‚¬64bb26bb,1.919,,,,0,0,,2
¤ì‚¬64bb27aa,2.103,,,,0,0,,0
¤ì‚¬64bb27ab,1.566,0,0,,0,2,0,0
¤ì‚¬64bb27ba,0.358,,,,0,10,,1
¤ì‚¬64bb27bb,0.358,,,,0,0,,0
¤ì‚¬64bb28aa,0.358,0,0,,0,0,7,1
¤ì‚¬64bb28ab,0.134,0,0,,0,0,0,5
¤ì‚¬64bb28ba,1.809,,0,,0,0,0,3
¤ì‚¬64bb28bb,2.319,0,0,,0,0,0,3
¤ì‚¬64bb29aa,2.319,0,6,0,0,0,8,7
¤ì‚¬64bb29ab,7.616,,,,2,0,0,3
¤ì‚¬64bb29ba,3.046,,,,0,0,,1
¤ì‚¬64bb29bb,3.046,0,0,,0,0,0,4
¤ì‚¬64bb30aa,3.046,,,,0,0,0,4
¤ì‚¬64bb30ab,6.123,,,,0,0,,2
¤ì‚¬64bb30ba,3.566,,0,,0,0,0,8
¤ì‚¬64bb30bb,3.437,,,,1,0,,1
¤ì‚¬64bb31aa,3.437,0,,,0,0,0,0
¤ì‚¬64bb31ab,3.134,0,0,,1,0,0,0
¤ì‚¬64bb31ba,4.119,,,,0,0,,0
¤ì‚¬64bb31bb,3.42,,,,1,0,,0
¤ì‚¬64bb32aa,3.42,,,,0,0,,0
¤ì‚¬64bb32ab,2.522,,,,0,0,,0
¤ì‚¬64bb32ba,2.096,,,,1,0,,0
¤ì‚¬64bb32bb,2.096,,,,0,0,,0
¤ì‚¬64bb33aa,2.096,,,,0,0,,0
¤ì‚¬64bb33ab,1.896,,,,1,0,,0
¤ì‚¬64bb33ba,1.896,,,,2,0,,0
¤ì‚¬64bb33bb,1.84,,,,1,0,,0
¤ì‚¬64bb34aa,5.279,,,,0,0,,0
¤ì‚¬64bb34ab,5.279,,,,0,0,,0
¤ì‚¬64bb34ba,5.279,,,,0,0,,0
¤ì‚¬64bb34bb,2.344,15,27,0,0,0,50,6
¤ì‚¬64bb35aa,2.344,,0,,0,1,0,0
¤ì‚¬64bb35ab,2.202,,,,0,1,0,3
¤ì‚¬64bb35ba,2.089,0,0,,0,2,11,7
¤ì‚¬64bb35bb,1.276,12,27,0,2,2,60,12
¤ì‚¬64bb36aa,1.591,8,0,,1,2,14,3
¤ì‚¬64bb36ab,1.591,15,16,0,1,1,35,6
¤ì‚¬64bb36ba,1.591,84,169,23,4,14,355,23
¤ì‚¬64bb36bb,1.374,0,10,,0,0,18,2
¤ì‚¬64bb37aa,0.786,0,0,,0,0,0,0
¤ì‚¬64bb37ab,0.786,0,0,,1,1,8,2
