gid,year,cctv,light,log_pa,ep,fp,yp,log_nb
木夭丑友什64ba32ab,-0.866666667,5,5,0.85112272,-0.180586907,-0.065964912,0.184615385,0.90414682
木夭丑友什64ba32ba,-0.8,2.5,2.5,0.601400916,-0.225733634,-0.155789474,-0.084615385,0.603518609
木夭丑友什64ba32bb,-0.8,1.5,1.5,0.501794736,-0.288939052,-0.232982456,-0.107692308,0.492785693
木夭丑友什64ba33aa,-0.866666667,0.5,0.5,0.4742754,-0.297968397,-0.234385965,-0.123076923,0.445282854
木夭丑友什64ba33bb,-0.8,0.5,0.5,0.177346082,-0.343115124,-0.25122807,-0.323076923,-0.618070234
木夭丑友什64ba34bb,-0.266666667,-0.5,-0.5,0.468867649,-0.216704289,-0.258245614,-0.238461538,0.204652021
木夭丑友什64ba35aa,-0.533333333,-0.5,-0.5,0.372563832,-0.343115124,-0.341052632,-0.323076923,-0.44733994
木夭丑友什64ba35ba,-0.4,-0.5,-0.5,0.247681185,-0.266365688,-0.310175439,-0.323076923,0.066008928
木夭丑友什64ba35bb,0,0.5,0.5,0.247681185,-0.270880361,-0.301754386,-0.323076923,0.274552561
木夭丑友什64ba36aa,-0.866666667,0,0,0.247681185,-0.081264108,-0.050526316,0.123076923,0.616013148
木夭丑友什64ba36ab,-1.333333333,0.5,0.5,-0.300939202,-0.112866817,-0.050526316,0.146153846,0
木夭丑友什64ba36ba,-1.333333333,-0.5,-0.5,-0.845534966,-0.004514673,0.106666667,0.176923077,0.125405324
木夭丑友什64ba36bb,-1.266666667,-0.5,-0.5,-0.079322404,1.309255079,0.642807018,0.446153846,0.445282854
木夭丑友什64ba37aa,0.333333333,-0.5,-0.5,-0.079322404,-0.144469526,-0.206315789,-0.269230769,-1.270062195
木夭丑友什64ba37ab,-1.533333333,-0.5,-0.5,-0.079322404,-0.343115124,-0.332631579,-0.323076923,-0.115225509
木夭丑友什64ba38ab,0.133333333,0,0,0.302215852,-0.306997743,-0.329824561,-0.323076923,-0.858701067
木夭丑友什64ba38ba,1,-0.5,-0.5,0.302215852,-0.343115124,-0.341052632,-0.323076923,-1.681423322
木夭丑友什64ba38bb,-0.733333333,-0.5,-0.5,0.302215852,-0.261851016,-0.286315789,-0.253846154,-0.159206268
木夭丑友什64ba39aa,-0.6,0,0,0.544341624,0.054176072,-0.05754386,-0.084615385,0.911707032
木夭丑友什64ba39ab,0.066666667,0,0,0.544341624,-0.316027088,-0.324210526,-0.323076923,-0.726272363
木夭丑友什64ba39ba,-0.533333333,-0.5,-0.5,0.863133403,-0.288939052,-0.321403509,-0.323076923,-0.258347632
木夭丑友什64bb27ab,-0.333333333,-0.5,-0.5,0.002084288,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什64bb28aa,-0.666666667,-0.5,-0.5,-1.601987196,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什64bb28ab,-0.666666667,-0.5,-0.5,-2.67013115,-0.343115124,-0.341052632,-0.323076923,-0.3774394
木夭丑友什64bb28ba,-0.533333333,-0.5,-0.5,0.158877221,-0.343115124,-0.341052632,-0.323076923,-0.618070234
木夭丑友什64bb28bb,-0.533333333,-0.5,-0.5,0.42883555,-0.343115124,-0.341052632,-0.323076923,-0.526586637
木夭丑友什64bb29aa,-0.133333333,-0.5,-0.5,0.42883555,-0.343115124,-0.332631579,-0.323076923,-0.44733994
木夭丑友什64bb29ab,-0.666666667,0.5,0.5,1.721351129,-0.343115124,-0.341052632,-0.323076923,-0.526586637
木夭丑友什64bb29bb,-0.533333333,-0.5,-0.5,0.725240972,-0.343115124,-0.341052632,-0.323076923,-0.3774394
木夭丑友什64bb30aa,-0.466666667,-0.5,-0.5,0.725240972,-0.343115124,-0.341052632,-0.323076923,-0.159206268
木夭丑友什64bb30ba,-0.266666667,-0.5,-0.5,0.896561782,-0.343115124,-0.341052632,-0.323076923,-0.258347632
木夭丑友什64bb31aa,-0.933333333,-0.5,-0.5,0.856512332,-0.343115124,-0.341052632,-0.323076923,-0.858701067
木夭丑友什64bb34bb,-0.2,-0.5,-0.5,0.440490773,-0.275395034,-0.303157895,-0.323076923,-0.314911236
木夭丑友什64bb35aa,-1,-0.5,-0.5,0.440490773,-0.343115124,-0.341052632,-0.323076923,-0.726272363
木夭丑友什64bb35ab,-0.666666667,-0.5,-0.5,0.372563832,-0.343115124,-0.341052632,-0.323076923,-0.44733994
木夭丑友什64bb35ba,-0.533333333,-0.5,-0.5,0.315302402,-0.343115124,-0.341052632,-0.323076923,0.096449891
木夭丑友什64bb35bb,-0.133333333,0.5,0.5,-0.220518165,-0.288939052,-0.303157895,-0.323076923,0.096449891
木夭丑友什64bb36aa,-0.466666667,0,0,0.019299657,-0.306997743,-0.341052632,-0.323076923,-0.258347632
木夭丑友什64bb36ab,-0.066666667,0,0,0.019299657,-0.275395034,-0.318596491,-0.323076923,-0.074280403
木夭丑友什64bb36ba,0,1.5,1.5,0.019299657,0.036117381,-0.103859649,-0.146153846,0.848343585
木夭丑友什64bb36bb,0.266666667,-0.5,-0.5,-0.140087782,-0.343115124,-0.327017544,-0.323076923,-1.029431361
木夭丑友什64bb37ab,0.866666667,0,0,-0.747179363,-0.343115124,-0.341052632,-0.323076923,-1.029431361
木夭丑友什64bb38bb,-0.733333333,-0.5,-0.5,0.302215852,-0.279909707,-0.284912281,-0.269230769,-0.526586637
木夭丑友什64bb39aa,-0.266666667,0,0,0.544341624,-0.081264108,-0.196491228,-0.246153846,0.445282854
木夭丑友什64bb39ab,-0.133333333,0.5,0.5,0.544341624,-0.212189616,-0.241403509,-0.238461538,0.228878595
木夭丑友什64bb39ba,-0.4,-0.5,-0.5,0.863133403,-0.23476298,-0.237192982,-0.192307692,0.066008928
木夭丑友什64bb39bb,-0.533333333,0,0,0.864075986,-0.261851016,-0.277894737,-0.246153846,0.096449891
木夭丑友什64bb40aa,-0.466666667,0,0,0.510090481,-0.212189616,-0.237192982,-0.223076923,0.461543287
木夭丑友什65aa27aa,0.266666667,-0.5,-0.5,-0.07112455,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什65aa27ab,0.066666667,-0.5,-0.5,0,0.334085779,0.157192982,-0.153846154,-1.681423322
木夭丑友什65aa27ba,0.333333333,-0.5,-0.5,-1.601987196,-0.194130926,-0.143157895,-0.146153846,-0.726272363
木夭丑友什65aa27bb,-0.066666667,0.5,0.5,-1.601987196,-0.225733634,-0.224561404,-0.323076923,-0.3774394
木夭丑友什65aa28aa,0.066666667,0,0,-1.601987196,3.110609481,3.323508772,3.138461538,-0.115225509
木夭丑友什65aa28ab,0.2,-0.5,-0.5,-2.67013115,1.62979684,1.92,3.184615385,-0.035978813
木夭丑友什65aa28ba,0.333333333,0,0,-0.955357548,1.083521445,1.863859649,3.7,-0.314911236
木夭丑友什65aa28bb,0.333333333,1,1,-0.955357548,1.64785553,1.807719298,2.9,0.153013496
木夭丑友什65aa29aa,-0.466666667,0,0,1.789796585,0.600451467,1.155087719,1.653846154,-0.3774394
木夭丑友什65aa29ab,-0.733333333,-0.5,-0.5,1.721351129,0.699774266,2.752280702,0.476923077,-0.159206268
木夭丑友什65aa29ba,-0.4,0,0,1.528017357,-0.284424379,-0.283508772,-0.323076923,0.252154859
木夭丑友什65aa29bb,-0.333333333,0,0,1.484178348,0.275395034,1.710877193,0.123076923,0.153013496
木夭丑友什65aa30aa,-0.266666667,-0.5,-0.5,1.484178348,1.467268623,1.477894737,1.492307692,-0.159206268
木夭丑友什65aa30ab,-0.2,0,0,1.484178348,2.297968397,3.331929825,4.123076923,-0.115225509
木夭丑友什65aa30ba,-0.266666667,0,0,1.438866865,1.34537246,1.214035088,2.269230769,-1.029431361
木夭丑友什65aa30bb,-1.533333333,-0.5,-0.5,1.391777312,0.505643341,0.467368421,0.976923077,-0.115225509
木夭丑友什65aa31ba,-0.6,-0.5,-0.5,1.053263723,-0.176072235,-0.193684211,-0.092307692,-1.029431361
木夭丑友什65aa31bb,-0.6,-0.5,-0.5,0.85112272,-0.090293454,-0.144561404,-0.053846154,-0.858701067
木夭丑友什65aa32bb,-1,-0.5,-0.5,0.318938578,0.009029345,0.109473684,0.123076923,-1.270062195
木夭丑友什65aa33ba,-0.8,-0.5,-0.5,0.209933919,-0.343115124,-0.341052632,-0.323076923,-1.029431361
木夭丑友什65aa33bb,-0.933333333,-0.5,-0.5,0.177346082,-0.343115124,-0.32,-0.323076923,-0.618070234
木夭丑友什65aa35ab,-1.533333333,-0.5,-0.5,-0.011887058,-0.343115124,-0.341052632,-0.323076923,-0.115225509
木夭丑友什65aa35ba,-0.666666667,-0.5,-0.5,0.943685485,-0.297968397,-0.328421053,-0.323076923,-0.258347632
木夭丑友什65aa35bb,-0.266666667,0,0,-0.220518165,-0.126410835,-0.188070175,-0.215384615,0.651991961
木夭丑友什65aa36aa,-0.866666667,-0.5,-0.5,0.019299657,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什65aa36ab,-0.066666667,-0.5,-0.5,0.019299657,-0.343115124,-0.33122807,-0.323076923,-1.681423322
木夭丑友什65aa36ba,-0.6,-0.5,-0.5,0.019299657,-0.257336343,-0.296140351,-0.238461538,-0.526586637
木夭丑友什65aa36bb,-1.266666667,-0.5,-0.5,-0.307379077,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什65aa38bb,-0.333333333,-0.5,-0.5,0.302215852,-0.343115124,-0.341052632,-0.323076923,-0.726272363
木夭丑友什65aa39ab,-0.266666667,-0.5,-0.5,0.544341624,-0.239277652,-0.259649123,-0.230769231,0.228878595
木夭丑友什65aa39ba,-0.133333333,0.5,0.5,0.788657486,0.009029345,-0.151578947,-0.184615385,0.738467354
木夭丑友什65aa39bb,-0.466666667,-0.5,-0.5,0.741181622,-0.279909707,-0.290526316,-0.323076923,-0.074280403
木夭丑友什65aa40aa,-0.333333333,1.5,1.5,0.510090481,0.094808126,-0.094035088,-0.1,0.926544522
木夭丑友什65ab26ab,0,-0.5,-0.5,0.439098727,-0.027088036,-0.063157895,-0.223076923,-1.270062195
木夭丑友什65ab26ba,-0.2,0.5,0.5,0.439098727,-0.316027088,-0.317192982,-0.323076923,-0.314911236
木夭丑友什65ab26bb,-0.333333333,0,0,-0.07112455,-0.076749436,0.190877193,-0.253846154,-0.206709106
木夭丑友什65ab27aa,0,-0.5,-0.5,-0.07112455,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什65ab27ab,0.266666667,0,0,0,0.06772009,-0.108070175,-0.223076923,0.337080725
木夭丑友什65ab27ba,0.333333333,1.5,1.5,-1.601987196,0.519187359,0.623157895,0.361538462,0.728322344
木夭丑友什65ab27bb,0.066666667,1,1,-1.601987196,0.148984199,0.56,-0.1,0.375382314
木夭丑友什65ab28aa,0.333333333,-0.5,-0.5,-1.601987196,0.853273138,0.74245614,0.423076923,0
木夭丑友什65ab28ab,0.4,0,0,-2.67013115,1.941309255,1.204210526,1.053846154,-0.206709106
木夭丑友什65ab28ba,0.066666667,0,0,-0.955357548,0.203160271,0.461754386,1.1,-0.314911236
木夭丑友什65ab28bb,0.066666667,0,0,-0.955357548,0.261851016,0.145964912,0.292307692,-1.270062195
木夭丑友什65ab29aa,0.2,-0.5,-0.5,-0.596347129,0.180586907,0.138947368,0.192307692,-0.526586637
木夭丑友什65ab29ab,0.4,-0.5,-0.5,-0.339212957,-0.031602709,-0.103859649,-0.130769231,-1.270062195
木夭丑友什65ab29ba,0,0.5,0.5,-0.339212957,-0.171557562,-0.103859649,0.046153846,-0.618070234
木夭丑友什65ab29bb,-0.266666667,0.5,0.5,-0.339212957,-0.23476298,-0.21754386,-0.123076923,-0.726272363
木夭丑友什65ab30aa,0.266666667,0,0,-1.478695507,0.158013544,0.101052632,0.053846154,0.066008928
木夭丑友什65ab30ba,0.333333333,-0.5,-0.5,0.018616252,1.575620767,1.059649123,1.230769231,-1.681423322
木夭丑友什65ab30bb,-1.533333333,-0.5,-0.5,0.018616252,0.79006772,0.450526316,0.653846154,-0.115225509
木夭丑友什65ab31ba,-0.666666667,0,0,0.692640724,-0.148984199,-0.165614035,-0.107692308,0.179394223
木夭丑友什65ab31bb,-0.866666667,2.5,2.5,0.692640724,-0.036117381,0.033684211,0.069230769,0.550731064
木夭丑友什65ab32aa,-0.733333333,0,0,0.692640724,0.176072235,0.513684211,0.938461538,-0.44733994
木夭丑友什65ab32ab,-0.666666667,-0.5,-0.5,0.520048719,0.261851016,1.275789474,1.423076923,-0.526586637
木夭丑友什65ab32ba,-0.8,0.5,0.5,0.318938578,-0.103837472,0.070175439,0.246153846,-1.270062195
木夭丑友什65ab32bb,-1,0,0,0.318938578,0.293453725,0.404210526,0.184615385,-0.3774394
木夭丑友什65ab33aa,-0.933333333,0,0,0.318938578,0.027088036,0.200701754,0.207692308,-0.258347632
木夭丑友什65ab33bb,-1.066666667,0,0,-0.162467072,-0.288939052,-0.089824561,-0.323076923,0.033921727
木夭丑友什65ab35aa,-0.4,-0.5,-0.5,0.006932139,-0.343115124,-0.307368421,-0.276923077,-0.3774394
木夭丑友什65ab35ab,-0.933333333,-0.5,-0.5,0.006932139,-0.343115124,-0.329824561,-0.323076923,-0.206709106
木夭丑友什65ab35ba,-0.4,-0.5,-0.5,0.006932139,-0.293453725,-0.32,-0.323076923,-0.074280403
木夭丑友什65ab35bb,-0.533333333,0,0,0.27556038,-0.216704289,-0.252631579,-0.2,-0.035978813
木夭丑友什65ab36aa,-1.533333333,-0.5,-0.5,0.019299657,-0.343115124,-0.341052632,-0.323076923,-0.115225509
木夭丑友什65ab36ab,-0.933333333,-0.5,-0.5,0.019299657,-0.311512415,-0.332631579,-0.323076923,-1.029431361
木夭丑友什65ab39bb,-0.866666667,0,0,0.617280755,-0.343115124,-0.341052632,-0.323076923,-1.681423322
木夭丑友什65ab40aa,-0.666666667,-0.5,-0.5,0.510090481,-0.316027088,-0.324210526,-0.323076923,-0.3774394
木夭丑友什65ba26ba,-0.133333333,-0.5,-0.5,-0.129851977,0.198645598,0.305964912,-0.123076923,-0.618070234
木夭丑友什65ba26bb,0,0.5,0.5,-0.07112455,0.06772009,0.060350877,-0.207692308,-0.726272363
木夭丑友什65ba27aa,0.066666667,-0.5,-0.5,-0.07112455,-0.194130926,-0.284912281,-0.323076923,-0.258347632
木夭丑友什65ba27ab,0.266666667,1,1,-0.387789212,1.133182844,0.735438596,0.284615385,0.948127579
木夭丑友什65ba27ba,0.333333333,0,0,-0.669792789,1.0248307,1.287017544,1.646153846,1.08618162
木夭丑友什65ba27bb,0.333333333,0.5,0.5,-0.669792789,0.568848758,0.524912281,0.776923077,0.461543287
木夭丑友什65ba28aa,0.333333333,0.5,0.5,-0.669792789,1.990970655,1.605614035,0.546153846,0.125405324
木夭丑友什65ba28ab,0.4,1.5,1.5,-0.499665153,3.124153499,1.37122807,0.369230769,0
木夭丑友什65ba28ba,0.4,-0.5,-0.5,0.060195197,0.112866817,0.049122807,0.169230769,-0.3774394
木夭丑友什65ba29aa,0.266666667,2,2,-0.301856851,0.121896163,0.10245614,-0.030769231,0.896489054
木夭丑友什65ba29ab,0.4,-0.5,-0.5,-0.301856851,1.963882619,1.642105263,1.823076923,0.428564322
木夭丑友什65ba29ba,0.333333333,-0.5,-0.5,-0.301856851,1.643340858,1.212631579,1.761538462,0
木夭丑友什65ba29bb,0.4,1,1,-0.339212957,1.331828442,1.928421053,2.738461538,0.316961216
木夭丑友什65ba30aa,0.333333333,0,0,-0.081568954,0.586907449,0.569824561,0.153846154,1.296175011
木夭丑友什65ba30ab,0.333333333,1.5,1.5,0.018616252,0.275395034,0.332631579,0.092307692,1.057506059
木夭丑友什65ba30ba,0.333333333,-0.5,-0.5,0.018616252,0.695259594,0.439298246,0.423076923,0.674820493
木夭丑友什65ba30bb,-0.133333333,0,0,0.018616252,2.455981941,2.443508772,1.792307692,-0.035978813
木夭丑友什65ba31aa,0,0,0,0.221906801,0.550790068,0.293333333,0.130769231,-0.618070234
木夭丑友什65ba31ba,-0.666666667,1,1,0.56314394,-0.266365688,-0.206315789,-0.215384615,0.337080725
木夭丑友什65ba31bb,-0.666666667,2,2,0.56314394,-0.072234763,0.046315789,0.161538462,0.848343585
木夭丑友什65ba32aa,-0.6,1,1,0.56314394,-0.081264108,0.053333333,0.269230769,0.096449891
木夭丑友什65ba32ab,-0.6,0,0,0.248234766,0.392776524,1.068070175,2.207692308,0.603518609
木夭丑友什65ba32ba,-0.666666667,-0.5,-0.5,0.248234766,-0.126410835,-0.012631579,0.307692308,-0.858701067
木夭丑友什65ba33aa,-0.8,1,1,0.234309957,-0.343115124,-0.087017544,-0.323076923,-0.206709106
木夭丑友什65ba33ab,-0.8,0,0,0.050280665,-0.343115124,-0.113684211,-0.323076923,-1.029431361
木夭丑友什65ba33ba,-0.733333333,0,0,-0.162467072,-0.343115124,-0.341052632,-0.323076923,-0.314911236
木夭丑友什65ba34aa,-0.6,-0.5,-0.5,-1.292329967,-0.176072235,-0.081403509,0.284615385,-0.858701067
木夭丑友什65ba34ab,-0.6,-0.5,-0.5,-1.292329967,-0.311512415,-0.256842105,-0.176923077,-1.681423322
木夭丑友什65ba34bb,-0.533333333,-0.5,-0.5,-0.43863832,-0.343115124,-0.341052632,-0.323076923,-0.726272363
木夭丑友什65ba35aa,-0.533333333,-0.5,-0.5,0.006932139,-0.121896163,-0.202105263,-0.184615385,0.628250049
木夭丑友什65ba35ab,-0.533333333,0,0,0.252653291,-0.207674944,-0.223157895,-0.238461538,0.096449891
木夭丑友什65ba35ba,-1,-0.5,-0.5,0.252653291,-0.311512415,-0.325614035,-0.323076923,-0.858701067
木夭丑友什65ba36ba,2,0,0,0.139477609,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什65bb26ab,0.266666667,0,0,-0.519671037,1.137697517,0.93754386,1.346153846,0.033921727
木夭丑友什65bb26ba,0.266666667,0,0,-1.545778325,1.589164786,1.727719298,2.523076923,0.337080725
木夭丑友什65bb26bb,0.266666667,-0.5,-0.5,-1.545778325,0.361173815,0.496842105,0.746153846,-0.618070234
木夭丑友什65bb27aa,0.2,-0.5,-0.5,-0.58318625,0.06772009,-0.070175439,-0.107692308,-0.159206268
木夭丑友什65bb27ab,0.266666667,1,1,-0.387789212,2.347629797,1.010526316,0.1,0.153013496
木夭丑友什65bb27ba,0.333333333,0.5,0.5,-0.077827279,1.227990971,0.919298246,1.492307692,-0.314911236
木夭丑友什65bb27bb,0.333333333,-0.5,-0.5,-0.038937777,1.58013544,1.334736842,1.669230769,0.096449891
木夭丑友什65bb28aa,0.4,-0.5,-0.5,-0.038937777,1.413092551,1.358596491,0.592307692,-0.035978813
木夭丑友什65bb28ab,0.266666667,0.5,0.5,-0.038937777,0.67268623,0.360701754,0.253846154,-0.3774394
木夭丑友什65bb29aa,0.333333333,0,0,-0.301856851,0.230248307,0.397192982,0.715384615,0.813929965
木夭丑友什65bb29ab,0.333333333,0.5,0.5,-0.301856851,0.383747178,0.538947368,0.892307692,0.375382314
木夭丑友什65bb29ba,0.4,0,0,-0.301856851,0.893905192,1.298245614,2.084615385,0.393644329
木夭丑友什65bb29bb,0,0,0,-0.330695194,1.738148984,1.208421053,1.153846154,0.228878595
木夭丑友什65bb30aa,0.333333333,-0.5,-0.5,-0.081568954,0.961625282,0.42245614,-0.046153846,0.926544522
木夭丑友什65bb30ab,0.333333333,0.5,0.5,0.018616252,0.383747178,0.407017544,-0.015384615,1.229703519
木夭丑友什65bb30ba,0.4,0.5,0.5,0.018616252,0.902934537,1.083508772,1.338461538,0.550731064
木夭丑友什65bb30bb,0.4,-0.5,-0.5,0.018616252,1.056433409,1.007719298,0.838461538,0.492785693
木夭丑友什65bb31aa,-0.066666667,2,2,0.171422603,0.230248307,0.280701754,-0.130769231,0.096449891
木夭丑友什65bb31ab,0,-0.5,-0.5,0.703980428,-0.343115124,-0.328421053,-0.323076923,-0.726272363
木夭丑友什65bb31bb,-0.666666667,1,1,0.56314394,-0.225733634,-0.130526316,-0.146153846,0.640239722
木夭丑友什65bb32aa,-0.733333333,4.5,4.5,0.56314394,-0.013544018,0.021052632,0.084615385,0.856643982
木夭丑友什65bb32ab,-0.666666667,-0.5,-0.5,0.248234766,1.959367946,1.695438596,2.838461538,-0.074280403
木夭丑友什65bb32ba,-0.733333333,-0.5,-0.5,0.248234766,1.593679458,1.949473684,3.069230769,-0.159206268
木夭丑友什65bb32bb,-0.666666667,0.5,0.5,0.248234766,0.568848758,1.160701754,1.6,-0.159206268
木夭丑友什65bb33aa,-0.6,0,0,-0.080070738,0.79006772,1.250526316,1.9,0.033921727
木夭丑友什65bb33ab,-0.333333333,0.5,0.5,-0.162467072,-0.343115124,-0.341052632,-0.323076923,-1.029431361
木夭丑友什65bb33ba,-0.6,0,0,-0.162467072,2.433408578,1.609824561,1.607692308,0.228878595
木夭丑友什65bb33bb,-0.6,-0.5,-0.5,-0.162467072,0.668171558,0.950175439,1.5,0.179394223
木夭丑友什65bb34aa,-0.6,0.5,0.5,-1.292329967,0.139954853,0.739649123,1.892307692,0.033921727
木夭丑友什65bb34ab,-0.533333333,0,0,-1.292329967,0.108352144,0.482807018,1.192307692,-0.314911236
木夭丑友什65bb34ba,-0.066666667,0,0,-1.292329967,-0.297968397,-0.321403509,-0.323076923,0.337080725
木夭丑友什65bb35aa,-0.6,0,0,0.197827684,-0.288939052,-0.268070175,-0.238461538,0.033921727
木夭丑友什65bb35ab,-0.133333333,-0.5,-0.5,0.197827684,-0.343115124,-0.341052632,-0.323076923,-1.029431361
木夭丑友什65bb35ba,-0.6,-0.5,-0.5,0.197827684,-0.243792325,-0.249824561,-0.107692308,0.125405324
木夭丑友什65bb35bb,-0.333333333,-0.5,-0.5,0.252653291,-0.297968397,-0.324210526,-0.323076923,-0.314911236
木夭丑友什66aa26aa,0.266666667,-0.5,-0.5,-0.091358022,0.103837472,0.204912281,0.330769231,-0.726272363
木夭丑友什66aa26ab,0.266666667,-0.5,-0.5,-0.519671037,1.237020316,1.44,2.461538462,0.179394223
木夭丑友什66aa26ba,0.266666667,1.5,1.5,-1.545778325,0.428893905,0.569824561,1.084615385,-0.035978813
木夭丑友什66aa26bb,0.333333333,-0.5,-0.5,-0.382832726,0.717832957,1.052631579,1.923076923,-0.206709106
木夭丑友什66aa27aa,0.333333333,-0.5,-0.5,-0.382832726,0.153498871,0.007017544,-0.084615385,0.096449891
木夭丑友什66aa27ab,0.333333333,0.5,0.5,-0.382832726,0.853273138,0.74245614,0.338461538,0.296135618
木夭丑友什66aa27ba,0.266666667,-0.5,-0.5,-0.077827279,0.898419865,1.437192982,1.630769231,-0.035978813
木夭丑友什66aa27bb,0.333333333,0,0,-0.038937777,0.826185102,1.148070175,1.461538462,0
木夭丑友什66aa28aa,0.4,0,0,-0.038937777,0.681715576,0.42245614,0.484615385,0.179394223
木夭丑友什66aa28ab,0.4,-0.5,-0.5,-0.038937777,-0.225733634,-0.244210526,-0.276923077,-0.726272363
木夭丑友什66aa28bb,-0.2,-0.5,-0.5,0.106565267,0.451467269,-0.154385965,-0.323076923,-0.858701067
木夭丑友什66aa29aa,0.4,0.5,0.5,-0.301856851,1.227990971,1.306666667,1.9,0.125405324
木夭丑友什66aa29ab,0.4,-0.5,-0.5,-0.301856851,1.349887133,1.345964912,1.561538462,0.337080725
木夭丑友什66aa29ba,0.4,0,0,-0.301856851,1.611738149,1.849824561,1.5,0.066008928
木夭丑友什66aa29bb,0.333333333,0,0,-0.330695194,1.756207675,1.055438596,0.423076923,0
木夭丑友什66aa30aa,0.4,2,2,-0.081568954,1.435665914,0.887017544,0.384615385,-0.3774394
木夭丑友什66aa30ab,0.533333333,0,0,-0.013998335,0.83972912,1.236491228,2.446153846,-0.206709106
木夭丑友什66aa30ba,0.533333333,0,0,-0.013998335,1.232505643,1.347368421,2.092307692,0.125405324
木夭丑友什66aa30bb,0.466666667,1,1,0.418001232,1.038374718,0.974035088,1.838461538,-0.258347632
木夭丑友什66aa31aa,0.2,-0.5,-0.5,0.104040398,0.889390519,1.077894737,1.523076923,-0.035978813
木夭丑友什66aa31ab,-0.066666667,-0.5,-0.5,0.104040398,-0.144469526,0.192280702,-0.261538462,-0.159206268
木夭丑友什66aa31ba,-0.466666667,0,0,0.56314394,-0.343115124,-0.341052632,-0.323076923,-1.270062195
木夭丑友什66aa32aa,-0.733333333,-0.5,-0.5,0.56314394,0.162528217,0.151578947,0.546153846,0.252154859
木夭丑友什66aa32ab,-0.666666667,0.5,0.5,0.248234766,2.460496614,1.678596491,2.6,0.316961216
木夭丑友什66aa32ba,-0.666666667,0,0,0.248234766,1.051918736,1.198596491,1.769230769,-0.314911236
木夭丑友什66aa32bb,-0.6,1,1,0.248234766,-0.221218962,-0.197894737,-0.069230769,0
木夭丑友什66aa33aa,-0.6,2,2,-0.080070738,0.514672686,1.135438596,2.392307692,-0.206709106
木夭丑友什66aa33ab,-0.6,1,1,0.584067304,-0.167042889,-0.089824561,0.115384615,-0.858701067
木夭丑友什66aa33ba,-0.733333333,0.5,0.5,-1.263042343,1.981941309,1.472280702,1.830769231,0.125405324
木夭丑友什66aa33bb,-0.6,0,0,-1.290048842,0.848758465,1.237894737,2.2,0.228878595
木夭丑友什66aa34aa,-0.6,8,8,-1.292329967,0.058690745,0.543157895,1.530769231,-0.035978813
木夭丑友什66aa34ab,-0.6,0.5,0.5,-1.292329967,0.221218962,0.804210526,2.176923077,-0.258347632
木夭丑友什66aa35ab,-1.533333333,-0.5,-0.5,-0.289987415,-0.343115124,-0.341052632,-0.323076923,-0.115225509
木夭丑友什66aa35ba,-0.4,0,0,0.455229381,-0.25282167,-0.289122807,-0.323076923,-0.074280403
木夭丑友什66ab26ab,0.333333333,-0.5,-0.5,-0.519671037,0.478555305,0.8,1.161538462,-0.3774394
木夭丑友什66ab26ba,0.333333333,-0.5,-0.5,0.425079328,1.128668172,0.912280702,1.084615385,-0.314911236
木夭丑友什66ab26bb,0.333333333,0.5,0.5,-0.382832726,0.726862302,0.554385965,0.976923077,0.228878595
木夭丑友什66ab27ab,0.2,-0.5,-0.5,-0.394766485,-0.153498871,-0.22877193,-0.230769231,-0.618070234
木夭丑友什66ab27ba,0.2,-0.5,-0.5,-0.394766485,-0.293453725,-0.324210526,-0.323076923,-1.270062195
木夭丑友什66ab27bb,0,-0.5,-0.5,-0.038937777,0.108352144,-0.119298246,-0.153846154,-0.258347632
木夭丑友什66ab28aa,0.133333333,-0.5,-0.5,-0.038937777,-0.261851016,-0.287719298,-0.238461538,-0.858701067
木夭丑友什66ab29aa,0.333333333,1,1,0.106565267,1.074492099,1.087719298,1.676923077,0
木夭丑友什66ab29ab,0.4,0,0,0.106565267,0.884875847,1.093333333,2.130769231,0.375382314
木夭丑友什66ab29ba,0.4,0,0,-0.330695194,1.124153499,1.162105263,1.292307692,0.096449891
木夭丑友什66ab29bb,0.466666667,-0.5,-0.5,-0.330695194,0.428893905,0.690526316,0.953846154,0.179394223
木夭丑友什66ab30aa,0.466666667,0,0,-0.218815807,0.53724605,0.82245614,1.523076923,-0.074280403
木夭丑友什66ab30ab,0.333333333,0.5,0.5,-0.258660875,0.939051919,1.312280702,2.746153846,0.125405324
木夭丑友什66ab30ba,0.4,0.5,0.5,0.418001232,0.699774266,1.041403509,2.507692308,0.096449891
木夭丑友什66ab30bb,0.533333333,0.5,0.5,0.418001232,0.898419865,0.849122807,1.4,0.066008928
木夭丑友什66ab31aa,0.533333333,-0.5,-0.5,-0.175465202,0.212189616,0.186666667,0.661538462,-0.074280403
木夭丑友什66ab31bb,-0.2,-0.5,-0.5,0.764146329,-0.30248307,-0.175438596,-0.276923077,0.252154859
