year,cctv,light,log_pa,ep,fp,yp,log_nb,gid,label
0,0,0,-0.0411023091468695,-0.2167042889390519,-0.1880701754385965,-0.1461538461538461,0.1530134955486932,木夭丑友什61aa32bb,1
0,1,1,-0.0411023091468695,-0.1805869074492099,0.0673684210526315,0.3384615384615385,-1.681423321760331,木夭丑友什61ab32ab,1
0,1,1,-0.0411023091468695,-0.2799097065462754,-0.2470175438596491,-0.2076923076923077,0.5507310642135506,木夭丑友什61ab32ba,0
0,1,1,-0.0411023091468695,-0.1399548532731377,-0.1052631578947368,0.023076923076923,-0.3774394000310676,木夭丑友什61ab32bb,0
0,0,0,1.0674210887293551,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什61ba29aa,3
0,1,1,-0.0411023091468695,-0.3024830699774266,-0.2203508771929824,-0.123076923076923,0.4285643218122907,木夭丑友什61ba32ab,0
0,1,1,0.1984072391410351,-0.2167042889390519,-0.1796491228070175,-0.0384615384615384,0.6748204929343843,木夭丑友什61ba32ba,0
0,1,1,0.1984072391410351,-0.2302483069977426,-0.1866666666666666,-0.1,-0.7262723633726866,木夭丑友什61ba32bb,1
0,0,0,1.335861007025375,-0.2979683972911964,-0.3171929824561403,-0.3230769230769231,-0.3149112361737931,木夭丑友什61ba36ab,3
0,0,0,-0.1243800563894827,-0.2483069977426636,-0.2301754385964912,-0.2153846153846154,-1.681423321760331,木夭丑友什61bb31bb,1
0,1,1,1.7266189843268005,-0.2076749435665914,-0.0701754385964912,0.3307692307692307,0.2961356178224331,木夭丑友什61bb32ab,3
0,1,1,0.1984072391410351,-0.0225733634311512,0.0926315789473684,0.4923076923076923,0.767901584043906,木夭丑友什61bb32ba,0
0,0,0,0.1984072391410351,-0.1760722347629796,-0.2021052631578947,-0.123076923076923,-0.7262723633726866,木夭丑友什61bb32bb,1
0,0,0,1.1348331839047388,-0.1218961625282167,-0.2343859649122807,-0.3230769230769231,0.3565404568450125,木夭丑友什61bb36ab,3
0,0,0,1.1348331839047388,-0.2212189616252821,-0.2526315789473684,-0.3230769230769231,0.3753823142341358,木夭丑友什61bb36ba,3
0,1,1,-0.1243800563894827,-0.1760722347629796,-0.2007017543859649,-0.1923076923076923,-1.2700621945614374,木夭丑友什62aa31ba,1
0,0,0,-0.1243800563894827,1.2054176072234764,1.0371929824561403,1.4076923076923078,-0.1152255093764603,木夭丑友什62aa31bb,2
0,1,1,-0.4449032116337876,0.6817155756207675,0.9192982456140352,1.807692307692308,-0.447339940163651,木夭丑友什62aa32aa,2
0,1,1,-1.18582960462576,0.5011286681715575,0.696140350877193,1.1,0.0964498910251,木夭丑友什62aa32ab,2
0,1,1,0.1984072391410351,0.1851015801354401,0.3985964912280701,0.9769230769230768,-0.0742804025080549,木夭丑友什62aa32ba,0
0,1,1,2.6668403488614625,-0.0045146726862302,0.3887719298245614,1.1076923076923078,0.0660089284290144,木夭丑友什62aa32bb,3
0,0,0,0.7727199310860243,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什62aa33bb,1
0,0,0,1.3431614831551315,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.2583476316502001,木夭丑友什62aa34ab,3
0,1,1,1.1348331839047388,-0.2799097065462754,-0.2919298245614035,-0.3230769230769231,0.0,木夭丑友什62aa36ab,3
0,1,1,1.1348331839047388,-0.2437923250564334,-0.2807017543859649,-0.3230769230769231,0.1793942234373127,木夭丑友什62aa36ba,3
0,1,1,1.0569518944487035,-0.3160270880361174,-0.3242105263157894,-0.3230769230769231,0.1793942234373127,木夭丑友什62aa36bb,3
0,0,0,1.086783119981981,-0.2663656884875846,-0.296140350877193,-0.2692307692307692,-0.2067091064979125,木夭丑友什62aa37aa,3
0,0,0,1.1799097070318705,-0.3160270880361174,-0.3312280701754386,-0.3230769230769231,-1.2700621945614374,木夭丑友什62ab28ab,3
0,0,0,0.7380121390441703,-0.3431151241534989,-0.3270175438596491,-0.3230769230769231,-0.447339940163651,木夭丑友什62ab30ab,3
0,0,0,0.7284478590796875,-0.3115124153498871,-0.3242105263157894,-0.3230769230769231,-0.3774394000310676,木夭丑友什62ab30ba,3
0,0,0,-0.1243800563894827,0.0812641083521444,-0.0196491228070175,0.0384615384615384,-0.0359788129647575,木夭丑友什62ab31ba,1
0,1,1,-0.6096693155490548,0.1309255079006772,0.015438596491228,0.1692307692307692,-1.0294313608956993,木夭丑友什62ab31bb,1
0,1,1,-0.6096693155490548,0.2076749435665914,0.4014035087719298,0.8461538461538461,-0.5265866365753535,木夭丑友什62ab32aa,0
0,1,1,-0.6096693155490548,0.3747178329571106,0.5936842105263158,1.2923076923076924,0.2046520207009808,木夭丑友什62ab32ab,2
0,1,1,-1.18582960462576,0.3069977426636568,0.6105263157894737,1.2461538461538462,0.3169612163061488,木夭丑友什62ab32ba,2
0,1,1,2.6668403488614625,0.0180586907449209,0.175438596491228,0.2923076923076923,-0.3774394000310676,木夭丑友什62ab32bb,3
0,0,0,0.7727199310860243,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什62ab33bb,1
0,0,0,1.3107493818259632,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.3149112361737931,木夭丑友什62ab34ab,3
0,0,0,1.2382085492769597,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.1152255093764603,木夭丑友什62ab35ba,3
0,0,0,1.2382085492769597,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什62ab35bb,3
0,0,0,1.578326768065124,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什62ab36ab,3
0,0,0,1.0569518944487035,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.618070233696806,木夭丑友什62ab36bb,3
0,0,0,1.086783119981981,-0.2573363431151241,-0.2975438596491228,-0.3230769230769231,0.0339217271678255,木夭丑友什62ab37aa,3
0,0,0,1.357616962167566,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.8587010673625443,木夭丑友什62ba28ab,3
0,0,0,0.6900636896523398,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什62ba30ab,1
0,0,0,0.7284478590796875,-0.2799097065462754,-0.3171929824561403,-0.3230769230769231,-0.2583476316502001,木夭丑友什62ba30ba,3
0,0,0,0.7284478590796875,-0.3431151241534989,-0.3256140350877193,-0.3230769230769231,-0.2067091064979125,木夭丑友什62ba30bb,3
0,0,0,0.7284478590796875,-0.2979683972911964,-0.32,-0.3230769230769231,-0.3774394000310676,木夭丑友什62ba31aa,3
0,1,1,-0.6096693155490548,-0.1986455981941309,-0.0575438596491228,0.3615384615384615,0.1254053242892781,木夭丑友什62ba32ab,0
0,1,1,-1.18582960462576,0.0225733634311512,0.0280701754385964,0.0538461538461538,0.8808705558795892,木夭丑友什62ba32ba,0
0,1,1,2.6668403488614625,0.1128668171557562,0.0659649122807017,0.0538461538461538,0.7867434414330289,木夭丑友什62ba32bb,3
0,1,1,2.6668403488614625,-0.2257336343115124,-0.2554385964912281,-0.2307692307692307,-0.7262723633726866,木夭丑友什62ba33aa,3
0,0,0,1.3107493818259632,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什62ba34ba,3
0,0,0,1.2382085492769597,-0.2799097065462754,-0.2863157894736842,-0.3230769230769231,0.0,木夭丑友什62ba35ab,3
0,1,1,1.2382085492769597,-0.2708803611738149,-0.311578947368421,-0.3230769230769231,0.0964498910251,木夭丑友什62ba35ba,3
0,0,0,1.2382085492769597,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什62ba35bb,3
0,0,0,0.6650836736324074,-0.3069977426636568,-0.3214035087719298,-0.3230769230769231,-0.2067091064979125,木夭丑友什62bb28aa,3
0,0,0,0.6333203423610166,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什62bb28ab,1
0,1,1,0.8030367436566286,-0.3431151241534989,-0.3312280701754386,-0.3230769230769231,-0.447339940163651,木夭丑友什62bb28bb,3
0,0,0,0.8030367436566286,-0.3069977426636568,-0.3242105263157894,-0.3230769230769231,-0.7262723633726866,木夭丑友什62bb29aa,3
0,0,0,0.8818314961776123,-0.3431151241534989,-0.3312280701754386,-0.3230769230769231,-1.0294313608956993,木夭丑友什62bb31ba,3
0,1,1,-0.3046144571851778,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.8587010673625443,木夭丑友什62bb32aa,1
0,1,1,-0.3046144571851778,-0.1896162528216704,-0.0561403508771929,0.0615384615384615,0.8887311828268012,木夭丑友什62bb32ab,0
0,1,1,-1.8160666190750132,-0.1625282167042889,-0.095438596491228,-0.0076923076923076,0.8566439815656124,木夭丑友什62bb32ba,0
0,1,1,-1.1755266299197968,-0.2708803611738149,-0.2582456140350877,-0.2615384615384615,0.4113611271988934,木夭丑友什62bb32bb,0
0,0,0,1.3475988664288268,-0.3069977426636568,-0.3143859649122807,-0.3230769230769231,0.0339217271678255,木夭丑友什62bb33aa,3
0,0,0,1.04265660622102,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.7262723633726866,木夭丑友什62bb34aa,3
0,0,0,1.04265660622102,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什62bb34ab,3
0,1,1,1.2382085492769597,-0.3069977426636568,-0.311578947368421,-0.3230769230769231,-0.2067091064979125,木夭丑友什62bb35ab,3
0,0,0,1.2382085492769597,-0.3431151241534989,-0.3326315789473684,-0.3230769230769231,-0.618070233696806,木夭丑友什62bb35ba,3
0,0,0,0.8172282599016187,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什62bb36bb,1
0,0,0,0.6650836736324074,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什63aa28aa,1
0,0,0,0.6333203423610166,-0.3431151241534989,-0.3326315789473684,-0.3230769230769231,-1.2700621945614374,木夭丑友什63aa28ab,1
0,0,0,0.738364760521138,-0.3431151241534989,-0.3298245614035088,-0.3230769230769231,-1.681423321760331,木夭丑友什63aa28ba,1
0,0,0,0.738364760521138,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什63aa28bb,1
0,1,1,-0.3046144571851778,-0.3069977426636568,-0.2947368421052631,-0.3230769230769231,0.0660089284290144,木夭丑友什63aa32aa,0
0,1,1,-0.3046144571851778,-0.0993227990970654,-0.0336842105263157,0.2461538461538461,0.8729044140137562,木夭丑友什63aa32ab,0
0,1,1,-1.2900488422546323,-0.2392776523702031,-0.199298245614035,-0.1769230769230769,0.8050054564133245,木夭丑友什63aa32ba,0
0,0,0,-1.1755266299197968,-0.2844243792325056,-0.2835087719298245,-0.2230769230769231,0.3169612163061488,木夭丑友什63aa32bb,0
0,1,1,1.04265660622102,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,0.4113611271988934,木夭丑友什63aa34aa,3
0,0,0,0.106565267469855,-0.2031602708803611,-0.2540350877192982,-0.2538461538461538,0.3169612163061488,木夭丑友什63aa37ab,0
0,0,0,0.6333203423610166,-0.3431151241534989,-0.3312280701754386,-0.3230769230769231,-0.618070233696806,木夭丑友什63ab28ab,3
0,0,0,0.8818314961776123,-0.3431151241534989,-0.3284210526315789,-0.3230769230769231,-0.1152255093764603,木夭丑友什63ab31ba,3
0,0,0,-0.3046144571851778,-0.1851015801354401,-0.2343859649122807,-0.1692307692307692,-0.159206268174256,木夭丑友什63ab31bb,1
0,1,1,-0.3046144571851778,0.3476297968397291,1.0091228070175438,2.1538461538461537,-0.0742804025080549,木夭丑友什63ab32aa,2
0,1,1,-0.3046144571851778,0.1489841986455982,0.3831578947368421,0.6461538461538462,0.3753823142341358,木夭丑友什63ab32ab,0
0,1,1,-1.2900488422546323,0.1128668171557562,0.2287719298245614,0.3538461538461538,0.2745525608335639,木夭丑友什63ab32ba,0
0,0,0,0.8520757723723545,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.1152255093764603,木夭丑友什63ab34ab,3
0,0,0,0.8520757723723545,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,0.4773700556279078,木夭丑友什63ab34ba,3
0,1,1,1.0495629950534118,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什63ab34bb,3
0,1,1,0.106565267469855,-0.2934537246049661,-0.2947368421052631,-0.3230769230769231,-0.1152255093764603,木夭丑友什63ab37ab,0
0,0,0,1.2213840100940785,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.447339940163651,木夭丑友什63ba29ba,3
0,0,0,0.3526374135732357,-0.2979683972911964,-0.3143859649122807,-0.2769230769230769,-0.159206268174256,木夭丑友什63ba31ba,3
0,1,1,0.7177212355812003,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什63ba31bb,3
0,0,0,0.0186162518891077,0.8126410835214447,1.5578947368421052,3.230769230769231,0.1254053242892781,木夭丑友什63ba32aa,2
0,1,1,-0.1697593850806189,-0.3431151241534989,-0.2933333333333333,-0.3230769230769231,0.5078110182239934,木夭丑友什63ba32ab,0
0,1,1,-0.1697593850806189,-0.1941309255079006,-0.1712280701754386,-0.1769230769230769,0.3753823142341358,木夭丑友什63ba32ba,0
0,0,0,0.5139980553101828,-0.2483069977426636,-0.2596491228070175,-0.2384615384615384,-1.0294313608956993,木夭丑友什63ba33bb,1
0,0,0,0.8520757723723545,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.0359788129647575,木夭丑友什63ba34ab,3
0,0,0,0.8520757723723545,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.5265866365753535,木夭丑友什63ba34ba,3
0,0,0,0.106565267469855,-0.3431151241534989,-0.3326315789473684,-0.3230769230769231,-0.447339940163651,木夭丑友什63ba37aa,1
0,0,0,0.106565267469855,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什63ba37ab,1
0,0,0,0.6418303592292922,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什63bb27bb,1
0,0,0,0.8762557636667825,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.447339940163651,木夭丑友什63bb29ab,3
0,0,0,1.0923978366814615,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.447339940163651,木夭丑友什63bb29ba,3
0,1,1,1.0270900611078695,-0.0361173814898419,-0.1908771929824561,-0.2461538461538461,-0.159206268174256,木夭丑友什63bb30aa,3
0,0,0,1.0270900611078695,-0.1760722347629796,-0.2582456140350877,-0.3230769230769231,-0.2067091064979125,木夭丑友什63bb30ab,3
0,0,0,0.3526374135732357,-0.3115124153498871,-0.3256140350877193,-0.3230769230769231,-0.2583476316502001,木夭丑友什63bb31ba,3
0,1,1,-0.4078443145087047,0.5237020316027088,1.0526315789473684,2.876923076923077,0.1793942234373127,木夭丑友什63bb32aa,2
0,1,1,-0.1697593850806189,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,0.9041468198892688,木夭丑友什63bb32ab,0
0,0,0,0.4156315875722416,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什63bb33aa,1
0,1,1,0.4156315875722416,0.2347629796839729,0.0687719298245614,0.2384615384615384,0.3565404568450125,木夭丑友什63bb33ab,0
0,1,1,0.4156315875722416,0.1760722347629796,-0.0070175438596491,0.1384615384615384,0.0660089284290144,木夭丑友什63bb33ba,0
0,1,1,0.9601965218724154,-0.0857787810383747,-0.0828070175438596,0.0307692307692307,0.3936443292144314,木夭丑友什63bb33bb,0
0,0,0,0.8520757723723545,-0.2979683972911964,-0.3214035087719298,-0.3230769230769231,-0.2583476316502001,木夭丑友什63bb34ba,3
0,0,0,-0.0800707379199758,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什63bb36ba,1
0,0,0,0.4611603190340495,-0.2753950338600451,-0.3242105263157894,-0.3230769230769231,-1.681423321760331,木夭丑友什64aa28bb,1
0,0,0,0.8762557636667825,-0.3431151241534989,-0.3242105263157894,-0.3230769230769231,0.0660089284290144,木夭丑友什64aa29ab,3
0,0,0,1.0923978366814615,-0.3431151241534989,-0.3312280701754386,-0.3230769230769231,-0.2583476316502001,木夭丑友什64aa29ba,3
0,1,1,1.0270900611078695,-0.2392776523702031,-0.2470175438596491,-0.2615384615384615,-0.159206268174256,木夭丑友什64aa30aa,3
0,0,0,1.0270900611078695,-0.2663656884875846,-0.2933333333333333,-0.3230769230769231,-0.447339940163651,木夭丑友什64aa30ab,3
0,0,0,0.8030367436566286,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.8587010673625443,木夭丑友什64aa31ab,3
0,0,0,0.6948447577607083,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.5265866365753535,木夭丑友什64aa31ba,3
0,1,1,0.3501207287415528,-0.1218961625282167,0.5221052631578947,2.3846153846153846,-0.7262723633726866,木夭丑友什64aa32aa,2
0,1,1,0.4227250803995572,0.2528216704288939,0.8463157894736842,2.3692307692307693,0.4285643218122907,木夭丑友什64aa32ab,2
0,0,0,0.652565811367961,-0.1986455981941309,-0.1922807017543859,-0.0692307692307692,-0.7262723633726866,木夭丑友什64aa32bb,3
0,0,0,0.4156315875722416,0.1851015801354401,0.1796491228070175,0.4769230769230769,-0.7262723633726866,木夭丑友什64aa33aa,1
0,1,1,0.4156315875722416,0.5011286681715575,0.6301754385964913,1.6153846153846154,0.2961356178224331,木夭丑友什64aa33ab,2
0,1,1,1.587566473916994,-0.0948081264108352,-0.0449122807017543,0.0923076923076923,0.5078110182239934,木夭丑友什64aa33ba,3
0,1,1,1.587566473916994,-0.2618510158013544,-0.1684210526315789,-0.0692307692307692,0.6859136880324573,木夭丑友什64aa33bb,3
0,0,0,0.9601965218724154,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-0.8587010673625443,木夭丑友什64aa34ab,3
0,0,0,-1.18582960462576,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什64aa36ab,1
0,0,0,-1.18582960462576,-0.0361173814898419,0.2119298245614035,0.5538461538461539,0.5224653098860547,木夭丑友什64aa36ba,0
0,0,0,-0.0793224035061008,0.3024830699774266,0.7607017543859649,2.546153846153846,0.3753823142341358,木夭丑友什64aa36bb,2
0,1,1,0.1684487146400773,-0.2799097065462754,-0.3228070175438596,-0.3230769230769231,-0.2583476316502001,木夭丑友什64aa37ba,0
0,0,0,0.9050631546065058,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什64aa38bb,1
0,0,0,0.1552660694565764,-0.2212189616252821,-0.2807017543859649,-0.3230769230769231,-0.3774394000310676,木夭丑友什64ab27ab,1
0,1,1,0.8155875717512858,-0.2753950338600451,-0.287719298245614,-0.2769230769230769,-0.5265866365753535,木夭丑友什64ab27ba,3
0,0,0,0.1588772212605153,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.2700621945614374,木夭丑友什64ab28ba,1
0,1,1,0.4288355501185822,0.5327313769751693,0.0350877192982456,-0.1153846153846153,-0.2583476316502001,木夭丑友什64ab28bb,0
0,0,0,0.4288355501185822,-0.1083521444695259,-0.2722807017543859,-0.3230769230769231,-1.2700621945614374,木夭丑友什64ab29aa,1
0,1,1,0.6344847299316265,0.0135440180586907,-0.1501754385964912,-0.1846153846153846,0.5367664514881715,木夭丑友什64ab29ab,0
0,0,0,0.725240972229982,-0.1218961625282167,-0.2680701754385965,-0.2615384615384615,-0.447339940163651,木夭丑友什64ab29ba,3
0,0,0,0.725240972229982,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.0294313608956993,木夭丑友什64ab29bb,3
0,1,1,0.725240972229982,-0.0541760722347629,-0.1249122807017543,-0.1307692307692307,0.2521548590246373,木夭丑友什64ab30aa,0
0,0,0,1.0270900611078695,0.0,-0.2049122807017543,-0.2153846153846154,-0.1152255093764603,木夭丑友什64ab30ab,3
0,0,0,0.8030367436566286,-0.3431151241534989,-0.3312280701754386,-0.3230769230769231,-1.0294313608956993,木夭丑友什64ab31ab,3
0,0,0,0.6948447577607083,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,-1.681423321760331,木夭丑友什64ab31ba,1
0,1,1,0.6387435110255335,-0.3431151241534989,-0.3228070175438596,-0.3230769230769231,-0.5265866365753535,木夭丑友什64ab31bb,3
0,1,1,0.3501207287415528,-0.2573363431151241,-0.0308771929824561,0.6076923076923076,0.4452828543667189,木夭丑友什64ab32aa,0
0,1,1,3.1068849925369086,0.0632054176072234,0.5010526315789474,1.5615384615384615,0.3370807246908384,木夭丑友什64ab32ab,3
0,1,1,3.1068849925369086,0.0993227990970654,0.343859649122807,1.1307692307692307,0.5907553506362061,木夭丑友什64ab32ba,3
0,1,1,3.1068849925369086,-0.0270880361173814,0.071578947368421,0.6153846153846154,0.4615432868148624,木夭丑友什64ab32bb,3
0,1,1,3.262296285521476,-0.2663656884875846,-0.1880701754385965,-0.0076923076923076,0.6748204929343843,木夭丑友什64ab33aa,3
0,1,1,2.587722560679266,-0.1986455981941309,-0.0421052631578947,0.3230769230769231,0.9689531771707804,木夭丑友什64ab33ab,3
0,1,1,1.587566473916994,-0.2573363431151241,-0.1249122807017543,0.0615384615384615,0.933826437084948,木夭丑友什64ab33ba,3
0,0,0,1.587566473916994,-0.3431151241534989,-0.3129824561403508,-0.2615384615384615,-0.2583476316502001,木夭丑友什64ab33bb,3
0,0,0,0.3858105787077156,-0.3431151241534989,-0.3410526315789474,-0.3230769230769231,0.2745525608335639,木夭丑友什64ab34ab,3
0,1,1,0.5489678688078586,-0.1625282167042889,-0.2526315789473684,-0.3230769230769231,0.5643746227475864,木夭丑友什64ab34ba,0
0,0,0,0.4688676492557636,-0.1896162528216704,-0.103859649122807,-0.1846153846153846,0.5224653098860547,木夭丑友什64ab34bb,3
